County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,white_population,total_population,age_60_and_over,poverty_rate,housing_cost_burden,bachelors_and_above_percentage,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,median_household_income,asian_population,per_capita_income,total_population_race,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,Year
Suwannee County,Florida,75.6945004062578,12,121,19.6,35519,42287,16.1,21.9,255,9.7,665,80.2,0.4335,84,8.1,21.6,9.8,36159,160,18379,42287,41.6,105400,4902,9.5,2012
Swain County,North Carolina,73.5837566117257,37,173,14.2,9447,13995,15.1,22.5,125,19.8,577,79.0,0.4342,3269,5.0,28.2,9.3,43426,37,20904,13995,30.5,123900,362,8.5,2012
Sweet Grass County,Montana,80.9262617132709,30,97,12.3,3565,3661,15.7,11.6,20,23.7,638,75.7,0.4153,0,3.0,16.4,4.5,44179,20,20927,3661,48.2,189200,0,4.8,2012
Sweetwater County,Wyoming,77.6354610713728,56,37,11.3,40233,43890,7.6,9.9,350,16.3,881,75.4,0.3627,118,3.9,15.8,5.7,72139,232,30666,43890,37.9,174600,194,10.3,2012
Swift County,Minnesota,80.7137438287276,27,151,13.8,9450,9764,16.7,10.1,53,13.8,514,80.8,0.4039,45,4.3,7.3,3.8,45984,13,24442,9764,44.3,91000,133,7.9,2012
Swisher County,Texas,77.4833326530069,48,437,14.2,6694,7816,13.6,20.3,40,17.9,540,76.7,0.4282,19,9.8,24.2,10.7,40227,33,17616,7816,37.0,61600,446,12.7,2012
Switzerland County,Indiana,76.057542155507,18,155,14.1,10265,10509,13.2,17.9,71,6.9,766,76.6,0.3849,14,6.7,17.4,10.9,44833,0,20727,10509,52.1,110700,45,8.2,2012
Talbot County,Georgia,75.3884489268479,13,263,24.8,2626,6772,14.6,23.4,28,11.5,593,82.1,0.4987,0,7.7,15.3,15.9,26750,15,16602,6772,46.2,74500,4069,5.8,2012
Talbot County,Maryland,80.6233269665543,24,41,12.8,31050,37746,22.7,7.6,391,33.4,964,82.3,0.4769,50,4.9,11.8,8.2,62942,471,37767,37746,28.9,343800,5289,7.3,2012
Taliaferro County,Georgia,75.1585955884383,13,265,22.3,692,1674,21.5,29.9,16,10.0,524,83.9,0.4398,0,14.1,17.4,19.0,24390,7,14519,1674,39.4,72600,930,15.5,2012
Talladega County,Alabama,73.5547810443691,1,121,20.2,53935,82194,12.4,22.9,810,11.8,582,78.7,0.4509,252,8.5,14.3,14.5,35209,123,18744,82194,38.8,90400,26762,8.8,2012
Tallahatchie County,Mississippi,73.5523062826213,28,135,16.6,6787,15262,9.2,32.2,50,4.7,440,82.9,0.4546,40,12.3,19.9,19.5,27689,128,13036,15262,33.3,60700,8200,14.8,2012
Tallapoosa County,Alabama,75.2700066121829,1,123,20.2,29403,41534,15.8,19.5,416,15.3,580,79.2,0.4593,52,9.3,14.0,11.6,38611,19,21609,41534,34.1,94600,11347,8.0,2012
Tama County,Iowa,79.153842170556,19,171,11.6,15759,17746,16.3,12.0,129,14.4,639,77.2,0.413,1286,3.4,10.1,6.4,49244,59,24127,17746,42.8,100100,98,7.4,2012
Taney County,Missouri,77.5617226161872,29,213,14.4,48610,51596,17.0,17.0,802,20.3,674,79.0,0.4561,150,4.5,21.4,9.8,40112,270,21863,51596,33.9,134800,139,9.3,2012
Tangipahoa Parish,Louisiana,74.2747715581373,22,105,17.5,81287,121209,10.2,22.1,982,16.8,717,76.2,0.4661,424,6.6,17.5,11.1,40491,832,20793,121209,37.4,136000,36544,12.2,2012
Taos County,New Mexico,79.3299597362353,35,55,17.7,18757,32775,16.1,23.9,276,26.9,749,81.2,0.4782,1945,6.1,22.3,14.0,33835,254,21684,32775,28.7,203800,158,7.3,2012
Tarrant County,Texas,78.5794349933046,48,439,9.8,1273774,1814667,7.8,14.7,21698,30.1,870,74.1,0.4553,9312,7.8,21.4,8.2,56859,84660,28125,1814667,22.9,136300,269911,9.7,2012
Tate County,Mississippi,75.0712870252361,28,137,16.7,19229,28580,11.5,17.4,176,15.2,702,75.7,0.4442,0,6.7,18.6,9.8,43277,107,20482,28580,32.5,116900,8795,11.6,2012
Tattnall County,Georgia,75.2235708271841,13,267,19.5,16118,25023,8.5,25.8,101,8.5,487,82.8,0.4658,71,11.0,23.8,12.4,36520,107,15942,25023,42.1,84200,7139,11.6,2012
Taylor County,Florida,75.9658571048214,12,123,22.5,17081,22561,12.7,19.1,99,9.9,613,83.3,0.4507,144,5.9,18.2,12.6,34634,152,17728,22561,40.3,88800,4821,8.9,2012
Taylor County,Georgia,75.1368046855178,13,269,17.0,5124,8700,13.2,29.2,31,6.7,574,76.9,0.4817,0,9.1,19.2,16.8,28402,5,16286,8700,37.0,64200,3481,8.1,2012
Taylor County,Iowa,79.3234526473165,19,173,15.4,6048,6292,18.7,15.0,30,11.2,535,78.4,0.4289,29,4.4,11.3,5.1,42638,29,22872,6292,47.9,65100,6,5.7,2012
Taylor County,Kentucky,75.5893902473319,21,217,17.6,22689,24514,13.9,23.0,146,12.2,535,78.9,0.4307,31,11.1,17.0,11.7,35000,157,17991,24514,41.5,96700,1174,11.9,2012
Taylor County,Texas,76.3071385086109,48,441,15.0,109139,131425,11.4,17.0,1388,24.9,749,77.2,0.4645,660,6.1,18.0,6.2,44372,2105,23790,131425,27.9,95400,9766,14.7,2012
Taylor County,West Virginia,76.9308026793778,54,91,16.7,16441,16889,13.9,17.8,126,12.2,509,81.4,0.4277,38,8.1,15.7,8.4,40720,10,20905,16889,50.2,85700,176,7.4,2012
Taylor County,Wisconsin,81.1253971454818,55,119,11.6,20252,20631,14.5,13.6,142,12.4,521,78.5,0.4169,64,6.1,10.5,7.9,44578,25,22733,20631,47.0,126300,65,7.7,2012
Tazewell County,Illinois,78.5199329141939,17,179,10.6,130374,135201,13.7,8.7,957,24.6,662,78.2,0.3986,143,2.1,8.2,6.3,55580,899,27838,135201,34.5,130600,1225,7.7,2012
Tazewell County,Virginia,73.1762732109334,51,185,26.6,42672,44846,15.3,18.1,281,13.6,545,81.6,0.4332,68,12.0,15.2,7.5,36080,140,19840,44846,34.6,85600,1210,8.2,2012
Tehama County,California,77.8073761870042,6,103,19.0,54624,63200,14.9,20.3,1162,13.6,824,77.4,0.4317,1518,7.9,17.6,15.1,40307,704,20259,63200,29.1,189500,376,8.7,2012
Telfair County,Georgia,77.3785428575031,13,271,17.3,9704,16312,9.6,34.1,90,8.0,512,86.3,0.491,31,11.2,19.6,2.9,24469,29,13159,16312,47.0,62200,6263,9.5,2012
Teller County,Colorado,80.3394209122523,8,119,14.2,21938,23163,13.5,8.2,156,31.5,854,81.7,0.3958,187,2.0,13.6,9.3,57970,216,29866,23163,26.6,230400,191,5.9,2012
Tensas Parish,Louisiana,74.6081729940411,22,107,14.9,2204,5189,15.2,30.9,43,9.5,476,76.7,0.4735,0,10.5,43.9,8.6,29888,5,17021,5189,44.5,61700,2929,6.3,2012
Terrebonne Parish,Louisiana,75.0609898946069,22,109,16.5,78941,111666,9.9,16.8,803,11.8,787,76.0,0.4454,5863,12.2,17.3,6.5,49545,1132,23885,111666,40.1,128500,20633,10.4,2012
Terrell County,Georgia,74.7344941359309,13,273,24.0,3480,9365,12.4,29.3,63,7.4,507,76.5,0.4519,7,10.8,18.3,15.1,32855,38,17102,9365,37.5,76900,5698,12.1,2012
Terry County,Texas,76.1546144092132,48,445,17.2,10278,12561,11.5,16.2,123,14.5,514,78.0,0.51,33,18.1,27.2,5.9,35537,10,20008,12561,28.9,62900,621,10.3,2012
Teton County,Idaho,82.6277300654122,16,81,14.5,9625,10007,6.6,8.5,102,33.2,865,74.9,0.3731,6,7.2,23.4,9.5,56532,160,24207,10007,21.1,226600,0,6.5,2012
Teton County,Montana,79.8967823396854,30,99,16.9,5833,6082,19.8,13.7,26,24.9,548,79.7,0.4361,113,5.2,15.9,5.6,42423,11,22341,6082,27.8,140000,5,5.9,2012
Teton County,Wyoming,84.1206341479761,56,39,6.5,20483,21326,9.4,7.7,370,44.9,1072,82.7,0.4974,85,2.2,22.4,5.3,69020,116,41755,21326,24.4,692700,40,6.0,2012
Texas County,Missouri,76.8724314712732,29,215,21.3,24120,25840,16.2,20.5,156,11.0,536,80.8,0.4492,158,8.0,16.9,7.7,34520,32,17387,25840,46.2,92900,864,9.2,2012
Texas County,Oklahoma,76.8637693651323,40,139,10.8,14152,20620,8.9,13.2,145,19.7,615,74.9,0.4447,186,18.7,21.5,6.8,47983,673,21847,20620,27.6,87600,205,12.5,2012
Thayer County,Nebraska,79.091660394202,31,169,15.3,5097,5195,22.3,11.0,25,14.1,408,80.8,0.4238,5,3.6,8.3,1.9,43077,2,23314,5195,43.0,62400,6,5.7,2012
Thomas County,Georgia,75.5189642380648,13,275,16.4,26565,44715,13.1,27.6,431,15.7,674,76.6,0.5152,6,4.3,21.9,12.9,31471,365,19313,44715,38.6,122900,16650,8.3,2012
Thomas County,Kansas,79.3598170027844,20,193,15.2,7599,7854,13.4,10.3,58,28.3,439,79.8,0.4581,12,3.6,8.9,2.6,48029,11,25942,7854,24.3,92200,112,13.4,2012
Throckmorton County,Texas,77.7223210700707,48,447,20.8,1613,1626,23.3,10.1,13,20.3,478,82.9,0.4196,0,8.1,21.5,0.7,41019,0,24557,1626,33.4,53800,2,9.2,2012
Thurston County,Nebraska,74.500938876537,31,173,15.3,2765,6926,10.3,25.8,31,13.0,463,66.7,0.4338,3919,4.5,31.8,14.9,41961,28,16914,6926,40.5,68400,33,10.8,2012
Thurston County,Washington,80.1370108992259,53,67,12.3,210962,252410,12.0,11.1,2996,32.8,999,78.7,0.4014,3469,1.8,11.4,8.6,63224,14185,30153,252410,24.2,251000,6824,9.5,2012
Tift County,Georgia,75.6807278477855,13,277,14.2,25186,40430,11.0,22.9,311,16.6,598,76.6,0.4812,10,11.2,23.4,8.7,37033,570,18928,40430,31.6,115300,11986,13.5,2012
Tillamook County,Oregon,79.1183410643878,41,57,14.7,23416,25254,19.7,17.2,229,18.6,776,81.1,0.4122,201,5.2,17.3,7.8,41869,183,22625,25254,34.1,232400,153,6.8,2012
Tillman County,Oklahoma,75.0806143691514,40,141,19.1,6327,7981,15.4,20.7,53,15.5,531,80.4,0.4033,182,11.9,16.7,11.1,34550,11,17361,7981,36.9,53700,623,10.5,2012
Tioga County,New York,79.9998948828469,36,107,12.5,49443,51067,14.7,8.8,252,24.2,607,79.3,0.406,143,2.3,8.3,7.9,56488,302,26831,51067,38.7,106700,347,8.0,2012
Tioga County,Pennsylvania,78.9591744072778,42,117,14.7,40955,42081,16.9,15.7,386,16.4,634,81.7,0.4214,67,3.2,12.8,8.4,42607,187,22023,42081,46.5,113300,357,11.0,2012
Tippah County,Mississippi,73.6305178123761,28,139,22.6,17843,22095,12.1,23.4,72,8.7,551,76.5,0.4729,28,7.5,16.7,14.1,34523,85,18875,22095,40.6,72300,3263,9.5,2012
Tippecanoe County,Indiana,79.1974373457372,18,157,9.6,148425,173317,7.9,21.0,2633,37.2,768,81.8,0.4681,307,3.8,12.3,8.0,44047,10816,23212,173317,27.9,129700,6826,27.1,2012
Tipton County,Indiana,78.1294539093809,18,159,16.1,15605,15917,15.2,7.2,85,14.3,656,78.9,0.3704,0,4.5,14.9,8.4,53368,37,25138,15917,45.9,110800,41,7.7,2012
Tipton County,Tennessee,75.5254999603982,47,167,15.5,47769,61038,10.1,14.0,503,13.9,691,75.7,0.4201,241,6.7,12.5,13.2,51847,406,22410,61038,40.8,139900,11110,9.1,2012
Tishomingo County,Mississippi,73.3618354447481,28,141,20.9,18569,19573,16.1,18.4,190,10.6,487,79.6,0.4377,25,10.2,17.8,10.4,32878,32,18554,19573,38.5,73400,629,8.7,2012
Titus County,Texas,76.759112750621,48,449,16.8,25679,32045,10.5,19.6,228,13.5,625,72.4,0.4361,130,15.4,26.4,7.4,40909,231,18803,32045,30.0,90900,3254,11.0,2012
Todd County,Kentucky,75.2832604578378,21,219,19.4,11151,12472,13.0,19.6,72,8.8,557,74.3,0.41,4,13.0,17.1,8.4,40011,0,18242,12472,45.9,80100,1056,10.2,2012
Todd County,Minnesota,81.1101916907096,27,153,12.2,23629,24783,16.1,15.9,159,12.0,563,78.1,0.4182,77,7.7,11.7,7.0,45287,133,22217,24783,39.6,130200,70,8.2,2012
Todd County,South Dakota,68.467171866303,46,121,16.2,1014,9711,5.5,44.6,124,12.9,460,61.5,0.4762,8211,5.3,36.2,26.4,30972,68,11417,9711,27.6,50700,20,11.9,2012
Tolland County,Connecticut,81.7620728696427,9,13,8.4,136874,152137,11.0,7.0,1277,36.9,1025,82.2,0.3925,135,2.2,5.1,6.6,80887,5101,34468,152137,28.6,261300,4411,16.5,2012
Tom Green County,Texas,77.5763184729841,48,451,13.4,95978,110434,12.1,16.0,1423,21.7,689,77.9,0.4433,648,7.2,20.0,7.1,44310,1172,23273,110434,30.4,96200,4501,14.7,2012
Tompkins County,New York,80.9535037568983,36,109,9.8,84172,101570,9.5,20.0,1303,50.3,925,85.2,0.4834,310,1.3,6.3,5.9,50539,9391,27010,101570,20.7,169300,3969,27.6,2012
Tooele County,Utah,78.0838575466071,49,45,10.1,54914,58158,6.8,8.4,368,21.4,783,67.2,0.3644,546,1.9,11.5,6.9,61933,436,22734,58158,31.4,183800,540,7.8,2012
Toole County,Montana,77.8754898936966,30,101,16.4,4733,5210,11.9,16.4,10,15.0,498,86.1,0.4195,261,4.9,16.8,2.8,45057,1,23078,5210,33.1,105300,17,8.8,2012
Toombs County,Georgia,74.5002564843312,13,279,14.6,19068,27270,11.4,26.7,321,13.9,551,73.6,0.4822,9,6.5,22.3,7.5,31757,49,18433,27270,40.1,89900,6826,9.8,2012
Torrance County,New Mexico,76.9800139961854,35,57,18.0,14584,16285,14.2,25.9,47,10.4,657,79.8,0.468,254,8.3,23.5,16.8,31538,71,17849,16285,40.5,96300,82,8.7,2012
Towner County,North Dakota,78.7057324519434,38,95,10.4,2197,2264,22.1,6.2,9,21.9,420,81.5,0.4149,23,2.5,7.6,0.9,53594,0,30153,2264,31.7,59000,6,4.0,2012
Towns County,Georgia,77.83848587917,13,281,18.5,10116,10491,27.9,15.5,42,24.4,698,85.8,0.4285,25,5.5,17.7,10.6,35843,22,21229,10491,42.1,166500,128,11.0,2012
Traill County,North Dakota,80.4675035029596,38,97,11.1,7827,8105,15.5,10.3,34,26.5,538,79.7,0.4147,91,6.0,6.6,2.2,46398,4,25807,8105,30.3,89700,22,10.6,2012
Transylvania County,North Carolina,80.1116635288491,37,175,18.1,30233,32825,24.4,14.2,134,28.2,682,84.8,0.4395,144,4.8,16.9,7.6,40678,158,23908,32825,31.4,167400,1210,9.2,2012
Traverse County,Minnesota,79.9434785030658,27,155,16.5,3324,3549,22.7,9.2,44,15.6,493,81.7,0.4589,164,7.3,6.0,1.8,44025,0,27039,3549,39.7,66300,3,6.3,2012
Travis County,Texas,80.828035885086,48,453,8.4,746424,1034842,6.3,17.4,17154,44.6,960,78.3,0.4906,5972,7.4,20.6,7.3,56403,60637,32777,1034842,16.1,215900,87799,12.3,2012
Trego County,Kansas,78.5971100115041,20,195,11.7,2870,2977,22.6,6.7,6,13.5,550,79.2,0.371,7,2.8,12.5,1.2,44063,8,22434,2977,43.4,69100,12,8.7,2012
Trempealeau County,Wisconsin,79.7418280063384,55,121,10.5,27434,28853,14.3,12.0,180,15.6,607,78.6,0.4016,47,6.1,9.9,5.7,48624,99,24278,28853,44.0,133300,76,7.1,2012
Treutlen County,Georgia,75.5427251028086,13,283,22.8,4600,6851,11.1,24.2,26,7.9,482,74.1,0.4997,0,14.6,15.8,4.5,35960,56,17564,6851,49.4,61600,1958,6.4,2012
Trigg County,Kentucky,76.3514383632774,21,221,19.3,12806,14282,18.4,13.5,82,14.6,535,79.0,0.4676,21,6.2,15.3,8.0,44144,93,25029,14282,36.4,114100,1074,6.8,2012
Trimble County,Kentucky,75.4868164205629,21,223,19.8,8424,8829,12.2,16.8,60,12.7,662,78.8,0.3677,76,5.1,16.5,10.6,52805,0,22193,8829,47.0,115000,157,7.3,2012
Trinity County,California,77.2394672692165,6,105,21.8,12130,13693,21.5,17.7,162,21.7,741,86.1,0.4417,185,1.9,22.2,16.1,36569,168,23014,13693,26.6,258800,119,5.8,2012
Trinity County,Texas,74.2689179142187,48,455,18.4,12781,14466,23.1,16.8,111,9.7,599,81.3,0.4395,27,9.3,21.1,7.7,37223,59,19243,14466,45.9,80200,1510,7.5,2012
Tripp County,South Dakota,78.5051077902533,46,123,15.8,4650,5608,17.6,19.1,65,18.0,529,77.0,0.4152,667,6.0,17.5,4.2,40920,19,21796,5608,39.3,65600,44,4.8,2012
Troup County,Georgia,75.4809975435124,13,285,16.7,41295,67146,10.5,22.1,634,20.2,695,75.5,0.4685,90,5.3,18.1,13.3,40246,1048,20745,67146,35.8,124500,22712,10.5,2012
Trousdale County,Tennessee,74.2938826324973,47,169,15.9,6760,7827,11.5,13.2,51,10.5,613,78.2,0.4262,21,5.3,13.9,11.2,43613,174,20419,7827,52.1,116800,773,9.4,2012
Trumbull County,Ohio,76.7138320115805,39,155,14.4,187213,209942,15.4,16.8,1843,16.6,616,79.6,0.4175,294,3.6,12.8,9.6,42488,979,22096,209942,44.9,98500,17067,8.4,2012
Tucker County,West Virginia,77.4217153159423,54,93,22.0,6999,7109,19.7,17.5,46,14.8,526,82.8,0.4219,0,4.4,15.5,4.6,36445,5,19837,7109,51.4,102800,24,7.4,2012
Tulare County,California,78.1621928874685,6,107,10.4,351770,441877,8.5,24.8,4646,12.5,805,70.8,0.4478,5545,21.6,22.1,14.1,43803,14715,18021,441877,24.4,172100,7163,11.2,2012
Tulsa County,Oklahoma,76.3623899772523,40,143,13.5,436770,602692,10.3,15.4,8656,30.9,732,76.0,0.4788,28402,4.9,18.7,6.7,47845,14250,27504,602692,25.7,133300,62672,9.9,2012
Tunica County,Mississippi,71.4614225899225,28,143,14.0,2612,10716,8.7,30.3,249,11.2,684,71.2,0.4528,0,14.0,21.2,10.9,30463,67,15051,10716,37.0,72200,7828,9.6,2012
Tuolumne County,California,78.9835377745994,6,109,17.5,48178,55205,18.4,13.1,783,17.1,922,84.6,0.4401,913,2.7,12.4,16.2,48169,609,26043,55205,28.6,282500,1131,8.7,2012
Turner County,Georgia,73.7428493298456,13,287,21.5,5086,8834,11.7,22.7,44,8.1,542,75.1,0.5054,0,8.8,23.8,13.9,27056,37,17074,8834,35.1,81500,3642,11.6,2012
Turner County,South Dakota,79.5167587957526,46,125,11.1,8105,8344,16.2,8.2,61,19.9,516,77.3,0.4025,33,4.9,10.0,2.1,50565,1,24997,8344,43.6,88400,30,6.7,2012
Tuscaloosa County,Alabama,75.9567690035619,1,125,12.6,130821,194254,9.3,19.2,1452,24.2,760,80.0,0.474,482,5.0,12.1,8.0,43996,2499,22487,194254,33.0,152300,58198,20.0,2012
Tuscarawas County,Ohio,78.509309340939,39,157,12.2,90001,92532,14.3,13.6,741,14.6,616,78.1,0.4071,178,5.6,13.2,8.7,43869,261,21724,92532,49.2,110300,868,8.0,2012
Tuscola County,Michigan,77.9097295479583,26,157,17.1,53538,55616,14.5,15.7,287,11.6,635,79.2,0.387,214,5.5,12.0,14.2,43463,162,20611,55616,42.4,101000,581,8.4,2012
Twiggs County,Georgia,74.7854542382444,13,289,16.9,4976,8984,15.2,27.4,23,13.1,607,81.6,0.5165,15,8.1,17.2,11.2,30533,0,17332,8984,43.7,67600,3823,9.6,2012
Twin Falls County,Idaho,77.9131501699993,16,83,12.3,71124,77122,12.7,15.4,617,17.1,683,74.9,0.4124,522,8.0,20.4,7.0,42639,892,20271,77122,30.5,150300,362,9.8,2012
Tyler County,Texas,75.4719737510311,48,457,22.6,18437,21638,16.8,19.6,43,9.5,601,83.6,0.4179,147,8.5,21.0,11.3,36785,87,18534,21638,41.2,75300,2379,10.9,2012
Tyler County,West Virginia,76.0710509305317,54,95,23.4,9094,9188,16.9,18.2,52,10.1,501,82.8,0.4099,15,4.6,13.5,11.6,37919,2,19389,9188,50.3,76700,24,7.4,2012
Tyrrell County,North Carolina,77.4890607598837,37,177,18.3,2430,4367,9.9,21.6,5,8.6,610,90.8,0.4087,37,11.2,24.2,20.5,33605,90,17525,4367,37.9,104300,1579,8.5,2012
Uinta County,Wyoming,77.9496279806488,56,41,13.5,19814,20942,8.5,12.4,139,17.4,634,72.3,0.4057,46,2.2,14.1,5.6,59714,9,25645,20942,37.9,180200,18,7.9,2012
Uintah County,Utah,77.6125494194618,49,47,12.4,27845,32809,8.2,10.6,187,18.4,921,69.5,0.3849,2033,3.4,20.2,6.6,61850,186,23895,32809,36.0,187500,41,9.4,2012
Ulster County,New York,79.9398776432382,36,111,13.9,160024,182516,13.3,12.9,1989,27.6,992,82.5,0.4432,424,3.8,11.2,9.0,58934,3131,30232,182516,29.9,237500,10438,10.2,2012
Umatilla County,Oregon,78.4984942545097,41,59,13.5,66632,75846,11.5,15.5,566,14.3,655,77.0,0.4132,1605,9.1,18.8,9.7,48452,685,21206,75846,30.5,143500,547,10.0,2012
Unicoi County,Tennessee,74.8747880536471,47,171,22.8,17755,18287,17.3,22.1,147,12.1,569,81.2,0.4673,50,9.7,14.5,6.8,35415,0,20542,18287,42.5,117500,193,7.6,2012
Union County,Arkansas,73.63000792895,5,139,21.2,26841,41594,13.4,20.9,245,15.6,606,77.6,0.4665,128,6.5,15.1,8.7,39349,225,21208,41594,35.0,74200,13703,8.6,2012
Union County,Florida,69.1725317253423,12,125,13.1,11435,15400,9.3,18.7,122,8.7,615,87.8,0.3857,72,6.8,18.5,10.6,43750,144,13865,15400,36.7,107900,3197,10.8,2012
Union County,Georgia,78.2915900351121,13,291,17.7,20639,21344,26.5,17.4,148,19.7,622,82.8,0.4613,0,6.1,17.1,14.3,42125,173,23334,21344,32.2,188500,261,6.5,2012
Union County,Illinois,76.2223539248808,17,181,16.9,17067,17799,16.7,19.6,273,18.8,517,80.6,0.4152,15,8.0,11.9,10.1,41869,28,20497,17799,35.0,89700,356,9.1,2012
Union County,Indiana,77.5249646694011,18,161,14.7,7214,7449,13.5,12.9,54,17.7,602,78.2,0.3813,7,7.6,12.5,9.1,44263,39,21314,7449,37.1,113200,42,8.8,2012
Union County,Iowa,78.083341899027,19,175,14.6,12065,12525,15.6,17.0,86,15.9,610,77.9,0.4162,11,3.1,10.2,6.5,41795,12,21792,12525,42.1,91000,270,9.6,2012
Union County,Kentucky,74.5877597074006,21,225,17.6,12813,14992,11.9,26.1,157,8.9,502,80.4,0.4297,65,7.9,18.9,8.3,37445,35,18613,14992,42.2,77900,1845,19.3,2012
Union County,Mississippi,76.1809662402221,28,145,17.4,22420,27175,12.6,24.5,179,14.3,589,76.0,0.4663,145,11.0,17.6,8.8,36582,23,19514,27175,32.7,81800,3710,8.8,2012
Union County,New Jersey,80.9636781473551,34,39,9.1,317464,536383,10.6,10.4,6513,32.0,1147,77.3,0.4828,862,9.1,16.1,10.4,69347,24696,34904,536383,30.0,373700,115746,9.1,2012
Union County,New Mexico,77.8803040134129,35,59,19.5,3305,4460,14.3,10.9,18,12.9,703,82.3,0.4317,94,5.6,22.6,5.1,40507,6,20488,4460,34.8,88300,206,8.7,2012
Union County,North Carolina,79.2162509125835,37,179,8.3,164971,201617,8.7,9.7,1267,30.7,812,72.4,0.4361,882,5.3,13.4,8.9,64953,3206,28730,201617,26.3,197600,23715,7.9,2012
Union County,Ohio,78.8241861150223,39,159,10.0,48546,52153,8.9,7.3,369,29.0,787,73.7,0.3961,204,1.0,8.0,6.2,65866,1410,27864,52153,36.7,172800,1093,6.8,2012
Union County,Oregon,79.1320815678523,41,61,16.6,24041,25670,15.3,17.2,234,23.1,636,79.9,0.4531,94,4.7,17.4,8.4,41784,241,22346,25670,34.2,153500,96,10.8,2012
Union County,Pennsylvania,81.2526537318946,42,119,12.2,39161,44944,11.7,12.6,452,19.9,671,84.8,0.4407,106,6.8,11.7,7.6,46737,536,22087,44944,41.0,152000,3275,13.9,2012
Union County,South Carolina,74.0726391189325,45,87,21.2,19208,28804,14.2,21.5,251,10.8,596,78.5,0.4522,33,9.8,16.2,15.9,32459,39,18662,28804,35.7,74800,8886,8.3,2012
Union County,South Dakota,81.4461192729029,46,127,10.8,13642,14377,13.6,4.4,140,32.7,748,77.7,0.4675,107,3.2,5.4,3.2,64496,106,37055,14377,28.4,145700,93,6.4,2012
Union County,Tennessee,74.5730367736006,47,173,18.1,19043,19179,12.8,22.6,128,7.8,520,78.2,0.432,6,17.7,13.7,9.9,33456,11,17137,19179,41.6,97300,11,8.7,2012
Union Parish,Louisiana,75.009271821857,22,111,18.4,16042,22633,15.3,25.2,117,10.3,503,78.7,0.4617,82,7.5,18.5,7.6,36507,19,19906,22633,45.6,79400,6049,9.9,2012
Upshur County,Texas,75.0989633318451,48,459,20.1,33960,39386,14.1,14.3,197,14.1,666,77.0,0.4329,222,6.4,21.5,7.4,45696,197,22772,39386,34.6,89400,3345,8.8,2012
Upshur County,West Virginia,77.1551144475187,54,97,16.1,23619,24210,15.7,17.0,169,15.8,552,81.9,0.4212,15,9.5,16.9,6.7,41214,83,19847,24210,51.2,100400,185,12.2,2012
Upson County,Georgia,73.8409648904424,13,293,19.2,18858,27061,13.7,20.6,435,10.8,621,78.2,0.4214,41,8.1,18.7,15.3,34905,179,17545,27061,37.4,89900,7560,9.3,2012
Upton County,Texas,77.1788779206563,48,461,16.6,2654,3300,14.9,15.6,10,13.5,593,77.1,0.4107,9,18.2,23.0,3.3,52042,0,23170,3300,33.5,46700,90,7.7,2012
Utah County,Utah,80.5264469383523,49,49,7.0,471667,516571,5.9,13.6,3612,41.0,843,67.5,0.4143,3113,1.9,13.5,6.9,59864,7042,20853,516571,16.1,228800,2937,15.8,2012
Uvalde County,Texas,77.9750860861398,48,463,15.7,24598,26434,13.8,28.0,106,16.0,621,74.2,0.4823,105,18.0,26.8,10.9,34110,130,17001,26434,22.8,74300,259,10.5,2012
Val Verde County,Texas,79.0571600948366,48,465,10.7,44374,48578,11.3,21.0,426,16.4,630,73.3,0.4413,193,21.7,26.9,10.0,40509,261,17504,48578,26.2,88400,677,11.8,2012
Valdez-Cordova Census Area,Alaska,77.7789732408076,2,261,11.5,7090,9614,8.0,7.0,96,21.2,870,78.4,0.3943,1454,4.0,25.8,7.4,67421,346,33094,9614,24.9,175100,28,7.0,2012
Valencia County,New Mexico,77.0592891123707,35,61,16.5,49592,76172,12.2,21.4,489,14.9,715,76.6,0.4418,2714,8.0,15.4,11.3,42525,525,20416,76172,31.6,133900,991,9.3,2012
Valley County,Idaho,82.1847032243004,16,85,13.2,9502,9793,16.8,10.3,121,35.7,659,83.7,0.3884,10,5.7,23.0,7.0,51953,14,26716,9793,27.8,244200,1,8.1,2012
Valley County,Montana,77.9411859023022,30,105,15.2,6464,7423,19.3,13.6,101,16.6,499,79.4,0.4074,804,5.0,13.7,3.2,45083,8,24462,7423,40.2,94100,9,6.3,2012
Valley County,Nebraska,79.9160218781344,31,175,15.7,4240,4322,21.9,14.0,59,17.7,410,80.1,0.3953,11,4.5,11.9,1.1,44762,0,23202,4322,39.9,75800,1,5.7,2012
Van Buren County,Arkansas,76.5025977068175,5,141,20.3,16554,17223,21.8,24.4,93,14.4,562,81.4,0.4401,163,10.3,20.9,12.8,33900,11,19108,17223,38.0,83500,173,7.1,2012
Van Buren County,Iowa,78.1376478488718,19,177,13.7,7442,7565,18.2,17.4,9,14.2,507,78.5,0.4003,7,6.1,15.9,9.1,41572,26,20704,7565,47.6,67500,20,6.8,2012
Van Buren County,Michigan,77.4972892959101,26,159,14.1,66916,76149,12.6,18.9,477,17.9,630,77.5,0.4261,637,6.5,14.7,11.0,44425,454,22126,76149,33.9,122300,3235,8.6,2012
