County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage
Baker County,Georgia,13,7,1497.0,,,,,,,,,,,,,,
Baldwin County,Georgia,13,9,25696.0,,,,,,,,,,,,,,
Banks County,Georgia,13,11,17046.0,,,,,,,,,,,,,,
Barrow County,Georgia,13,13,55517.0,,,,,,,,,,,,,,
Bartow County,Georgia,13,15,82548.0,,,,,,,,,,,,,,
Ben Hill County,Georgia,13,17,10546.0,,,,,,,,,,,,,,
Berrien County,Georgia,13,19,16048.0,,,,,,,,,,,,,,
Bibb County,Georgia,13,21,68053.0,,,,,,,,,,,,,,
Bleckley County,Georgia,13,23,8957.0,,,,,,,,,,,,,,
Brantley County,Georgia,13,25,17389.0,,,,,,,,,,,,,,
Brooks County,Georgia,13,27,9550.0,,,,,,,,,,,,,,
Bryan County,Georgia,13,29,24518.0,,,,,,,,,,,,,,
Bulloch County,Georgia,13,31,47002.0,,,,,,,,,,,,,,
Burke County,Georgia,13,33,11129.0,,,,,,,,,,,,,,
Butts County,Georgia,13,35,16604.0,,,,,,,,,,,,,,
Calhoun County,Georgia,13,37,2254.0,,,,,,,,,,,,,,
Camden County,Georgia,13,39,37892.0,,,,,,,,,,,,,,
Candler County,Georgia,13,43,7509.0,,,,,,,,,,,,,,
Carroll County,Georgia,13,45,85848.0,,,,,,,,,,,,,,
Catoosa County,Georgia,13,47,60234.0,,,,,,,,,,,,,,
Charlton County,Georgia,13,49,9561.0,,,,,,,,,,,,,,
Chatham County,Georgia,13,51,144797.0,,,,,,,,,,,,,,
Chattahoochee County,Georgia,13,53,7977.0,,,,,,,,,,,,,,
Chattooga County,Georgia,13,55,22024.0,,,,,,,,,,,,,,
Cherokee County,Georgia,13,57,188736.0,,,,,,,,,,,,,,
Clarke County,Georgia,13,59,77350.0,,,,,,,,,,,,,,
Clay County,Georgia,13,61,1107.0,,,,,,,,,,,,,,
Clayton County,Georgia,13,63,54981.0,,,,,,,,,,,,,,
Clinch County,Georgia,13,65,4740.0,,,,,,,,,,,,,,
Cobb County,Georgia,13,67,436938.0,,,,,,,,,,,,,,
Coffee County,Georgia,13,69,27307.0,,,,,,,,,,,,,,
Colquitt County,Georgia,13,71,31150.0,,,,,,,,,,,,,,
Columbia County,Georgia,13,73,95752.0,,,,,,,,,,,,,,
Cook County,Georgia,13,75,11531.0,,,,,,,,,,,,,,
Coweta County,Georgia,13,77,98947.0,,,,,,,,,,,,,,
Crawford County,Georgia,13,79,9308.0,,,,,,,,,,,,,,
Crisp County,Georgia,13,81,12798.0,,,,,,,,,,,,,,
Dade County,Georgia,13,83,15950.0,,,,,,,,,,,,,,
Dawson County,Georgia,13,85,20992.0,,,,,,,,,,,,,,
Decatur County,Georgia,13,87,14849.0,,,,,,,,,,,,,,
DeKalb County,Georgia,13,89,241091.0,,,,,,,,,,,,,,
Dodge County,Georgia,13,91,14721.0,,,,,,,,,,,,,,
Dooly County,Georgia,13,93,6568.0,,,,,,,,,,,,,,
Dougherty County,Georgia,13,95,28204.0,,,,,,,,,,,,,,
Douglas County,Georgia,13,97,73116.0,,,,,,,,,,,,,,
Early County,Georgia,13,99,5215.0,,,,,,,,,,,,,,
Echols County,Georgia,13,101,2958.0,,,,,,,,,,,,,,
Effingham County,Georgia,13,103,43229.0,,,,,,,,,,,,,,
Elbert County,Georgia,13,105,13342.0,,,,,,,,,,,,,,
Emanuel County,Georgia,13,107,13889.0,,,,,,,,,,,,,,
Evans County,Georgia,13,109,6614.0,,,,,,,,,,,,,,
Fannin County,Georgia,13,111,22761.0,,,,,,,,,,,,,,
Fayette County,Georgia,13,113,77040.0,,,,,,,,,,,,,,
Floyd County,Georgia,13,115,75976.0,,,,,,,,,,,,,,
Forsyth County,Georgia,13,117,152592.0,,,,,,,,,,,,,,
Franklin County,Georgia,13,119,19219.0,,,,,,,,,,,,,,
Fulton County,Georgia,13,121,425949.0,,,,,,,,,,,,,,
Gilmer County,Georgia,13,123,26348.0,,,,,,,,,,,,,,
Glascock County,Georgia,13,125,2750.0,,,,,,,,,,,,,,
Glynn County,Georgia,13,127,53812.0,,,,,,,,,,,,,,
Gordon County,Georgia,13,129,46872.0,,,,,,,,,,,,,,
Grady County,Georgia,13,131,15532.0,,,,,,,,,,,,,,
Greene County,Georgia,13,133,9113.0,,,,,,,,,,,,,,
Gwinnett County,Georgia,13,135,427961.0,,,,,,,,,,,,,,
Habersham County,Georgia,13,137,38425.0,,,,,,,,,,,,,,
Hall County,Georgia,13,139,147797.0,,,,,,,,,,,,,,
Hancock County,Georgia,13,141,2253.0,,,,,,,,,,,,,,
Haralson County,Georgia,13,143,26369.0,,,,,,,,,,,,,,
Harris County,Georgia,13,145,25308.0,,,,,,,,,,,,,,
Hart County,Georgia,13,147,19765.0,,,,,,,,,,,,,,
Heard County,Georgia,13,149,10175.0,,,,,,,,,,,,,,
Henry County,Georgia,13,151,113445.0,,,,,,,,,,,,,,
Houston County,Georgia,13,153,89223.0,,,,,,,,,,,,,,
Irwin County,Georgia,13,155,6763.0,,,,,,,,,,,,,,
Jackson County,Georgia,13,157,53254.0,,,,,,,,,,,,,,
Jasper County,Georgia,13,159,10129.0,,,,,,,,,,,,,,
Jeff Davis County,Georgia,13,161,11812.0,,,,,,,,,,,,,,
Jefferson County,Georgia,13,163,7017.0,,,,,,,,,,,,,,
Jenkins County,Georgia,13,165,4987.0,,,,,,,,,,,,,,
Johnson County,Georgia,13,167,6183.0,,,,,,,,,,,,,,
Jones County,Georgia,13,169,20960.0,,,,,,,,,,,,,,
Lamar County,Georgia,13,171,11927.0,,,,,,,,,,,,,,
Lanier County,Georgia,13,173,6956.0,,,,,,,,,,,,,,
Laurens County,Georgia,13,175,29711.0,,,,,,,,,,,,,,
Lee County,Georgia,13,177,21884.0,,,,,,,,,,,,,,
Liberty County,Georgia,13,179,30711.0,,,,,,,,,,,,,,
Lincoln County,Georgia,13,181,5192.0,,,,,,,,,,,,,,
Long County,Georgia,13,183,9659.0,,,,,,,,,,,,,,
Lowndes County,Georgia,13,185,63482.0,,,,,,,,,,,,,,
Lumpkin County,Georgia,13,187,28147.0,,,,,,,,,,,,,,
McDuffie County,Georgia,13,189,12564.0,,,,,,,,,,,,,,
McIntosh County,Georgia,13,191,8569.0,,,,,,,,,,,,,,
Macon County,Georgia,13,193,5239.0,,,,,,,,,,,,,,
Madison County,Georgia,13,195,24544.0,,,,,,,,,,,,,,
Marion County,Georgia,13,197,5203.0,,,,,,,,,,,,,,
Meriwether County,Georgia,13,199,12810.0,,,,,,,,,,,,,,
Miller County,Georgia,13,201,4216.0,,,,,,,,,,,,,,
Mitchell County,Georgia,13,205,11478.0,,,,,,,,,,,,,,
Monroe County,Georgia,13,207,19299.0,,,,,,,,,,,,,,
Montgomery County,Georgia,13,209,6402.0,,,,,,,,,,,,,,
Morgan County,Georgia,13,211,13039.0,,,,,,,,,,,,,,
Murray County,Georgia,13,213,37118.0,,,,,,,,,,,,,,
Muscogee County,Georgia,13,215,89502.0,,,,,,,,,,,,,,
Newton County,Georgia,13,217,55206.0,,,,,,,,,,,,,,
Oconee County,Georgia,13,219,29073.0,,,,,,,,,,,,,,
Oglethorpe County,Georgia,13,221,11563.0,,,,,,,,,,,,,,
Paulding County,Georgia,13,223,112989.0,,,,,,,,,,,,,,
Peach County,Georgia,13,225,13115.0,,,,,,,,,,,,,,
Pickens County,Georgia,13,227,28302.0,,,,,,,,,,,,,,
Pierce County,Georgia,13,229,16030.0,,,,,,,,,,,,,,
Pike County,Georgia,13,231,15511.0,,,,,,,,,,,,,,
Polk County,Georgia,13,233,33614.0,,,,,,,,,,,,,,
Pulaski County,Georgia,13,235,7794.0,,,,,,,,,,,,,,
Putnam County,Georgia,13,237,14652.0,,,,,,,,,,,,,,
Quitman County,Georgia,13,239,1176.0,,,,,,,,,,,,,,
Rabun County,Georgia,13,241,15394.0,,,,,,,,,,,,,,
Randolph County,Georgia,13,243,2837.0,,,,,,,,,,,,,,
Richmond County,Georgia,13,245,79801.0,,,,,,,,,,,,,,
Rockdale County,Georgia,13,247,39185.0,,,,,,,,,,,,,,
Schley County,Georgia,13,249,3250.0,,,,,,,,,,,,,,
Screven County,Georgia,13,251,7909.0,,,,,,,,,,,,,,
Seminole County,Georgia,13,253,5767.0,,,,,,,,,,,,,,
Spalding County,Georgia,13,255,40646.0,,,,,,,,,,,,,,
Stephens County,Georgia,13,257,22300.0,,,,,,,,,,,,,,
Stewart County,Georgia,13,259,1713.0,,,,,,,,,,,,,,
Sumter County,Georgia,13,261,14358.0,,,,,,,,,,,,,,
Talbot County,Georgia,13,263,2626.0,,,,,,,,,,,,,,
Taliaferro County,Georgia,13,265,692.0,,,,,,,,,,,,,,
Tattnall County,Georgia,13,267,16118.0,,,,,,,,,,,,,,
Taylor County,Georgia,13,269,5124.0,,,,,,,,,,,,,,
Telfair County,Georgia,13,271,9704.0,,,,,,,,,,,,,,
Terrell County,Georgia,13,273,3480.0,,,,,,,,,,,,,,
Thomas County,Georgia,13,275,26565.0,,,,,,,,,,,,,,
Tift County,Georgia,13,277,25186.0,,,,,,,,,,,,,,
Toombs County,Georgia,13,279,19068.0,,,,,,,,,,,,,,
Towns County,Georgia,13,281,10116.0,,,,,,,,,,,,,,
Treutlen County,Georgia,13,283,4600.0,,,,,,,,,,,,,,
Troup County,Georgia,13,285,41295.0,,,,,,,,,,,,,,
Turner County,Georgia,13,287,5086.0,,,,,,,,,,,,,,
Twiggs County,Georgia,13,289,4976.0,,,,,,,,,,,,,,
Union County,Georgia,13,291,20639.0,,,,,,,,,,,,,,
Upson County,Georgia,13,293,18858.0,,,,,,,,,,,,,,
Walker County,Georgia,13,295,63347.0,,,,,,,,,,,,,,
Walton County,Georgia,13,297,66919.0,,,,,,,,,,,,,,
Ware County,Georgia,13,299,24055.0,,,,,,,,,,,,,,
Warren County,Georgia,13,301,2141.0,,,,,,,,,,,,,,
Washington County,Georgia,13,303,9645.0,,,,,,,,,,,,,,
Wayne County,Georgia,13,305,22711.0,,,,,,,,,,,,,,
Webster County,Georgia,13,307,1574.0,,,,,,,,,,,,,,
Wheeler County,Georgia,13,309,4465.0,,,,,,,,,,,,,,
White County,Georgia,13,311,25926.0,,,,,,,,,,,,,,
Whitfield County,Georgia,13,313,87385.0,,,,,,,,,,,,,,
Wilcox County,Georgia,13,315,5531.0,,,,,,,,,,,,,,
Wilkes County,Georgia,13,317,5468.0,,,,,,,,,,,,,,
Wilkinson County,Georgia,13,319,5725.0,,,,,,,,,,,,,,
Worth County,Georgia,13,321,15180.0,,,,,,,,,,,,,,
Hawaii County,Hawaii,15,1,60661.0,,,,,,,,,,,,,,
Honolulu County,Hawaii,15,3,201852.0,,,,,,,,,,,,,,
Kauai County,Hawaii,15,7,22252.0,,,,,,,,,,,,,,
Kalawao County,Hawaii,15,5,38.0,,,,,,,,,,,,,,
Maui County,Hawaii,15,9,54276.0,,,,,,,,,,,,,,
Ada County,Idaho,16,1,363070.0,,,,,,,,,,,,,,
Adams County,Idaho,16,3,3780.0,,,,,,,,,,,,,,
Bannock County,Idaho,16,5,74742.0,,,,,,,,,,,,,,
Bear Lake County,Idaho,16,7,5829.0,,,,,,,,,,,,,,
Benewah County,Idaho,16,9,7972.0,,,,,,,,,,,,,,
Bingham County,Idaho,16,11,40002.0,,,,,,,,,,,,,,
Blaine County,Idaho,16,13,19030.0,,,,,,,,,,,,,,
Boise County,Idaho,16,15,6785.0,,,,,,,,,,,,,,
Bonner County,Idaho,16,17,39289.0,,,,,,,,,,,,,,
Bonneville County,Idaho,16,19,95952.0,,,,,,,,,,,,,,
Boundary County,Idaho,16,21,10238.0,,,,,,,,,,,,,,
Butte County,Idaho,16,23,2734.0,,,,,,,,,,,,,,
Camas County,Idaho,16,25,1141.0,,,,,,,,,,,,,,
Canyon County,Idaho,16,27,173340.0,,,,,,,,,,,,,,
Caribou County,Idaho,16,29,6569.0,,,,,,,,,,,,,,
Cassia County,Idaho,16,31,20616.0,,,,,,,,,,,,,,
Clearwater County,Idaho,16,35,8183.0,,,,,,,,,,,,,,
Custer County,Idaho,16,37,4262.0,,,,,,,,,,,,,,
Elmore County,Idaho,16,39,22359.0,,,,,,,,,,,,,,
Franklin County,Idaho,16,41,12111.0,,,,,,,,,,,,,,
Fremont County,Idaho,16,43,12684.0,,,,,,,,,,,,,,
Gem County,Idaho,16,45,15906.0,,,,,,,,,,,,,,
Gooding County,Idaho,16,47,13326.0,,,,,,,,,,,,,,
Idaho County,Idaho,16,49,15317.0,,,,,,,,,,,,,,
Jefferson County,Idaho,16,51,24761.0,,,,,,,,,,,,,,
Jerome County,Idaho,16,53,19598.0,,,,,,,,,,,,,,
Kootenai County,Idaho,16,55,132247.0,,,,,,,,,,,,,,
Latah County,Idaho,16,57,34735.0,,,,,,,,,,,,,,
Lemhi County,Idaho,16,59,7624.0,,,,,,,,,,,,,,
Lewis County,Idaho,16,61,3523.0,,,,,,,,,,,,,,
Lincoln County,Idaho,16,63,4418.0,,,,,,,,,,,,,,
Madison County,Idaho,16,65,35753.0,,,,,,,,,,,,,,
Minidoka County,Idaho,16,67,16976.0,,,,,,,,,,,,,,
Nez Perce County,Idaho,16,69,35308.0,,,,,,,,,,,,,,
Oneida County,Idaho,16,71,4094.0,,,,,,,,,,,,,,
Owyhee County,Idaho,16,73,10314.0,,,,,,,,,,,,,,
Payette County,Idaho,16,75,20991.0,,,,,,,,,,,,,,
Power County,Idaho,16,77,7124.0,,,,,,,,,,,,,,
Shoshone County,Idaho,16,79,12313.0,,,,,,,,,,,,,,
Teton County,Idaho,16,81,9625.0,,,,,,,,,,,,,,
Twin Falls County,Idaho,16,83,71124.0,,,,,,,,,,,,,,
Valley County,Idaho,16,85,9502.0,,,,,,,,,,,,,,
Washington County,Idaho,16,87,9276.0,,,,,,,,,,,,,,
Adams County,Illinois,17,1,62707.0,,,,,,,,,,,,,,
Alexander County,Illinois,17,3,5012.0,,,,,,,,,,,,,,
Bond County,Illinois,17,5,16286.0,,,,,,,,,,,,,,
Boone County,Illinois,17,7,48923.0,,,,,,,,,,,,,,
Brown County,Illinois,17,9,5570.0,,,,,,,,,,,,,,
Bureau County,Illinois,17,11,33564.0,,,,,,,,,,,,,,
Calhoun County,Illinois,17,13,4988.0,,,,,,,,,,,,,,
Carroll County,Illinois,17,15,14775.0,,,,,,,,,,,,,,
Cass County,Illinois,17,17,11936.0,,,,,,,,,,,,,,
Champaign County,Illinois,17,19,150215.0,,,,,,,,,,,,,,
Christian County,Illinois,17,21,33554.0,,,,,,,,,,,,,,
Clark County,Illinois,17,23,16059.0,,,,,,,,,,,,,,
Clay County,Illinois,17,25,13459.0,,,,,,,,,,,,,,
Clinton County,Illinois,17,27,35628.0,,,,,,,,,,,,,,
Coles County,Illinois,17,29,50030.0,,,,,,,,,,,,,,
Cook County,Illinois,17,31,2934297.0,,,,,,,,,,,,,,
Crawford County,Illinois,17,33,18405.0,,,,,,,,,,,,,,
Cumberland County,Illinois,17,35,10846.0,,,,,,,,,,,,,,
DeKalb County,Illinois,17,37,88160.0,,,,,,,,,,,,,,
De Witt County,Illinois,17,39,16099.0,,,,,,,,,,,,,,
Douglas County,Illinois,17,41,19081.0,,,,,,,,,,,,,,
DuPage County,Illinois,17,43,738739.0,,,,,,,,,,,,,,
Edgar County,Illinois,17,45,18169.0,,,,,,,,,,,,,,
Edwards County,Illinois,17,47,6523.0,,,,,,,,,,,,,,
Effingham County,Illinois,17,49,33428.0,,,,,,,,,,,,,,
Fayette County,Illinois,17,51,20711.0,,,,,,,,,,,,,,
Ford County,Illinois,17,53,13705.0,,,,,,,,,,,,,,
Franklin County,Illinois,17,55,38646.0,,,,,,,,,,,,,,
Fulton County,Illinois,17,57,34996.0,,,,,,,,,,,,,,
Gallatin County,Illinois,17,59,5430.0,,,,,,,,,,,,,,
Greene County,Illinois,17,61,13196.0,,,,,,,,,,,,,,
Grundy County,Illinois,17,63,47587.0,,,,,,,,,,,,,,
Hamilton County,Illinois,17,65,8312.0,,,,,,,,,,,,,,
Hancock County,Illinois,17,67,18635.0,,,,,,,,,,,,,,
Hardin County,Illinois,17,69,4137.0,,,,,,,,,,,,,,
Henderson County,Illinois,17,71,7038.0,,,,,,,,,,,,,,
Henry County,Illinois,17,73,47545.0,,,,,,,,,,,,,,
Iroquois County,Illinois,17,75,28543.0,,,,,,,,,,,,,,
Jackson County,Illinois,17,77,46903.0,,,,,,,,,,,,,,
Jasper County,Illinois,17,79,9521.0,,,,,,,,,,,,,,
Jefferson County,Illinois,17,81,34297.0,,,,,,,,,,,,,,
Jersey County,Illinois,17,83,22439.0,,,,,,,,,,,,,,
Jo Daviess County,Illinois,17,85,21981.0,,,,,,,,,,,,,,
Johnson County,Illinois,17,87,11255.0,,,,,,,,,,,,,,
Kane County,Illinois,17,89,378359.0,,,,,,,,,,,,,,
Kankakee County,Illinois,17,91,89768.0,,,,,,,,,,,,,,
Kendall County,Illinois,17,93,96523.0,,,,,,,,,,,,,,
Knox County,Illinois,17,95,46433.0,,,,,,,,,,,,,,
Lake County,Illinois,17,97,545712.0,,,,,,,,,,,,,,
LaSalle County,Illinois,17,99,106771.0,,,,,,,,,,,,,,
Lawrence County,Illinois,17,101,12524.0,,,,,,,,,,,,,,
Lee County,Illinois,17,103,32921.0,,,,,,,,,,,,,,
Livingston County,Illinois,17,105,35363.0,,,,,,,,,,,,,,
Logan County,Illinois,17,107,25416.0,,,,,,,,,,,,,,
McDonough County,Illinois,17,109,29583.0,,,,,,,,,,,,,,
McHenry County,Illinois,17,111,279509.0,,,,,,,,,,,,,,
McLean County,Illinois,17,113,143872.0,,,,,,,,,,,,,,
Macon County,Illinois,17,115,88035.0,,,,,,,,,,,,,,
Macoupin County,Illinois,17,117,46523.0,,,,,,,,,,,,,,
Madison County,Illinois,17,119,238068.0,,,,,,,,,,,,,,
Marion County,Illinois,17,121,36672.0,,,,,,,,,,,,,,
Marshall County,Illinois,17,123,12158.0,,,,,,,,,,,,,,
Mason County,Illinois,17,125,14366.0,,,,,,,,,,,,,,
Massac County,Illinois,17,127,13967.0,,,,,,,,,,,,,,
Menard County,Illinois,17,129,12394.0,,,,,,,,,,,,,,
Mercer County,Illinois,17,131,16058.0,,,,,,,,,,,,,,
Monroe County,Illinois,17,133,32401.0,,,,,,,,,,,,,,
Montgomery County,Illinois,17,135,27344.0,,,,,,,,,,,,,,
Morgan County,Illinois,17,137,32592.0,,,,,,,,,,,,,,
Moultrie County,Illinois,17,139,14601.0,,,,,,,,,,,,,,
Ogle County,Illinois,17,141,51392.0,,,,,,,,,,,,,,
Peoria County,Illinois,17,143,140310.0,,,,,,,,,,,,,,
Perry County,Illinois,17,145,19675.0,,,,,,,,,,,,,,
Piatt County,Illinois,17,147,16362.0,,,,,,,,,,,,,,
Pike County,Illinois,17,149,15919.0,,,,,,,,,,,,,,
Pope County,Illinois,17,151,4116.0,,,,,,,,,,,,,,
Pulaski County,Illinois,17,153,3933.0,,,,,,,,,,,,,,
Putnam County,Illinois,17,155,5759.0,,,,,,,,,,,,,,
Randolph County,Illinois,17,157,29543.0,,,,,,,,,,,,,,
Richland County,Illinois,17,159,15719.0,,,,,,,,,,,,,,
Rock Island County,Illinois,17,161,120300.0,,,,,,,,,,,,,,
Saint Clair County,Illinois,17,163,175382.0,,,,,,,,,,,,,,
Saline County,Illinois,17,165,23288.0,,,,,,,,,,,,,,
Sangamon County,Illinois,17,167,165311.0,,,,,,,,,,,,,,
Schuyler County,Illinois,17,169,7157.0,,,,,,,,,,,,,,
Scott County,Illinois,17,171,5222.0,,,,,,,,,,,,,,
Shelby County,Illinois,17,173,22043.0,,,,,,,,,,,,,,
Stark County,Illinois,17,175,5853.0,,,,,,,,,,,,,,
Stephenson County,Illinois,17,177,41559.0,,,,,,,,,,,,,,
Tazewell County,Illinois,17,179,130374.0,,,,,,,,,,,,,,
Union County,Illinois,17,181,17067.0,,,,,,,,,,,,,,
Vermilion County,Illinois,17,183,67679.0,,,,,,,,,,,,,,
Wabash County,Illinois,17,185,11588.0,,,,,,,,,,,,,,
Warren County,Illinois,17,187,16109.0,,,,,,,,,,,,,,
Washington County,Illinois,17,189,14346.0,,,,,,,,,,,,,,
Wayne County,Illinois,17,191,16448.0,,,,,,,,,,,,,,
White County,Illinois,17,193,14434.0,,,,,,,,,,,,,,
Whiteside County,Illinois,17,195,54057.0,,,,,,,,,,,,,,
Will County,Illinois,17,197,522369.0,,,,,,,,,,,,,,
Williamson County,Illinois,17,199,61672.0,,,,,,,,,,,,,,
Winnebago County,Illinois,17,201,236835.0,,,,,,,,,,,,,,
Woodford County,Illinois,17,203,37647.0,,,,,,,,,,,,,,
Adams County,Indiana,18,1,33380.0,,,,,,,,,,,,,,
Allen County,Indiana,18,3,284804.0,,,,,,,,,,,,,,
Bartholomew County,Indiana,18,5,69578.0,,,,,,,,,,,,,,
Benton County,Indiana,18,7,8640.0,,,,,,,,,,,,,,
Blackford County,Indiana,18,9,12473.0,,,,,,,,,,,,,,
Boone County,Indiana,18,11,54190.0,,,,,,,,,,,,,,
Brown County,Indiana,18,13,14834.0,,,,,,,,,,,,,,
Carroll County,Indiana,18,15,19714.0,,,,,,,,,,,,,,
Cass County,Indiana,18,17,35049.0,,,,,,,,,,,,,,
Clark County,Indiana,18,19,97309.0,,,,,,,,,,,,,,
Clay County,Indiana,18,21,26303.0,,,,,,,,,,,,,,
Clinton County,Indiana,18,23,31121.0,,,,,,,,,,,,,,
Crawford County,Indiana,18,25,10469.0,,,,,,,,,,,,,,
Daviess County,Indiana,18,27,30491.0,,,,,,,,,,,,,,
Dearborn County,Indiana,18,29,48691.0,,,,,,,,,,,,,,
Decatur County,Indiana,18,31,25094.0,,,,,,,,,,,,,,
DeKalb County,Indiana,18,33,41066.0,,,,,,,,,,,,,,
Delaware County,Indiana,18,35,104735.0,,,,,,,,,,,,,,
Dubois County,Indiana,18,37,40838.0,,,,,,,,,,,,,,
Elkhart County,Indiana,18,39,168630.0,,,,,,,,,,,,,,
Fayette County,Indiana,18,41,23477.0,,,,,,,,,,,,,,
Floyd County,Indiana,18,43,67975.0,,,,,,,,,,,,,,
Fountain County,Indiana,18,45,16766.0,,,,,,,,,,,,,,
Franklin County,Indiana,18,47,22735.0,,,,,,,,,,,,,,
Fulton County,Indiana,18,49,19848.0,,,,,,,,,,,,,,
Gibson County,Indiana,18,51,31782.0,,,,,,,,,,,,,,
Grant County,Indiana,18,53,62300.0,,,,,,,,,,,,,,
Greene County,Indiana,18,55,32401.0,,,,,,,,,,,,,,
Hamilton County,Indiana,18,57,245060.0,,,,,,,,,,,,,,
Hancock County,Indiana,18,59,66516.0,,,,,,,,,,,,,,
Harrison County,Indiana,18,61,38199.0,,,,,,,,,,,,,,
Hendricks County,Indiana,18,63,132060.0,,,,,,,,,,,,,,
Henry County,Indiana,18,65,47224.0,,,,,,,,,,,,,,
Howard County,Indiana,18,67,73579.0,,,,,,,,,,,,,,
Huntington County,Indiana,18,69,36125.0,,,,,,,,,,,,,,
Jackson County,Indiana,18,71,40249.0,,,,,,,,,,,,,,
Jasper County,Indiana,18,73,32555.0,,,,,,,,,,,,,,
Jay County,Indiana,18,75,21007.0,,,,,,,,,,,,,,
Jefferson County,Indiana,18,77,30793.0,,,,,,,,,,,,,,
Jennings County,Indiana,18,79,27682.0,,,,,,,,,,,,,,
Johnson County,Indiana,18,81,131240.0,,,,,,,,,,,,,,
Knox County,Indiana,18,83,36318.0,,,,,,,,,,,,,,
Kosciusko County,Indiana,18,85,71652.0,,,,,,,,,,,,,,
LaGrange County,Indiana,18,87,36375.0,,,,,,,,,,,,,,
Lake County,Indiana,18,89,308780.0,,,,,,,,,,,,,,
LaPorte County,Indiana,18,91,95377.0,,,,,,,,,,,,,,
Lawrence County,Indiana,18,93,44791.0,,,,,,,,,,,,,,
Madison County,Indiana,18,95,115997.0,,,,,,,,,,,,,,
Marion County,Indiana,18,97,580773.0,,,,,,,,,,,,,,
Marshall County,Indiana,18,99,43495.0,,,,,,,,,,,,,,
Martin County,Indiana,18,101,10106.0,,,,,,,,,,,,,,
Miami County,Indiana,18,103,33723.0,,,,,,,,,,,,,,
Monroe County,Indiana,18,105,121045.0,,,,,,,,,,,,,,
Montgomery County,Indiana,18,107,36772.0,,,,,,,,,,,,,,
Morgan County,Indiana,18,109,67449.0,,,,,,,,,,,,,,
Newton County,Indiana,18,111,13779.0,,,,,,,,,,,,,,
Noble County,Indiana,18,113,46044.0,,,,,,,,,,,,,,
Ohio County,Indiana,18,115,5973.0,,,,,,,,,,,,,,
Orange County,Indiana,18,117,19260.0,,,,,,,,,,,,,,
Owen County,Indiana,18,119,21148.0,,,,,,,,,,,,,,
Parke County,Indiana,18,121,16655.0,,,,,,,,,,,,,,
Perry County,Indiana,18,123,18569.0,,,,,,,,,,,,,,
Pike County,Indiana,18,125,12777.0,,,,,,,,,,,,,,
Porter County,Indiana,18,127,152206.0,,,,,,,,,,,,,,
Posey County,Indiana,18,129,25006.0,,,,,,,,,,,,,,
Pulaski County,Indiana,18,131,13040.0,,,,,,,,,,,,,,
Putnam County,Indiana,18,133,35610.0,,,,,,,,,,,,,,
Randolph County,Indiana,18,135,25359.0,,,,,,,,,,,,,,
Ripley County,Indiana,18,137,28067.0,,,,,,,,,,,,,,
Rush County,Indiana,18,139,16914.0,,,,,,,,,,,,,,
Saint Joseph County,Indiana,18,141,212406.0,,,,,,,,,,,,,,
Scott County,Indiana,18,143,23488.0,,,,,,,,,,,,,,
Shelby County,Indiana,18,145,42021.0,,,,,,,,,,,,,,
Spencer County,Indiana,18,147,20214.0,,,,,,,,,,,,,,
Starke County,Indiana,18,149,22701.0,,,,,,,,,,,,,,
Steuben County,Indiana,18,151,31758.0,,,,,,,,,,,,,,
Sullivan County,Indiana,18,153,20060.0,,,,,,,,,,,,,,
Switzerland County,Indiana,18,155,10265.0,,,,,,,,,,,,,,
Tippecanoe County,Indiana,18,157,148425.0,,,,,,,,,,,,,,
Tipton County,Indiana,18,159,15605.0,,,,,,,,,,,,,,
Union County,Indiana,18,161,7214.0,,,,,,,,,,,,,,
Vanderburgh County,Indiana,18,163,155816.0,,,,,,,,,,,,,,
Vermillion County,Indiana,18,165,15982.0,,,,,,,,,,,,,,
Vigo County,Indiana,18,167,94906.0,,,,,,,,,,,,,,
Wabash County,Indiana,18,169,31671.0,,,,,,,,,,,,,,
Warren County,Indiana,18,171,8297.0,,,,,,,,,,,,,,
Warrick County,Indiana,18,173,56685.0,,,,,,,,,,,,,,
Washington County,Indiana,18,175,27735.0,,,,,,,,,,,,,,
Wayne County,Indiana,18,177,62191.0,,,,,,,,,,,,,,
Wells County,Indiana,18,179,27086.0,,,,,,,,,,,,,,
White County,Indiana,18,181,23978.0,,,,,,,,,,,,,,
Whitley County,Indiana,18,183,32268.0,,,,,,,,,,,,,,
Adair County,Iowa,19,1,7457.0,,,,,,,,,,,,,,
Adams County,Iowa,19,3,3944.0,,,,,,,,,,,,,,
Allamakee County,Iowa,19,5,13614.0,,,,,,,,,,,,,,
Appanoose County,Iowa,19,7,12500.0,,,,,,,,,,,,,,
Audubon County,Iowa,19,9,5978.0,,,,,,,,,,,,,,
Benton County,Iowa,19,11,25361.0,,,,,,,,,,,,,,
Black Hawk County,Iowa,19,13,112517.0,,,,,,,,,,,,,,
Boone County,Iowa,19,15,25693.0,,,,,,,,,,,,,,
Bremer County,Iowa,19,17,23629.0,,,,,,,,,,,,,,
Buchanan County,Iowa,19,19,20494.0,,,,,,,,,,,,,,
