County,State,State_FIPS,County_FIPS,median_gross_rent,age_15_to_44_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,median_household_income,native_american_population,gini_index,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income
Catoosa County,Georgia,13,47,777.0,,,,,,,,,,,,,,
Charlton County,Georgia,13,49,551.0,,,,,,,,,,,,,,
Chatham County,Georgia,13,51,993.0,,,,,,,,,,,,,,
Chattahoochee County,Georgia,13,53,1267.0,,,,,,,,,,,,,,
Chattooga County,Georgia,13,55,594.0,,,,,,,,,,,,,,
Cherokee County,Georgia,13,57,1138.0,,,,,,,,,,,,,,
Clarke County,Georgia,13,59,816.0,,,,,,,,,,,,,,
Clay County,Georgia,13,61,403.0,,,,,,,,,,,,,,
Clayton County,Georgia,13,63,921.0,,,,,,,,,,,,,,
Clinch County,Georgia,13,65,483.0,,,,,,,,,,,,,,
Cobb County,Georgia,13,67,1102.0,,,,,,,,,,,,,,
Coffee County,Georgia,13,69,575.0,,,,,,,,,,,,,,
Colquitt County,Georgia,13,71,624.0,,,,,,,,,,,,,,
Columbia County,Georgia,13,73,1117.0,,,,,,,,,,,,,,
Cook County,Georgia,13,75,703.0,,,,,,,,,,,,,,
Coweta County,Georgia,13,77,986.0,,,,,,,,,,,,,,
Crawford County,Georgia,13,79,706.0,,,,,,,,,,,,,,
Crisp County,Georgia,13,81,624.0,,,,,,,,,,,,,,
Dade County,Georgia,13,83,665.0,,,,,,,,,,,,,,
Dawson County,Georgia,13,85,874.0,,,,,,,,,,,,,,
Decatur County,Georgia,13,87,622.0,,,,,,,,,,,,,,
DeKalb County,Georgia,13,89,1062.0,,,,,,,,,,,,,,
Dodge County,Georgia,13,91,538.0,,,,,,,,,,,,,,
Dooly County,Georgia,13,93,509.0,,,,,,,,,,,,,,
Dougherty County,Georgia,13,95,701.0,,,,,,,,,,,,,,
Douglas County,Georgia,13,97,1014.0,,,,,,,,,,,,,,
Early County,Georgia,13,99,627.0,,,,,,,,,,,,,,
Echols County,Georgia,13,101,670.0,,,,,,,,,,,,,,
Effingham County,Georgia,13,103,957.0,,,,,,,,,,,,,,
Elbert County,Georgia,13,105,583.0,,,,,,,,,,,,,,
Emanuel County,Georgia,13,107,569.0,,,,,,,,,,,,,,
Evans County,Georgia,13,109,630.0,,,,,,,,,,,,,,
Fannin County,Georgia,13,111,738.0,,,,,,,,,,,,,,
Fayette County,Georgia,13,113,1202.0,,,,,,,,,,,,,,
Floyd County,Georgia,13,115,711.0,,,,,,,,,,,,,,
Forsyth County,Georgia,13,117,1249.0,,,,,,,,,,,,,,
Franklin County,Georgia,13,119,638.0,,,,,,,,,,,,,,
Fulton County,Georgia,13,121,1089.0,,,,,,,,,,,,,,
Gilmer County,Georgia,13,123,709.0,,,,,,,,,,,,,,
Glascock County,Georgia,13,125,521.0,,,,,,,,,,,,,,
Glynn County,Georgia,13,127,846.0,,,,,,,,,,,,,,
Gordon County,Georgia,13,129,676.0,,,,,,,,,,,,,,
Grady County,Georgia,13,131,748.0,,,,,,,,,,,,,,
Greene County,Georgia,13,133,679.0,,,,,,,,,,,,,,
Gwinnett County,Georgia,13,135,1142.0,,,,,,,,,,,,,,
Habersham County,Georgia,13,137,733.0,,,,,,,,,,,,,,
Hall County,Georgia,13,139,893.0,,,,,,,,,,,,,,
Hancock County,Georgia,13,141,795.0,,,,,,,,,,,,,,
Haralson County,Georgia,13,143,666.0,,,,,,,,,,,,,,
Harris County,Georgia,13,145,909.0,,,,,,,,,,,,,,
Hart County,Georgia,13,147,666.0,,,,,,,,,,,,,,
Heard County,Georgia,13,149,642.0,,,,,,,,,,,,,,
Henry County,Georgia,13,151,1111.0,,,,,,,,,,,,,,
Houston County,Georgia,13,153,882.0,,,,,,,,,,,,,,
Irwin County,Georgia,13,155,516.0,,,,,,,,,,,,,,
Jackson County,Georgia,13,157,798.0,,,,,,,,,,,,,,
Jasper County,Georgia,13,159,811.0,,,,,,,,,,,,,,
Jeff Davis County,Georgia,13,161,535.0,,,,,,,,,,,,,,
Jefferson County,Georgia,13,163,536.0,,,,,,,,,,,,,,
Jenkins County,Georgia,13,165,528.0,,,,,,,,,,,,,,
Johnson County,Georgia,13,167,525.0,,,,,,,,,,,,,,
Jones County,Georgia,13,169,803.0,,,,,,,,,,,,,,
Lamar County,Georgia,13,171,646.0,,,,,,,,,,,,,,
Lanier County,Georgia,13,173,681.0,,,,,,,,,,,,,,
Laurens County,Georgia,13,175,608.0,,,,,,,,,,,,,,
Lee County,Georgia,13,177,855.0,,,,,,,,,,,,,,
Liberty County,Georgia,13,179,1014.0,,,,,,,,,,,,,,
Lincoln County,Georgia,13,181,707.0,,,,,,,,,,,,,,
Long County,Georgia,13,183,759.0,,,,,,,,,,,,,,
Lowndes County,Georgia,13,185,760.0,,,,,,,,,,,,,,
Lumpkin County,Georgia,13,187,848.0,,,,,,,,,,,,,,
McDuffie County,Georgia,13,189,625.0,,,,,,,,,,,,,,
McIntosh County,Georgia,13,191,754.0,,,,,,,,,,,,,,
Macon County,Georgia,13,193,562.0,,,,,,,,,,,,,,
Madison County,Georgia,13,195,716.0,,,,,,,,,,,,,,
Marion County,Georgia,13,197,554.0,,,,,,,,,,,,,,
Meriwether County,Georgia,13,199,749.0,,,,,,,,,,,,,,
Miller County,Georgia,13,201,665.0,,,,,,,,,,,,,,
Mitchell County,Georgia,13,205,614.0,,,,,,,,,,,,,,
Monroe County,Georgia,13,207,692.0,,,,,,,,,,,,,,
Montgomery County,Georgia,13,209,573.0,,,,,,,,,,,,,,
Morgan County,Georgia,13,211,839.0,,,,,,,,,,,,,,
Murray County,Georgia,13,213,670.0,,,,,,,,,,,,,,
Muscogee County,Georgia,13,215,856.0,,,,,,,,,,,,,,
Newton County,Georgia,13,217,936.0,,,,,,,,,,,,,,
Oconee County,Georgia,13,219,911.0,,,,,,,,,,,,,,
Oglethorpe County,Georgia,13,221,693.0,,,,,,,,,,,,,,
Paulding County,Georgia,13,223,1074.0,,,,,,,,,,,,,,
Peach County,Georgia,13,225,715.0,,,,,,,,,,,,,,
Pickens County,Georgia,13,227,882.0,,,,,,,,,,,,,,
Pierce County,Georgia,13,229,625.0,,,,,,,,,,,,,,
Pike County,Georgia,13,231,753.0,,,,,,,,,,,,,,
Polk County,Georgia,13,233,690.0,,,,,,,,,,,,,,
Pulaski County,Georgia,13,235,661.0,,,,,,,,,,,,,,
Putnam County,Georgia,13,237,693.0,,,,,,,,,,,,,,
Quitman County,Georgia,13,239,697.0,,,,,,,,,,,,,,
Rabun County,Georgia,13,241,667.0,,,,,,,,,,,,,,
Randolph County,Georgia,13,243,564.0,,,,,,,,,,,,,,
Richmond County,Georgia,13,245,813.0,,,,,,,,,,,,,,
Rockdale County,Georgia,13,247,955.0,,,,,,,,,,,,,,
Schley County,Georgia,13,249,704.0,,,,,,,,,,,,,,
Screven County,Georgia,13,251,594.0,,,,,,,,,,,,,,
Seminole County,Georgia,13,253,712.0,,,,,,,,,,,,,,
Spalding County,Georgia,13,255,818.0,,,,,,,,,,,,,,
Stephens County,Georgia,13,257,638.0,,,,,,,,,,,,,,
Stewart County,Georgia,13,259,515.0,,,,,,,,,,,,,,
Sumter County,Georgia,13,261,674.0,,,,,,,,,,,,,,
Talbot County,Georgia,13,263,659.0,,,,,,,,,,,,,,
Taliaferro County,Georgia,13,265,520.0,,,,,,,,,,,,,,
Tattnall County,Georgia,13,267,543.0,,,,,,,,,,,,,,
Taylor County,Georgia,13,269,576.0,,,,,,,,,,,,,,
Telfair County,Georgia,13,271,540.0,,,,,,,,,,,,,,
Terrell County,Georgia,13,273,636.0,,,,,,,,,,,,,,
Thomas County,Georgia,13,275,808.0,,,,,,,,,,,,,,
Tift County,Georgia,13,277,607.0,,,,,,,,,,,,,,
Toombs County,Georgia,13,279,567.0,,,,,,,,,,,,,,
Towns County,Georgia,13,281,689.0,,,,,,,,,,,,,,
Treutlen County,Georgia,13,283,573.0,,,,,,,,,,,,,,
Troup County,Georgia,13,285,792.0,,,,,,,,,,,,,,
Turner County,Georgia,13,287,548.0,,,,,,,,,,,,,,
Twiggs County,Georgia,13,289,537.0,,,,,,,,,,,,,,
Union County,Georgia,13,291,685.0,,,,,,,,,,,,,,
Upson County,Georgia,13,293,615.0,,,,,,,,,,,,,,
Walker County,Georgia,13,295,702.0,,,,,,,,,,,,,,
Walton County,Georgia,13,297,926.0,,,,,,,,,,,,,,
Ware County,Georgia,13,299,648.0,,,,,,,,,,,,,,
Warren County,Georgia,13,301,548.0,,,,,,,,,,,,,,
Washington County,Georgia,13,303,656.0,,,,,,,,,,,,,,
Wayne County,Georgia,13,305,609.0,,,,,,,,,,,,,,
Webster County,Georgia,13,307,571.0,,,,,,,,,,,,,,
Wheeler County,Georgia,13,309,477.0,,,,,,,,,,,,,,
White County,Georgia,13,311,751.0,,,,,,,,,,,,,,
Whitfield County,Georgia,13,313,695.0,,,,,,,,,,,,,,
Wilcox County,Georgia,13,315,525.0,,,,,,,,,,,,,,
Wilkes County,Georgia,13,317,639.0,,,,,,,,,,,,,,
Wilkinson County,Georgia,13,319,616.0,,,,,,,,,,,,,,
Worth County,Georgia,13,321,668.0,,,,,,,,,,,,,,
Hawaii County,Hawaii,15,1,1131.0,,,,,,,,,,,,,,
Honolulu County,Hawaii,15,3,1653.0,,,,,,,,,,,,,,
Kauai County,Hawaii,15,7,1308.0,,,,,,,,,,,,,,
Kalawao County,Hawaii,15,5,867.0,,,,,,,,,,,,,,
Maui County,Hawaii,15,9,1336.0,,,,,,,,,,,,,,
Ada County,Idaho,16,1,910.0,,,,,,,,,,,,,,
Adams County,Idaho,16,3,604.0,,,,,,,,,,,,,,
Bannock County,Idaho,16,5,659.0,,,,,,,,,,,,,,
Bear Lake County,Idaho,16,7,583.0,,,,,,,,,,,,,,
Benewah County,Idaho,16,9,693.0,,,,,,,,,,,,,,
Bingham County,Idaho,16,11,652.0,,,,,,,,,,,,,,
Blaine County,Idaho,16,13,984.0,,,,,,,,,,,,,,
Boise County,Idaho,16,15,750.0,,,,,,,,,,,,,,
Bonner County,Idaho,16,17,752.0,,,,,,,,,,,,,,
Bonneville County,Idaho,16,19,759.0,,,,,,,,,,,,,,
Boundary County,Idaho,16,21,642.0,,,,,,,,,,,,,,
Butte County,Idaho,16,23,596.0,,,,,,,,,,,,,,
Camas County,Idaho,16,25,573.0,,,,,,,,,,,,,,
Canyon County,Idaho,16,27,812.0,,,,,,,,,,,,,,
Caribou County,Idaho,16,29,563.0,,,,,,,,,,,,,,
Cassia County,Idaho,16,31,628.0,,,,,,,,,,,,,,
Clearwater County,Idaho,16,35,695.0,,,,,,,,,,,,,,
Custer County,Idaho,16,37,624.0,,,,,,,,,,,,,,
Elmore County,Idaho,16,39,777.0,,,,,,,,,,,,,,
Franklin County,Idaho,16,41,683.0,,,,,,,,,,,,,,
Fremont County,Idaho,16,43,738.0,,,,,,,,,,,,,,
Gem County,Idaho,16,45,740.0,,,,,,,,,,,,,,
Gooding County,Idaho,16,47,689.0,,,,,,,,,,,,,,
Idaho County,Idaho,16,49,678.0,,,,,,,,,,,,,,
Jefferson County,Idaho,16,51,778.0,,,,,,,,,,,,,,
Jerome County,Idaho,16,53,735.0,,,,,,,,,,,,,,
Kootenai County,Idaho,16,55,902.0,,,,,,,,,,,,,,
Latah County,Idaho,16,57,675.0,,,,,,,,,,,,,,
Lemhi County,Idaho,16,59,616.0,,,,,,,,,,,,,,
Lewis County,Idaho,16,61,596.0,,,,,,,,,,,,,,
Lincoln County,Idaho,16,63,789.0,,,,,,,,,,,,,,
Madison County,Idaho,16,65,673.0,,,,,,,,,,,,,,
Minidoka County,Idaho,16,67,622.0,,,,,,,,,,,,,,
Nez Perce County,Idaho,16,69,693.0,,,,,,,,,,,,,,
Oneida County,Idaho,16,71,730.0,,,,,,,,,,,,,,
Owyhee County,Idaho,16,73,624.0,,,,,,,,,,,,,,
Payette County,Idaho,16,75,714.0,,,,,,,,,,,,,,
Power County,Idaho,16,77,702.0,,,,,,,,,,,,,,
Shoshone County,Idaho,16,79,661.0,,,,,,,,,,,,,,
Teton County,Idaho,16,81,906.0,,,,,,,,,,,,,,
Twin Falls County,Idaho,16,83,754.0,,,,,,,,,,,,,,
Valley County,Idaho,16,85,803.0,,,,,,,,,,,,,,
Washington County,Idaho,16,87,658.0,,,,,,,,,,,,,,
Adams County,Illinois,17,1,612.0,,,,,,,,,,,,,,
Alexander County,Illinois,17,3,465.0,,,,,,,,,,,,,,
Bond County,Illinois,17,5,668.0,,,,,,,,,,,,,,
Boone County,Illinois,17,7,852.0,,,,,,,,,,,,,,
Brown County,Illinois,17,9,577.0,,,,,,,,,,,,,,
Bureau County,Illinois,17,11,666.0,,,,,,,,,,,,,,
Calhoun County,Illinois,17,13,600.0,,,,,,,,,,,,,,
Carroll County,Illinois,17,15,616.0,,,,,,,,,,,,,,
Cass County,Illinois,17,17,597.0,,,,,,,,,,,,,,
Champaign County,Illinois,17,19,850.0,,,,,,,,,,,,,,
Christian County,Illinois,17,21,632.0,,,,,,,,,,,,,,
Clark County,Illinois,17,23,669.0,,,,,,,,,,,,,,
Clay County,Illinois,17,25,529.0,,,,,,,,,,,,,,
Clinton County,Illinois,17,27,783.0,,,,,,,,,,,,,,
Coles County,Illinois,17,29,643.0,,,,,,,,,,,,,,
Cook County,Illinois,17,31,1044.0,,,,,,,,,,,,,,
Crawford County,Illinois,17,33,605.0,,,,,,,,,,,,,,
Cumberland County,Illinois,17,35,560.0,,,,,,,,,,,,,,
DeKalb County,Illinois,17,37,887.0,,,,,,,,,,,,,,
De Witt County,Illinois,17,39,562.0,,,,,,,,,,,,,,
Douglas County,Illinois,17,41,674.0,,,,,,,,,,,,,,
DuPage County,Illinois,17,43,1224.0,,,,,,,,,,,,,,
Edgar County,Illinois,17,45,608.0,,,,,,,,,,,,,,
Edwards County,Illinois,17,47,487.0,,,,,,,,,,,,,,
Effingham County,Illinois,17,49,610.0,,,,,,,,,,,,,,
Fayette County,Illinois,17,51,612.0,,,,,,,,,,,,,,
Ford County,Illinois,17,53,629.0,,,,,,,,,,,,,,
Franklin County,Illinois,17,55,625.0,,,,,,,,,,,,,,
Fulton County,Illinois,17,57,631.0,,,,,,,,,,,,,,
Gallatin County,Illinois,17,59,411.0,,,,,,,,,,,,,,
Greene County,Illinois,17,61,588.0,,,,,,,,,,,,,,
Grundy County,Illinois,17,63,971.0,,,,,,,,,,,,,,
Hamilton County,Illinois,17,65,581.0,,,,,,,,,,,,,,
Hancock County,Illinois,17,67,621.0,,,,,,,,,,,,,,
Hardin County,Illinois,17,69,352.0,,,,,,,,,,,,,,
Henderson County,Illinois,17,71,584.0,,,,,,,,,,,,,,
Henry County,Illinois,17,73,624.0,,,,,,,,,,,,,,
Iroquois County,Illinois,17,75,632.0,,,,,,,,,,,,,,
Jackson County,Illinois,17,77,665.0,,,,,,,,,,,,,,
Jasper County,Illinois,17,79,568.0,,,,,,,,,,,,,,
Jefferson County,Illinois,17,81,623.0,,,,,,,,,,,,,,
Jersey County,Illinois,17,83,613.0,,,,,,,,,,,,,,
Jo Daviess County,Illinois,17,85,653.0,,,,,,,,,,,,,,
Johnson County,Illinois,17,87,620.0,,,,,,,,,,,,,,
Kane County,Illinois,17,89,1080.0,,,,,,,,,,,,,,
Kankakee County,Illinois,17,91,851.0,,,,,,,,,,,,,,
Kendall County,Illinois,17,93,1249.0,,,,,,,,,,,,,,
Knox County,Illinois,17,95,600.0,,,,,,,,,,,,,,
Lake County,Illinois,17,97,1127.0,,,,,,,,,,,,,,
LaSalle County,Illinois,17,99,736.0,,,,,,,,,,,,,,
Lawrence County,Illinois,17,101,608.0,,,,,,,,,,,,,,
Lee County,Illinois,17,103,695.0,,,,,,,,,,,,,,
Livingston County,Illinois,17,105,655.0,,,,,,,,,,,,,,
Logan County,Illinois,17,107,683.0,,,,,,,,,,,,,,
McDonough County,Illinois,17,109,630.0,,,,,,,,,,,,,,
McHenry County,Illinois,17,111,1146.0,,,,,,,,,,,,,,
McLean County,Illinois,17,113,811.0,,,,,,,,,,,,,,
Macon County,Illinois,17,115,666.0,,,,,,,,,,,,,,
Macoupin County,Illinois,17,117,658.0,,,,,,,,,,,,,,
Madison County,Illinois,17,119,796.0,,,,,,,,,,,,,,
Marion County,Illinois,17,121,610.0,,,,,,,,,,,,,,
Marshall County,Illinois,17,123,636.0,,,,,,,,,,,,,,
Mason County,Illinois,17,125,615.0,,,,,,,,,,,,,,
Massac County,Illinois,17,127,714.0,,,,,,,,,,,,,,
Menard County,Illinois,17,129,702.0,,,,,,,,,,,,,,
Mercer County,Illinois,17,131,622.0,,,,,,,,,,,,,,
Monroe County,Illinois,17,133,827.0,,,,,,,,,,,,,,
Montgomery County,Illinois,17,135,627.0,,,,,,,,,,,,,,
Morgan County,Illinois,17,137,680.0,,,,,,,,,,,,,,
Moultrie County,Illinois,17,139,617.0,,,,,,,,,,,,,,
Ogle County,Illinois,17,141,712.0,,,,,,,,,,,,,,
Peoria County,Illinois,17,143,756.0,,,,,,,,,,,,,,
Perry County,Illinois,17,145,552.0,,,,,,,,,,,,,,
Piatt County,Illinois,17,147,779.0,,,,,,,,,,,,,,
Pike County,Illinois,17,149,542.0,,,,,,,,,,,,,,
Pope County,Illinois,17,151,407.0,,,,,,,,,,,,,,
Pulaski County,Illinois,17,153,525.0,,,,,,,,,,,,,,
Putnam County,Illinois,17,155,645.0,,,,,,,,,,,,,,
Randolph County,Illinois,17,157,643.0,,,,,,,,,,,,,,
Richland County,Illinois,17,159,544.0,,,,,,,,,,,,,,
Rock Island County,Illinois,17,161,692.0,,,,,,,,,,,,,,
Saint Clair County,Illinois,17,163,824.0,,,,,,,,,,,,,,
Saline County,Illinois,17,165,584.0,,,,,,,,,,,,,,
Sangamon County,Illinois,17,167,779.0,,,,,,,,,,,,,,
Schuyler County,Illinois,17,169,608.0,,,,,,,,,,,,,,
Scott County,Illinois,17,171,543.0,,,,,,,,,,,,,,
Shelby County,Illinois,17,173,553.0,,,,,,,,,,,,,,
Stark County,Illinois,17,175,596.0,,,,,,,,,,,,,,
Stephenson County,Illinois,17,177,634.0,,,,,,,,,,,,,,
Tazewell County,Illinois,17,179,719.0,,,,,,,,,,,,,,
Union County,Illinois,17,181,517.0,,,,,,,,,,,,,,
Vermilion County,Illinois,17,183,657.0,,,,,,,,,,,,,,
Wabash County,Illinois,17,185,586.0,,,,,,,,,,,,,,
Warren County,Illinois,17,187,589.0,,,,,,,,,,,,,,
Washington County,Illinois,17,189,640.0,,,,,,,,,,,,,,
Wayne County,Illinois,17,191,582.0,,,,,,,,,,,,,,
White County,Illinois,17,193,545.0,,,,,,,,,,,,,,
Whiteside County,Illinois,17,195,673.0,,,,,,,,,,,,,,
Will County,Illinois,17,197,1112.0,,,,,,,,,,,,,,
Williamson County,Illinois,17,199,697.0,,,,,,,,,,,,,,
Winnebago County,Illinois,17,201,753.0,,,,,,,,,,,,,,
Woodford County,Illinois,17,203,759.0,,,,,,,,,,,,,,
Adams County,Indiana,18,1,588.0,,,,,,,,,,,,,,
Allen County,Indiana,18,3,719.0,,,,,,,,,,,,,,
Bartholomew County,Indiana,18,5,854.0,,,,,,,,,,,,,,
Benton County,Indiana,18,7,707.0,,,,,,,,,,,,,,
Blackford County,Indiana,18,9,614.0,,,,,,,,,,,,,,
Boone County,Indiana,18,11,888.0,,,,,,,,,,,,,,
Brown County,Indiana,18,13,886.0,,,,,,,,,,,,,,
Carroll County,Indiana,18,15,680.0,,,,,,,,,,,,,,
Cass County,Indiana,18,17,640.0,,,,,,,,,,,,,,
Clark County,Indiana,18,19,797.0,,,,,,,,,,,,,,
Clay County,Indiana,18,21,650.0,,,,,,,,,,,,,,
Clinton County,Indiana,18,23,704.0,,,,,,,,,,,,,,
Crawford County,Indiana,18,25,562.0,,,,,,,,,,,,,,
Daviess County,Indiana,18,27,641.0,,,,,,,,,,,,,,
Dearborn County,Indiana,18,29,735.0,,,,,,,,,,,,,,
Decatur County,Indiana,18,31,767.0,,,,,,,,,,,,,,
DeKalb County,Indiana,18,33,695.0,,,,,,,,,,,,,,
Delaware County,Indiana,18,35,708.0,,,,,,,,,,,,,,
Dubois County,Indiana,18,37,586.0,,,,,,,,,,,,,,
Elkhart County,Indiana,18,39,747.0,,,,,,,,,,,,,,
Fayette County,Indiana,18,41,680.0,,,,,,,,,,,,,,
Floyd County,Indiana,18,43,767.0,,,,,,,,,,,,,,
Fountain County,Indiana,18,45,633.0,,,,,,,,,,,,,,
Franklin County,Indiana,18,47,668.0,,,,,,,,,,,,,,
Fulton County,Indiana,18,49,639.0,,,,,,,,,,,,,,
Gibson County,Indiana,18,51,671.0,,,,,,,,,,,,,,
Grant County,Indiana,18,53,676.0,,,,,,,,,,,,,,
Greene County,Indiana,18,55,604.0,,,,,,,,,,,,,,
Hamilton County,Indiana,18,57,1103.0,,,,,,,,,,,,,,
Hancock County,Indiana,18,59,868.0,,,,,,,,,,,,,,
Harrison County,Indiana,18,61,696.0,,,,,,,,,,,,,,
Hendricks County,Indiana,18,63,1026.0,,,,,,,,,,,,,,
Henry County,Indiana,18,65,687.0,,,,,,,,,,,,,,
Howard County,Indiana,18,67,678.0,,,,,,,,,,,,,,
Huntington County,Indiana,18,69,690.0,,,,,,,,,,,,,,
Jackson County,Indiana,18,71,729.0,,,,,,,,,,,,,,
Jasper County,Indiana,18,73,764.0,,,,,,,,,,,,,,
Jay County,Indiana,18,75,608.0,,,,,,,,,,,,,,
Jefferson County,Indiana,18,77,723.0,,,,,,,,,,,,,,
Jennings County,Indiana,18,79,735.0,,,,,,,,,,,,,,
Johnson County,Indiana,18,81,896.0,,,,,,,,,,,,,,
Knox County,Indiana,18,83,663.0,,,,,,,,,,,,,,
Kosciusko County,Indiana,18,85,733.0,,,,,,,,,,,,,,
LaGrange County,Indiana,18,87,717.0,,,,,,,,,,,,,,
Lake County,Indiana,18,89,852.0,,,,,,,,,,,,,,
LaPorte County,Indiana,18,91,729.0,,,,,,,,,,,,,,
Lawrence County,Indiana,18,93,674.0,,,,,,,,,,,,,,
Madison County,Indiana,18,95,742.0,,,,,,,,,,,,,,
Marion County,Indiana,18,97,836.0,,,,,,,,,,,,,,
Marshall County,Indiana,18,99,681.0,,,,,,,,,,,,,,
Martin County,Indiana,18,101,506.0,,,,,,,,,,,,,,
Miami County,Indiana,18,103,706.0,,,,,,,,,,,,,,
Monroe County,Indiana,18,105,869.0,,,,,,,,,,,,,,
Montgomery County,Indiana,18,107,661.0,,,,,,,,,,,,,,
Morgan County,Indiana,18,109,784.0,,,,,,,,,,,,,,
Newton County,Indiana,18,111,715.0,,,,,,,,,,,,,,
Noble County,Indiana,18,113,673.0,,,,,,,,,,,,,,
Ohio County,Indiana,18,115,716.0,,,,,,,,,,,,,,
Orange County,Indiana,18,117,589.0,,,,,,,,,,,,,,
Owen County,Indiana,18,119,673.0,,,,,,,,,,,,,,
Parke County,Indiana,18,121,563.0,,,,,,,,,,,,,,
Perry County,Indiana,18,123,585.0,,,,,,,,,,,,,,
Pike County,Indiana,18,125,634.0,,,,,,,,,,,,,,
Porter County,Indiana,18,127,899.0,,,,,,,,,,,,,,
Posey County,Indiana,18,129,698.0,,,,,,,,,,,,,,
Pulaski County,Indiana,18,131,665.0,,,,,,,,,,,,,,
Putnam County,Indiana,18,133,734.0,,,,,,,,,,,,,,
Randolph County,Indiana,18,135,623.0,,,,,,,,,,,,,,
Ripley County,Indiana,18,137,682.0,,,,,,,,,,,,,,
Rush County,Indiana,18,139,650.0,,,,,,,,,,,,,,
Saint Joseph County,Indiana,18,141,743.0,,,,,,,,,,,,,,
Scott County,Indiana,18,143,769.0,,,,,,,,,,,,,,
Shelby County,Indiana,18,145,754.0,,,,,,,,,,,,,,
Spencer County,Indiana,18,147,650.0,,,,,,,,,,,,,,
Starke County,Indiana,18,149,665.0,,,,,,,,,,,,,,
Steuben County,Indiana,18,151,729.0,,,,,,,,,,,,,,
Sullivan County,Indiana,18,153,668.0,,,,,,,,,,,,,,
Switzerland County,Indiana,18,155,763.0,,,,,,,,,,,,,,
Tippecanoe County,Indiana,18,157,823.0,,,,,,,,,,,,,,
Tipton County,Indiana,18,159,725.0,,,,,,,,,,,,,,
Union County,Indiana,18,161,741.0,,,,,,,,,,,,,,
Vanderburgh County,Indiana,18,163,751.0,,,,,,,,,,,,,,
Vermillion County,Indiana,18,165,581.0,,,,,,,,,,,,,,
Vigo County,Indiana,18,167,717.0,,,,,,,,,,,,,,
Wabash County,Indiana,18,169,663.0,,,,,,,,,,,,,,
Warren County,Indiana,18,171,763.0,,,,,,,,,,,,,,
Warrick County,Indiana,18,173,826.0,,,,,,,,,,,,,,
Washington County,Indiana,18,175,639.0,,,,,,,,,,,,,,
Wayne County,Indiana,18,177,665.0,,,,,,,,,,,,,,
Wells County,Indiana,18,179,662.0,,,,,,,,,,,,,,
White County,Indiana,18,181,703.0,,,,,,,,,,,,,,
Whitley County,Indiana,18,183,645.0,,,,,,,,,,,,,,
Adair County,Iowa,19,1,549.0,,,,,,,,,,,,,,
Adams County,Iowa,19,3,476.0,,,,,,,,,,,,,,
Allamakee County,Iowa,19,5,562.0,,,,,,,,,,,,,,
Appanoose County,Iowa,19,7,569.0,,,,,,,,,,,,,,
Audubon County,Iowa,19,9,560.0,,,,,,,,,,,,,,
Benton County,Iowa,19,11,608.0,,,,,,,,,,,,,,
Black Hawk County,Iowa,19,13,747.0,,,,,,,,,,,,,,
Boone County,Iowa,19,15,670.0,,,,,,,,,,,,,,
Bremer County,Iowa,19,17,625.0,,,,,,,,,,,,,,
Buchanan County,Iowa,19,19,668.0,,,,,,,,,,,,,,
Buena Vista County,Iowa,19,21,640.0,,,,,,,,,,,,,,
Butler County,Iowa,19,23,614.0,,,,,,,,,,,,,,
Calhoun County,Iowa,19,25,541.0,,,,,,,,,,,,,,
Carroll County,Iowa,19,27,575.0,,,,,,,,,,,,,,
Cass County,Iowa,19,29,633.0,,,,,,,,,,,,,,
Cedar County,Iowa,19,31,705.0,,,,,,,,,,,,,,
Cerro Gordo County,Iowa,19,33,673.0,,,,,,,,,,,,,,
Cherokee County,Iowa,19,35,549.0,,,,,,,,,,,,,,
Chickasaw County,Iowa,19,37,557.0,,,,,,,,,,,,,,
Clarke County,Iowa,19,39,730.0,,,,,,,,,,,,,,
Clay County,Iowa,19,41,629.0,,,,,,,,,,,,,,
Clayton County,Iowa,19,43,631.0,,,,,,,,,,,,,,
Clinton County,Iowa,19,45,645.0,,,,,,,,,,,,,,
Crawford County,Iowa,19,47,618.0,,,,,,,,,,,,,,
Dallas County,Iowa,19,49,939.0,,,,,,,,,,,,,,
Davis County,Iowa,19,51,658.0,,,,,,,,,,,,,,
Decatur County,Iowa,19,53,512.0,,,,,,,,,,,,,,
Delaware County,Iowa,19,55,593.0,,,,,,,,,,,,,,
Des Moines County,Iowa,19,57,743.0,,,,,,,,,,,,,,
Dickinson County,Iowa,19,59,743.0,,,,,,,,,,,,,,
Dubuque County,Iowa,19,61,742.0,,,,,,,,,,,,,,
Emmet County,Iowa,19,63,662.0,,,,,,,,,,,,,,
Fayette County,Iowa,19,65,602.0,,,,,,,,,,,,,,
Floyd County,Iowa,19,67,556.0,,,,,,,,,,,,,,
Franklin County,Iowa,19,69,649.0,,,,,,,,,,,,,,
Fremont County,Iowa,19,71,629.0,,,,,,,,,,,,,,
Greene County,Iowa,19,73,605.0,,,,,,,,,,,,,,
Grundy County,Iowa,19,75,634.0,,,,,,,,,,,,,,
Guthrie County,Iowa,19,77,627.0,,,,,,,,,,,,,,
Hamilton County,Iowa,19,79,653.0,,,,,,,,,,,,,,
Hancock County,Iowa,19,81,579.0,,,,,,,,,,,,,,
