County,State,State_FIPS,County_FIPS,age_60_and_over,total_population,white_population,housing_cost_burden,age_15_to_44_percentage,median_gross_rent,gini_index,native_american_population,median_household_income,per_capita_income,asian_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value
Clarke County,Georgia,13,59,7.3,,,,,,,,,,,,,,
Clay County,Georgia,13,61,12.6,,,,,,,,,,,,,,
Clayton County,Georgia,13,63,6.3,,,,,,,,,,,,,,
Clinch County,Georgia,13,65,14.2,,,,,,,,,,,,,,
Cobb County,Georgia,13,67,8.3,,,,,,,,,,,,,,
Coffee County,Georgia,13,69,9.7,,,,,,,,,,,,,,
Colquitt County,Georgia,13,71,11.4,,,,,,,,,,,,,,
Columbia County,Georgia,13,73,9.7,,,,,,,,,,,,,,
Cook County,Georgia,13,75,12.3,,,,,,,,,,,,,,
Coweta County,Georgia,13,77,9.9,,,,,,,,,,,,,,
Crawford County,Georgia,13,79,13.1,,,,,,,,,,,,,,
Crisp County,Georgia,13,81,12.1,,,,,,,,,,,,,,
Dade County,Georgia,13,83,13.6,,,,,,,,,,,,,,
Dawson County,Georgia,13,85,14.6,,,,,,,,,,,,,,
Decatur County,Georgia,13,87,11.9,,,,,,,,,,,,,,
DeKalb County,Georgia,13,89,7.9,,,,,,,,,,,,,,
Dodge County,Georgia,13,91,11.4,,,,,,,,,,,,,,
Dooly County,Georgia,13,93,11.6,,,,,,,,,,,,,,
Dougherty County,Georgia,13,95,10.5,,,,,,,,,,,,,,
Douglas County,Georgia,13,97,8.2,,,,,,,,,,,,,,
Early County,Georgia,13,99,14.7,,,,,,,,,,,,,,
Echols County,Georgia,13,101,7.6,,,,,,,,,,,,,,
Effingham County,Georgia,13,103,8.8,,,,,,,,,,,,,,
Elbert County,Georgia,13,105,15.3,,,,,,,,,,,,,,
Emanuel County,Georgia,13,107,12.2,,,,,,,,,,,,,,
Evans County,Georgia,13,109,12.2,,,,,,,,,,,,,,
Fannin County,Georgia,13,111,21.6,,,,,,,,,,,,,,
Fayette County,Georgia,13,113,12.8,,,,,,,,,,,,,,
Floyd County,Georgia,13,115,12.7,,,,,,,,,,,,,,
Forsyth County,Georgia,13,117,8.8,,,,,,,,,,,,,,
Franklin County,Georgia,13,119,15.1,,,,,,,,,,,,,,
Fulton County,Georgia,13,121,7.9,,,,,,,,,,,,,,
Gilmer County,Georgia,13,123,17.9,,,,,,,,,,,,,,
Glascock County,Georgia,13,125,13.6,,,,,,,,,,,,,,
Glynn County,Georgia,13,127,14.5,,,,,,,,,,,,,,
Gordon County,Georgia,13,129,10.3,,,,,,,,,,,,,,
Grady County,Georgia,13,131,13.1,,,,,,,,,,,,,,
Greene County,Georgia,13,133,21.7,,,,,,,,,,,,,,
Gwinnett County,Georgia,13,135,6.4,,,,,,,,,,,,,,
Habersham County,Georgia,13,137,15.2,,,,,,,,,,,,,,
Hall County,Georgia,13,139,10.5,,,,,,,,,,,,,,
Hancock County,Georgia,13,141,13.2,,,,,,,,,,,,,,
Haralson County,Georgia,13,143,12.8,,,,,,,,,,,,,,
Harris County,Georgia,13,145,13.0,,,,,,,,,,,,,,
Hart County,Georgia,13,147,16.6,,,,,,,,,,,,,,
Heard County,Georgia,13,149,12.9,,,,,,,,,,,,,,
Henry County,Georgia,13,151,8.1,,,,,,,,,,,,,,
Houston County,Georgia,13,153,9.4,,,,,,,,,,,,,,
Irwin County,Georgia,13,155,12.1,,,,,,,,,,,,,,
Jackson County,Georgia,13,157,10.7,,,,,,,,,,,,,,
Jasper County,Georgia,13,159,11.7,,,,,,,,,,,,,,
Jeff Davis County,Georgia,13,161,11.9,,,,,,,,,,,,,,
Jefferson County,Georgia,13,163,12.7,,,,,,,,,,,,,,
Jenkins County,Georgia,13,165,14.4,,,,,,,,,,,,,,
Johnson County,Georgia,13,167,12.0,,,,,,,,,,,,,,
Jones County,Georgia,13,169,12.3,,,,,,,,,,,,,,
Lamar County,Georgia,13,171,13.3,,,,,,,,,,,,,,
Lanier County,Georgia,13,173,11.2,,,,,,,,,,,,,,
Laurens County,Georgia,13,175,13.0,,,,,,,,,,,,,,
Lee County,Georgia,13,177,8.2,,,,,,,,,,,,,,
Liberty County,Georgia,13,179,5.6,,,,,,,,,,,,,,
Lincoln County,Georgia,13,181,16.8,,,,,,,,,,,,,,
Long County,Georgia,13,183,7.3,,,,,,,,,,,,,,
Lowndes County,Georgia,13,185,8.3,,,,,,,,,,,,,,
Lumpkin County,Georgia,13,187,13.0,,,,,,,,,,,,,,
McDuffie County,Georgia,13,189,12.3,,,,,,,,,,,,,,
McIntosh County,Georgia,13,191,17.3,,,,,,,,,,,,,,
Macon County,Georgia,13,193,10.6,,,,,,,,,,,,,,
Madison County,Georgia,13,195,13.4,,,,,,,,,,,,,,
Marion County,Georgia,13,197,12.6,,,,,,,,,,,,,,
Meriwether County,Georgia,13,199,14.6,,,,,,,,,,,,,,
Miller County,Georgia,13,201,17.1,,,,,,,,,,,,,,
Mitchell County,Georgia,13,205,10.6,,,,,,,,,,,,,,
Monroe County,Georgia,13,207,13.2,,,,,,,,,,,,,,
Montgomery County,Georgia,13,209,11.4,,,,,,,,,,,,,,
Morgan County,Georgia,13,211,14.8,,,,,,,,,,,,,,
Murray County,Georgia,13,213,10.3,,,,,,,,,,,,,,
Muscogee County,Georgia,13,215,9.3,,,,,,,,,,,,,,
Newton County,Georgia,13,217,9.3,,,,,,,,,,,,,,
Oconee County,Georgia,13,219,10.8,,,,,,,,,,,,,,
Oglethorpe County,Georgia,13,221,13.8,,,,,,,,,,,,,,
Paulding County,Georgia,13,223,6.9,,,,,,,,,,,,,,
Peach County,Georgia,13,225,9.9,,,,,,,,,,,,,,
Pickens County,Georgia,13,227,16.6,,,,,,,,,,,,,,
Pierce County,Georgia,13,229,13.5,,,,,,,,,,,,,,
Pike County,Georgia,13,231,12.3,,,,,,,,,,,,,,
Polk County,Georgia,13,233,11.9,,,,,,,,,,,,,,
Pulaski County,Georgia,13,235,15.9,,,,,,,,,,,,,,
Putnam County,Georgia,13,237,19.0,,,,,,,,,,,,,,
Quitman County,Georgia,13,239,18.5,,,,,,,,,,,,,,
Rabun County,Georgia,13,241,20.9,,,,,,,,,,,,,,
Randolph County,Georgia,13,243,18.1,,,,,,,,,,,,,,
Richmond County,Georgia,13,245,10.0,,,,,,,,,,,,,,
Rockdale County,Georgia,13,247,10.0,,,,,,,,,,,,,,
Schley County,Georgia,13,249,11.9,,,,,,,,,,,,,,
Screven County,Georgia,13,251,13.2,,,,,,,,,,,,,,
Seminole County,Georgia,13,253,18.4,,,,,,,,,,,,,,
Spalding County,Georgia,13,255,12.3,,,,,,,,,,,,,,
Stephens County,Georgia,13,257,15.6,,,,,,,,,,,,,,
Stewart County,Georgia,13,259,9.6,,,,,,,,,,,,,,
Sumter County,Georgia,13,261,11.5,,,,,,,,,,,,,,
Talbot County,Georgia,13,263,15.0,,,,,,,,,,,,,,
Taliaferro County,Georgia,13,265,21.4,,,,,,,,,,,,,,
Tattnall County,Georgia,13,267,8.5,,,,,,,,,,,,,,
Taylor County,Georgia,13,269,13.9,,,,,,,,,,,,,,
Telfair County,Georgia,13,271,9.9,,,,,,,,,,,,,,
Terrell County,Georgia,13,273,12.7,,,,,,,,,,,,,,
Thomas County,Georgia,13,275,13.3,,,,,,,,,,,,,,
Tift County,Georgia,13,277,11.3,,,,,,,,,,,,,,
Toombs County,Georgia,13,279,11.8,,,,,,,,,,,,,,
Towns County,Georgia,13,281,28.5,,,,,,,,,,,,,,
Treutlen County,Georgia,13,283,12.1,,,,,,,,,,,,,,
Troup County,Georgia,13,285,10.8,,,,,,,,,,,,,,
Turner County,Georgia,13,287,13.7,,,,,,,,,,,,,,
Twiggs County,Georgia,13,289,15.6,,,,,,,,,,,,,,
Union County,Georgia,13,291,26.9,,,,,,,,,,,,,,
Upson County,Georgia,13,293,14.1,,,,,,,,,,,,,,
Walker County,Georgia,13,295,13.3,,,,,,,,,,,,,,
Walton County,Georgia,13,297,11.0,,,,,,,,,,,,,,
Ware County,Georgia,13,299,12.5,,,,,,,,,,,,,,
Warren County,Georgia,13,301,16.5,,,,,,,,,,,,,,
Washington County,Georgia,13,303,11.1,,,,,,,,,,,,,,
Wayne County,Georgia,13,305,11.3,,,,,,,,,,,,,,
Webster County,Georgia,13,307,14.1,,,,,,,,,,,,,,
Wheeler County,Georgia,13,309,7.3,,,,,,,,,,,,,,
White County,Georgia,13,311,17.0,,,,,,,,,,,,,,
Whitfield County,Georgia,13,313,9.8,,,,,,,,,,,,,,
Wilcox County,Georgia,13,315,11.2,,,,,,,,,,,,,,
Wilkes County,Georgia,13,317,17.6,,,,,,,,,,,,,,
Wilkinson County,Georgia,13,319,14.1,,,,,,,,,,,,,,
Worth County,Georgia,13,321,13.4,,,,,,,,,,,,,,
Hawaii County,Hawaii,15,1,14.5,,,,,,,,,,,,,,
Honolulu County,Hawaii,15,3,12.8,,,,,,,,,,,,,,
Kauai County,Hawaii,15,7,14.1,,,,,,,,,,,,,,
Kalawao County,Hawaii,15,5,8.8,,,,,,,,,,,,,,
Maui County,Hawaii,15,9,12.2,,,,,,,,,,,,,,
Ada County,Idaho,16,1,9.8,,,,,,,,,,,,,,
Adams County,Idaho,16,3,23.5,,,,,,,,,,,,,,
Bannock County,Idaho,16,5,10.2,,,,,,,,,,,,,,
Bear Lake County,Idaho,16,7,18.3,,,,,,,,,,,,,,
Benewah County,Idaho,16,9,19.1,,,,,,,,,,,,,,
Bingham County,Idaho,16,11,11.2,,,,,,,,,,,,,,
Blaine County,Idaho,16,13,13.1,,,,,,,,,,,,,,
Boise County,Idaho,16,15,18.6,,,,,,,,,,,,,,
Bonner County,Idaho,16,17,18.3,,,,,,,,,,,,,,
Bonneville County,Idaho,16,19,9.8,,,,,,,,,,,,,,
Boundary County,Idaho,16,21,18.2,,,,,,,,,,,,,,
Butte County,Idaho,16,23,18.7,,,,,,,,,,,,,,
Camas County,Idaho,16,25,15.4,,,,,,,,,,,,,,
Canyon County,Idaho,16,27,10.4,,,,,,,,,,,,,,
Caribou County,Idaho,16,29,14.3,,,,,,,,,,,,,,
Cassia County,Idaho,16,31,11.1,,,,,,,,,,,,,,
Clearwater County,Idaho,16,35,21.8,,,,,,,,,,,,,,
Custer County,Idaho,16,37,17.7,,,,,,,,,,,,,,
Elmore County,Idaho,16,39,9.8,,,,,,,,,,,,,,
Franklin County,Idaho,16,41,11.9,,,,,,,,,,,,,,
Fremont County,Idaho,16,43,14.0,,,,,,,,,,,,,,
Gem County,Idaho,16,45,18.6,,,,,,,,,,,,,,
Gooding County,Idaho,16,47,15.1,,,,,,,,,,,,,,
Idaho County,Idaho,16,49,21.8,,,,,,,,,,,,,,
Jefferson County,Idaho,16,51,9.5,,,,,,,,,,,,,,
Jerome County,Idaho,16,53,10.3,,,,,,,,,,,,,,
Kootenai County,Idaho,16,55,14.3,,,,,,,,,,,,,,
Latah County,Idaho,16,57,9.6,,,,,,,,,,,,,,
Lemhi County,Idaho,16,59,24.3,,,,,,,,,,,,,,
Lewis County,Idaho,16,61,21.2,,,,,,,,,,,,,,
Lincoln County,Idaho,16,63,10.6,,,,,,,,,,,,,,
Madison County,Idaho,16,65,5.3,,,,,,,,,,,,,,
Minidoka County,Idaho,16,67,13.6,,,,,,,,,,,,,,
Nez Perce County,Idaho,16,69,16.2,,,,,,,,,,,,,,
Oneida County,Idaho,16,71,16.8,,,,,,,,,,,,,,
Owyhee County,Idaho,16,73,13.3,,,,,,,,,,,,,,
Payette County,Idaho,16,75,15.0,,,,,,,,,,,,,,
Power County,Idaho,16,77,12.7,,,,,,,,,,,,,,
Shoshone County,Idaho,16,79,18.9,,,,,,,,,,,,,,
Teton County,Idaho,16,81,7.0,,,,,,,,,,,,,,
Twin Falls County,Idaho,16,83,12.8,,,,,,,,,,,,,,
Valley County,Idaho,16,85,18.1,,,,,,,,,,,,,,
Washington County,Idaho,16,87,20.2,,,,,,,,,,,,,,
Adams County,Illinois,17,1,15.6,,,,,,,,,,,,,,
Alexander County,Illinois,17,3,16.0,,,,,,,,,,,,,,
Bond County,Illinois,17,5,13.1,,,,,,,,,,,,,,
Boone County,Illinois,17,7,10.9,,,,,,,,,,,,,,
Brown County,Illinois,17,9,8.4,,,,,,,,,,,,,,
Bureau County,Illinois,17,11,16.4,,,,,,,,,,,,,,
Calhoun County,Illinois,17,13,18.9,,,,,,,,,,,,,,
Carroll County,Illinois,17,15,20.0,,,,,,,,,,,,,,
Cass County,Illinois,17,17,12.9,,,,,,,,,,,,,,
Champaign County,Illinois,17,19,8.9,,,,,,,,,,,,,,
Christian County,Illinois,17,21,15.0,,,,,,,,,,,,,,
Clark County,Illinois,17,23,15.3,,,,,,,,,,,,,,
Clay County,Illinois,17,25,15.2,,,,,,,,,,,,,,
Clinton County,Illinois,17,27,12.3,,,,,,,,,,,,,,
Coles County,Illinois,17,29,12.5,,,,,,,,,,,,,,
Cook County,Illinois,17,31,10.3,,,,,,,,,,,,,,
Crawford County,Illinois,17,33,14.1,,,,,,,,,,,,,,
Cumberland County,Illinois,17,35,14.9,,,,,,,,,,,,,,
DeKalb County,Illinois,17,37,8.7,,,,,,,,,,,,,,
De Witt County,Illinois,17,39,14.8,,,,,,,,,,,,,,
Douglas County,Illinois,17,41,13.7,,,,,,,,,,,,,,
DuPage County,Illinois,17,43,10.6,,,,,,,,,,,,,,
Edgar County,Illinois,17,45,16.2,,,,,,,,,,,,,,
Edwards County,Illinois,17,47,15.4,,,,,,,,,,,,,,
Effingham County,Illinois,17,49,13.1,,,,,,,,,,,,,,
Fayette County,Illinois,17,51,14.0,,,,,,,,,,,,,,
Ford County,Illinois,17,53,15.4,,,,,,,,,,,,,,
Franklin County,Illinois,17,55,16.3,,,,,,,,,,,,,,
Fulton County,Illinois,17,57,15.5,,,,,,,,,,,,,,
Gallatin County,Illinois,17,59,19.9,,,,,,,,,,,,,,
Greene County,Illinois,17,61,15.5,,,,,,,,,,,,,,
Grundy County,Illinois,17,63,10.3,,,,,,,,,,,,,,
Hamilton County,Illinois,17,65,17.3,,,,,,,,,,,,,,
Hancock County,Illinois,17,67,18.1,,,,,,,,,,,,,,
Hardin County,Illinois,17,69,20.6,,,,,,,,,,,,,,
Henderson County,Illinois,17,71,20.1,,,,,,,,,,,,,,
Henry County,Illinois,17,73,15.4,,,,,,,,,,,,,,
Iroquois County,Illinois,17,75,17.1,,,,,,,,,,,,,,
Jackson County,Illinois,17,77,10.0,,,,,,,,,,,,,,
Jasper County,Illinois,17,79,15.8,,,,,,,,,,,,,,
Jefferson County,Illinois,17,81,14.1,,,,,,,,,,,,,,
Jersey County,Illinois,17,83,14.7,,,,,,,,,,,,,,
Jo Daviess County,Illinois,17,85,20.7,,,,,,,,,,,,,,
Johnson County,Illinois,17,87,14.8,,,,,,,,,,,,,,
Kane County,Illinois,17,89,9.0,,,,,,,,,,,,,,
Kankakee County,Illinois,17,91,12.2,,,,,,,,,,,,,,
Kendall County,Illinois,17,93,6.7,,,,,,,,,,,,,,
Knox County,Illinois,17,95,16.5,,,,,,,,,,,,,,
Lake County,Illinois,17,97,9.6,,,,,,,,,,,,,,
LaSalle County,Illinois,17,99,14.4,,,,,,,,,,,,,,
Lawrence County,Illinois,17,101,11.4,,,,,,,,,,,,,,
Lee County,Illinois,17,103,14.0,,,,,,,,,,,,,,
Livingston County,Illinois,17,105,13.5,,,,,,,,,,,,,,
Logan County,Illinois,17,107,13.1,,,,,,,,,,,,,,
McDonough County,Illinois,17,109,12.0,,,,,,,,,,,,,,
McHenry County,Illinois,17,111,9.6,,,,,,,,,,,,,,
McLean County,Illinois,17,113,9.4,,,,,,,,,,,,,,
Macon County,Illinois,17,115,15.0,,,,,,,,,,,,,,
Macoupin County,Illinois,17,117,15.4,,,,,,,,,,,,,,
Madison County,Illinois,17,119,12.8,,,,,,,,,,,,,,
Marion County,Illinois,17,121,15.6,,,,,,,,,,,,,,
Marshall County,Illinois,17,123,18.5,,,,,,,,,,,,,,
Mason County,Illinois,17,125,17.5,,,,,,,,,,,,,,
Massac County,Illinois,17,127,16.7,,,,,,,,,,,,,,
Menard County,Illinois,17,129,14.4,,,,,,,,,,,,,,
Mercer County,Illinois,17,131,17.2,,,,,,,,,,,,,,
Monroe County,Illinois,17,133,12.7,,,,,,,,,,,,,,
Montgomery County,Illinois,17,135,14.3,,,,,,,,,,,,,,
Morgan County,Illinois,17,137,14.2,,,,,,,,,,,,,,
Moultrie County,Illinois,17,139,15.9,,,,,,,,,,,,,,
Ogle County,Illinois,17,141,14.2,,,,,,,,,,,,,,
Peoria County,Illinois,17,143,12.5,,,,,,,,,,,,,,
Perry County,Illinois,17,145,12.7,,,,,,,,,,,,,,
Piatt County,Illinois,17,147,15.0,,,,,,,,,,,,,,
Pike County,Illinois,17,149,16.6,,,,,,,,,,,,,,
Pope County,Illinois,17,151,20.3,,,,,,,,,,,,,,
Pulaski County,Illinois,17,153,16.6,,,,,,,,,,,,,,
Putnam County,Illinois,17,155,16.8,,,,,,,,,,,,,,
Randolph County,Illinois,17,157,13.0,,,,,,,,,,,,,,
Richland County,Illinois,17,159,17.0,,,,,,,,,,,,,,
Rock Island County,Illinois,17,161,14.5,,,,,,,,,,,,,,
Saint Clair County,Illinois,17,163,11.0,,,,,,,,,,,,,,
Saline County,Illinois,17,165,15.9,,,,,,,,,,,,,,
Sangamon County,Illinois,17,167,12.2,,,,,,,,,,,,,,
Schuyler County,Illinois,17,169,16.2,,,,,,,,,,,,,,
Scott County,Illinois,17,171,16.4,,,,,,,,,,,,,,
Shelby County,Illinois,17,173,17.8,,,,,,,,,,,,,,
Stark County,Illinois,17,175,19.4,,,,,,,,,,,,,,
Stephenson County,Illinois,17,177,17.2,,,,,,,,,,,,,,
Tazewell County,Illinois,17,179,13.9,,,,,,,,,,,,,,
Union County,Illinois,17,181,16.9,,,,,,,,,,,,,,
Vermilion County,Illinois,17,183,14.5,,,,,,,,,,,,,,
Wabash County,Illinois,17,185,15.9,,,,,,,,,,,,,,
Warren County,Illinois,17,187,14.4,,,,,,,,,,,,,,
Washington County,Illinois,17,189,15.2,,,,,,,,,,,,,,
Wayne County,Illinois,17,191,17.5,,,,,,,,,,,,,,
White County,Illinois,17,193,18.7,,,,,,,,,,,,,,
Whiteside County,Illinois,17,195,15.7,,,,,,,,,,,,,,
Will County,Illinois,17,197,8.7,,,,,,,,,,,,,,
Williamson County,Illinois,17,199,14.4,,,,,,,,,,,,,,
Winnebago County,Illinois,17,201,12.6,,,,,,,,,,,,,,
Woodford County,Illinois,17,203,13.4,,,,,,,,,,,,,,
Adams County,Indiana,18,1,11.8,,,,,,,,,,,,,,
Allen County,Indiana,18,3,10.6,,,,,,,,,,,,,,
Bartholomew County,Indiana,18,5,12.3,,,,,,,,,,,,,,
Benton County,Indiana,18,7,13.6,,,,,,,,,,,,,,
Blackford County,Indiana,18,9,15.7,,,,,,,,,,,,,,
Boone County,Indiana,18,11,10.7,,,,,,,,,,,,,,
Brown County,Indiana,18,13,17.8,,,,,,,,,,,,,,
Carroll County,Indiana,18,15,15.2,,,,,,,,,,,,,,
Cass County,Indiana,18,17,12.9,,,,,,,,,,,,,,
Clark County,Indiana,18,19,11.3,,,,,,,,,,,,,,
Clay County,Indiana,18,21,13.8,,,,,,,,,,,,,,
Clinton County,Indiana,18,23,12.3,,,,,,,,,,,,,,
Crawford County,Indiana,18,25,14.3,,,,,,,,,,,,,,
Daviess County,Indiana,18,27,12.2,,,,,,,,,,,,,,
Dearborn County,Indiana,18,29,12.5,,,,,,,,,,,,,,
Decatur County,Indiana,18,31,12.8,,,,,,,,,,,,,,
DeKalb County,Indiana,18,33,11.6,,,,,,,,,,,,,,
Delaware County,Indiana,18,35,13.4,,,,,,,,,,,,,,
Dubois County,Indiana,18,37,12.7,,,,,,,,,,,,,,
Elkhart County,Indiana,18,39,10.9,,,,,,,,,,,,,,
Fayette County,Indiana,18,41,15.7,,,,,,,,,,,,,,
Floyd County,Indiana,18,43,11.7,,,,,,,,,,,,,,
Fountain County,Indiana,18,45,15.8,,,,,,,,,,,,,,
Franklin County,Indiana,18,47,12.9,,,,,,,,,,,,,,
Fulton County,Indiana,18,49,14.5,,,,,,,,,,,,,,
Gibson County,Indiana,18,51,13.3,,,,,,,,,,,,,,
Grant County,Indiana,18,53,14.8,,,,,,,,,,,,,,
Greene County,Indiana,18,55,14.9,,,,,,,,,,,,,,
Hamilton County,Indiana,18,57,8.1,,,,,,,,,,,,,,
Hancock County,Indiana,18,59,12.2,,,,,,,,,,,,,,
Harrison County,Indiana,18,61,13.0,,,,,,,,,,,,,,
Hendricks County,Indiana,18,63,9.7,,,,,,,,,,,,,,
Henry County,Indiana,18,65,13.9,,,,,,,,,,,,,,
Howard County,Indiana,18,67,14.9,,,,,,,,,,,,,,
Huntington County,Indiana,18,69,12.9,,,,,,,,,,,,,,
Jackson County,Indiana,18,71,12.6,,,,,,,,,,,,,,
Jasper County,Indiana,18,73,13.1,,,,,,,,,,,,,,
Jay County,Indiana,18,75,13.9,,,,,,,,,,,,,,
Jefferson County,Indiana,18,77,13.4,,,,,,,,,,,,,,
Jennings County,Indiana,18,79,11.8,,,,,,,,,,,,,,
Johnson County,Indiana,18,81,11.2,,,,,,,,,,,,,,
Knox County,Indiana,18,83,13.0,,,,,,,,,,,,,,
Kosciusko County,Indiana,18,85,12.4,,,,,,,,,,,,,,
LaGrange County,Indiana,18,87,10.8,,,,,,,,,,,,,,
Lake County,Indiana,18,89,11.8,,,,,,,,,,,,,,
LaPorte County,Indiana,18,91,12.2,,,,,,,,,,,,,,
Lawrence County,Indiana,18,93,14.9,,,,,,,,,,,,,,
Madison County,Indiana,18,95,13.7,,,,,,,,,,,,,,
Marion County,Indiana,18,97,9.1,,,,,,,,,,,,,,
Marshall County,Indiana,18,99,12.8,,,,,,,,,,,,,,
Martin County,Indiana,18,101,14.3,,,,,,,,,,,,,,
Miami County,Indiana,18,103,12.1,,,,,,,,,,,,,,
Monroe County,Indiana,18,105,9.1,,,,,,,,,,,,,,
Montgomery County,Indiana,18,107,13.7,,,,,,,,,,,,,,
Morgan County,Indiana,18,109,12.5,,,,,,,,,,,,,,
Newton County,Indiana,18,111,14.9,,,,,,,,,,,,,,
Noble County,Indiana,18,113,11.3,,,,,,,,,,,,,,
Ohio County,Indiana,18,115,16.3,,,,,,,,,,,,,,
Orange County,Indiana,18,117,14.6,,,,,,,,,,,,,,
Owen County,Indiana,18,119,14.4,,,,,,,,,,,,,,
Parke County,Indiana,18,121,16.3,,,,,,,,,,,,,,
Perry County,Indiana,18,123,12.7,,,,,,,,,,,,,,
Pike County,Indiana,18,125,15.6,,,,,,,,,,,,,,
Porter County,Indiana,18,127,11.6,,,,,,,,,,,,,,
Posey County,Indiana,18,129,13.3,,,,,,,,,,,,,,
Pulaski County,Indiana,18,131,15.6,,,,,,,,,,,,,,
Putnam County,Indiana,18,133,11.6,,,,,,,,,,,,,,
Randolph County,Indiana,18,135,15.5,,,,,,,,,,,,,,
Ripley County,Indiana,18,137,14.0,,,,,,,,,,,,,,
Rush County,Indiana,18,139,14.5,,,,,,,,,,,,,,
Saint Joseph County,Indiana,18,141,11.7,,,,,,,,,,,,,,
Scott County,Indiana,18,143,12.7,,,,,,,,,,,,,,
Shelby County,Indiana,18,145,12.6,,,,,,,,,,,,,,
Spencer County,Indiana,18,147,14.6,,,,,,,,,,,,,,
Starke County,Indiana,18,149,14.9,,,,,,,,,,,,,,
Steuben County,Indiana,18,151,14.0,,,,,,,,,,,,,,
Sullivan County,Indiana,18,153,12.3,,,,,,,,,,,,,,
Switzerland County,Indiana,18,155,13.5,,,,,,,,,,,,,,
Tippecanoe County,Indiana,18,157,8.0,,,,,,,,,,,,,,
Tipton County,Indiana,18,159,15.7,,,,,,,,,,,,,,
Union County,Indiana,18,161,13.7,,,,,,,,,,,,,,
Vanderburgh County,Indiana,18,163,12.3,,,,,,,,,,,,,,
Vermillion County,Indiana,18,165,15.0,,,,,,,,,,,,,,
Vigo County,Indiana,18,167,11.0,,,,,,,,,,,,,,
Wabash County,Indiana,18,169,16.0,,,,,,,,,,,,,,
Warren County,Indiana,18,171,15.7,,,,,,,,,,,,,,
Warrick County,Indiana,18,173,12.7,,,,,,,,,,,,,,
Washington County,Indiana,18,175,12.9,,,,,,,,,,,,,,
Wayne County,Indiana,18,177,14.4,,,,,,,,,,,,,,
Wells County,Indiana,18,179,14.1,,,,,,,,,,,,,,
White County,Indiana,18,181,15.6,,,,,,,,,,,,,,
Whitley County,Indiana,18,183,12.4,,,,,,,,,,,,,,
Adair County,Iowa,19,1,18.9,,,,,,,,,,,,,,
Adams County,Iowa,19,3,20.4,,,,,,,,,,,,,,
Allamakee County,Iowa,19,5,18.5,,,,,,,,,,,,,,
Appanoose County,Iowa,19,7,18.7,,,,,,,,,,,,,,
Audubon County,Iowa,19,9,20.1,,,,,,,,,,,,,,
Benton County,Iowa,19,11,13.8,,,,,,,,,,,,,,
Black Hawk County,Iowa,19,13,12.4,,,,,,,,,,,,,,
Boone County,Iowa,19,15,13.9,,,,,,,,,,,,,,
Bremer County,Iowa,19,17,15.4,,,,,,,,,,,,,,
Buchanan County,Iowa,19,19,14.0,,,,,,,,,,,,,,
Buena Vista County,Iowa,19,21,12.7,,,,,,,,,,,,,,
Butler County,Iowa,19,23,18.2,,,,,,,,,,,,,,
Calhoun County,Iowa,19,25,19.5,,,,,,,,,,,,,,
Carroll County,Iowa,19,27,15.5,,,,,,,,,,,,,,
Cass County,Iowa,19,29,18.1,,,,,,,,,,,,,,
Cedar County,Iowa,19,31,15.1,,,,,,,,,,,,,,
Cerro Gordo County,Iowa,19,33,16.0,,,,,,,,,,,,,,
Cherokee County,Iowa,19,35,18.3,,,,,,,,,,,,,,
Chickasaw County,Iowa,19,37,16.5,,,,,,,,,,,,,,
Clarke County,Iowa,19,39,14.8,,,,,,,,,,,,,,
Clay County,Iowa,19,41,16.1,,,,,,,,,,,,,,
Clayton County,Iowa,19,43,18.0,,,,,,,,,,,,,,
Clinton County,Iowa,19,45,15.1,,,,,,,,,,,,,,
Crawford County,Iowa,19,47,14.0,,,,,,,,,,,,,,
Dallas County,Iowa,19,49,9.0,,,,,,,,,,,,,,
Davis County,Iowa,19,51,15.2,,,,,,,,,,,,,,
Decatur County,Iowa,19,53,16.4,,,,,,,,,,,,,,
Delaware County,Iowa,19,55,15.3,,,,,,,,,,,,,,
Des Moines County,Iowa,19,57,15.6,,,,,,,,,,,,,,
Dickinson County,Iowa,19,59,20.5,,,,,,,,,,,,,,
Dubuque County,Iowa,19,61,13.2,,,,,,,,,,,,,,
Emmet County,Iowa,19,63,16.0,,,,,,,,,,,,,,
Fayette County,Iowa,19,65,16.7,,,,,,,,,,,,,,
Floyd County,Iowa,19,67,18.0,,,,,,,,,,,,,,
Franklin County,Iowa,19,69,16.7,,,,,,,,,,,,,,
Fremont County,Iowa,19,71,17.8,,,,,,,,,,,,,,
Greene County,Iowa,19,73,17.4,,,,,,,,,,,,,,
Grundy County,Iowa,19,75,16.8,,,,,,,,,,,,,,
Guthrie County,Iowa,19,77,17.7,,,,,,,,,,,,,,
Hamilton County,Iowa,19,79,15.9,,,,,,,,,,,,,,
Hancock County,Iowa,19,81,16.5,,,,,,,,,,,,,,
Hardin County,Iowa,19,83,17.8,,,,,,,,,,,,,,
Harrison County,Iowa,19,85,15.8,,,,,,,,,,,,,,
Henry County,Iowa,19,87,13.7,,,,,,,,,,,,,,
Howard County,Iowa,19,89,16.7,,,,,,,,,,,,,,
Humboldt County,Iowa,19,91,18.2,,,,,,,,,,,,,,
Ida County,Iowa,19,93,17.8,,,,,,,,,,,,,,
Iowa County,Iowa,19,95,14.9,,,,,,,,,,,,,,
