County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,median_gross_rent,age_15_to_44_percentage
Carlisle County,Kentucky,21,39,,,,,,,,,,,,,,619.0,
Carroll County,Kentucky,21,41,,,,,,,,,,,,,,618.0,
Carter County,Kentucky,21,43,,,,,,,,,,,,,,570.0,
Casey County,Kentucky,21,45,,,,,,,,,,,,,,509.0,
Christian County,Kentucky,21,47,,,,,,,,,,,,,,819.0,
Clark County,Kentucky,21,49,,,,,,,,,,,,,,726.0,
Clay County,Kentucky,21,51,,,,,,,,,,,,,,532.0,
Clinton County,Kentucky,21,53,,,,,,,,,,,,,,476.0,
Crittenden County,Kentucky,21,55,,,,,,,,,,,,,,507.0,
Cumberland County,Kentucky,21,57,,,,,,,,,,,,,,385.0,
Daviess County,Kentucky,21,59,,,,,,,,,,,,,,732.0,
Edmonson County,Kentucky,21,61,,,,,,,,,,,,,,670.0,
Elliott County,Kentucky,21,63,,,,,,,,,,,,,,659.0,
Estill County,Kentucky,21,65,,,,,,,,,,,,,,581.0,
Fayette County,Kentucky,21,67,,,,,,,,,,,,,,864.0,
Fleming County,Kentucky,21,69,,,,,,,,,,,,,,579.0,
Floyd County,Kentucky,21,71,,,,,,,,,,,,,,619.0,
Franklin County,Kentucky,21,73,,,,,,,,,,,,,,737.0,
Fulton County,Kentucky,21,75,,,,,,,,,,,,,,547.0,
Gallatin County,Kentucky,21,77,,,,,,,,,,,,,,696.0,
Garrard County,Kentucky,21,79,,,,,,,,,,,,,,689.0,
Grant County,Kentucky,21,81,,,,,,,,,,,,,,717.0,
Graves County,Kentucky,21,83,,,,,,,,,,,,,,658.0,
Grayson County,Kentucky,21,85,,,,,,,,,,,,,,572.0,
Green County,Kentucky,21,87,,,,,,,,,,,,,,544.0,
Greenup County,Kentucky,21,89,,,,,,,,,,,,,,695.0,
Hancock County,Kentucky,21,91,,,,,,,,,,,,,,657.0,
Hardin County,Kentucky,21,93,,,,,,,,,,,,,,799.0,
Harlan County,Kentucky,21,95,,,,,,,,,,,,,,520.0,
Harrison County,Kentucky,21,97,,,,,,,,,,,,,,600.0,
Hart County,Kentucky,21,99,,,,,,,,,,,,,,508.0,
Henderson County,Kentucky,21,101,,,,,,,,,,,,,,667.0,
Henry County,Kentucky,21,103,,,,,,,,,,,,,,773.0,
Hickman County,Kentucky,21,105,,,,,,,,,,,,,,529.0,
Hopkins County,Kentucky,21,107,,,,,,,,,,,,,,688.0,
Jackson County,Kentucky,21,109,,,,,,,,,,,,,,524.0,
Jefferson County,Kentucky,21,111,,,,,,,,,,,,,,834.0,
Jessamine County,Kentucky,21,113,,,,,,,,,,,,,,814.0,
Johnson County,Kentucky,21,115,,,,,,,,,,,,,,622.0,
Kenton County,Kentucky,21,117,,,,,,,,,,,,,,793.0,
Knott County,Kentucky,21,119,,,,,,,,,,,,,,482.0,
Knox County,Kentucky,21,121,,,,,,,,,,,,,,567.0,
Larue County,Kentucky,21,123,,,,,,,,,,,,,,690.0,
Laurel County,Kentucky,21,125,,,,,,,,,,,,,,636.0,
Lawrence County,Kentucky,21,127,,,,,,,,,,,,,,566.0,
Lee County,Kentucky,21,129,,,,,,,,,,,,,,588.0,
Leslie County,Kentucky,21,131,,,,,,,,,,,,,,526.0,
Letcher County,Kentucky,21,133,,,,,,,,,,,,,,558.0,
Lewis County,Kentucky,21,135,,,,,,,,,,,,,,489.0,
Lincoln County,Kentucky,21,137,,,,,,,,,,,,,,631.0,
Livingston County,Kentucky,21,139,,,,,,,,,,,,,,616.0,
Logan County,Kentucky,21,141,,,,,,,,,,,,,,656.0,
Lyon County,Kentucky,21,143,,,,,,,,,,,,,,567.0,
McCracken County,Kentucky,21,145,,,,,,,,,,,,,,701.0,
McCreary County,Kentucky,21,147,,,,,,,,,,,,,,563.0,
McLean County,Kentucky,21,149,,,,,,,,,,,,,,557.0,
Madison County,Kentucky,21,151,,,,,,,,,,,,,,696.0,
Magoffin County,Kentucky,21,153,,,,,,,,,,,,,,548.0,
Marion County,Kentucky,21,155,,,,,,,,,,,,,,623.0,
Marshall County,Kentucky,21,157,,,,,,,,,,,,,,670.0,
Martin County,Kentucky,21,159,,,,,,,,,,,,,,577.0,
Mason County,Kentucky,21,161,,,,,,,,,,,,,,628.0,
Meade County,Kentucky,21,163,,,,,,,,,,,,,,865.0,
Menifee County,Kentucky,21,165,,,,,,,,,,,,,,594.0,
Mercer County,Kentucky,21,167,,,,,,,,,,,,,,616.0,
Metcalfe County,Kentucky,21,169,,,,,,,,,,,,,,491.0,
Monroe County,Kentucky,21,171,,,,,,,,,,,,,,520.0,
Montgomery County,Kentucky,21,173,,,,,,,,,,,,,,696.0,
Morgan County,Kentucky,21,175,,,,,,,,,,,,,,565.0,
Muhlenberg County,Kentucky,21,177,,,,,,,,,,,,,,569.0,
Nelson County,Kentucky,21,179,,,,,,,,,,,,,,703.0,
Nicholas County,Kentucky,21,181,,,,,,,,,,,,,,603.0,
Ohio County,Kentucky,21,183,,,,,,,,,,,,,,580.0,
Oldham County,Kentucky,21,185,,,,,,,,,,,,,,906.0,
Owen County,Kentucky,21,187,,,,,,,,,,,,,,636.0,
Owsley County,Kentucky,21,189,,,,,,,,,,,,,,318.0,
Pendleton County,Kentucky,21,191,,,,,,,,,,,,,,759.0,
Perry County,Kentucky,21,193,,,,,,,,,,,,,,618.0,
Pike County,Kentucky,21,195,,,,,,,,,,,,,,666.0,
Powell County,Kentucky,21,197,,,,,,,,,,,,,,664.0,
Pulaski County,Kentucky,21,199,,,,,,,,,,,,,,659.0,
Robertson County,Kentucky,21,201,,,,,,,,,,,,,,488.0,
Rockcastle County,Kentucky,21,203,,,,,,,,,,,,,,580.0,
Rowan County,Kentucky,21,205,,,,,,,,,,,,,,661.0,
Russell County,Kentucky,21,207,,,,,,,,,,,,,,541.0,
Scott County,Kentucky,21,209,,,,,,,,,,,,,,849.0,
Shelby County,Kentucky,21,211,,,,,,,,,,,,,,791.0,
Simpson County,Kentucky,21,213,,,,,,,,,,,,,,814.0,
Spencer County,Kentucky,21,215,,,,,,,,,,,,,,646.0,
Taylor County,Kentucky,21,217,,,,,,,,,,,,,,620.0,
Todd County,Kentucky,21,219,,,,,,,,,,,,,,628.0,
Trigg County,Kentucky,21,221,,,,,,,,,,,,,,642.0,
Trimble County,Kentucky,21,223,,,,,,,,,,,,,,734.0,
Union County,Kentucky,21,225,,,,,,,,,,,,,,601.0,
Warren County,Kentucky,21,227,,,,,,,,,,,,,,765.0,
Washington County,Kentucky,21,229,,,,,,,,,,,,,,599.0,
Wayne County,Kentucky,21,231,,,,,,,,,,,,,,542.0,
Webster County,Kentucky,21,233,,,,,,,,,,,,,,567.0,
Whitley County,Kentucky,21,235,,,,,,,,,,,,,,610.0,
Wolfe County,Kentucky,21,237,,,,,,,,,,,,,,519.0,
Woodford County,Kentucky,21,239,,,,,,,,,,,,,,735.0,
Acadia Parish,Louisiana,22,1,,,,,,,,,,,,,,624.0,
Allen Parish,Louisiana,22,3,,,,,,,,,,,,,,606.0,
Ascension Parish,Louisiana,22,5,,,,,,,,,,,,,,979.0,
Assumption Parish,Louisiana,22,7,,,,,,,,,,,,,,759.0,
Avoyelles Parish,Louisiana,22,9,,,,,,,,,,,,,,678.0,
Beauregard Parish,Louisiana,22,11,,,,,,,,,,,,,,724.0,
Bienville Parish,Louisiana,22,13,,,,,,,,,,,,,,469.0,
Bossier Parish,Louisiana,22,15,,,,,,,,,,,,,,957.0,
Caddo Parish,Louisiana,22,17,,,,,,,,,,,,,,795.0,
Calcasieu Parish,Louisiana,22,19,,,,,,,,,,,,,,813.0,
Caldwell Parish,Louisiana,22,21,,,,,,,,,,,,,,590.0,
Cameron Parish,Louisiana,22,23,,,,,,,,,,,,,,823.0,
Catahoula Parish,Louisiana,22,25,,,,,,,,,,,,,,518.0,
Claiborne Parish,Louisiana,22,27,,,,,,,,,,,,,,636.0,
Concordia Parish,Louisiana,22,29,,,,,,,,,,,,,,573.0,
De Soto Parish,Louisiana,22,31,,,,,,,,,,,,,,634.0,
East Baton Rouge Parish,Louisiana,22,33,,,,,,,,,,,,,,912.0,
East Carroll Parish,Louisiana,22,35,,,,,,,,,,,,,,467.0,
East Feliciana Parish,Louisiana,22,37,,,,,,,,,,,,,,748.0,
Evangeline Parish,Louisiana,22,39,,,,,,,,,,,,,,584.0,
Franklin Parish,Louisiana,22,41,,,,,,,,,,,,,,566.0,
Grant Parish,Louisiana,22,43,,,,,,,,,,,,,,729.0,
Iberia Parish,Louisiana,22,45,,,,,,,,,,,,,,747.0,
Iberville Parish,Louisiana,22,47,,,,,,,,,,,,,,745.0,
Jackson Parish,Louisiana,22,49,,,,,,,,,,,,,,524.0,
Jefferson Parish,Louisiana,22,51,,,,,,,,,,,,,,961.0,
Jefferson Davis Parish,Louisiana,22,53,,,,,,,,,,,,,,614.0,
Lafayette Parish,Louisiana,22,55,,,,,,,,,,,,,,855.0,
Lafourche Parish,Louisiana,22,57,,,,,,,,,,,,,,794.0,
LaSalle Parish,Louisiana,22,59,,,,,,,,,,,,,,602.0,
Lincoln Parish,Louisiana,22,61,,,,,,,,,,,,,,692.0,
Livingston Parish,Louisiana,22,63,,,,,,,,,,,,,,901.0,
Madison Parish,Louisiana,22,65,,,,,,,,,,,,,,608.0,
Morehouse Parish,Louisiana,22,67,,,,,,,,,,,,,,596.0,
Natchitoches Parish,Louisiana,22,69,,,,,,,,,,,,,,696.0,
Orleans Parish,Louisiana,22,71,,,,,,,,,,,,,,973.0,
Ouachita Parish,Louisiana,22,73,,,,,,,,,,,,,,755.0,
Plaquemines Parish,Louisiana,22,75,,,,,,,,,,,,,,1151.0,
Pointe Coupee Parish,Louisiana,22,77,,,,,,,,,,,,,,812.0,
Rapides Parish,Louisiana,22,79,,,,,,,,,,,,,,807.0,
Red River Parish,Louisiana,22,81,,,,,,,,,,,,,,509.0,
Richland Parish,Louisiana,22,83,,,,,,,,,,,,,,637.0,
Sabine Parish,Louisiana,22,85,,,,,,,,,,,,,,572.0,
Saint Bernard Parish,Louisiana,22,87,,,,,,,,,,,,,,917.0,
Saint Charles Parish,Louisiana,22,89,,,,,,,,,,,,,,912.0,
Saint Helena Parish,Louisiana,22,91,,,,,,,,,,,,,,673.0,
Saint James Parish,Louisiana,22,93,,,,,,,,,,,,,,699.0,
Saint John the Baptist Parish,Louisiana,22,95,,,,,,,,,,,,,,909.0,
Saint Landry Parish,Louisiana,22,97,,,,,,,,,,,,,,620.0,
Saint Martin Parish,Louisiana,22,99,,,,,,,,,,,,,,668.0,
Saint Mary Parish,Louisiana,22,101,,,,,,,,,,,,,,775.0,
Saint Tammany Parish,Louisiana,22,103,,,,,,,,,,,,,,1040.0,
Tangipahoa Parish,Louisiana,22,105,,,,,,,,,,,,,,808.0,
Tensas Parish,Louisiana,22,107,,,,,,,,,,,,,,472.0,
Terrebonne Parish,Louisiana,22,109,,,,,,,,,,,,,,884.0,
Union Parish,Louisiana,22,111,,,,,,,,,,,,,,512.0,
Vermilion Parish,Louisiana,22,113,,,,,,,,,,,,,,693.0,
Vernon Parish,Louisiana,22,115,,,,,,,,,,,,,,961.0,
Washington Parish,Louisiana,22,117,,,,,,,,,,,,,,621.0,
Webster Parish,Louisiana,22,119,,,,,,,,,,,,,,668.0,
West Baton Rouge Parish,Louisiana,22,121,,,,,,,,,,,,,,844.0,
West Carroll Parish,Louisiana,22,123,,,,,,,,,,,,,,524.0,
West Feliciana Parish,Louisiana,22,125,,,,,,,,,,,,,,816.0,
Winn Parish,Louisiana,22,127,,,,,,,,,,,,,,605.0,
Androscoggin County,Maine,23,1,,,,,,,,,,,,,,751.0,
Aroostook County,Maine,23,3,,,,,,,,,,,,,,561.0,
Cumberland County,Maine,23,5,,,,,,,,,,,,,,1081.0,
Franklin County,Maine,23,7,,,,,,,,,,,,,,621.0,
Hancock County,Maine,23,9,,,,,,,,,,,,,,810.0,
Kennebec County,Maine,23,11,,,,,,,,,,,,,,744.0,
Knox County,Maine,23,13,,,,,,,,,,,,,,801.0,
Lincoln County,Maine,23,15,,,,,,,,,,,,,,779.0,
Oxford County,Maine,23,17,,,,,,,,,,,,,,706.0,
Penobscot County,Maine,23,19,,,,,,,,,,,,,,778.0,
Piscataquis County,Maine,23,21,,,,,,,,,,,,,,611.0,
Sagadahoc County,Maine,23,23,,,,,,,,,,,,,,887.0,
Somerset County,Maine,23,25,,,,,,,,,,,,,,718.0,
Waldo County,Maine,23,27,,,,,,,,,,,,,,798.0,
Washington County,Maine,23,29,,,,,,,,,,,,,,589.0,
York County,Maine,23,31,,,,,,,,,,,,,,952.0,
Allegany County,Maryland,24,1,,,,,,,,,,,,,,694.0,
Anne Arundel County,Maryland,24,3,,,,,,,,,,,,,,1612.0,
Baltimore County,Maryland,24,5,,,,,,,,,,,,,,1263.0,
Calvert County,Maryland,24,9,,,,,,,,,,,,,,1583.0,
Caroline County,Maryland,24,11,,,,,,,,,,,,,,920.0,
Carroll County,Maryland,24,13,,,,,,,,,,,,,,1147.0,
Cecil County,Maryland,24,15,,,,,,,,,,,,,,1110.0,
Charles County,Maryland,24,17,,,,,,,,,,,,,,1661.0,
Dorchester County,Maryland,24,19,,,,,,,,,,,,,,896.0,
Frederick County,Maryland,24,21,,,,,,,,,,,,,,1395.0,
Garrett County,Maryland,24,23,,,,,,,,,,,,,,624.0,
Harford County,Maryland,24,25,,,,,,,,,,,,,,1213.0,
Howard County,Maryland,24,27,,,,,,,,,,,,,,1690.0,
Kent County,Maryland,24,29,,,,,,,,,,,,,,1001.0,
Queen Anne's County,Maryland,24,35,,,,,,,,,,,,,,1398.0,
Saint Mary's County,Maryland,24,37,,,,,,,,,,,,,,1362.0,
Somerset County,Maryland,24,39,,,,,,,,,,,,,,685.0,
Talbot County,Maryland,24,41,,,,,,,,,,,,,,1103.0,
Washington County,Maryland,24,43,,,,,,,,,,,,,,905.0,
Wicomico County,Maryland,24,45,,,,,,,,,,,,,,1058.0,
Worcester County,Maryland,24,47,,,,,,,,,,,,,,1006.0,
Baltimore City,Maryland,24,510,,,,,,,,,,,,,,1051.0,
Montgomery County,Maryland,24,31,,,,,,,,,,,,,,1742.0,
Prince George's County,Maryland,24,33,,,,,,,,,,,,,,1434.0,
Barnstable County,Massachusetts,25,1,,,,,,,,,,,,,,1268.0,
Berkshire County,Massachusetts,25,3,,,,,,,,,,,,,,836.0,
Bristol County,Massachusetts,25,5,,,,,,,,,,,,,,872.0,
Dukes County,Massachusetts,25,7,,,,,,,,,,,,,,1557.0,
Essex County,Massachusetts,25,9,,,,,,,,,,,,,,1189.0,
Franklin County,Massachusetts,25,11,,,,,,,,,,,,,,926.0,
Hampden County,Massachusetts,25,13,,,,,,,,,,,,,,885.0,
Hampshire County,Massachusetts,25,15,,,,,,,,,,,,,,1083.0,
Middlesex County,Massachusetts,25,17,,,,,,,,,,,,,,1541.0,
Nantucket County,Massachusetts,25,19,,,,,,,,,,,,,,1765.0,
Norfolk County,Massachusetts,25,21,,,,,,,,,,,,,,1520.0,
Plymouth County,Massachusetts,25,23,,,,,,,,,,,,,,1227.0,
Suffolk County,Massachusetts,25,25,,,,,,,,,,,,,,1506.0,
Worcester County,Massachusetts,25,27,,,,,,,,,,,,,,1027.0,
Alcona County,Michigan,26,1,,,,,,,,,,,,,,661.0,
Alger County,Michigan,26,3,,,,,,,,,,,,,,649.0,
Allegan County,Michigan,26,5,,,,,,,,,,,,,,794.0,
Alpena County,Michigan,26,7,,,,,,,,,,,,,,573.0,
Antrim County,Michigan,26,9,,,,,,,,,,,,,,749.0,
Arenac County,Michigan,26,11,,,,,,,,,,,,,,592.0,
Baraga County,Michigan,26,13,,,,,,,,,,,,,,550.0,
Barry County,Michigan,26,15,,,,,,,,,,,,,,838.0,
Bay County,Michigan,26,17,,,,,,,,,,,,,,655.0,
Benzie County,Michigan,26,19,,,,,,,,,,,,,,755.0,
Berrien County,Michigan,26,21,,,,,,,,,,,,,,724.0,
Branch County,Michigan,26,23,,,,,,,,,,,,,,714.0,
Calhoun County,Michigan,26,25,,,,,,,,,,,,,,738.0,
Cass County,Michigan,26,27,,,,,,,,,,,,,,729.0,
Charlevoix County,Michigan,26,29,,,,,,,,,,,,,,713.0,
Cheboygan County,Michigan,26,31,,,,,,,,,,,,,,658.0,
Chippewa County,Michigan,26,33,,,,,,,,,,,,,,667.0,
Clare County,Michigan,26,35,,,,,,,,,,,,,,652.0,
Clinton County,Michigan,26,37,,,,,,,,,,,,,,816.0,
Crawford County,Michigan,26,39,,,,,,,,,,,,,,748.0,
Delta County,Michigan,26,41,,,,,,,,,,,,,,561.0,
Dickinson County,Michigan,26,43,,,,,,,,,,,,,,665.0,
Eaton County,Michigan,26,45,,,,,,,,,,,,,,842.0,
Emmet County,Michigan,26,47,,,,,,,,,,,,,,805.0,
Genesee County,Michigan,26,49,,,,,,,,,,,,,,755.0,
Gladwin County,Michigan,26,51,,,,,,,,,,,,,,610.0,
Gogebic County,Michigan,26,53,,,,,,,,,,,,,,494.0,
Grand Traverse County,Michigan,26,55,,,,,,,,,,,,,,938.0,
Gratiot County,Michigan,26,57,,,,,,,,,,,,,,667.0,
Hillsdale County,Michigan,26,59,,,,,,,,,,,,,,699.0,
Houghton County,Michigan,26,61,,,,,,,,,,,,,,662.0,
Huron County,Michigan,26,63,,,,,,,,,,,,,,607.0,
Ingham County,Michigan,26,65,,,,,,,,,,,,,,857.0,
Ionia County,Michigan,26,67,,,,,,,,,,,,,,764.0,
Iosco County,Michigan,26,69,,,,,,,,,,,,,,639.0,
Iron County,Michigan,26,71,,,,,,,,,,,,,,516.0,
Isabella County,Michigan,26,73,,,,,,,,,,,,,,731.0,
Jackson County,Michigan,26,75,,,,,,,,,,,,,,763.0,
Kalamazoo County,Michigan,26,77,,,,,,,,,,,,,,794.0,
Kalkaska County,Michigan,26,79,,,,,,,,,,,,,,704.0,
Kent County,Michigan,26,81,,,,,,,,,,,,,,871.0,
Keweenaw County,Michigan,26,83,,,,,,,,,,,,,,503.0,
Lake County,Michigan,26,85,,,,,,,,,,,,,,608.0,
Lapeer County,Michigan,26,87,,,,,,,,,,,,,,788.0,
Leelanau County,Michigan,26,89,,,,,,,,,,,,,,865.0,
Lenawee County,Michigan,26,91,,,,,,,,,,,,,,763.0,
Livingston County,Michigan,26,93,,,,,,,,,,,,,,1011.0,
Luce County,Michigan,26,95,,,,,,,,,,,,,,710.0,
Mackinac County,Michigan,26,97,,,,,,,,,,,,,,594.0,
Macomb County,Michigan,26,99,,,,,,,,,,,,,,943.0,
Manistee County,Michigan,26,101,,,,,,,,,,,,,,699.0,
Marquette County,Michigan,26,103,,,,,,,,,,,,,,705.0,
Mason County,Michigan,26,105,,,,,,,,,,,,,,716.0,
Mecosta County,Michigan,26,107,,,,,,,,,,,,,,660.0,
Menominee County,Michigan,26,109,,,,,,,,,,,,,,561.0,
Midland County,Michigan,26,111,,,,,,,,,,,,,,746.0,
Missaukee County,Michigan,26,113,,,,,,,,,,,,,,765.0,
Monroe County,Michigan,26,115,,,,,,,,,,,,,,813.0,
Montcalm County,Michigan,26,117,,,,,,,,,,,,,,697.0,
Montmorency County,Michigan,26,119,,,,,,,,,,,,,,621.0,
Muskegon County,Michigan,26,121,,,,,,,,,,,,,,747.0,
Newaygo County,Michigan,26,123,,,,,,,,,,,,,,707.0,
Oakland County,Michigan,26,125,,,,,,,,,,,,,,1043.0,
Oceana County,Michigan,26,127,,,,,,,,,,,,,,700.0,
Ogemaw County,Michigan,26,129,,,,,,,,,,,,,,672.0,
Ontonagon County,Michigan,26,131,,,,,,,,,,,,,,512.0,
Osceola County,Michigan,26,133,,,,,,,,,,,,,,622.0,
Oscoda County,Michigan,26,135,,,,,,,,,,,,,,715.0,
Otsego County,Michigan,26,137,,,,,,,,,,,,,,773.0,
Ottawa County,Michigan,26,139,,,,,,,,,,,,,,865.0,
Presque Isle County,Michigan,26,141,,,,,,,,,,,,,,558.0,
Roscommon County,Michigan,26,143,,,,,,,,,,,,,,674.0,
Saginaw County,Michigan,26,145,,,,,,,,,,,,,,760.0,
Saint Clair County,Michigan,26,147,,,,,,,,,,,,,,814.0,
Saint Joseph County,Michigan,26,149,,,,,,,,,,,,,,703.0,
Sanilac County,Michigan,26,151,,,,,,,,,,,,,,655.0,
Schoolcraft County,Michigan,26,153,,,,,,,,,,,,,,626.0,
Shiawassee County,Michigan,26,155,,,,,,,,,,,,,,726.0,
Tuscola County,Michigan,26,157,,,,,,,,,,,,,,686.0,
Van Buren County,Michigan,26,159,,,,,,,,,,,,,,695.0,
Washtenaw County,Michigan,26,161,,,,,,,,,,,,,,1083.0,
Wayne County,Michigan,26,163,,,,,,,,,,,,,,850.0,
Wexford County,Michigan,26,165,,,,,,,,,,,,,,709.0,
Aitkin County,Minnesota,27,1,,,,,,,,,,,,,,663.0,
Anoka County,Minnesota,27,3,,,,,,,,,,,,,,1089.0,
Becker County,Minnesota,27,5,,,,,,,,,,,,,,702.0,
Beltrami County,Minnesota,27,7,,,,,,,,,,,,,,737.0,
Benton County,Minnesota,27,9,,,,,,,,,,,,,,738.0,
Big Stone County,Minnesota,27,11,,,,,,,,,,,,,,557.0,
Blue Earth County,Minnesota,27,13,,,,,,,,,,,,,,869.0,
Brown County,Minnesota,27,15,,,,,,,,,,,,,,588.0,
Carlton County,Minnesota,27,17,,,,,,,,,,,,,,749.0,
Carver County,Minnesota,27,19,,,,,,,,,,,,,,1082.0,
Cass County,Minnesota,27,21,,,,,,,,,,,,,,713.0,
Chippewa County,Minnesota,27,23,,,,,,,,,,,,,,589.0,
Chisago County,Minnesota,27,25,,,,,,,,,,,,,,876.0,
Clay County,Minnesota,27,27,,,,,,,,,,,,,,818.0,
Clearwater County,Minnesota,27,29,,,,,,,,,,,,,,674.0,
Cook County,Minnesota,27,31,,,,,,,,,,,,,,666.0,
Cottonwood County,Minnesota,27,33,,,,,,,,,,,,,,644.0,
Crow Wing County,Minnesota,27,35,,,,,,,,,,,,,,780.0,
Dakota County,Minnesota,27,37,,,,,,,,,,,,,,1119.0,
Dodge County,Minnesota,27,39,,,,,,,,,,,,,,657.0,
Douglas County,Minnesota,27,41,,,,,,,,,,,,,,744.0,
Faribault County,Minnesota,27,43,,,,,,,,,,,,,,575.0,
Fillmore County,Minnesota,27,45,,,,,,,,,,,,,,632.0,
Freeborn County,Minnesota,27,47,,,,,,,,,,,,,,668.0,
Goodhue County,Minnesota,27,49,,,,,,,,,,,,,,841.0,
Grant County,Minnesota,27,51,,,,,,,,,,,,,,630.0,
Hennepin County,Minnesota,27,53,,,,,,,,,,,,,,1085.0,
Houston County,Minnesota,27,55,,,,,,,,,,,,,,704.0,
Hubbard County,Minnesota,27,57,,,,,,,,,,,,,,672.0,
Isanti County,Minnesota,27,59,,,,,,,,,,,,,,981.0,
Itasca County,Minnesota,27,61,,,,,,,,,,,,,,683.0,
Jackson County,Minnesota,27,63,,,,,,,,,,,,,,659.0,
Kanabec County,Minnesota,27,65,,,,,,,,,,,,,,783.0,
Kandiyohi County,Minnesota,27,67,,,,,,,,,,,,,,744.0,
Kittson County,Minnesota,27,69,,,,,,,,,,,,,,603.0,
Koochiching County,Minnesota,27,71,,,,,,,,,,,,,,615.0,
Lac qui Parle County,Minnesota,27,73,,,,,,,,,,,,,,547.0,
Lake County,Minnesota,27,75,,,,,,,,,,,,,,653.0,
Lake of the Woods County,Minnesota,27,77,,,,,,,,,,,,,,619.0,
Le Sueur County,Minnesota,27,79,,,,,,,,,,,,,,740.0,
Lincoln County,Minnesota,27,81,,,,,,,,,,,,,,588.0,
Lyon County,Minnesota,27,83,,,,,,,,,,,,,,657.0,
McLeod County,Minnesota,27,85,,,,,,,,,,,,,,789.0,
Mahnomen County,Minnesota,27,87,,,,,,,,,,,,,,574.0,
Marshall County,Minnesota,27,89,,,,,,,,,,,,,,603.0,
Martin County,Minnesota,27,91,,,,,,,,,,,,,,640.0,
Meeker County,Minnesota,27,93,,,,,,,,,,,,,,743.0,
Mille Lacs County,Minnesota,27,95,,,,,,,,,,,,,,735.0,
Morrison County,Minnesota,27,97,,,,,,,,,,,,,,695.0,
Mower County,Minnesota,27,99,,,,,,,,,,,,,,709.0,
Murray County,Minnesota,27,101,,,,,,,,,,,,,,628.0,
Nicollet County,Minnesota,27,103,,,,,,,,,,,,,,836.0,
Nobles County,Minnesota,27,105,,,,,,,,,,,,,,681.0,
Norman County,Minnesota,27,107,,,,,,,,,,,,,,603.0,
Olmsted County,Minnesota,27,109,,,,,,,,,,,,,,935.0,
Otter Tail County,Minnesota,27,111,,,,,,,,,,,,,,669.0,
Pennington County,Minnesota,27,113,,,,,,,,,,,,,,690.0,
Pine County,Minnesota,27,115,,,,,,,,,,,,,,750.0,
Pipestone County,Minnesota,27,117,,,,,,,,,,,,,,546.0,
Polk County,Minnesota,27,119,,,,,,,,,,,,,,707.0,
Pope County,Minnesota,27,121,,,,,,,,,,,,,,607.0,
Ramsey County,Minnesota,27,123,,,,,,,,,,,,,,969.0,
Red Lake County,Minnesota,27,125,,,,,,,,,,,,,,570.0,
Redwood County,Minnesota,27,127,,,,,,,,,,,,,,626.0,
Renville County,Minnesota,27,129,,,,,,,,,,,,,,638.0,
Rice County,Minnesota,27,131,,,,,,,,,,,,,,837.0,
Rock County,Minnesota,27,133,,,,,,,,,,,,,,628.0,
Roseau County,Minnesota,27,135,,,,,,,,,,,,,,709.0,
Saint Louis County,Minnesota,27,137,,,,,,,,,,,,,,764.0,
Scott County,Minnesota,27,139,,,,,,,,,,,,,,1139.0,
Sherburne County,Minnesota,27,141,,,,,,,,,,,,,,960.0,
Sibley County,Minnesota,27,143,,,,,,,,,,,,,,671.0,
Stearns County,Minnesota,27,145,,,,,,,,,,,,,,808.0,
Steele County,Minnesota,27,147,,,,,,,,,,,,,,742.0,
Stevens County,Minnesota,27,149,,,,,,,,,,,,,,714.0,
Swift County,Minnesota,27,151,,,,,,,,,,,,,,640.0,
Todd County,Minnesota,27,153,,,,,,,,,,,,,,644.0,
Traverse County,Minnesota,27,155,,,,,,,,,,,,,,684.0,
Wabasha County,Minnesota,27,157,,,,,,,,,,,,,,693.0,
Wadena County,Minnesota,27,159,,,,,,,,,,,,,,692.0,
Waseca County,Minnesota,27,161,,,,,,,,,,,,,,660.0,
Washington County,Minnesota,27,163,,,,,,,,,,,,,,1267.0,
Watonwan County,Minnesota,27,165,,,,,,,,,,,,,,668.0,
Wilkin County,Minnesota,27,167,,,,,,,,,,,,,,519.0,
Winona County,Minnesota,27,169,,,,,,,,,,,,,,673.0,
Wright County,Minnesota,27,171,,,,,,,,,,,,,,935.0,
Yellow Medicine County,Minnesota,27,173,,,,,,,,,,,,,,561.0,
Adams County,Mississippi,28,1,,,,,,,,,,,,,,603.0,
Alcorn County,Mississippi,28,3,,,,,,,,,,,,,,600.0,
Amite County,Mississippi,28,5,,,,,,,,,,,,,,647.0,
Attala County,Mississippi,28,7,,,,,,,,,,,,,,518.0,
Benton County,Mississippi,28,9,,,,,,,,,,,,,,509.0,
Bolivar County,Mississippi,28,11,,,,,,,,,,,,,,635.0,
Calhoun County,Mississippi,28,13,,,,,,,,,,,,,,563.0,
Carroll County,Mississippi,28,15,,,,,,,,,,,,,,475.0,
Chickasaw County,Mississippi,28,17,,,,,,,,,,,,,,608.0,
Choctaw County,Mississippi,28,19,,,,,,,,,,,,,,540.0,
Claiborne County,Mississippi,28,21,,,,,,,,,,,,,,602.0,
Clarke County,Mississippi,28,23,,,,,,,,,,,,,,625.0,
Clay County,Mississippi,28,25,,,,,,,,,,,,,,750.0,
