County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter),Unemployment Rate,Total Occupied Households,Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,Total Families (Single Mother),Median Household Income,No Vehicle (Owner),Gini Index,Median Age,Bachelor's Degree or Higher (%),Total Families,Disability Rate,Rent Denominator,Poverty Rate,Black Population,High School Degree or Higher (%),Year
Chilton County,Alabama,74.5859698133504,1,21,506.0,6.4,16927.0,3457.0,699.0,44055.0,36835.0,1401.0,47468.0,332.0,0.4719,38.7,12.7,11908.0,19.4,4317.0,19.1,4041.0,81.8,2019
Choctaw County,Alabama,74.6284355949225,1,23,135.0,7.9,5300.0,53.0,123.0,12925.0,7337.0,382.0,35892.0,354.0,0.469,46.3,11.9,3440.0,26.7,1012.0,23.3,5500.0,81.4,2019
Clarke County,Alabama,75.0999434901388,1,25,517.0,12.2,9090.0,79.0,278.0,24128.0,12781.0,464.0,37404.0,217.0,0.5158,42.5,12.2,5662.0,18.2,2718.0,23.2,11044.0,80.6,2019
Clay County,Alabama,74.701948975265,1,27,172.0,5.4,5198.0,419.0,128.0,13337.0,11092.0,471.0,40845.0,77.0,0.4615,43.3,10.6,3704.0,17.4,1276.0,17.9,2075.0,76.7,2019
Cleburne County,Alabama,74.7558638422596,1,29,143.0,5.9,5680.0,367.0,120.0,14916.0,14000.0,185.0,44741.0,139.0,0.457,43.1,15.4,3806.0,21.9,1356.0,17.3,410.0,79.0,2019
Coffee County,Alabama,76.3997264684506,1,31,828.0,5.7,19924.0,3763.0,1188.0,51662.0,39118.0,1718.0,55637.0,342.0,0.4327,39.3,22.8,13747.0,17.8,6825.0,15.1,8733.0,85.9,2019
Colbert County,Alabama,74.5331789579054,1,33,887.0,4.4,21880.0,1557.0,1078.0,54771.0,43289.0,1414.0,48065.0,311.0,0.4467,42.4,18.1,14797.0,18.5,6084.0,15.5,8872.0,85.2,2019
Conecuh County,Alabama,73.8841768203255,1,35,153.0,9.2,4553.0,84.0,100.0,12394.0,6287.0,424.0,37837.0,155.0,0.4296,44.8,12.8,2997.0,22.4,1088.0,17.6,5919.0,84.3,2019
Coosa County,Alabama,75.7384814528474,1,37,60.0,2.9,4032.0,109.0,77.0,10757.0,7078.0,157.0,38990.0,102.0,0.4515,48.4,12.8,2657.0,22.9,837.0,13.5,3615.0,80.0,2019
Covington County,Alabama,74.2115895055701,1,39,451.0,8.4,14852.0,629.0,781.0,37200.0,31460.0,1109.0,42189.0,349.0,0.4598,43.3,15.3,9924.0,21.1,3791.0,18.6,5018.0,83.4,2019
Crenshaw County,Alabama,74.3548048141269,1,41,140.0,3.4,4943.0,110.0,127.0,13844.0,9879.0,322.0,43163.0,195.0,0.4921,41.7,17.4,3384.0,20.5,1212.0,15.2,3228.0,79.2,2019
Cullman County,Alabama,74.5626540622359,1,43,815.0,5.1,31034.0,3611.0,1105.0,82853.0,78804.0,1684.0,44918.0,365.0,0.4416,40.8,13.9,21574.0,17.7,7818.0,14.9,1073.0,81.6,2019
Dale County,Alabama,75.5818368193645,1,45,481.0,8.0,18806.0,3210.0,1260.0,49277.0,35655.0,1299.0,47214.0,446.0,0.4479,37.3,18.1,12515.0,21.2,7506.0,17.6,10000.0,86.1,2019
Dallas County,Alabama,72.4762524056376,1,47,1746.0,11.0,15910.0,419.0,1614.0,39149.0,10906.0,1882.0,33845.0,476.0,0.4691,39.6,14.7,10328.0,17.6,6469.0,29.1,27693.0,81.8,2019
DeKalb County,Alabama,74.9432497939268,1,49,935.0,4.0,26040.0,10376.0,1162.0,71310.0,60924.0,1575.0,40440.0,409.0,0.4723,39.5,13.0,18349.0,13.5,7413.0,21.1,1039.0,74.8,2019
Elmore County,Alabama,76.2158567842262,1,51,763.0,4.6,29708.0,2404.0,1609.0,81144.0,61104.0,1843.0,60891.0,583.0,0.4413,38.7,25.1,21530.0,17.1,7945.0,11.5,17449.0,86.6,2019
Escambia County,Alabama,73.3131687800953,1,53,412.0,11.0,13089.0,865.0,542.0,37057.0,23053.0,929.0,36275.0,256.0,0.4818,40.0,12.5,8019.0,18.0,4146.0,22.2,11878.0,81.1,2019
Etowah County,Alabama,73.3604926263926,1,55,1484.0,5.5,38942.0,3982.0,1833.0,102748.0,82027.0,2841.0,44637.0,883.0,0.4594,41.4,17.8,25852.0,18.4,10675.0,17.4,16330.0,84.6,2019
Fayette County,Alabama,74.0421749009191,1,57,369.0,6.3,6802.0,297.0,291.0,16494.0,14068.0,260.0,39856.0,144.0,0.461,43.7,12.4,4774.0,26.1,1547.0,19.4,1948.0,82.6,2019
Franklin County,Alabama,74.0661703364282,1,59,367.0,4.8,11048.0,5400.0,283.0,31466.0,26118.0,706.0,43514.0,175.0,0.4276,38.6,14.0,7669.0,15.0,3227.0,19.4,1385.0,77.2,2019
Geneva County,Alabama,74.3981355513722,1,61,410.0,5.4,10383.0,1051.0,578.0,26417.0,22870.0,684.0,41732.0,221.0,0.44,43.2,12.5,6902.0,23.6,2907.0,22.0,2538.0,80.3,2019
Greene County,Alabama,74.0544180583619,1,63,319.0,11.5,2951.0,145.0,207.0,8324.0,1439.0,254.0,24145.0,212.0,0.5115,40.9,10.1,1542.0,24.7,972.0,38.1,6618.0,79.2,2019
Hale County,Alabama,74.195380885004,1,65,316.0,10.9,5650.0,4.0,243.0,14809.0,5854.0,434.0,34046.0,249.0,0.4994,40.5,14.2,3611.0,21.2,1365.0,24.2,8796.0,84.0,2019
Henry County,Alabama,75.6447400375483,1,67,170.0,5.9,6630.0,449.0,228.0,17133.0,12118.0,328.0,50017.0,245.0,0.4407,44.4,17.1,4505.0,19.1,1105.0,13.8,4565.0,79.4,2019
Houston County,Alabama,76.2430325268057,1,69,1713.0,6.4,39311.0,3479.0,2891.0,104702.0,72344.0,3389.0,47580.0,724.0,0.4832,40.1,21.7,25747.0,17.2,13482.0,18.2,28157.0,86.0,2019
Jackson County,Alabama,73.6828553298684,1,71,515.0,5.1,20695.0,1519.0,477.0,51852.0,47456.0,1181.0,41769.0,381.0,0.4516,43.1,14.0,14456.0,19.3,5066.0,18.6,1809.0,83.2,2019
Jefferson County,Alabama,74.8621541773249,1,73,14827.0,6.5,261231.0,25557.0,22731.0,659680.0,341768.0,22226.0,53901.0,5359.0,0.5009,37.7,33.4,163802.0,15.4,97432.0,16.0,283311.0,90.1,2019
Lamar County,Alabama,74.8683149184064,1,75,227.0,8.8,5856.0,229.0,192.0,13885.0,12154.0,314.0,38364.0,178.0,0.472,44.8,11.9,3895.0,22.9,1427.0,20.6,1479.0,82.3,2019
Lauderdale County,Alabama,76.2969405417653,1,77,1737.0,4.7,38471.0,2476.0,2102.0,92556.0,80436.0,2195.0,48094.0,684.0,0.4601,41.0,23.5,24731.0,14.7,12257.0,14.6,9596.0,87.4,2019
Lawrence County,Alabama,74.0450227399105,1,79,422.0,5.3,12677.0,724.0,314.0,33058.0,25799.0,693.0,44886.0,330.0,0.4409,42.4,12.6,9101.0,21.3,2832.0,18.0,3502.0,79.3,2019
Lee County,Alabama,77.9139576690325,1,81,2076.0,5.2,60237.0,5925.0,6105.0,161152.0,113359.0,4036.0,51463.0,574.0,0.5026,31.9,35.3,37089.0,13.0,23126.0,19.6,36920.0,90.9,2019
Limestone County,Alabama,77.6675828538061,1,83,527.0,6.2,32143.0,5700.0,1239.0,94727.0,76003.0,1659.0,59686.0,423.0,0.4454,39.7,25.7,22692.0,15.7,7192.0,13.6,13028.0,84.7,2019
Lowndes County,Alabama,72.074118169288,1,85,243.0,9.9,4251.0,50.0,212.0,10079.0,2497.0,630.0,30036.0,287.0,0.5064,42.0,14.7,2741.0,26.8,1094.0,26.8,7522.0,78.3,2019
Macon County,Alabama,73.257603254685,1,87,582.0,11.3,7474.0,152.0,554.0,18708.0,3000.0,562.0,33370.0,341.0,0.5095,38.6,20.4,4279.0,18.2,2580.0,24.4,15560.0,81.8,2019
Madison County,Alabama,77.7641916190152,1,89,4861.0,5.0,148189.0,17928.0,9422.0,362276.0,246132.0,10160.0,65449.0,2108.0,0.462,38.5,42.8,95547.0,13.2,49143.0,12.5,88011.0,91.7,2019
Marengo County,Alabama,73.5254347483341,1,91,501.0,8.0,7361.0,196.0,368.0,19321.0,8840.0,509.0,33241.0,270.0,0.5495,42.2,16.1,3833.0,25.3,2099.0,21.9,10348.0,83.8,2019
Marion County,Alabama,74.6258695781583,1,93,492.0,5.5,11997.0,777.0,404.0,29866.0,27739.0,634.0,35930.0,216.0,0.4587,44.3,12.8,8030.0,26.1,2982.0,17.5,1070.0,79.6,2019
Marshall County,Alabama,74.5877863503167,1,95,1049.0,4.3,34883.0,13357.0,1741.0,95643.0,88969.0,2396.0,45983.0,562.0,0.4707,38.8,19.4,24015.0,14.7,10403.0,20.3,2549.0,81.6,2019
Mobile County,Alabama,75.3368060857871,1,97,8117.0,5.8,156251.0,12018.0,13318.0,414114.0,242715.0,13221.0,47583.0,3014.0,0.476,37.9,23.2,100431.0,14.1,55398.0,18.8,148050.0,86.5,2019
Monroe County,Alabama,75.1270770002995,1,99,568.0,15.4,8166.0,81.0,331.0,21270.0,11587.0,817.0,30441.0,316.0,0.5495,43.3,13.5,5124.0,14.6,2969.0,27.9,9026.0,85.6,2019
Montgomery County,Alabama,76.4216275471708,1,101,5631.0,6.6,89527.0,7978.0,10008.0,226941.0,81265.0,9370.0,50124.0,1633.0,0.4928,36.4,33.4,55155.0,16.0,37262.0,19.4,131408.0,86.7,2019
Morgan County,Alabama,75.4863635328123,1,103,1642.0,5.1,45918.0,9962.0,2303.0,119213.0,95265.0,2928.0,52156.0,634.0,0.4526,40.6,22.4,31182.0,16.6,12526.0,14.6,15230.0,84.1,2019
Perry County,Alabama,73.1742532055544,1,105,181.0,10.1,3070.0,110.0,104.0,9293.0,2737.0,240.0,23447.0,218.0,0.4938,36.9,22.8,1476.0,22.1,864.0,30.8,6491.0,82.8,2019
Pickens County,Alabama,74.8142448398232,1,107,389.0,10.3,7637.0,985.0,290.0,20243.0,11477.0,529.0,39848.0,398.0,0.4907,42.2,14.1,5074.0,25.1,1890.0,22.7,8134.0,81.5,2019
Pike County,Alabama,75.2422168626359,1,109,663.0,6.1,11601.0,750.0,1258.0,33333.0,19301.0,887.0,37446.0,147.0,0.5367,31.2,23.7,6422.0,16.0,4376.0,24.4,12277.0,85.0,2019
Randolph County,Alabama,74.6401983680838,1,111,297.0,4.2,8702.0,668.0,448.0,22647.0,17452.0,508.0,43395.0,268.0,0.4815,43.4,16.5,5720.0,17.4,2032.0,16.9,4622.0,79.6,2019
Russell County,Alabama,73.8179782797389,1,113,1455.0,6.4,23262.0,3182.0,2277.0,57952.0,28519.0,2166.0,42443.0,940.0,0.4661,36.3,17.8,14948.0,19.0,9263.0,20.7,25300.0,83.8,2019
Saint Clair County,Alabama,75.2553895649825,1,115,518.0,5.3,32036.0,2133.0,864.0,87989.0,76774.0,1452.0,58308.0,506.0,0.4065,40.3,16.1,23400.0,16.8,6441.0,12.2,8447.0,84.6,2019
Shelby County,Alabama,80.4641938071101,1,117,1153.0,3.6,79630.0,12208.0,2730.0,213432.0,170998.0,3633.0,77799.0,1068.0,0.4392,39.3,42.9,56666.0,11.3,15507.0,7.5,25878.0,92.7,2019
Sumter County,Alabama,74.9804619366111,1,119,338.0,9.7,5202.0,68.0,407.0,12797.0,3229.0,552.0,24320.0,227.0,0.5289,35.6,21.6,2764.0,23.0,1869.0,31.8,9204.0,86.7,2019
Talladega County,Alabama,73.8695996345704,1,121,1523.0,8.5,31395.0,1842.0,1679.0,80387.0,51398.0,2777.0,41325.0,914.0,0.467,41.3,15.0,20868.0,20.7,9013.0,19.1,26215.0,80.3,2019
Tallapoosa County,Alabama,75.1740848507411,1,123,892.0,9.9,16205.0,981.0,749.0,40541.0,28360.0,1038.0,45828.0,389.0,0.4689,44.7,18.4,11183.0,19.8,4074.0,18.9,11123.0,80.7,2019
Tuscaloosa County,Alabama,76.6889893454644,1,125,3389.0,5.8,72461.0,7702.0,6909.0,207305.0,133130.0,6036.0,53326.0,970.0,0.4677,33.0,30.7,46967.0,12.6,26270.0,17.7,66307.0,88.3,2019
Walker County,Alabama,70.6271114963763,1,127,755.0,8.4,25019.0,1595.0,1200.0,64110.0,58077.0,1215.0,43629.0,606.0,0.4522,42.1,11.3,17166.0,24.8,5692.0,18.1,3961.0,81.8,2019
Washington County,Alabama,74.8365149840162,1,129,109.0,7.3,5990.0,241.0,98.0,16541.0,10972.0,390.0,41370.0,146.0,0.4989,43.7,12.7,4208.0,22.2,1039.0,21.1,3894.0,82.6,2019
Wilcox County,Alabama,71.8708091393013,1,131,393.0,15.3,3854.0,57.0,102.0,10681.0,2915.0,278.0,31014.0,207.0,0.4887,40.5,12.5,2284.0,19.2,1237.0,30.1,7410.0,76.5,2019
Winston County,Alabama,74.940147608181,1,133,237.0,7.3,9592.0,750.0,206.0,23784.0,22845.0,536.0,35788.0,268.0,0.4752,45.2,12.8,6268.0,24.2,1975.0,17.6,174.0,78.8,2019
Anchorage Municipality,Alaska,79.3865194176634,2,20,5046.0,5.7,106567.0,26927.0,8264.0,293531.0,183741.0,6968.0,84928.0,1407.0,0.4298,33.6,36.1,68643.0,11.4,41200.0,9.0,16341.0,93.9,2019
Bethel Census Area,Alaska,72.7950243111552,2,50,918.0,18.4,4489.0,471.0,196.0,18134.0,2022.0,415.0,53553.0,1589.0,0.4502,27.3,11.9,3415.0,11.0,1878.0,28.3,135.0,80.9,2019
Bristol Bay Borough,Alaska,76.6332466885107,2,60,30.0,9.7,314.0,32.0,6.0,875.0,461.0,18.0,79808.0,9.0,0.3916,42.9,22.5,194.0,13.1,145.0,7.2,5.0,94.0,2019
Fairbanks North Star Borough,Alaska,80.6262503620013,2,90,1535.0,6.5,36188.0,7972.0,2735.0,99072.0,74722.0,1920.0,76992.0,443.0,0.4094,31.3,31.4,23822.0,11.6,14866.0,8.0,4412.0,94.5,2019
Haines Borough,Alaska,83.0150521479304,2,100,60.0,4.8,1007.0,113.0,23.0,2518.0,2055.0,43.0,58059.0,2.0,0.3985,44.7,33.8,620.0,11.9,338.0,11.3,0.0,97.5,2019
Juneau City and Borough,Alaska,81.2261376714925,2,110,762.0,4.6,12676.0,2186.0,768.0,32227.0,21917.0,648.0,88390.0,243.0,0.3985,38.1,38.4,7773.0,11.4,4464.0,7.7,320.0,96.4,2019
Kenai Peninsula Borough,Alaska,78.9204662278644,2,122,831.0,7.2,21630.0,2428.0,1091.0,58464.0,48218.0,989.0,66064.0,532.0,0.4393,40.8,24.6,13603.0,14.8,5880.0,12.1,365.0,92.7,2019
Kodiak Island Borough,Alaska,80.7900989550181,2,150,312.0,5.6,4261.0,1198.0,278.0,13451.0,7359.0,412.0,85839.0,118.0,0.372,33.9,28.0,2967.0,10.4,1935.0,7.8,46.0,89.8,2019
Matanuska-Susitna Borough,Alaska,79.1898406557226,2,170,659.0,9.1,31217.0,5198.0,1604.0,105369.0,87323.0,1552.0,75493.0,408.0,0.422,35.2,21.6,22093.0,13.3,7158.0,10.3,1299.0,92.9,2019
Nome Census Area,Alaska,70.84535552875,2,180,635.0,17.2,2844.0,274.0,119.0,9988.0,1555.0,321.0,61048.0,970.0,0.4301,28.3,16.1,2128.0,9.7,1124.0,21.5,95.0,84.6,2019
North Slope Borough,Alaska,75.9546291142911,2,185,322.0,9.0,1979.0,199.0,117.0,9792.0,3077.0,242.0,79306.0,441.0,0.4094,35.2,16.5,1523.0,10.3,937.0,10.1,151.0,89.7,2019
Sitka City and Borough,Alaska,80.8518144560272,2,220,351.0,5.0,3547.0,584.0,289.0,8640.0,5554.0,220.0,73682.0,118.0,0.4185,39.5,33.4,2123.0,12.4,1445.0,8.7,80.0,94.7,2019
Southeast Fairbanks Census Area,Alaska,77.9794410796304,2,240,48.0,11.0,2170.0,417.0,57.0,6878.0,5257.0,76.0,70056.0,49.0,0.4058,36.8,19.7,1471.0,17.8,575.0,10.9,45.0,89.9,2019
Valdez-Cordova Census Area,Alaska,79.5744180540543,2,261,129.0,3.4,3177.0,484.0,76.0,9243.0,6633.0,126.0,79867.0,81.0,0.413,38.1,30.8,1981.0,10.3,806.0,7.8,35.0,95.4,2019
Wade Hampton Census Area,Alaska,68.5618044992559,2,270,,,,,,,,,,,,,,,,,,,,2019
Northwest Arctic Borough,Alaska,72.7862703824079,2,188,545.0,18.2,1795.0,112.0,51.0,7715.0,870.0,225.0,60906.0,637.0,0.4469,27.8,13.2,1318.0,9.4,786.0,26.1,94.0,82.5,2019
Aleutians East Borough,Alaska,84.863880134356,2,13,94.0,3.9,890.0,305.0,39.0,3385.0,510.0,78.0,69250.0,96.0,0.4068,42.5,11.5,550.0,9.3,322.0,13.8,142.0,85.5,2019
Aleutians West Census Area,Alaska,84.863880134356,2,16,134.0,2.1,1187.0,801.0,32.0,5698.0,1660.0,68.0,87466.0,45.0,0.3514,38.6,17.0,732.0,8.1,852.0,6.8,191.0,89.5,2019
Dillingham Census Area,Alaska,74.5502413308315,2,70,237.0,11.9,1427.0,184.0,39.0,4961.0,866.0,174.0,56898.0,310.0,0.4271,30.2,22.1,1041.0,12.6,542.0,17.2,79.0,86.3,2019
Lake and Peninsula Borough,Alaska,74.5502413308315,2,164,73.0,15.2,421.0,2.0,4.0,1393.0,293.0,41.0,44135.0,128.0,0.4259,34.8,16.1,280.0,13.9,120.0,16.5,16.0,88.0,2019
