County,State,mean_life_expectancy,State_FIPS,County_FIPS,Poverty Rate,High School Degree or Higher (%),Black Population,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,Rent Denominator,Disability Rate,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),Total Occupied Households,Unemployment Rate,No Vehicle (Renter),Year
Schuylkill County,Pennsylvania,76.470118997366,42,107,12.3,85.6,3997,39477,13.3,43.2,0.4114,14664,17.2,140308,147935,2194,4106,2050,45441,3496,60121,8.9,3494,2012
Snyder County,Pennsylvania,80.2430211604804,42,109,11.4,82.9,408,10284,16.6,39.2,0.4313,3334,11.9,38467,39620,528,667,441,47059,597,14355,5.7,446,2012
Somerset County,Pennsylvania,78.0622807379323,42,111,13.1,84.2,1789,20453,14.4,44.4,0.4198,6191,17.0,74769,77638,1012,837,1029,42424,1031,29992,8.4,1227,2012
Sullivan County,Pennsylvania,76.5938512787207,42,113,13.9,85.3,126,1563,11.0,49.7,0.438,415,20.0,6138,6453,70,86,48,38981,53,2376,6.1,92,2012
Susquehanna County,Pennsylvania,78.0701590695715,42,115,12.2,86.7,226,11821,15.3,45.1,0.4113,3660,17.5,42400,43171,696,578,288,46815,892,17139,8.1,558,2012
Tioga County,Pennsylvania,78.9591744072778,42,117,15.7,86.1,357,11888,16.4,42.3,0.4214,4301,14.7,40955,42081,945,450,271,42607,1046,17098,8.4,773,2012
Union County,Pennsylvania,81.2526537318946,42,119,12.6,81.5,3275,10417,19.9,38.4,0.4407,3927,12.2,39161,44944,875,2376,393,46737,742,15303,7.6,642,2012
Venango County,Pennsylvania,77.4498287761158,42,121,16.3,87.5,436,15066,14.8,44.4,0.4034,5727,17.1,53240,54865,1182,494,499,41814,1540,22525,8.1,1272,2012
Warren County,Pennsylvania,78.3208008413361,42,123,12.0,88.4,199,11573,17.4,45.1,0.4236,3929,16.6,40795,41613,601,319,420,43108,794,17453,7.0,904,2012
Washington County,Pennsylvania,77.6613122799956,42,125,10.7,89.8,6681,56116,26.6,43.5,0.4356,19742,14.7,196156,207916,3981,2394,2034,53326,4219,84123,7.2,4695,2012
Wayne County,Pennsylvania,78.0164379961433,42,127,12.1,85.3,1537,13332,17.4,45.6,0.4206,3708,16.8,49484,52299,850,1815,362,50153,845,19216,7.6,628,2012
Westmoreland County,Pennsylvania,78.5383771212102,42,129,10.1,92.2,8447,102416,26.4,45.1,0.4389,36577,14.4,347766,364877,6853,3252,3781,49734,8832,153064,6.7,7647,2012
Wyoming County,Pennsylvania,77.4142079276379,42,131,12.3,87.7,219,7657,17.0,42.0,0.4029,2493,15.8,27503,28221,389,439,207,48626,673,11037,7.2,330,2012
York County,Pennsylvania,79.3015757018981,42,133,9.6,87.4,23231,118274,21.7,40.1,0.4021,41596,12.1,386289,434579,8825,24401,3533,58747,10953,168128,8.0,6990,2012
Bristol County,Rhode Island,81.3349718673075,44,1,7.6,87.4,199,12913,43.3,43.0,0.4828,5461,11.6,47716,49796,1565,1021,590,71086,912,19317,8.0,820,2012
Kent County,Rhode Island,79.3208826015824,44,3,8.9,89.7,2593,43037,30.1,42.6,0.4334,19715,12.5,155004,166066,4809,5429,1506,61884,3699,68722,9.3,2815,2012
Newport County,Rhode Island,81.2986708633524,44,5,8.3,92.6,3046,21532,46.5,43.5,0.4503,13130,10.9,74951,82503,2631,3550,625,69826,1998,34729,6.5,2042,2012
Providence County,Rhode Island,79.4989449432078,44,7,16.5,79.6,57061,145896,26.9,37.0,0.4692,108883,13.3,463095,627414,27462,118206,4424,49213,22929,238523,10.7,24943,2012
Washington County,Rhode Island,81.287987975741,44,9,8.3,91.6,1812,32722,42.8,41.9,0.4369,12233,9.7,118920,126692,2169,3110,747,72391,2286,49348,7.0,1384,2012
Abbeville County,South Carolina,76.5546140449695,45,1,20.8,73.0,7144,6687,11.7,42.4,0.4337,2203,19.7,17759,25387,543,267,319,35067,749,9878,13.7,428,2012
Aiken County,South Carolina,77.0462405096629,45,3,18.9,83.6,39908,43176,24.6,40.1,0.4639,16942,13.6,111591,160169,3864,7794,1231,44399,5361,63245,9.6,2879,2012
Allendale County,South Carolina,73.4829522741102,45,5,36.3,71.1,7668,2313,11.5,38.3,0.5471,1238,19.3,2479,10399,208,248,152,25966,481,3442,24.1,307,2012
Anderson County,South Carolina,76.0079023325299,45,7,16.2,80.3,30021,51491,19.7,40.0,0.4425,19239,16.4,151044,187228,5026,5496,1374,42659,5369,73010,10.8,2902,2012
Bamberg County,South Carolina,74.9076326969608,45,9,26.8,78.9,10017,3681,15.0,38.9,0.5097,1506,19.8,5734,15941,320,128,250,31015,588,5760,10.6,379,2012
Barnwell County,South Carolina,74.060720034047,45,11,28.7,75.2,10148,5569,10.4,38.9,0.4672,2107,20.5,11888,22523,560,426,444,35748,772,8203,18.2,399,2012
Beaufort County,South Carolina,81.6708030026769,45,13,11.6,89.6,31123,44267,39.6,41.2,0.4694,17999,11.6,119255,162316,4129,19056,1591,56581,3709,64042,9.1,1643,2012
Berkeley County,South Carolina,78.002017859236,45,15,14.3,85.5,45337,45853,19.3,34.6,0.4167,18638,12.4,121594,179773,3766,10513,1220,51476,5553,63390,11.4,1750,2012
Calhoun County,South Carolina,76.1079324597715,45,17,18.2,82.4,6432,4277,16.5,43.9,0.4576,1151,16.3,8339,15134,205,452,194,39843,462,6096,12.1,257,2012
Charleston County,South Carolina,78.5513645768897,45,19,17.7,86.9,105458,83068,38.3,35.8,0.4939,54417,10.8,231974,352548,15461,18392,3290,50289,11094,140932,9.6,9044,2012
Cherokee County,South Carolina,74.4577076723186,45,21,22.8,75.7,11146,14171,11.7,38.2,0.4554,7215,18.7,42323,55351,1646,2020,576,33512,1933,21100,14.3,1401,2012
Chester County,South Carolina,73.8584466246305,45,23,24.0,75.8,12532,8569,10.2,40.3,0.4626,2953,17.2,19709,33028,572,496,485,32718,1360,12472,15.7,614,2012
Chesterfield County,South Carolina,74.6944390581118,45,25,24.5,70.0,15175,11745,10.1,39.2,0.46,5062,15.0,30006,46462,1266,1646,595,31279,1588,17453,11.4,1237,2012
Clarendon County,South Carolina,75.8478650704583,45,27,22.8,75.2,17388,8825,12.6,41.9,0.4713,3456,21.2,16519,34746,569,921,336,33267,1328,12215,17.6,973,2012
Colleton County,South Carolina,73.4878198991466,45,29,21.6,74.1,15440,10175,12.1,41.0,0.4627,3912,19.6,22362,38665,784,1071,768,31289,1329,15119,14.4,696,2012
Darlington County,South Carolina,73.7362698391129,45,31,22.3,78.5,28262,18593,15.3,39.3,0.4596,7488,16.4,38685,68500,1740,1146,862,37490,2374,26525,14.2,1614,2012
Dillon County,South Carolina,72.9255721244712,45,33,32.8,67.2,14899,8223,6.8,37.5,0.4665,4363,17.6,15160,31733,878,821,454,26668,1334,11774,14.6,1000,2012
Dorchester County,South Carolina,78.3806604502882,45,35,11.4,88.1,34468,36626,23.6,35.6,0.406,13675,11.2,94229,136836,3024,6021,764,54912,4480,49393,10.1,1756,2012
Edgefield County,South Carolina,78.870533527743,45,37,19.8,79.3,10162,6399,15.7,40.6,0.4471,1914,14.5,15921,26763,363,1397,125,44208,634,9016,10.1,399,2012
Fairfield County,South Carolina,74.2433710362961,45,39,23.2,78.9,14372,6180,12.7,42.5,0.4875,2575,16.7,9111,23804,677,82,318,35452,1036,9475,11.0,839,2012
Florence County,South Carolina,74.5023876696339,45,41,19.9,81.0,56292,36101,20.6,37.5,0.4668,17349,15.4,76054,136714,3381,3036,1096,41738,5680,51671,11.5,3394,2012
Georgetown County,South Carolina,76.7115325901028,45,43,20.1,83.3,20450,15467,24.1,45.6,0.5026,4911,16.2,38223,60285,1081,1844,775,42472,1409,22361,14.0,948,2012
Greenville County,South Carolina,77.9110613085729,45,45,15.2,83.9,81586,115667,33.2,37.2,0.4744,56635,11.3,346539,452931,12187,36453,3014,48438,13615,174224,9.2,8565,2012
Greenwood County,South Carolina,76.9803826426887,45,47,20.7,76.7,21106,17858,21.2,38.3,0.4619,8626,14.7,44043,69531,2055,3773,603,37911,2675,26288,14.2,1428,2012
Hampton County,South Carolina,74.4685753785154,45,49,24.7,74.3,11284,5177,9.3,38.9,0.4959,1792,19.2,8937,20987,347,748,294,35713,801,7288,15.7,432,2012
Horry County,South Carolina,76.9124933167539,45,51,18.0,86.2,36729,73654,23.3,41.4,0.452,34524,14.1,216017,270943,8977,16365,2780,42183,7531,113412,10.7,3767,2012
Jasper County,South Carolina,76.6801060485973,45,53,22.4,70.9,11182,5200,11.2,35.5,0.4386,2090,15.2,10510,24792,405,3609,255,36504,679,8079,10.5,251,2012
Kershaw County,South Carolina,76.6141852130464,45,55,16.1,81.4,15557,17392,18.2,40.8,0.4407,5260,15.0,44193,61583,890,2281,787,44068,1617,23950,11.7,742,2012
Lancaster County,South Carolina,76.9922081503045,45,57,20.8,79.4,18322,20501,19.2,40.1,0.437,7324,13.8,55773,76364,1768,3378,563,42107,2616,28949,13.8,1349,2012
Laurens County,South Carolina,74.5205182827544,45,59,20.0,75.6,16689,17805,14.1,40.1,0.4259,7147,19.1,47630,66623,1186,2707,419,38829,2084,25014,13.1,1475,2012
Lee County,South Carolina,72.9815552496086,45,61,27.5,68.7,12344,4234,6.0,38.4,0.4572,1818,16.2,6322,19160,269,368,323,27755,790,6576,17.7,518,2012
Lexington County,South Carolina,77.8652159373194,45,63,12.4,86.5,37717,70736,28.1,37.7,0.4201,26205,11.2,212467,262424,5967,14255,1690,53644,8668,103377,8.8,3199,2012
McCormick County,South Carolina,76.9257917022418,45,65,14.1,74.9,4947,2872,17.4,49.9,0.4689,854,17.9,4953,10140,127,88,100,38385,296,4016,13.0,259,2012
Marion County,South Carolina,72.8214255239057,45,67,25.2,79.2,18711,8609,10.3,39.1,0.4712,3947,18.0,13540,33038,1020,826,502,30562,1653,12125,14.0,1302,2012
Marlboro County,South Carolina,72.7505496246093,45,69,29.2,64.7,14579,6398,6.6,39.1,0.4711,3505,19.6,11905,28750,632,798,490,28612,1046,9881,15.2,923,2012
Newberry County,South Carolina,76.3660475543563,45,71,16.7,73.7,11036,9838,19.6,39.9,0.4487,3921,14.0,23184,37432,859,2733,354,42005,1272,14176,10.4,783,2012
Oconee County,South Carolina,76.8953171893745,45,73,19.2,81.0,5569,21149,24.3,43.2,0.4737,7659,19.3,65891,74038,1437,3288,607,41854,2132,30300,13.0,1226,2012
Orangeburg County,South Carolina,74.4404851209941,45,75,24.5,76.0,57573,23017,14.5,37.9,0.4917,10965,16.2,31830,92229,2652,1729,1244,33661,3693,34590,15.3,2274,2012
Pickens County,South Carolina,76.9200414435742,45,77,18.4,82.3,7643,29196,24.8,34.8,0.4447,13180,14.0,105724,119167,3865,3735,738,41947,2261,44227,11.5,1349,2012
Richland County,South Carolina,77.2367398809477,45,79,16.4,88.2,176294,87925,36.4,32.8,0.4686,56372,11.1,182806,384596,15139,18412,2380,48420,14762,143212,10.4,7686,2012
Saluda County,South Carolina,77.2357318968332,45,81,18.1,72.6,5331,4906,11.4,40.4,0.4542,1789,15.5,12700,19758,276,2814,146,39541,463,6854,12.3,405,2012
Spartanburg County,South Carolina,75.823733776989,45,83,17.0,80.2,58556,74734,21.3,38.0,0.4454,32530,14.8,208863,284540,7220,16640,2085,43421,8565,106821,10.7,4593,2012
Sumter County,South Carolina,75.8302692811265,45,85,18.2,80.9,49957,26964,17.4,35.6,0.4318,13197,15.8,52527,107279,2491,3551,961,40726,4062,39347,14.1,2672,2012
Union County,South Carolina,74.0726391189325,45,87,21.5,74.7,8886,7997,10.8,42.4,0.4522,3247,21.2,19208,28804,674,286,503,32459,1377,11831,15.9,587,2012
Williamsburg County,South Carolina,73.4358745671627,45,89,29.9,73.6,22814,7599,9.8,40.6,0.4785,2995,18.8,10842,34361,484,691,808,25174,1032,11341,11.9,802,2012
York County,South Carolina,77.4146598073724,45,91,13.2,86.0,42450,61167,28.9,37.2,0.4418,24160,11.3,172103,226576,5582,10125,1457,52571,6832,85805,10.5,3085,2012
Aurora County,South Dakota,80.1944568043233,46,3,8.3,83.0,60,706,14.2,41.7,0.4053,216,12.0,2579,2726,17,114,12,46071,16,1058,2.1,1,2012
Beadle County,South Dakota,79.0912358512811,46,5,12.7,80.7,86,4426,19.1,41.0,0.4428,2423,14.8,15908,17372,318,1289,99,43778,404,7296,3.6,341,2012
Bennett County,South Dakota,73.7620018924249,46,7,36.5,74.8,24,815,10.7,27.8,0.4894,482,13.1,978,3432,111,71,16,36429,172,1106,17.2,120,2012
Bon Homme County,South Dakota,80.9396365512622,46,9,12.2,86.3,54,1687,15.5,43.5,0.415,486,15.2,6344,7041,38,209,32,41139,105,2523,2.1,40,2012
Brookings County,South Dakota,81.6406728497061,46,11,18.0,92.6,247,6787,40.1,26.1,0.4485,4798,9.9,29916,31973,1075,639,73,47093,660,11660,4.4,424,2012
Brown County,South Dakota,80.0110205449014,46,13,9.6,90.8,286,9123,25.1,39.4,0.4203,4468,10.4,34240,36562,623,527,221,49504,781,15325,2.9,830,2012
Brule County,South Dakota,78.8748611812474,46,15,13.0,86.5,0,1446,22.3,41.5,0.4091,642,19.2,4647,5236,113,82,10,46107,144,2096,3.2,92,2012
Buffalo County,South Dakota,70.58851511959,46,17,33.3,84.0,9,447,5.7,26.4,0.4459,336,13.8,339,1950,37,0,17,30439,86,566,24.0,63,2012
Butte County,South Dakota,77.8414169789923,46,19,13.6,82.8,47,2481,14.7,40.1,0.4318,1030,14.9,9651,10122,206,310,56,38980,167,4013,5.6,164,2012
Campbell County,South Dakota,81.5167598397089,46,21,13.2,88.3,0,423,18.0,50.5,0.4483,115,15.6,1400,1419,25,0,26,36563,12,652,0.8,10,2012
Charles Mix County,South Dakota,78.2144952785479,46,23,24.5,86.3,18,2066,14.1,39.0,0.4426,923,13.1,5934,9127,109,174,84,38475,220,3193,8.4,183,2012
Clark County,South Dakota,80.1592606715103,46,25,15.1,88.7,30,863,18.8,45.4,0.4979,283,17.2,3499,3653,41,66,12,48438,46,1368,3.3,25,2012
Clay County,South Dakota,79.4566235363705,46,27,25.3,96.4,123,2539,38.7,25.5,0.4745,2272,8.4,12665,13966,806,286,30,38377,200,5142,7.0,171,2012
Codington County,South Dakota,80.3633249434353,46,29,11.8,89.3,85,6991,21.9,38.2,0.4401,3298,12.2,26054,27284,512,429,136,46383,777,11593,4.2,517,2012
Corson County,South Dakota,70.8000440418209,46,31,41.7,82.6,7,833,10.9,29.8,0.554,523,12.7,1244,4046,69,106,73,29451,107,1164,22.1,84,2012
Custer County,South Dakota,80.0080451971052,46,33,10.6,92.3,26,2304,26.0,50.5,0.3984,826,13.2,7713,8219,59,187,36,46984,160,3602,4.5,28,2012
Davison County,South Dakota,80.074070377042,46,35,12.2,87.8,77,5110,27.5,38.4,0.396,2981,11.7,18554,19513,456,315,41,47493,356,8395,2.3,379,2012
Day County,South Dakota,78.9430457680477,46,37,21.9,86.6,0,1556,12.5,47.7,0.435,706,14.4,5020,5673,162,57,26,40095,172,2462,5.8,69,2012
Deuel County,South Dakota,80.6584754503487,46,39,5.1,83.4,28,1233,19.5,43.6,0.4284,288,13.8,4315,4376,23,93,29,47302,56,1796,5.4,41,2012
Dewey County,South Dakota,70.5649978866486,46,41,30.3,78.3,24,1217,8.1,29.1,0.4526,747,10.4,1156,5358,149,115,28,34797,219,1734,17.4,99,2012
Douglas County,South Dakota,80.5801330417132,46,43,10.8,75.0,0,892,15.0,48.1,0.4373,273,14.8,2897,2992,39,25,4,48836,35,1247,1.5,40,2012
Edmunds County,South Dakota,80.3955247450146,46,45,11.1,86.9,0,1047,26.1,45.9,0.4249,337,10.5,3974,4050,67,37,6,51379,47,1586,1.5,46,2012
Fall River County,South Dakota,75.9565138293828,46,47,18.2,91.5,19,1725,21.4,51.2,0.4872,963,20.7,6318,7028,157,185,30,33703,164,3110,6.8,204,2012
Faulk County,South Dakota,80.234779561656,46,49,13.6,85.2,0,607,10.4,45.6,0.47,200,15.1,2346,2374,52,58,1,39714,3,941,2.4,21,2012
Grant County,South Dakota,79.3630748067329,46,51,13.8,83.2,52,2098,13.2,45.0,0.4026,749,14.0,7137,7324,72,168,39,46273,161,3160,3.6,96,2012
Gregory County,South Dakota,78.16771780279,46,53,17.0,87.0,6,1196,16.8,48.4,0.4523,487,18.4,3823,4251,76,40,44,36447,74,1955,3.6,56,2012
Haakon County,South Dakota,78.4861420959464,46,55,12.4,94.3,4,542,23.9,48.0,0.4606,161,16.2,1804,1852,12,14,13,48571,32,782,2.5,15,2012
Hamlin County,South Dakota,78.9496029269522,46,57,9.4,85.6,15,1493,18.5,37.4,0.432,432,14.6,5730,5875,17,144,46,50473,57,2049,5.3,35,2012
Hand County,South Dakota,80.7128810803556,46,59,12.9,86.1,0,986,16.1,49.3,0.3866,407,14.5,3383,3394,54,22,11,45399,34,1475,1.5,63,2012
Hanson County,South Dakota,80.9139879406333,46,61,16.1,86.4,0,751,18.6,35.6,0.3954,169,10.3,3305,3366,19,38,6,53860,33,1051,2.2,0,2012
Harding County,South Dakota,81.5690542416293,46,63,14.5,93.7,3,402,30.2,40.6,0.4242,128,8.3,1300,1367,23,16,6,48036,15,530,1.4,6,2012
Hughes County,South Dakota,79.4517002823879,46,65,10.3,93.2,105,4404,39.2,40.6,0.4238,2103,10.3,14478,17064,274,348,90,59117,337,7048,2.8,371,2012
Hutchinson County,South Dakota,80.4653115327341,46,67,13.6,83.3,2,1975,22.8,46.9,0.4572,571,14.2,7136,7283,69,116,58,44153,146,2930,2.3,83,2012
Hyde County,South Dakota,78.3894929954729,46,69,9.9,81.1,0,375,19.7,42.6,0.406,118,13.3,1262,1437,19,14,7,46694,19,566,4.0,0,2012
Jerauld County,South Dakota,80.0466879634335,46,73,11.0,84.3,0,624,14.8,49.3,0.4393,266,16.6,1997,2047,19,79,3,45587,51,895,2.1,23,2012
Jones County,South Dakota,79.2306432192927,46,75,12.7,91.3,13,285,12.6,40.2,0.4751,126,15.4,1025,1084,25,2,0,44531,29,436,5.1,6,2012
Kingsbury County,South Dakota,79.1912198769516,46,77,9.5,88.9,14,1559,22.4,46.8,0.4049,550,14.8,5049,5159,49,83,37,50060,80,2319,2.1,33,2012
Lake County,South Dakota,80.7179946662057,46,79,13.7,90.0,70,2872,24.5,41.2,0.4142,1324,11.5,10983,11364,196,187,45,46071,173,4594,4.5,104,2012
Lawrence County,South Dakota,80.5541866702122,46,81,13.9,92.5,69,6429,29.0,41.2,0.4618,3755,12.6,22578,24063,809,642,35,43733,643,10743,4.3,477,2012
Lincoln County,South Dakota,83.9857075366106,46,83,5.0,94.0,289,12833,38.0,33.2,0.4328,3894,6.0,43245,45055,674,622,95,73340,1236,16849,1.7,312,2012
Lyman County,South Dakota,77.46839943966,46,85,17.2,88.3,0,923,20.1,36.8,0.3826,519,12.2,2174,3752,13,3,22,46339,109,1397,11.3,64,2012
McCook County,South Dakota,78.3842511227543,46,87,7.8,91.7,5,1558,21.8,42.4,0.4759,443,10.5,5483,5592,19,106,23,47392,114,2203,3.0,32,2012
McPherson County,South Dakota,80.351269005032,46,89,18.0,74.3,1,699,17.3,50.1,0.4415,238,16.1,2463,2485,7,48,31,36314,30,1059,1.9,48,2012
Marshall County,South Dakota,80.1885868274638,46,91,18.3,85.2,2,1024,17.1,43.0,0.4331,431,10.2,3950,4631,41,303,6,44516,54,1701,2.5,33,2012
Meade County,South Dakota,78.7974123547466,46,93,10.9,91.4,208,7094,21.1,36.1,0.4114,2902,13.6,23203,25456,288,820,75,50077,559,10023,4.0,257,2012
Mellette County,South Dakota,72.9335074430473,46,95,41.1,82.0,0,486,10.5,31.5,0.4547,252,17.5,778,2057,57,36,45,35563,86,654,16.9,68,2012
Miner County,South Dakota,79.772983575224,46,97,9.6,92.5,1,627,22.4,47.1,0.4868,219,14.7,2305,2365,21,20,11,47019,44,1071,3.3,28,2012
Minnehaha County,South Dakota,79.2752821335582,46,99,10.7,90.1,6490,43013,28.3,34.7,0.4195,23711,8.9,150083,170342,4497,7096,672,52530,5606,66900,4.4,3106,2012
Moody County,South Dakota,81.0035129555368,46,101,11.2,89.8,0,1868,21.8,40.3,0.4081,735,11.6,5251,6474,37,116,13,50949,188,2644,5.0,97,2012
Pennington County,South Dakota,80.1006833476461,46,103,13.2,90.8,1039,26098,28.0,36.7,0.4464,14019,12.6,84667,101240,2952,4131,353,50253,3050,40543,6.3,1862,2012
Perkins County,South Dakota,78.5646187315079,46,105,13.6,84.6,0,796,21.4,49.5,0.5001,395,15.0,2814,2890,41,25,20,37521,28,1307,1.5,65,2012
Potter County,South Dakota,78.8352362961342,46,107,12.8,86.3,0,665,16.7,50.2,0.4103,184,16.4,2281,2327,19,0,18,45511,37,991,0.4,23,2012
Roberts County,South Dakota,77.5628589648141,46,109,20.0,84.7,57,2482,15.3,39.7,0.4343,1036,13.1,6194,10158,163,135,93,42893,206,3615,7.7,174,2012
Sanborn County,South Dakota,79.2659714765691,46,111,13.5,84.2,0,639,13.3,45.8,0.404,256,13.3,2318,2357,7,42,8,46200,23,1004,2.1,5,2012
Shannon County,South Dakota,66.6866950364587,46,113,49.5,81.7,18,2354,7.9,23.5,0.4804,1363,8.5,486,13683,157,347,285,26282,536,2829,23.2,212,2012
Spink County,South Dakota,79.7838504110077,46,115,13.9,83.9,9,1659,18.5,44.2,0.4815,657,14.8,6326,6483,76,78,59,46884,84,2631,1.8,101,2012
Stanley County,South Dakota,80.742412989763,46,117,11.6,87.5,0,849,33.3,43.5,0.4466,234,12.0,2575,2940,37,41,19,56553,62,1268,2.6,0,2012
Sully County,South Dakota,82.0344207021742,46,119,5.4,92.2,0,381,29.7,47.2,0.4195,141,11.1,1317,1382,6,20,18,51563,32,576,2.7,3,2012
Todd County,South Dakota,68.467171866303,46,121,44.6,78.2,20,2032,12.9,22.9,0.4762,1407,16.2,1014,9711,213,270,211,30972,440,2662,26.4,386,2012
Tripp County,South Dakota,78.5051077902533,46,123,19.1,84.4,44,1727,18.0,44.0,0.4152,712,15.8,4650,5608,116,13,50,40920,178,2528,4.2,130,2012
Turner County,South Dakota,79.5167587957526,46,125,8.2,90.6,30,2344,19.9,43.7,0.4025,663,11.1,8105,8344,65,118,34,50565,117,3442,2.1,51,2012
Union County,South Dakota,81.4461192729029,46,127,4.4,90.5,93,3815,32.7,40.4,0.4675,1457,10.8,13642,14377,65,329,85,64496,262,5736,3.2,95,2012
Walworth County,South Dakota,77.6092644772388,46,129,11.2,86.8,0,1487,24.0,46.8,0.4569,650,13.6,4468,5443,112,13,50,42711,104,2278,6.6,30,2012
Yankton County,South Dakota,80.3094071644126,46,135,10.9,88.9,408,5540,23.0,41.1,0.4554,2346,13.2,20770,22434,371,628,117,53589,461,8548,4.0,498,2012
Ziebach County,South Dakota,76.951980359716,46,137,41.1,82.2,14,637,10.3,26.3,0.473,375,8.3,659,2796,78,86,18,32422,122,815,25.0,64,2012
Jackson County,South Dakota,74.4915300092174,46,71,25.3,89.7,0,782,11.3,33.8,0.4009,384,13.8,1564,3067,32,45,16,43967,43,1032,17.9,50,2012
Anderson County,Tennessee,76.1776655444476,47,1,16.7,85.4,2900,20334,23.6,42.4,0.457,9500,18.6,69536,75039,2230,1749,516,44154,1957,30870,8.6,1404,2012
Bedford County,Tennessee,75.2757525090034,47,3,18.9,74.7,3174,11757,12.6,36.5,0.4429,4978,15.7,38902,45060,921,5036,221,39635,1159,16142,10.6,622,2012
Benton County,Tennessee,72.9903672791984,47,5,20.4,77.0,413,4674,11.0,46.0,0.4148,1424,24.6,15755,16420,384,306,301,33663,457,7030,15.2,188,2012
Bledsoe County,Tennessee,76.7122909615176,47,7,23.1,67.5,539,3278,6.3,42.2,0.4081,974,30.0,12185,12898,168,263,94,31388,277,4570,14.4,187,2012
Blount County,Tennessee,77.3569191671141,47,9,12.7,85.6,3603,34303,21.7,41.6,0.4238,12581,14.8,115009,123086,2757,3417,992,46347,2930,48695,8.9,1224,2012
Bradley County,Tennessee,76.702817679307,47,11,17.8,81.8,4155,25796,18.6,38.3,0.4627,12405,18.1,91387,99229,2921,4674,606,40614,2105,37426,11.5,1527,2012
Campbell County,Tennessee,73.2188670413967,47,13,23.7,69.4,200,10898,9.0,41.8,0.4384,4842,22.8,39715,40629,1021,481,412,31312,914,16033,12.9,880,2012
Cannon County,Tennessee,75.0480450892477,47,15,16.4,74.0,200,3937,11.5,40.4,0.3988,1180,18.4,13232,13797,141,220,125,40998,405,5323,11.5,143,2012
Carroll County,Tennessee,73.5581838384994,47,17,19.2,75.0,2908,7074,13.9,42.0,0.4451,2456,21.2,24845,28486,563,594,279,35595,538,10855,13.0,476,2012
Carter County,Tennessee,76.2282263133238,47,19,22.8,76.2,732,16163,13.4,42.3,0.4318,6413,22.4,55411,57531,1533,901,690,32908,1494,23998,9.8,588,2012
Cheatham County,Tennessee,75.2974219131138,47,21,11.7,81.1,597,10931,18.4,39.5,0.3852,2712,14.6,37509,39103,526,930,238,53363,734,14499,7.9,211,2012
Chester County,Tennessee,76.5733063316345,47,23,16.9,76.6,1769,4462,13.9,37.6,0.4467,1595,15.6,14981,17043,376,366,245,42097,431,6034,11.0,155,2012
Claiborne County,Tennessee,73.3301005454143,47,25,23.0,71.3,282,8566,11.0,41.5,0.4546,2923,22.2,31086,32025,568,284,374,33568,686,12707,8.6,274,2012
Clay County,Tennessee,74.233963747345,47,27,19.7,69.4,213,2356,13.0,45.1,0.4417,755,17.0,7553,7842,126,122,129,30184,144,3289,8.5,96,2012
Cocke County,Tennessee,73.0491389521973,47,29,26.0,72.3,620,10142,7.8,42.8,0.4631,4264,22.1,33686,35631,870,659,538,29764,1137,14791,14.8,614,2012
Coffee County,Tennessee,74.6232024239982,47,31,20.6,81.4,1400,14419,18.4,38.8,0.443,6626,18.8,48433,52853,1478,2012,497,38151,1713,21056,12.3,898,2012
Crockett County,Tennessee,74.9799166569812,47,33,19.2,75.8,1995,4067,13.5,40.3,0.454,1653,16.5,11797,14567,263,1292,109,37601,502,5595,8.5,116,2012
Cumberland County,Tennessee,77.2132630531129,47,35,16.4,81.2,138,15864,19.3,48.3,0.4257,4935,20.1,54501,56144,696,1349,554,37963,819,23432,10.6,462,2012
Davidson County,Tennessee,77.0498747272764,47,37,18.5,85.2,174582,142821,35.3,33.9,0.4909,114082,11.1,396049,629113,28054,60357,3089,46676,21528,255887,8.7,16345,2012
Decatur County,Tennessee,75.0640189754979,47,39,20.9,72.5,301,3310,13.5,44.3,0.5475,1075,22.1,11065,11732,226,315,94,34146,276,5147,13.0,159,2012
DeKalb County,Tennessee,73.9153869601868,47,41,19.0,71.6,301,4954,10.3,40.2,0.4833,1888,18.0,17822,18770,151,1235,191,36713,265,7102,9.9,301,2012
Dickson County,Tennessee,75.4746205958301,47,43,16.0,82.6,2099,13869,13.5,38.4,0.4166,5006,15.6,45972,49704,996,1510,382,45109,1469,18743,9.0,601,2012
Dyer County,Tennessee,74.8803678512879,47,45,19.2,84.0,5605,10961,17.9,39.5,0.4475,5363,18.4,31226,38234,1089,1009,272,38167,1417,14953,8.8,966,2012
Fayette County,Tennessee,77.8328724854486,47,47,13.2,82.9,10864,10997,21.6,41.8,0.4591,2605,15.2,26442,38370,475,885,300,56297,800,14412,10.0,314,2012
Fentress County,Tennessee,72.9603447748258,47,49,25.4,67.8,39,4998,12.0,42.4,0.4888,1634,24.6,17586,17945,359,120,202,27773,375,7390,11.1,239,2012
Franklin County,Tennessee,76.0208182079924,47,51,15.9,79.7,1970,11201,18.9,41.6,0.4439,3746,19.2,37098,40972,779,1031,508,41625,962,16000,10.8,435,2012
Gibson County,Tennessee,73.8445755524247,47,53,18.6,81.7,9286,12760,14.6,40.1,0.4582,5323,17.3,39015,49594,1060,1039,503,36981,1447,19379,12.6,969,2012
