County,State,mean_life_expectancy,State_FIPS,County_FIPS,Black Population,High School Degree or Higher (%),Poverty Rate,Disability Rate,Rent Denominator,Bachelor's Degree or Higher (%),Total Families,Gini Index,Median Age,Median Household Income,No Vehicle (Owner),Total Families (Single Mother),Hispanic Population,Total Population,Rent Burden Count (+50%),White Population,Total Occupied Households,Unemployment Rate,No Vehicle (Renter),Year
Mifflin County,Pennsylvania,78.1251899376597,42,87,336.0,82.2,15.8,17.2,5536.0,11.6,12542.0,0.4012,43.5,41288.0,767.0,1081.0,609.0,46675.0,752.0,45428.0,18714.0,6.4,1168.0,2015
Monroe County,Pennsylvania,78.6141330992947,42,89,22856.0,89.7,12.5,14.0,12398.0,23.0,41743.0,0.4038,41.8,57365.0,1085.0,3734.0,23909.0,167881.0,3797.0,131113.0,57297.0,12.0,2029.0,2015
Montgomery County,Pennsylvania,80.678104595656,42,91,72107.0,93.8,6.6,9.6,84674.0,46.9,210938.0,0.4653,41.1,80675.0,4801.0,14628.0,37577.0,812970.0,20156.0,656037.0,308626.0,6.4,14235.0,2015
Montour County,Pennsylvania,78.3230700856946,42,93,311.0,89.4,9.9,14.2,2034.0,28.8,4657.0,0.4662,42.9,54648.0,227.0,279.0,444.0,18508.0,359.0,17463.0,7380.0,6.6,413.0,2015
Northampton County,Pennsylvania,79.9447600602662,42,95,15105.0,89.8,9.4,12.6,31853.0,27.2,78401.0,0.432,41.8,60972.0,2290.0,6773.0,35040.0,299616.0,7978.0,259095.0,112927.0,7.3,6304.0,2015
Northumberland County,Pennsylvania,77.461987268033,42,97,2684.0,85.6,13.8,15.7,11337.0,14.6,24849.0,0.4298,43.8,42406.0,1294.0,2239.0,2732.0,94006.0,1967.0,89531.0,39375.0,7.2,2755.0,2015
Perry County,Pennsylvania,77.4606096128731,42,99,394.0,88.5,9.4,12.6,3831.0,16.0,12769.0,0.38,42.1,57177.0,463.0,1112.0,733.0,45677.0,643.0,44406.0,18085.0,6.3,408.0,2015
Philadelphia County,Pennsylvania,75.931173997275,42,101,664911.0,82.0,26.4,15.9,275166.0,25.4,309568.0,0.5102,33.7,38253.0,57638.0,60287.0,207721.0,1555072.0,84796.0,648032.0,581050.0,13.9,128808.0,2015
Pike County,Pennsylvania,80.2626081469485,42,103,3325.0,91.0,9.9,15.9,3359.0,23.7,15207.0,0.4041,46.0,60180.0,503.0,990.0,5582.0,56632.0,1007.0,50641.0,21079.0,11.6,537.0,2015
Potter County,Pennsylvania,78.1407707282022,42,105,100.0,87.8,15.0,18.6,1529.0,15.7,4353.0,0.4412,45.8,40654.0,179.0,266.0,193.0,17377.0,311.0,16987.0,6669.0,6.9,256.0,2015
Schuylkill County,Pennsylvania,76.0349513608169,42,107,4041.0,87.5,13.1,17.1,14687.0,15.4,38066.0,0.4201,43.8,45535.0,2008.0,3295.0,5002.0,146360.0,2521.0,137921.0,58554.0,8.8,3478.0,2015
Snyder County,Pennsylvania,80.1300340214086,42,109,405.0,82.4,10.8,11.7,3666.0,16.5,10496.0,0.426,39.3,49917.0,566.0,833.0,822.0,40046.0,612.0,38769.0,14442.0,5.0,418.0,2015
Somerset County,Pennsylvania,77.546199911647,42,111,2023.0,86.5,12.7,16.2,6331.0,15.3,20543.0,0.4265,45.3,44587.0,856.0,1201.0,993.0,76617.0,1100.0,73304.0,29619.0,6.9,1311.0,2015
Sullivan County,Pennsylvania,76.2215288759216,42,113,157.0,89.6,13.0,20.4,447.0,16.1,1659.0,0.4122,51.8,44189.0,57.0,69.0,112.0,6381.0,73.0,6041.0,2669.0,8.7,77.0,2015
Susquehanna County,Pennsylvania,77.9074862772633,42,115,231.0,89.1,13.0,17.0,4066.0,17.1,11858.0,0.4218,46.4,50477.0,262.0,724.0,702.0,42369.0,776.0,41464.0,17487.0,7.7,599.0,2015
Tioga County,Pennsylvania,78.774540017364,42,117,304.0,88.4,14.4,15.7,4265.0,19.6,11200.0,0.4285,43.0,46494.0,287.0,788.0,551.0,42284.0,864.0,41064.0,16611.0,7.4,582.0,2015
Union County,Pennsylvania,81.5069708540344,42,119,3166.0,83.9,12.8,12.2,4246.0,20.5,10118.0,0.4533,38.6,49803.0,334.0,788.0,2526.0,44958.0,918.0,39518.0,14916.0,6.1,759.0,2015
Venango County,Pennsylvania,77.4382755562792,42,121,479.0,89.0,15.4,17.4,5246.0,15.8,15068.0,0.42,45.4,43644.0,595.0,1455.0,562.0,53906.0,993.0,52192.0,22129.0,8.1,1173.0,2015
Warren County,Pennsylvania,78.0514714038187,42,123,202.0,90.5,12.2,17.3,4000.0,18.1,11024.0,0.4288,46.2,44020.0,468.0,701.0,383.0,40962.0,616.0,40083.0,17113.0,6.6,770.0,2015
Washington County,Pennsylvania,77.2966729353576,42,125,6137.0,91.3,10.4,14.7,20276.0,27.4,55321.0,0.4475,44.2,56450.0,1913.0,4147.0,2935.0,208226.0,3894.0,195642.0,83739.0,6.5,4452.0,2015
Wayne County,Pennsylvania,78.0237272602872,42,127,1812.0,89.3,12.9,17.2,3825.0,19.7,13254.0,0.4142,46.5,49919.0,350.0,917.0,2074.0,51642.0,926.0,48498.0,19306.0,7.8,594.0,2015
Westmoreland County,Pennsylvania,78.0796441392642,42,129,8537.0,92.7,10.4,14.6,35305.0,26.4,100715.0,0.4448,46.1,52247.0,3776.0,8188.0,3769.0,361251.0,6182.0,343203.0,151173.0,5.6,8060.0,2015
Wyoming County,Pennsylvania,76.9411842010463,42,131,205.0,91.2,11.0,14.2,2409.0,18.2,7357.0,0.4202,43.1,51004.0,199.0,660.0,499.0,28147.0,565.0,27378.0,10894.0,7.6,311.0,2015
York County,Pennsylvania,78.9604718840585,42,133,25769.0,88.3,10.7,13.0,43147.0,22.8,116539.0,0.416,40.7,58269.0,3109.0,11108.0,28334.0,439660.0,9675.0,390542.0,167416.0,7.3,7165.0,2015
Bristol County,Rhode Island,81.2853444827852,44,1,622.0,90.7,7.4,11.6,5608.0,45.1,12745.0,0.4755,43.9,72458.0,426.0,764.0,1164.0,49176.0,1332.0,46863.0,19290.0,6.8,728.0,2015
Kent County,Rhode Island,79.2242537366618,44,3,2308.0,90.7,8.4,14.4,20398.0,30.9,43057.0,0.4401,43.5,64383.0,1277.0,3544.0,6549.0,164958.0,4577.0,152660.0,68616.0,8.2,3097.0,2015
Newport County,Rhode Island,81.2301257816712,44,5,2907.0,92.7,10.1,12.4,13277.0,45.1,20991.0,0.4687,43.9,69526.0,523.0,1867.0,4261.0,82663.0,2657.0,74070.0,34848.0,6.9,2357.0,2015
Providence County,Rhode Island,79.3644258276425,44,7,60551.0,82.1,17.7,12.9,111069.0,26.8,148061.0,0.4817,37.1,49743.0,4108.0,23330.0,128218.0,630459.0,27673.0,463185.0,238284.0,9.5,25391.0,2015
Washington County,Rhode Island,81.1082157908006,44,9,1855.0,93.5,9.9,10.6,13341.0,44.1,32686.0,0.4343,43.3,72807.0,653.0,2646.0,3596.0,126405.0,3161.0,118081.0,49564.0,6.4,1903.0,2015
Abbeville County,South Carolina,76.1123988828484,45,1,6986.0,78.1,22.5,20.2,2002.0,12.3,6527.0,0.4267,43.3,34799.0,349.0,763.0,301.0,24997.0,675.0,17470.0,9573.0,10.7,466.0,2015
Aiken County,South Carolina,76.6188937341031,45,3,40653.0,85.3,18.1,14.3,16649.0,25.3,43128.0,0.4579,40.9,45759.0,1351.0,4899.0,8614.0,163908.0,3923.0,114199.0,63706.0,9.9,2398.0,2015
Allendale County,South Carolina,72.6163725240061,45,5,7261.0,74.7,29.0,25.1,1207.0,12.6,2030.0,0.4659,38.7,25327.0,123.0,407.0,277.0,9838.0,269.0,2427.0,3346.0,22.6,406.0,2015
Anderson County,South Carolina,75.7052550855852,45,7,31333.0,82.8,16.4,16.0,20807.0,19.5,51232.0,0.4432,40.5,42143.0,1450.0,5246.0,6397.0,191215.0,4725.0,153110.0,74023.0,9.2,3145.0,2015
Bamberg County,South Carolina,74.3007024653609,45,9,9615.0,76.4,28.2,22.6,1441.0,18.2,3609.0,0.5012,40.3,31314.0,334.0,497.0,193.0,15432.0,385.0,5529.0,5921.0,10.9,357.0,2015
Barnwell County,South Carolina,73.5470339151669,45,11,9939.0,79.3,26.9,24.1,2258.0,11.9,5649.0,0.4843,39.8,34336.0,397.0,838.0,512.0,22098.0,389.0,11429.0,8344.0,14.7,582.0,2015
Beaufort County,South Carolina,81.7970703663666,45,13,31904.0,92.1,12.8,12.3,19771.0,38.8,44911.0,0.4693,42.8,57048.0,1336.0,4037.0,19657.0,171420.0,3883.0,126235.0,65975.0,7.2,1911.0,2015
Berkeley County,South Carolina,77.8804538131479,45,15,47440.0,87.8,13.9,13.2,20793.0,22.3,49157.0,0.423,35.3,52506.0,1407.0,5836.0,11724.0,193613.0,4539.0,130379.0,69030.0,9.9,1669.0,2015
Calhoun County,South Carolina,75.8437060111536,45,17,6343.0,84.0,19.6,17.7,1356.0,16.8,4069.0,0.4912,45.3,43531.0,178.0,456.0,484.0,14958.0,222.0,8108.0,6028.0,8.6,283.0,2015
Charleston County,South Carolina,78.5221519796829,45,19,107049.0,89.7,17.2,10.8,58268.0,40.4,87214.0,0.4972,36.5,53437.0,3281.0,10356.0,19052.0,372904.0,15957.0,250522.0,148018.0,7.7,8803.0,2015
Cherokee County,South Carolina,73.9336764094201,45,21,11250.0,77.6,23.8,18.9,6582.0,15.3,13630.0,0.4794,38.8,35389.0,701.0,1489.0,2231.0,55863.0,1231.0,42258.0,20523.0,10.6,1368.0,2015
Chester County,South Carolina,73.2041985226279,45,23,12503.0,78.6,27.0,17.6,3431.0,13.8,8078.0,0.4894,41.2,31914.0,420.0,1269.0,562.0,32556.0,724.0,19561.0,12385.0,13.8,833.0,2015
Chesterfield County,South Carolina,74.2447545623623,45,25,15336.0,76.3,26.2,16.4,5422.0,11.8,12641.0,0.4658,41.0,32083.0,543.0,1569.0,1829.0,46192.0,1432.0,29500.0,18022.0,10.3,1140.0,2015
Clarendon County,South Carolina,75.7083530201835,45,27,16730.0,79.3,25.2,22.5,3532.0,14.3,8810.0,0.4888,42.8,33162.0,333.0,1256.0,976.0,34178.0,719.0,16556.0,13161.0,16.2,984.0,2015
Colleton County,South Carolina,72.9186590216789,45,29,14588.0,82.2,22.3,17.6,3930.0,14.0,9859.0,0.4588,41.7,32804.0,458.0,1462.0,1125.0,38004.0,759.0,21950.0,14774.0,12.4,634.0,2015
Darlington County,South Carolina,73.3440715905654,45,31,27592.0,80.7,23.9,18.3,8532.0,16.9,18057.0,0.4802,40.8,35409.0,1000.0,2320.0,1282.0,67922.0,1937.0,38466.0,26417.0,15.9,1806.0,2015
Dillon County,South Carolina,72.5919248239318,45,33,14662.0,72.9,33.9,20.2,3945.0,9.0,8040.0,0.4718,37.8,28938.0,358.0,1291.0,798.0,31435.0,809.0,14894.0,11514.0,13.2,1043.0,2015
Dorchester County,South Carolina,78.0452807880868,45,35,37172.0,90.0,13.1,11.9,15844.0,25.0,37154.0,0.4249,35.8,54901.0,870.0,4891.0,6980.0,145715.0,3840.0,99179.0,51856.0,8.0,1942.0,2015
Edgefield County,South Carolina,78.8702252106175,45,37,9695.0,81.3,16.4,15.0,2196.0,18.3,6461.0,0.4481,42.1,46637.0,123.0,531.0,1495.0,26466.0,537.0,15627.0,9096.0,8.9,408.0,2015
Fairfield County,South Carolina,74.1088177459737,45,39,13273.0,80.0,24.4,19.2,2453.0,14.3,6123.0,0.4926,44.1,36004.0,313.0,647.0,434.0,23108.0,694.0,9038.0,8990.0,12.8,721.0,2015
Florence County,South Carolina,74.0044356872287,45,41,57745.0,84.2,19.8,16.0,17501.0,21.7,35610.0,0.475,38.2,42080.0,1289.0,4877.0,3286.0,138330.0,3725.0,75937.0,51847.0,12.1,3282.0,2015
Georgetown County,South Carolina,76.4337586460012,45,43,19789.0,86.1,21.0,15.6,5460.0,25.8,16404.0,0.4877,47.5,42835.0,674.0,1742.0,1875.0,60572.0,1190.0,38776.0,23566.0,11.2,882.0,2015
Greenville County,South Carolina,77.7685400444661,45,45,86811.0,86.7,15.6,11.5,61241.0,32.1,120620.0,0.473,37.7,50540.0,3009.0,13378.0,40776.0,474903.0,12908.0,362089.0,179862.0,7.6,8951.0,2015
Greenwood County,South Carolina,76.5175910341003,45,47,21719.0,80.8,23.7,15.3,9272.0,23.0,17541.0,0.4763,38.9,37060.0,553.0,2732.0,3995.0,69771.0,2062.0,44606.0,26709.0,12.9,1660.0,2015
Hampton County,South Carolina,73.9264589599168,45,49,11023.0,77.8,20.8,16.7,1872.0,10.6,4958.0,0.481,39.7,31410.0,294.0,709.0,790.0,20473.0,253.0,8705.0,7530.0,11.0,343.0,2015
Horry County,South Carolina,76.6927767915577,45,51,39867.0,88.2,18.1,16.4,36772.0,22.8,76523.0,0.4435,43.0,43299.0,2737.0,7345.0,17639.0,290730.0,9670.0,234279.0,118738.0,8.7,3805.0,2015
Jasper County,South Carolina,76.6474686581578,45,53,11672.0,78.8,23.5,15.3,2664.0,15.0,6235.0,0.4205,36.5,37141.0,229.0,826.0,3713.0,26549.0,572.0,13009.0,9095.0,11.9,321.0,2015
Kershaw County,South Carolina,76.2148685052517,45,55,15602.0,85.2,16.8,14.8,5139.0,20.3,16970.0,0.4351,41.3,43622.0,712.0,1925.0,2542.0,62722.0,887.0,44501.0,24194.0,10.5,331.0,2015
Lancaster County,South Carolina,77.1171555889376,45,57,18525.0,84.4,18.7,14.2,6806.0,21.9,20320.0,0.4511,41.6,44016.0,540.0,2427.0,3973.0,81263.0,1525.0,60000.0,29395.0,9.9,1216.0,2015
Laurens County,South Carolina,73.9686004139876,45,59,16846.0,79.2,20.9,20.3,7158.0,14.6,18079.0,0.446,40.9,38515.0,607.0,2093.0,2866.0,66389.0,1309.0,46694.0,25160.0,10.7,1095.0,2015
Lee County,South Carolina,72.3986079056659,45,61,11966.0,75.6,27.7,21.5,1665.0,10.7,4202.0,0.4672,40.1,30954.0,244.0,519.0,393.0,18461.0,416.0,6080.0,6385.0,14.9,435.0,2015
Lexington County,South Carolina,77.6551397308516,45,63,39750.0,88.7,14.2,12.0,28161.0,29.2,72498.0,0.431,38.5,53857.0,2011.0,7794.0,15579.0,273843.0,6134.0,218906.0,106637.0,7.5,3525.0,2015
McCormick County,South Carolina,76.6740085125429,45,65,4768.0,78.7,19.5,20.6,927.0,18.0,2782.0,0.4782,51.9,38712.0,164.0,331.0,115.0,9895.0,75.0,4918.0,4003.0,14.3,219.0,2015
Marion County,South Carolina,72.3122736592637,45,67,17997.0,81.4,27.8,19.1,3632.0,15.6,8017.0,0.4924,39.5,29874.0,596.0,1458.0,866.0,32167.0,1063.0,13091.0,11958.0,13.9,1148.0,2015
Marlboro County,South Carolina,72.2074047337694,45,69,14216.0,74.0,29.0,20.3,3418.0,8.5,6706.0,0.4668,39.4,30767.0,391.0,804.0,872.0,27993.0,641.0,11561.0,9950.0,15.5,815.0,2015
Newberry County,South Carolina,75.9121578804165,45,71,11309.0,78.5,17.6,14.6,3825.0,16.6,9820.0,0.436,40.9,40127.0,364.0,1280.0,2747.0,37690.0,559.0,23258.0,14287.0,10.2,765.0,2015
Oconee County,South Carolina,76.5667508311372,45,73,5620.0,83.2,20.1,20.0,7912.0,22.8,21142.0,0.4804,44.3,41237.0,757.0,2008.0,3616.0,74949.0,1851.0,66116.0,30556.0,10.4,1212.0,2015
Orangeburg County,South Carolina,74.122805892488,45,75,56060.0,82.3,23.5,17.9,10325.0,19.3,21199.0,0.473,38.7,34218.0,1135.0,3084.0,1846.0,90575.0,2268.0,31085.0,33410.0,12.8,1940.0,2015
Pickens County,South Carolina,76.5763174686131,45,77,8015.0,83.8,20.0,14.3,13731.0,22.4,29032.0,0.4537,35.4,41459.0,1030.0,2605.0,3995.0,120124.0,3967.0,106510.0,44646.0,9.2,1691.0,2015
Richland County,South Carolina,77.1979169880258,45,79,182462.0,90.1,17.1,11.4,59094.0,36.4,88296.0,0.4635,32.7,49131.0,2398.0,14451.0,19766.0,397899.0,15414.0,186585.0,145069.0,9.4,7863.0,2015
Saluda County,South Carolina,77.2438912261536,45,81,5246.0,77.3,20.5,14.7,1988.0,14.0,4984.0,0.461,41.2,38827.0,231.0,482.0,2965.0,20000.0,334.0,12467.0,7059.0,9.0,266.0,2015
Spartanburg County,South Carolina,75.654964654888,45,83,60590.0,83.2,17.5,15.5,34514.0,22.7,76454.0,0.4464,38.2,43907.0,1894.0,9409.0,18252.0,291240.0,7791.0,212585.0,109892.0,8.9,5855.0,2015
Sumter County,South Carolina,75.3331401882999,45,85,49926.0,81.7,18.0,19.1,14086.0,19.2,27769.0,0.4367,35.8,41332.0,874.0,3828.0,4010.0,107777.0,2706.0,52701.0,40571.0,12.4,2587.0,2015
Union County,South Carolina,73.435773197715,45,87,8805.0,78.0,20.3,19.8,3245.0,12.2,7820.0,0.4499,43.5,34033.0,593.0,1142.0,329.0,28125.0,518.0,18691.0,11666.0,12.3,714.0,2015
Williamsburg County,South Carolina,72.8735036087733,45,89,21959.0,78.6,29.8,19.9,3147.0,11.3,7886.0,0.5027,41.0,28297.0,601.0,1065.0,738.0,33238.0,681.0,10641.0,11885.0,11.6,975.0,2015
York County,South Carolina,77.4187522996774,45,91,45446.0,88.4,13.5,11.4,26122.0,29.5,64399.0,0.456,37.9,54117.0,1290.0,7419.0,11625.0,240076.0,6381.0,180480.0,90322.0,8.9,2908.0,2015
Aurora County,South Dakota,79.8730670263553,46,3,11.0,88.0,8.6,13.7,250.0,17.9,754.0,0.4127,41.8,48750.0,5.0,53.0,166.0,2729.0,13.0,2549.0,1157.0,1.9,6.0,2015
Beadle County,South Dakota,78.6179047547924,46,5,46.0,83.8,20.8,13.0,2632.0,19.7,4738.0,0.4233,39.0,46267.0,113.0,487.0,1622.0,18168.0,489.0,15969.0,7565.0,2.9,466.0,2015
Bennett County,South Dakota,73.1998791316258,46,7,33.0,79.6,40.5,13.7,422.0,17.5,762.0,0.4472,29.4,42171.0,14.0,111.0,140.0,3438.0,53.0,1076.0,1050.0,14.7,65.0,2015
Bon Homme County,South Dakota,80.615834552512,46,9,70.0,87.9,10.4,14.0,537.0,18.5,1603.0,0.45,42.9,45254.0,35.0,86.0,280.0,7013.0,25.0,6342.0,2480.0,0.9,65.0,2015
Brookings County,South Dakota,81.431007376884,46,11,428.0,94.7,16.3,9.7,4986.0,40.8,7174.0,0.4508,26.4,50082.0,41.0,476.0,775.0,33046.0,1129.0,30646.0,12325.0,3.1,445.0,2015
Brown County,South Dakota,79.9280322880311,46,13,573.0,92.5,9.8,9.7,5028.0,28.3,9966.0,0.4253,38.1,53100.0,176.0,1068.0,857.0,38060.0,870.0,35018.0,15996.0,2.5,748.0,2015
Brule County,South Dakota,78.7718248334146,46,15,0.0,85.1,15.4,15.6,559.0,24.3,1485.0,0.4064,40.8,49531.0,28.0,118.0,22.0,5330.0,58.0,4592.0,2067.0,2.6,56.0,2015
Buffalo County,South Dakota,69.7751774854067,46,17,4.0,81.9,35.0,15.7,306.0,9.5,435.0,0.4284,25.9,31163.0,12.0,65.0,21.0,2038.0,61.0,377.0,546.0,16.3,36.0,2015
Butte County,South Dakota,77.8003962650136,46,19,7.0,88.3,10.6,14.9,1033.0,17.7,2548.0,0.4473,39.9,41920.0,100.0,167.0,358.0,10292.0,118.0,9738.0,4079.0,3.0,246.0,2015
Campbell County,South Dakota,81.5069340591061,46,21,0.0,89.9,9.1,13.4,133.0,21.8,420.0,0.5416,49.6,45170.0,9.0,9.0,3.0,1548.0,20.0,1472.0,683.0,1.4,11.0,2015
Charles Mix County,South Dakota,77.5329187572753,46,23,4.0,88.6,22.1,15.1,948.0,18.3,2076.0,0.463,37.3,43109.0,50.0,223.0,232.0,9239.0,114.0,5905.0,3171.0,5.1,149.0,2015
Clark County,South Dakota,80.0031663734123,46,25,35.0,89.6,15.9,16.1,355.0,21.3,881.0,0.417,44.0,49600.0,13.0,52.0,92.0,3625.0,46.0,3440.0,1488.0,2.8,56.0,2015
Clay County,South Dakota,79.6275466438048,46,27,208.0,95.7,27.6,9.7,2587.0,45.0,2592.0,0.488,25.2,36608.0,88.0,226.0,356.0,14011.0,931.0,12619.0,5335.0,6.8,140.0,2015
Codington County,South Dakota,80.4294466643483,46,29,122.0,91.2,10.3,13.4,3850.0,20.3,7298.0,0.431,38.0,48912.0,112.0,883.0,517.0,27750.0,651.0,26247.0,11934.0,2.9,543.0,2015
Corson County,South Dakota,70.5605802782038,46,31,12.0,82.1,45.6,13.1,595.0,16.1,942.0,0.503,29.8,31676.0,51.0,157.0,24.0,4149.0,92.0,1286.0,1229.0,29.4,130.0,2015
Custer County,South Dakota,79.3796417156741,46,33,23.0,93.0,10.5,16.2,702.0,26.0,2558.0,0.4321,52.8,52218.0,14.0,202.0,244.0,8394.0,126.0,7841.0,3759.0,5.2,57.0,2015
Davison County,South Dakota,79.0916814152177,46,35,95.0,91.0,12.6,15.0,3182.0,27.2,5280.0,0.4088,38.4,49991.0,63.0,532.0,435.0,19787.0,456.0,18606.0,8580.0,3.3,260.0,2015
Day County,South Dakota,78.7971636030704,46,37,0.0,88.8,22.1,15.4,688.0,17.1,1591.0,0.5156,48.0,39216.0,36.0,161.0,109.0,5618.0,161.0,4955.0,2533.0,3.9,90.0,2015
Deuel County,South Dakota,80.2673524773209,46,39,30.0,90.1,7.7,14.9,325.0,20.3,1244.0,0.4331,44.6,53152.0,16.0,70.0,131.0,4341.0,18.0,4298.0,1900.0,3.1,12.0,2015
Dewey County,South Dakota,70.0116469271704,46,41,2.0,83.9,27.8,12.3,681.0,14.0,1102.0,0.4682,29.1,37206.0,47.0,142.0,51.0,5579.0,61.0,1212.0,1640.0,24.6,105.0,2015
Douglas County,South Dakota,80.0785766711817,46,43,0.0,85.9,8.6,14.7,278.0,19.3,875.0,0.438,48.0,52500.0,8.0,16.0,26.0,2973.0,37.0,2843.0,1296.0,0.4,37.0,2015
Edmunds County,South Dakota,80.3061974833356,46,45,5.0,88.9,12.3,11.8,289.0,24.0,1091.0,0.4276,46.1,56000.0,20.0,55.0,51.0,4018.0,53.0,3906.0,1586.0,1.8,17.0,2015
Fall River County,South Dakota,75.7613667572242,46,47,78.0,92.5,16.6,22.9,894.0,23.2,1829.0,0.416,52.4,45997.0,37.0,113.0,229.0,6906.0,138.0,6012.0,3087.0,4.1,107.0,2015
Faulk County,South Dakota,80.4401453118265,46,49,0.0,90.8,16.4,16.0,219.0,23.2,557.0,0.4755,46.9,43679.0,10.0,19.0,95.0,2359.0,24.0,2292.0,951.0,0.7,28.0,2015
Grant County,South Dakota,78.8712421592345,46,51,26.0,91.6,8.1,12.1,686.0,17.1,2225.0,0.4163,44.8,51272.0,15.0,122.0,202.0,7227.0,29.0,7050.0,3209.0,4.1,89.0,2015
Gregory County,South Dakota,77.9588352430667,46,53,5.0,86.8,18.4,16.6,614.0,17.2,1183.0,0.4631,47.5,37540.0,23.0,147.0,34.0,4226.0,80.0,3743.0,1970.0,2.1,100.0,2015
Haakon County,South Dakota,77.9972509104247,46,55,8.0,90.0,16.8,15.9,184.0,20.1,602.0,0.4314,48.3,41518.0,2.0,18.0,0.0,2083.0,10.0,1853.0,855.0,2.5,4.0,2015
Hamlin County,South Dakota,78.9221337544512,46,57,7.0,91.4,7.3,11.9,438.0,20.1,1621.0,0.3842,36.1,58602.0,48.0,60.0,187.0,5982.0,17.0,5804.0,2178.0,2.5,20.0,2015
Hand County,South Dakota,80.6958648438254,46,59,0.0,88.8,8.2,13.9,447.0,22.5,933.0,0.442,48.8,47163.0,5.0,54.0,47.0,3375.0,25.0,3335.0,1510.0,1.7,63.0,2015
Hanson County,South Dakota,79.7300434198634,46,61,118.0,93.9,12.0,12.3,176.0,26.0,796.0,0.3962,35.5,60741.0,8.0,36.0,33.0,3386.0,20.0,3174.0,1056.0,1.1,3.0,2015
Harding County,South Dakota,81.5829589707133,46,63,9.0,92.8,13.4,8.7,138.0,29.9,342.0,0.3968,37.6,52396.0,2.0,18.0,15.0,1328.0,9.0,1263.0,507.0,1.4,5.0,2015
Hughes County,South Dakota,79.2343441363159,46,65,132.0,90.5,10.2,9.8,2419.0,32.9,4219.0,0.4121,39.4,59177.0,54.0,199.0,468.0,17466.0,393.0,14550.0,7117.0,3.1,441.0,2015
Hutchinson County,South Dakota,79.5766248032491,46,67,14.0,87.4,13.3,15.2,729.0,26.7,1957.0,0.475,45.6,45075.0,32.0,162.0,136.0,7226.0,164.0,6960.0,2942.0,3.0,61.0,2015
Hyde County,South Dakota,77.9954839725272,46,69,0.0,91.9,12.2,9.2,99.0,16.1,357.0,0.4048,47.4,51776.0,8.0,19.0,10.0,1413.0,6.0,1248.0,545.0,1.8,4.0,2015
Jerauld County,South Dakota,79.7553901820929,46,73,0.0,88.9,8.9,11.7,210.0,16.0,599.0,0.5068,47.5,53125.0,7.0,34.0,51.0,2031.0,9.0,1998.0,863.0,0.9,16.0,2015
Jones County,South Dakota,78.5107347225734,46,75,16.0,92.4,11.4,16.5,134.0,16.6,214.0,0.4435,51.6,35972.0,2.0,6.0,2.0,781.0,33.0,738.0,426.0,3.6,9.0,2015
Kingsbury County,South Dakota,78.8340092165636,46,77,31.0,91.2,10.1,13.3,526.0,21.8,1450.0,0.4308,46.0,53828.0,38.0,87.0,108.0,5107.0,69.0,4912.0,2283.0,2.0,63.0,2015
Lake County,South Dakota,80.683402628036,46,79,75.0,93.1,15.2,11.2,1264.0,32.4,3108.0,0.4688,41.9,54535.0,63.0,257.0,263.0,12086.0,116.0,11588.0,4764.0,4.4,168.0,2015
Lawrence County,South Dakota,80.5291401814902,46,81,127.0,94.8,13.1,15.7,3490.0,29.5,6476.0,0.4423,41.5,45548.0,85.0,530.0,764.0,24645.0,578.0,22987.0,10528.0,3.8,636.0,2015
Lincoln County,South Dakota,83.8068634725464,46,83,516.0,95.5,4.4,7.0,3899.0,40.4,13370.0,0.4176,33.8,76094.0,94.0,1301.0,846.0,49874.0,519.0,47369.0,18037.0,1.9,268.0,2015
Lyman County,South Dakota,76.5796091354671,46,85,0.0,88.5,20.4,10.6,385.0,19.2,947.0,0.4114,35.5,43030.0,32.0,89.0,13.0,3837.0,38.0,2215.0,1394.0,7.4,74.0,2015
McCook County,South Dakota,77.76045564146,46,87,21.0,90.7,8.6,12.3,497.0,23.9,1544.0,0.4199,42.8,56954.0,48.0,103.0,155.0,5613.0,42.0,5432.0,2253.0,2.1,33.0,2015
McPherson County,South Dakota,79.9703349876722,46,89,5.0,79.4,22.1,17.2,258.0,15.4,614.0,0.4423,52.1,36375.0,12.0,64.0,47.0,2263.0,26.0,2114.0,1009.0,6.7,23.0,2015
Marshall County,South Dakota,80.3424445729485,46,91,29.0,88.5,15.1,10.1,491.0,22.3,1121.0,0.4188,42.6,51788.0,25.0,90.0,227.0,4701.0,52.0,4032.0,1765.0,0.7,55.0,2015
Meade County,South Dakota,78.7942873426935,46,93,486.0,92.3,10.8,14.6,2961.0,23.0,7565.0,0.4305,36.2,52473.0,81.0,514.0,1046.0,26381.0,328.0,23827.0,10593.0,2.3,148.0,2015
Mellette County,South Dakota,71.9248948581622,46,95,0.0,84.5,45.3,16.8,239.0,15.3,488.0,0.4619,32.0,30938.0,53.0,78.0,94.0,2086.0,54.0,821.0,675.0,12.0,48.0,2015
Miner County,South Dakota,78.6802821137669,46,97,22.0,91.3,10.4,12.9,232.0,23.0,636.0,0.5053,43.5,44938.0,6.0,35.0,45.0,2306.0,33.0,2220.0,1006.0,4.1,26.0,2015
Minnehaha County,South Dakota,78.9603713958675,46,99,7513.0,91.0,11.8,10.4,25496.0,29.4,44325.0,0.4215,34.8,53525.0,644.0,5494.0,8300.0,178942.0,4551.0,155261.0,70140.0,4.4,3325.0,2015
