County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Total Families,Bachelor's Degree or Higher (%),Median Age,Gini Index,No Vehicle (Owner),Median Household Income,Total Families (Single Mother),White Population,Rent Burden Count (+50%),Total Population,Hispanic Population,Total Occupied Households,No Vehicle (Renter),Unemployment Rate,Year
Lee County,South Carolina,72.7403206943855,45,61,73.0,11973.0,26.3,1641.0,21.4,4404.0,7.2,39.7,0.4537,316.0,30939.0,557.0,6194.0,407.0,18708.0,371.0,6471.0,393.0,17.8,2014
Lexington County,South Carolina,77.8966403339345,45,63,87.3,38656.0,14.3,27553.0,11.7,71816.0,29.0,38.2,0.4271,1855.0,54170.0,8358.0,216946.0,6532.0,270263.0,15417.0,105081.0,3275.0,8.6,2014
McCormick County,South Carolina,76.8216293094315,45,65,71.7,4949.0,21.6,868.0,19.9,2849.0,16.8,51.0,0.4869,152.0,38919.0,367.0,4922.0,106.0,10003.0,106.0,4058.0,235.0,16.5,2014
Marion County,South Carolina,72.7031636711055,45,67,79.0,18106.0,29.7,3860.0,18.1,8123.0,11.9,39.7,0.4802,559.0,29884.0,1587.0,13333.0,1139.0,32411.0,854.0,11782.0,1245.0,16.6,2014
Marlboro County,South Carolina,72.456855888797,45,69,68.7,14386.0,32.1,3187.0,20.5,6501.0,6.2,39.6,0.4741,382.0,28765.0,985.0,11709.0,626.0,28294.0,848.0,9645.0,889.0,15.0,2014
Newberry County,South Carolina,76.1508078761129,45,71,74.8,11395.0,17.5,3843.0,14.1,10105.0,18.4,40.7,0.4416,340.0,41971.0,1308.0,23102.0,625.0,37593.0,2742.0,14230.0,828.0,10.5,2014
Oconee County,South Carolina,76.7179335284912,45,73,82.0,5649.0,18.8,7635.0,19.1,20978.0,24.1,43.8,0.4742,752.0,41197.0,2057.0,66105.0,1770.0,74656.0,3484.0,30319.0,1159.0,12.0,2014
Orangeburg County,South Carolina,74.1802755055836,45,75,79.1,56695.0,24.7,10741.0,17.2,22235.0,15.5,38.7,0.475,1134.0,33615.0,3319.0,31417.0,2631.0,91262.0,1827.0,33836.0,2145.0,13.3,2014
Pickens County,South Carolina,76.8115606677645,45,77,82.1,7810.0,19.4,13548.0,14.3,28834.0,23.6,35.2,0.4504,897.0,41501.0,2510.0,106133.0,3932.0,119577.0,3923.0,44091.0,1494.0,10.9,2014
Richland County,South Carolina,77.3793346807735,45,79,88.5,180848.0,17.2,58110.0,11.4,88161.0,36.0,32.7,0.4643,2227.0,48674.0,14558.0,185545.0,15590.0,393707.0,19412.0,144647.0,7787.0,10.4,2014
Saluda County,South Carolina,77.5805698140877,45,81,71.8,5261.0,22.5,2020.0,15.2,4927.0,10.2,41.2,0.4531,171.0,38216.0,474.0,12577.0,440.0,19973.0,2922.0,7113.0,389.0,10.3,2014
Spartanburg County,South Carolina,75.806377066228,45,83,82.1,59639.0,18.3,34005.0,15.5,76206.0,21.8,38.2,0.4476,1945.0,43555.0,9456.0,210995.0,7909.0,288728.0,17672.0,108383.0,5812.0,10.3,2014
Sumter County,South Carolina,75.5128198567067,45,85,79.9,50095.0,18.5,14199.0,18.1,27507.0,16.8,35.6,0.4407,963.0,40662.0,3984.0,52752.0,2881.0,107782.0,3814.0,40024.0,2711.0,13.9,2014
Union County,South Carolina,73.8917978354881,45,87,76.0,8723.0,19.0,3265.0,20.7,7933.0,12.9,42.9,0.4416,460.0,35221.0,1193.0,18817.0,579.0,28329.0,309.0,11739.0,791.0,14.0,2014
Williamsburg County,South Carolina,73.3601747925588,45,89,75.0,22153.0,28.8,3107.0,20.3,7696.0,8.6,40.9,0.5016,672.0,27485.0,1094.0,10748.0,578.0,33560.0,724.0,11788.0,886.0,11.9,2014
York County,South Carolina,77.4269556769781,45,91,86.5,43862.0,14.3,25905.0,11.4,62414.0,29.0,37.6,0.4495,1423.0,53568.0,7090.0,177995.0,6491.0,235285.0,11135.0,87905.0,2997.0,10.4,2014
Aurora County,South Dakota,80.258474572882,46,3,85.1,37.0,7.6,219.0,11.8,748.0,17.2,42.2,0.4028,5.0,47024.0,51.0,2568.0,14.0,2729.0,148.0,1098.0,3.0,1.4,2014
Beadle County,South Dakota,79.0368926000544,46,5,82.1,112.0,20.4,2589.0,13.7,4583.0,19.6,38.2,0.4355,109.0,44258.0,521.0,16119.0,424.0,17922.0,1578.0,7460.0,400.0,3.4,2014
Bennett County,South Dakota,73.5863762010511,46,7,77.2,36.0,39.4,458.0,12.7,776.0,13.7,28.9,0.492,28.0,34697.0,127.0,1029.0,88.0,3440.0,131.0,1088.0,101.0,15.4,2014
Bon Homme County,South Dakota,80.8998513420971,46,9,86.5,44.0,12.8,511.0,12.9,1653.0,14.9,42.5,0.4495,49.0,42795.0,92.0,6354.0,29.0,7032.0,288.0,2499.0,59.0,1.3,2014
Brookings County,South Dakota,81.6156603269897,46,11,93.3,424.0,17.3,5038.0,9.9,7198.0,39.5,26.2,0.4506,42.0,48406.0,596.0,30296.0,1226.0,32647.0,735.0,12318.0,452.0,3.8,2014
Brown County,South Dakota,80.0212866292294,46,13,91.1,540.0,10.0,4699.0,9.8,9685.0,24.8,38.4,0.4188,242.0,52469.0,1010.0,34683.0,893.0,37528.0,736.0,15794.0,716.0,2.5,2014
Brule County,South Dakota,79.0745542275029,46,15,83.1,0.0,16.0,604.0,17.1,1492.0,23.0,41.8,0.3938,24.0,46698.0,144.0,4675.0,52.0,5311.0,107.0,2065.0,70.0,3.8,2014
Buffalo County,South Dakota,70.032846955411,46,17,80.1,11.0,34.0,322.0,17.6,411.0,6.9,25.9,0.4203,14.0,31758.0,66.0,343.0,64.0,2013.0,24.0,543.0,49.0,14.6,2014
Butte County,South Dakota,77.8900486129813,46,19,82.5,6.0,11.1,1076.0,15.7,2484.0,14.6,39.9,0.4269,81.0,41731.0,158.0,9687.0,169.0,10259.0,347.0,4080.0,118.0,3.6,2014
Campbell County,South Dakota,81.9474095710804,46,21,88.5,0.0,12.9,118.0,14.5,400.0,17.0,51.0,0.5564,10.0,39167.0,17.0,1349.0,24.0,1440.0,1.0,676.0,10.0,1.4,2014
Charles Mix County,South Dakota,78.0590074255731,46,23,86.5,11.0,24.6,926.0,14.4,2120.0,16.1,38.4,0.4645,68.0,41220.0,256.0,5917.0,110.0,9209.0,207.0,3196.0,145.0,6.6,2014
Clark County,South Dakota,79.8465378726055,46,25,90.1,34.0,15.9,323.0,16.7,861.0,18.9,44.6,0.5004,15.0,49016.0,36.0,3467.0,42.0,3631.0,81.0,1453.0,47.0,3.6,2014
Clay County,South Dakota,79.7089888658993,46,27,96.1,202.0,28.2,2488.0,9.5,2453.0,43.5,25.2,0.4996,86.0,36627.0,182.0,12654.0,972.0,13968.0,339.0,5185.0,175.0,7.8,2014
Codington County,South Dakota,80.5459916057928,46,29,89.2,54.0,10.7,3642.0,13.7,6992.0,18.6,37.9,0.4282,138.0,47891.0,805.0,26212.0,486.0,27598.0,485.0,11666.0,549.0,3.7,2014
Corson County,South Dakota,70.870131137586,46,31,82.4,11.0,44.3,593.0,12.3,908.0,10.1,29.8,0.5597,46.0,32892.0,136.0,1262.0,79.0,4122.0,39.0,1212.0,112.0,27.9,2014
Custer County,South Dakota,79.6359004569679,46,33,90.9,16.0,10.0,690.0,15.0,2423.0,24.2,52.1,0.4223,32.0,50903.0,160.0,7779.0,117.0,8358.0,225.0,3680.0,54.0,5.1,2014
Davison County,South Dakota,79.7705376819544,46,35,86.7,109.0,12.1,3083.0,15.0,5229.0,28.2,37.8,0.4038,43.0,50061.0,451.0,18579.0,499.0,19730.0,400.0,8524.0,364.0,3.2,2014
Day County,South Dakota,78.8427162487742,46,37,84.8,0.0,22.5,694.0,14.5,1594.0,14.7,48.1,0.4845,28.0,37901.0,179.0,4984.0,191.0,5664.0,61.0,2564.0,86.0,4.9,2014
Deuel County,South Dakota,80.4001825103153,46,39,85.9,36.0,5.4,297.0,15.9,1245.0,20.1,44.5,0.4152,20.0,52717.0,79.0,4274.0,23.0,4340.0,112.0,1837.0,29.0,4.9,2014
Dewey County,South Dakota,70.2201515443604,46,41,79.0,20.0,31.7,668.0,12.1,1165.0,8.1,28.9,0.4714,39.0,33704.0,148.0,1190.0,71.0,5510.0,157.0,1676.0,116.0,23.1,2014
Douglas County,South Dakota,80.5055693732131,46,43,79.2,0.0,13.4,276.0,13.5,873.0,15.4,48.1,0.4498,3.0,49360.0,36.0,2864.0,35.0,2990.0,25.0,1285.0,41.0,1.0,2014
Edmunds County,South Dakota,80.3226096868527,46,45,86.3,2.0,11.7,310.0,10.2,1040.0,26.2,47.2,0.4088,12.0,54229.0,27.0,3960.0,37.0,4036.0,11.0,1589.0,42.0,1.4,2014
Fall River County,South Dakota,76.0798335533576,46,47,91.5,71.0,17.9,1042.0,21.1,1755.0,22.6,52.0,0.4242,30.0,43239.0,120.0,6061.0,171.0,6957.0,190.0,3161.0,160.0,3.1,2014
Faulk County,South Dakota,80.6184446160033,46,49,88.8,0.0,14.3,217.0,15.1,571.0,13.6,41.5,0.4663,5.0,42781.0,10.0,2329.0,42.0,2371.0,92.0,949.0,29.0,2.1,2014
Grant County,South Dakota,79.1176688592463,46,51,87.0,23.0,9.7,658.0,13.4,2234.0,15.9,44.8,0.4119,31.0,51277.0,129.0,7106.0,45.0,7281.0,186.0,3125.0,90.0,3.9,2014
Gregory County,South Dakota,78.1119707479056,46,53,85.7,7.0,19.3,592.0,17.3,1211.0,17.3,48.4,0.4675,27.0,37321.0,116.0,3779.0,116.0,4235.0,50.0,1989.0,95.0,3.6,2014
Haakon County,South Dakota,78.407907529054,46,55,91.3,4.0,15.2,167.0,17.3,613.0,17.5,48.6,0.4371,11.0,42950.0,18.0,1946.0,9.0,2092.0,12.0,877.0,4.0,3.2,2014
Hamlin County,South Dakota,78.9848543491672,46,57,88.7,10.0,6.5,481.0,12.6,1541.0,17.8,36.4,0.3983,42.0,56134.0,46.0,5785.0,13.0,5949.0,175.0,2087.0,29.0,3.1,2014
Hand County,South Dakota,80.804312366905,46,59,85.9,0.0,10.0,401.0,13.9,931.0,16.8,48.7,0.4386,3.0,46951.0,25.0,3321.0,40.0,3344.0,23.0,1464.0,61.0,2.9,2014
Hanson County,South Dakota,80.1264817012194,46,61,89.8,103.0,14.8,139.0,11.4,733.0,17.4,35.3,0.4096,9.0,57857.0,29.0,3193.0,21.0,3392.0,36.0,1026.0,2.0,1.8,2014
Harding County,South Dakota,81.4515608237599,46,63,93.7,8.0,17.0,143.0,8.6,328.0,27.3,40.5,0.4182,2.0,47917.0,10.0,1207.0,15.0,1263.0,6.0,504.0,5.0,0.8,2014
Hughes County,South Dakota,79.4065511149355,46,65,92.4,133.0,10.3,2549.0,10.4,4284.0,36.2,39.6,0.4049,93.0,57614.0,238.0,14624.0,349.0,17379.0,426.0,7140.0,479.0,2.5,2014
Hutchinson County,South Dakota,79.7389752747159,46,67,84.5,15.0,13.5,666.0,14.6,1954.0,23.6,47.0,0.4679,46.0,43688.0,163.0,7010.0,121.0,7221.0,132.0,2932.0,58.0,3.1,2014
Hyde County,South Dakota,78.4399424118568,46,69,87.4,0.0,8.2,96.0,10.2,365.0,19.4,47.0,0.379,6.0,53036.0,18.0,1274.0,0.0,1460.0,26.0,541.0,2.0,2.5,2014
Jerauld County,South Dakota,79.9622177011166,46,73,89.5,0.0,10.6,222.0,15.1,604.0,16.1,47.5,0.4694,8.0,49236.0,41.0,2007.0,11.0,2051.0,60.0,887.0,18.0,0.7,2014
Jones County,South Dakota,78.6746847886034,46,75,93.2,10.0,8.9,125.0,19.0,228.0,16.1,51.1,0.4091,0.0,38750.0,7.0,774.0,14.0,805.0,4.0,437.0,5.0,2.4,2014
Kingsbury County,South Dakota,79.0615335373244,46,77,90.4,22.0,9.3,578.0,12.5,1525.0,24.2,46.5,0.4088,39.0,52522.0,71.0,4982.0,63.0,5141.0,105.0,2311.0,66.0,2.1,2014
Lake County,South Dakota,81.0206955773839,46,79,91.6,58.0,14.4,1328.0,12.0,3046.0,25.8,41.9,0.4549,92.0,50378.0,287.0,11374.0,153.0,11831.0,240.0,4722.0,175.0,4.0,2014
Lawrence County,South Dakota,80.7552764595511,46,81,93.6,68.0,14.8,3514.0,14.8,6514.0,28.8,41.1,0.4702,90.0,44267.0,566.0,22842.0,655.0,24478.0,741.0,10483.0,568.0,4.3,2014
Lincoln County,South Dakota,84.0782854025468,46,83,94.9,474.0,4.5,4004.0,6.2,13318.0,41.0,33.5,0.4035,116.0,75877.0,1240.0,46180.0,548.0,48326.0,759.0,17650.0,311.0,1.7,2014
Lyman County,South Dakota,77.0125324931237,46,85,87.9,0.0,18.9,467.0,10.8,972.0,17.2,35.9,0.3913,31.0,44922.0,99.0,2216.0,24.0,3831.0,17.0,1446.0,71.0,8.7,2014
McCook County,South Dakota,78.2286952423805,46,87,89.9,21.0,7.9,430.0,11.7,1569.0,23.8,42.9,0.4222,38.0,56603.0,77.0,5466.0,21.0,5615.0,141.0,2191.0,31.0,2.2,2014
McPherson County,South Dakota,80.0480864745342,46,89,79.5,2.0,21.4,235.0,17.0,656.0,14.6,50.4,0.459,19.0,37602.0,65.0,2250.0,10.0,2401.0,52.0,1028.0,37.0,5.4,2014
Marshall County,South Dakota,80.3920486124235,46,91,90.2,2.0,15.2,478.0,10.2,1065.0,20.2,42.7,0.4522,23.0,51579.0,77.0,3995.0,47.0,4668.0,330.0,1738.0,56.0,1.7,2014
Meade County,South Dakota,78.9905839202263,46,93,90.5,411.0,9.7,2967.0,13.5,7409.0,20.4,35.8,0.4263,75.0,52967.0,583.0,23626.0,390.0,26108.0,982.0,10244.0,195.0,3.2,2014
Mellette County,South Dakota,72.3178201724176,46,95,86.8,0.0,37.9,251.0,15.8,500.0,13.6,32.3,0.4204,46.0,35478.0,87.0,834.0,46.0,2084.0,76.0,697.0,48.0,13.0,2014
Miner County,South Dakota,79.2224719513169,46,97,91.1,11.0,11.1,212.0,11.8,606.0,21.7,45.0,0.5192,6.0,48241.0,36.0,2250.0,29.0,2340.0,50.0,1004.0,28.0,3.3,2014
Minnehaha County,South Dakota,79.249449268969,46,99,90.4,7315.0,11.7,25044.0,10.2,43675.0,28.6,34.7,0.4221,590.0,53391.0,5372.0,153592.0,4592.0,176014.0,7938.0,68906.0,3325.0,4.7,2014
Moody County,South Dakota,81.0210674065352,46,101,91.1,47.0,14.3,792.0,11.9,1868.0,22.4,40.3,0.4331,28.0,50651.0,209.0,5191.0,37.0,6445.0,166.0,2707.0,91.0,5.9,2014
Pennington County,South Dakota,79.9360717724386,46,103,91.5,1361.0,12.8,13763.0,13.6,26201.0,27.0,37.0,0.4322,390.0,50564.0,3093.0,86988.0,2727.0,104574.0,4728.0,41155.0,1662.0,5.3,2014
Perkins County,South Dakota,78.5044413730829,46,105,86.1,2.0,13.9,393.0,15.1,830.0,18.3,49.1,0.4943,16.0,38635.0,71.0,2916.0,22.0,3024.0,43.0,1343.0,61.0,3.5,2014
Potter County,South Dakota,78.7826774003646,46,107,88.1,0.0,12.4,182.0,16.4,657.0,20.0,52.1,0.4398,18.0,44931.0,51.0,2202.0,16.0,2312.0,13.0,1048.0,19.0,0.6,2014
Roberts County,South Dakota,77.5751264107873,46,109,84.2,43.0,21.3,1131.0,12.5,2464.0,14.6,38.9,0.445,57.0,48441.0,233.0,6223.0,194.0,10303.0,193.0,3602.0,159.0,8.3,2014
Sanborn County,South Dakota,79.323825013718,46,111,87.4,0.0,12.5,281.0,14.0,644.0,12.3,47.1,0.4088,8.0,49375.0,21.0,2317.0,21.0,2341.0,33.0,1072.0,9.0,3.7,2014
Shannon County,South Dakota,66.0471530685187,46,113,78.4,18.0,52.6,1333.0,12.0,2398.0,9.7,24.9,0.5059,263.0,26383.0,597.0,617.0,181.0,14005.0,148.0,2929.0,215.0,27.1,2014
Spink County,South Dakota,79.5624751880613,46,115,87.6,16.0,11.9,705.0,16.8,1692.0,20.1,43.8,0.4748,48.0,49627.0,92.0,6359.0,69.0,6552.0,114.0,2623.0,83.0,1.1,2014
Stanley County,South Dakota,80.8610876600724,46,117,85.3,0.0,10.1,266.0,8.7,803.0,26.6,39.1,0.4435,16.0,57930.0,57.0,2619.0,40.0,2984.0,56.0,1223.0,0.0,2.1,2014
Sully County,South Dakota,81.7424614716838,46,119,93.9,0.0,4.2,166.0,11.2,401.0,26.1,45.9,0.4543,16.0,61806.0,6.0,1442.0,9.0,1461.0,39.0,611.0,0.0,2.5,2014
Todd County,South Dakota,68.1960436154867,46,121,76.2,34.0,46.7,1487.0,17.9,2044.0,14.2,23.5,0.4499,223.0,30539.0,560.0,1058.0,239.0,9859.0,323.0,2745.0,404.0,28.7,2014
Tripp County,South Dakota,78.1330839101656,46,123,87.2,4.0,23.0,903.0,11.8,1575.0,21.4,45.5,0.449,43.0,36978.0,160.0,4571.0,112.0,5549.0,39.0,2595.0,129.0,4.0,2014
Turner County,South Dakota,79.4481227477053,46,125,90.3,44.0,10.0,750.0,12.4,2389.0,18.8,43.9,0.4021,26.0,51343.0,142.0,8119.0,97.0,8339.0,155.0,3494.0,104.0,2.2,2014
Union County,South Dakota,81.210012117937,46,127,92.7,120.0,4.4,1481.0,9.8,3920.0,33.9,40.5,0.4644,63.0,64513.0,194.0,13990.0,85.0,14751.0,413.0,5861.0,142.0,3.3,2014
Walworth County,South Dakota,77.2654279956697,46,129,89.1,18.0,11.2,841.0,14.3,1418.0,24.4,45.1,0.474,7.0,42643.0,113.0,4495.0,38.0,5498.0,69.0,2376.0,112.0,5.2,2014
Yankton County,South Dakota,80.0010739835252,46,135,90.9,444.0,13.7,2583.0,13.2,5579.0,23.5,40.9,0.4543,107.0,50044.0,521.0,20890.0,485.0,22580.0,698.0,8840.0,393.0,3.2,2014
Ziebach County,South Dakota,77.0287987165907,46,137,87.7,13.0,40.3,398.0,10.0,610.0,9.0,26.1,0.4797,10.0,32500.0,117.0,683.0,80.0,2837.0,95.0,792.0,81.0,29.6,2014
Jackson County,South Dakota,73.7112530132755,46,71,90.9,5.0,27.6,427.0,11.3,762.0,12.8,30.9,0.4199,0.0,45610.0,46.0,1548.0,30.0,3180.0,48.0,1058.0,33.0,15.2,2014
Anderson County,Tennessee,76.0714281646783,47,1,86.7,2975.0,17.1,9371.0,18.6,19843.0,24.6,43.1,0.4579,516.0,44199.0,2068.0,69453.0,2128.0,75346.0,1827.0,30393.0,1382.0,8.4,2014
Bedford County,Tennessee,75.0879556268196,47,3,75.9,2810.0,21.1,5080.0,15.1,12243.0,12.8,36.5,0.4443,280.0,40989.0,1209.0,38954.0,1120.0,45660.0,5234.0,16608.0,798.0,8.5,2014
Benton County,Tennessee,73.055886790248,47,5,76.5,581.0,21.8,1550.0,23.1,4529.0,8.9,45.9,0.4347,225.0,34087.0,432.0,15603.0,358.0,16345.0,330.0,6837.0,189.0,14.5,2014
Bledsoe County,Tennessee,76.6595383093473,47,7,74.6,576.0,21.6,998.0,25.4,3199.0,7.7,43.0,0.4443,81.0,34450.0,249.0,12390.0,193.0,13240.0,290.0,4480.0,229.0,12.5,2014
Blount County,Tennessee,77.3065313695467,47,9,86.0,3658.0,14.4,12941.0,15.7,33846.0,21.9,42.3,0.4434,995.0,46518.0,2544.0,117279.0,2834.0,124435.0,3618.0,48674.0,1364.0,9.0,2014
Bradley County,Tennessee,76.7769996069849,47,11,81.9,4551.0,19.8,12488.0,18.5,26071.0,19.7,39.0,0.4649,587.0,41575.0,2461.0,92821.0,2982.0,101004.0,5189.0,37823.0,1610.0,11.2,2014
Campbell County,Tennessee,72.929283107325,47,13,69.6,237.0,22.6,4639.0,21.5,10726.0,9.7,42.5,0.4412,394.0,32616.0,1011.0,39382.0,973.0,40361.0,501.0,15902.0,833.0,11.5,2014
Cannon County,Tennessee,74.8599244842666,47,15,74.9,205.0,18.1,1324.0,21.9,3739.0,11.4,42.0,0.4502,154.0,39438.0,304.0,13248.0,130.0,13786.0,231.0,5405.0,178.0,12.7,2014
Carroll County,Tennessee,73.2910116057869,47,17,77.6,2851.0,19.4,2757.0,19.8,7353.0,14.7,42.8,0.4536,286.0,36168.0,559.0,24726.0,639.0,28511.0,644.0,11096.0,553.0,11.3,2014
Carter County,Tennessee,75.9991892504906,47,19,77.5,705.0,23.5,7071.0,22.8,16334.0,14.2,43.2,0.4575,632.0,32754.0,1509.0,55237.0,1755.0,57298.0,933.0,24090.0,693.0,9.2,2014
Cheatham County,Tennessee,75.0008324965754,47,21,81.5,614.0,15.1,2804.0,15.5,10680.0,19.4,40.0,0.3945,178.0,52138.0,916.0,37480.0,772.0,39324.0,1005.0,14520.0,228.0,8.3,2014
Chester County,Tennessee,76.3206235103509,47,23,79.3,1813.0,20.0,1634.0,12.6,4231.0,12.2,36.6,0.4584,186.0,41028.0,367.0,14985.0,532.0,17270.0,408.0,5943.0,144.0,15.3,2014
Claiborne County,Tennessee,73.1968296181304,47,25,73.5,289.0,24.0,3464.0,22.2,8572.0,9.9,41.4,0.4581,308.0,32884.0,760.0,30724.0,748.0,31841.0,301.0,12696.0,489.0,9.7,2014
Clay County,Tennessee,74.2081196739723,47,27,69.5,162.0,21.8,788.0,21.8,2219.0,11.3,45.8,0.4406,101.0,29812.0,127.0,7539.0,134.0,7802.0,136.0,3174.0,120.0,6.7,2014
Cocke County,Tennessee,72.8106787615284,47,29,75.1,496.0,27.8,4454.0,22.1,10028.0,8.8,43.6,0.4793,464.0,30888.0,1335.0,33741.0,940.0,35453.0,710.0,14788.0,626.0,13.1,2014
Coffee County,Tennessee,74.5309607168298,47,31,82.2,1151.0,21.3,7168.0,20.3,14598.0,18.3,39.5,0.4577,303.0,39656.0,1568.0,48384.0,1589.0,53151.0,2063.0,21131.0,854.0,10.9,2014
Crockett County,Tennessee,74.9812019643291,47,33,73.9,1949.0,17.9,1773.0,19.2,3787.0,12.9,39.9,0.4257,103.0,37298.0,339.0,11718.0,323.0,14599.0,1349.0,5572.0,193.0,7.2,2014
Cumberland County,Tennessee,77.1198869936172,47,35,82.4,319.0,16.4,4940.0,22.4,16266.0,20.9,49.3,0.4336,554.0,38350.0,942.0,55441.0,803.0,57064.0,1459.0,23923.0,649.0,9.8,2014
Davidson County,Tennessee,77.1263635869227,47,37,85.7,179411.0,18.8,119338.0,11.4,144633.0,36.5,34.2,0.4905,2968.0,47434.0,21212.0,402078.0,28372.0,648048.0,63790.0,259557.0,16410.0,8.2,2014
Decatur County,Tennessee,74.6372972412872,47,39,78.7,335.0,21.8,1127.0,21.1,3444.0,12.3,45.0,0.5101,64.0,37219.0,330.0,11002.0,264.0,11675.0,335.0,5045.0,138.0,10.7,2014
DeKalb County,Tennessee,73.8754856239272,47,41,78.3,281.0,19.7,1925.0,17.9,4880.0,12.2,40.9,0.5062,109.0,37409.0,365.0,18085.0,175.0,18968.0,1339.0,6998.0,305.0,10.7,2014
Dickson County,Tennessee,75.3556460684656,47,43,84.1,1986.0,14.5,5178.0,16.3,13406.0,12.6,39.3,0.438,362.0,45056.0,1353.0,46115.0,923.0,50115.0,1559.0,18469.0,670.0,8.4,2014
Dyer County,Tennessee,74.5605926999451,47,45,85.3,5217.0,16.0,5432.0,17.5,10688.0,20.9,40.4,0.4536,197.0,41426.0,1263.0,31281.0,823.0,38156.0,1102.0,15088.0,893.0,8.4,2014
Fayette County,Tennessee,77.8254799716725,47,47,86.0,10758.0,14.5,3005.0,16.3,10937.0,23.3,43.1,0.4645,267.0,55623.0,782.0,26821.0,538.0,38664.0,932.0,14681.0,368.0,9.8,2014
Fentress County,Tennessee,73.1017186136438,47,49,65.8,34.0,24.7,1634.0,24.5,4963.0,11.2,43.4,0.4542,292.0,29784.0,413.0,17574.0,292.0,17922.0,214.0,7326.0,276.0,10.3,2014
Franklin County,Tennessee,75.8841136500296,47,51,80.7,1443.0,15.9,3906.0,18.6,11341.0,18.4,41.4,0.4635,541.0,42663.0,977.0,37035.0,745.0,41069.0,1098.0,16126.0,406.0,11.3,2014
Gibson County,Tennessee,73.867760029228,47,53,82.8,9272.0,19.3,5368.0,16.7,13022.0,14.8,39.9,0.4401,446.0,37460.0,1749.0,39185.0,1069.0,49632.0,1130.0,19255.0,756.0,11.3,2014
Giles County,Tennessee,75.22483796402,47,55,78.9,3070.0,17.8,3167.0,17.0,7869.0,13.5,42.5,0.4374,253.0,38739.0,925.0,25093.0,490.0,29064.0,537.0,11327.0,506.0,11.0,2014
Grainger County,Tennessee,74.3887684505338,47,57,75.1,169.0,21.2,1682.0,20.9,6326.0,9.4,43.0,0.4389,250.0,34566.0,341.0,22181.0,219.0,22724.0,580.0,8888.0,161.0,11.7,2014
Greene County,Tennessee,74.8560392043003,47,59,80.0,1571.0,22.1,8153.0,22.0,19348.0,14.3,43.4,0.4401,428.0,35860.0,1459.0,65452.0,1399.0,68596.0,1806.0,28489.0,983.0,10.1,2014
Grundy County,Tennessee,71.5943611643694,47,61,68.0,37.0,29.1,1267.0,27.0,3629.0,8.9,42.7,0.4588,171.0,26856.0,355.0,11206.0,285.0,13574.0,136.0,5331.0,165.0,9.6,2014
Hamblen County,Tennessee,74.8889690222012,47,63,81.3,2299.0,22.0,7746.0,18.8,16792.0,16.3,39.6,0.4608,489.0,38600.0,1812.0,56386.0,2036.0,62863.0,6835.0,24401.0,1115.0,11.5,2014
Hamilton County,Tennessee,77.5585501273672,47,65,86.7,68961.0,16.0,48195.0,14.3,88461.0,29.4,39.4,0.4789,2355.0,47880.0,9388.0,258373.0,11275.0,344772.0,16439.0,135974.0,8206.0,8.9,2014
Hancock County,Tennessee,72.641735205412,47,67,70.9,40.0,27.8,692.0,25.2,1806.0,9.9,44.2,0.4553,77.0,26528.0,219.0,6541.0,43.0,6706.0,2.0,2819.0,176.0,15.7,2014
Hardeman County,Tennessee,74.8354796471514,47,69,72.6,11006.0,25.9,2597.0,18.4,5934.0,7.5,40.3,0.4479,390.0,30260.0,729.0,14939.0,738.0,26560.0,398.0,8712.0,568.0,20.0,2014
Hardin County,Tennessee,73.7398539482711,47,71,78.6,1160.0,22.2,2123.0,20.7,6621.0,12.0,43.9,0.5155,318.0,34084.0,534.0,24140.0,343.0,25969.0,236.0,9889.0,321.0,16.5,2014
Hawkins County,Tennessee,75.0289989567154,47,73,78.8,766.0,17.0,5639.0,21.8,16391.0,12.1,42.8,0.4476,536.0,37432.0,1410.0,54706.0,976.0,56741.0,731.0,23414.0,529.0,10.1,2014
Haywood County,Tennessee,74.9157816655746,47,75,71.8,9137.0,23.7,2644.0,18.8,4321.0,10.1,39.7,0.4795,273.0,33922.0,523.0,8469.0,650.0,18389.0,746.0,6995.0,573.0,11.5,2014
Henderson County,Tennessee,74.4726419593554,47,77,79.9,2154.0,20.7,2700.0,16.6,7591.0,12.3,40.5,0.4358,352.0,38696.0,562.0,24923.0,505.0,27963.0,592.0,10916.0,362.0,11.0,2014
Henry County,Tennessee,74.3070655240754,47,79,82.9,2774.0,19.8,3515.0,20.6,8978.0,17.0,44.8,0.4657,336.0,38694.0,773.0,28883.0,688.0,32279.0,653.0,13317.0,561.0,12.7,2014
Hickman County,Tennessee,74.9497223191859,47,81,69.8,1152.0,18.8,1949.0,21.4,6253.0,10.1,40.6,0.4373,244.0,38032.0,319.0,22479.0,518.0,24354.0,489.0,8812.0,333.0,10.1,2014
Houston County,Tennessee,74.621447618055,47,83,77.2,167.0,21.8,874.0,22.5,2220.0,8.6,41.5,0.4167,46.0,38637.0,95.0,7911.0,123.0,8356.0,166.0,3311.0,110.0,8.3,2014
Humphreys County,Tennessee,74.5626265640273,47,85,84.0,711.0,16.4,1622.0,18.1,4959.0,14.7,42.1,0.4364,215.0,41152.0,534.0,17449.0,364.0,18322.0,333.0,7360.0,172.0,11.1,2014
