County,State,mean_life_expectancy,State_FIPS,County_FIPS,High School Degree or Higher (%),Black Population,Poverty Rate,Rent Denominator,Disability Rate,Median Age,Gini Index,Total Families,Bachelor's Degree or Higher (%),Total Families (Single Mother),No Vehicle (Owner),Median Household Income,White Population,Total Population,Rent Burden Count (+50%),Hispanic Population,Unemployment Rate,No Vehicle (Renter),Total Occupied Households,Year
Live Oak County,Texas,78.4631311009812,48,297,78.5,304.0,16.3,627.0,19.2,42.3,0.4371,2379.0,11.3,173.0,33.0,51480.0,10954.0,12043.0,115.0,4669.0,3.8,100.0,3586.0,2017
Llano County,Texas,78.345966723313,48,299,86.5,155.0,12.5,2034.0,25.2,57.1,0.5207,5885.0,26.6,186.0,68.0,50524.0,18911.0,20195.0,378.0,1983.0,8.3,268.0,8681.0,2017
Lubbock County,Texas,76.1580677795763,48,303,85.5,21687.0,18.8,48581.0,14.4,30.7,0.4821,68845.0,28.7,8428.0,1391.0,49078.0,239525.0,298042.0,13212.0,102770.0,4.8,4667.0,110275.0,2017
Lynn County,Texas,76.6303993476743,48,305,76.9,95.0,18.0,672.0,18.4,38.1,0.4996,1637.0,17.0,212.0,17.0,44922.0,4786.0,5785.0,88.0,2728.0,8.1,92.0,2147.0,2017
McCulloch County,Texas,76.0539228002185,48,307,78.9,161.0,16.3,745.0,17.9,43.5,0.4495,2164.0,16.0,261.0,110.0,42367.0,6969.0,8145.0,227.0,2571.0,3.2,110.0,3143.0,2017
McLennan County,Texas,77.414175748433,48,309,84.0,35493.0,19.3,37068.0,12.9,33.2,0.4778,58634.0,22.9,8317.0,1206.0,46262.0,189707.0,245720.0,9523.0,63010.0,5.1,4523.0,88208.0,2017
Madison County,Texas,76.4446677258115,48,313,78.3,2437.0,15.4,1105.0,16.3,35.2,0.4481,2834.0,13.0,264.0,115.0,44004.0,10201.0,13979.0,170.0,3134.0,3.1,107.0,4174.0,2017
Marion County,Texas,73.800694724117,48,315,82.1,2402.0,22.3,929.0,23.1,49.8,0.5134,2761.0,14.1,145.0,121.0,36938.0,7415.0,10140.0,215.0,394.0,10.7,65.0,4457.0,2017
Martin County,Texas,76.2337468085726,48,317,77.7,36.0,7.0,374.0,10.6,31.7,0.4458,1241.0,20.6,111.0,24.0,71115.0,4600.0,5547.0,28.0,2500.0,1.9,0.0,1635.0,2017
Mason County,Texas,78.8436140612226,48,319,88.8,1.0,12.6,437.0,15.8,48.9,0.4339,1027.0,20.3,96.0,14.0,40949.0,3564.0,4122.0,76.0,1001.0,2.8,31.0,1622.0,2017
Matagorda County,Texas,75.9214636284609,48,321,77.5,3770.0,20.6,4452.0,15.2,37.2,0.469,9143.0,14.7,1067.0,295.0,44896.0,27443.0,36744.0,815.0,15230.0,6.4,499.0,13811.0,2017
Maverick County,Texas,77.8605259982448,48,323,59.2,212.0,24.5,5246.0,16.1,29.6,0.472,13297.0,11.8,1880.0,438.0,37734.0,53649.0,57471.0,815.0,54767.0,12.9,613.0,16416.0,2017
Medina County,Texas,78.278675069163,48,325,82.7,1220.0,12.7,2706.0,15.2,38.8,0.4465,11151.0,20.0,789.0,547.0,59305.0,43920.0,48548.0,272.0,24884.0,5.3,199.0,15154.0,2017
Menard County,Texas,77.5015120990679,48,327,79.1,14.0,9.8,321.0,19.8,49.1,0.4319,582.0,15.8,62.0,10.0,37917.0,1705.0,2123.0,30.0,792.0,5.1,46.0,964.0,2017
Midland County,Texas,78.2686276976067,48,329,83.7,9948.0,8.7,18295.0,9.3,31.8,0.4756,38371.0,26.8,4377.0,791.0,75815.0,132316.0,159883.0,3216.0,69124.0,3.5,1140.0,55045.0,2017
Milam County,Texas,76.1696094544823,48,331,81.7,2192.0,16.0,2993.0,19.1,41.5,0.4488,6239.0,15.0,645.0,151.0,41768.0,20629.0,24479.0,420.0,6306.0,5.5,444.0,9437.0,2017
Mills County,Texas,77.0997115986208,48,333,82.9,11.0,14.9,280.0,20.6,47.3,0.449,1199.0,23.0,104.0,31.0,46318.0,4789.0,4887.0,39.0,892.0,2.9,50.0,1833.0,2017
Mitchell County,Texas,74.8326085167682,48,335,75.4,964.0,7.9,634.0,17.6,34.6,0.395,1899.0,11.8,198.0,44.0,52194.0,6886.0,8774.0,55.0,3446.0,6.4,112.0,2639.0,2017
Montague County,Texas,74.2733042924087,48,337,82.7,41.0,15.5,2260.0,19.2,44.0,0.4533,5435.0,16.2,290.0,36.0,46592.0,18427.0,19406.0,362.0,2072.0,6.6,164.0,8044.0,2017
Montgomery County,Texas,79.1520257999091,48,339,87.6,24861.0,10.3,53779.0,10.3,36.7,0.4793,139465.0,33.7,11651.0,2469.0,74323.0,462530.0,535187.0,9721.0,122934.0,4.9,4020.0,186861.0,2017
Moore County,Texas,77.4276472049687,48,341,65.4,936.0,16.9,2431.0,12.7,30.5,0.3818,5110.0,13.4,445.0,177.0,52469.0,16845.0,22016.0,281.0,11920.0,4.1,196.0,6725.0,2017
Morris County,Texas,73.8146706954501,48,343,88.2,2972.0,15.7,1292.0,19.9,42.9,0.4407,3621.0,16.0,279.0,126.0,40227.0,8623.0,12530.0,211.0,1148.0,9.9,178.0,5024.0,2017
Motley County,Texas,76.5486555378042,48,345,89.8,39.0,12.2,133.0,16.5,37.6,0.4778,308.0,15.6,41.0,17.0,40598.0,968.0,1114.0,6.0,182.0,8.1,10.0,469.0,2017
Nacogdoches County,Texas,76.3808745056801,48,347,82.8,11603.0,24.9,10517.0,15.7,30.6,0.5081,15329.0,25.2,1665.0,342.0,41482.0,49852.0,65411.0,2716.0,12372.0,8.6,1436.0,23825.0,2017
Navarro County,Texas,75.3504474477962,48,349,77.2,6439.0,18.8,5437.0,18.3,38.9,0.4523,12931.0,15.6,1612.0,343.0,45103.0,36497.0,48239.0,903.0,12647.0,9.4,939.0,17326.0,2017
Newton County,Texas,74.9019050007328,48,351,87.6,3029.0,15.7,824.0,27.5,43.5,0.4275,3158.0,8.8,240.0,114.0,40180.0,10927.0,14187.0,52.0,490.0,11.6,88.0,4781.0,2017
Nolan County,Texas,74.6589299677611,48,353,80.4,754.0,16.8,1707.0,18.7,38.8,0.4734,3802.0,13.3,440.0,122.0,42019.0,13120.0,14990.0,171.0,5456.0,7.1,304.0,5552.0,2017
Nueces County,Texas,77.6645775215508,48,355,82.2,13604.0,16.7,54392.0,13.9,35.1,0.4657,87821.0,20.9,11215.0,2293.0,53317.0,317848.0,358484.0,11645.0,225811.0,5.9,7941.0,128857.0,2017
Ochiltree County,Texas,75.8879501271214,48,357,75.6,50.0,13.0,987.0,10.0,31.7,0.4491,2752.0,18.3,187.0,44.0,50120.0,9248.0,10484.0,57.0,5553.0,7.6,74.0,3549.0,2017
Oldham County,Texas,77.7310090397861,48,359,87.9,134.0,11.1,152.0,12.8,29.9,0.4696,421.0,26.5,18.0,7.0,62426.0,1879.0,2083.0,10.0,322.0,3.8,4.0,581.0,2017
Orange County,Texas,73.8713101502492,48,361,89.1,6937.0,14.2,7963.0,16.4,37.7,0.4508,22834.0,15.7,2373.0,759.0,53667.0,73642.0,83909.0,1475.0,5946.0,6.0,1128.0,32272.0,2017
Palo Pinto County,Texas,75.3483075506774,48,363,83.4,681.0,18.3,3110.0,18.4,41.0,0.4722,7192.0,16.6,643.0,190.0,45067.0,25803.0,28109.0,934.0,5539.0,7.9,557.0,10441.0,2017
Panola County,Texas,74.9920924916339,48,365,84.9,3859.0,15.3,2037.0,16.5,38.7,0.458,6358.0,14.7,453.0,100.0,49704.0,19010.0,23574.0,238.0,2017.0,3.8,256.0,9032.0,2017
Parker County,Texas,77.7201463130091,48,367,89.4,1739.0,9.2,9880.0,12.4,39.6,0.4416,33503.0,26.9,2124.0,461.0,70608.0,117684.0,125963.0,1764.0,14461.0,5.5,785.0,43942.0,2017
Parmer County,Texas,78.304525029119,48,369,71.3,161.0,17.3,1001.0,14.6,34.1,0.4096,2499.0,16.1,300.0,22.0,50410.0,8448.0,9871.0,106.0,6161.0,2.8,121.0,3222.0,2017
Pecos County,Texas,77.2743189187755,48,371,69.6,669.0,11.5,1345.0,12.9,36.2,0.4195,2983.0,9.6,196.0,110.0,50543.0,12645.0,15804.0,120.0,10822.0,3.7,142.0,4420.0,2017
Polk County,Texas,72.4994267912631,48,373,78.1,4954.0,18.7,4109.0,21.7,43.4,0.4553,12291.0,12.3,1307.0,547.0,43267.0,39589.0,46974.0,834.0,6946.0,8.5,619.0,17632.0,2017
Potter County,Texas,73.70301607242,48,375,76.6,11679.0,21.7,18547.0,11.8,33.6,0.4845,28289.0,14.8,4264.0,749.0,41852.0,95060.0,121230.0,4276.0,45560.0,4.2,2789.0,43453.0,2017
Presidio County,Texas,84.7984196530829,48,377,52.5,0.0,26.3,1046.0,21.8,41.4,0.4587,1708.0,20.2,183.0,101.0,26486.0,6544.0,7191.0,90.0,5854.0,9.8,149.0,2589.0,2017
Rains County,Texas,75.9315876096953,48,379,82.1,172.0,13.1,987.0,18.8,47.6,0.4235,3061.0,10.8,158.0,75.0,48308.0,10149.0,11246.0,155.0,973.0,5.7,66.0,4333.0,2017
Randall County,Texas,78.5177885029607,48,381,91.7,3756.0,9.6,14815.0,12.0,35.6,0.4265,34000.0,30.9,3166.0,420.0,65564.0,117148.0,130552.0,2655.0,26314.0,3.7,983.0,49118.0,2017
Reagan County,Texas,76.54149856877,48,383,70.4,27.0,18.0,348.0,10.2,33.0,0.3941,897.0,11.0,81.0,0.0,59760.0,1737.0,3735.0,24.0,2620.0,3.9,50.0,1171.0,2017
Real County,Texas,75.8715379331704,48,385,79.8,7.0,20.2,261.0,24.9,54.3,0.4436,693.0,21.9,101.0,21.0,36493.0,3308.0,3358.0,50.0,664.0,6.1,29.0,1123.0,2017
Red River County,Texas,73.9635811932425,48,387,83.3,2176.0,16.5,1262.0,18.7,45.6,0.4603,3334.0,13.8,277.0,77.0,35356.0,9787.0,12353.0,152.0,897.0,9.0,218.0,5218.0,2017
Reeves County,Texas,77.0212391491249,48,389,62.3,721.0,13.2,1057.0,12.0,35.4,0.442,2589.0,9.5,148.0,119.0,49390.0,11518.0,14791.0,173.0,11096.0,8.0,135.0,3731.0,2017
Refugio County,Texas,75.9258024706705,48,391,79.8,387.0,16.6,747.0,21.9,42.3,0.4252,1856.0,12.1,185.0,76.0,50338.0,5807.0,7293.0,150.0,3626.0,7.9,142.0,2694.0,2017
Robertson County,Texas,76.0775498467682,48,395,82.3,3299.0,15.2,1607.0,14.7,41.4,0.4174,4416.0,15.0,357.0,204.0,52189.0,12740.0,16727.0,364.0,3382.0,7.7,330.0,6298.0,2017
Rockwall County,Texas,80.0502929287825,48,397,91.7,5449.0,5.8,5951.0,8.8,37.2,0.409,24526.0,40.0,1794.0,351.0,93269.0,77700.0,90414.0,1321.0,15419.0,4.9,535.0,30365.0,2017
Runnels County,Texas,75.90750757917,48,399,78.5,135.0,16.3,1067.0,13.8,41.1,0.4518,2699.0,19.1,229.0,26.0,41226.0,9395.0,10266.0,167.0,3474.0,3.2,116.0,3781.0,2017
Rusk County,Texas,76.1162520522743,48,401,79.6,9076.0,15.8,4305.0,16.0,38.5,0.4456,13096.0,15.5,1263.0,354.0,49270.0,41958.0,53026.0,724.0,8559.0,5.7,513.0,17982.0,2017
Sabine County,Texas,74.9742417870594,48,403,86.0,794.0,20.0,458.0,25.8,52.1,0.47,2516.0,14.4,137.0,50.0,33561.0,9329.0,10429.0,165.0,422.0,7.1,121.0,3811.0,2017
San Augustine County,Texas,74.4184673053391,48,405,80.0,1746.0,24.4,665.0,25.3,48.9,0.5154,2138.0,12.1,166.0,61.0,32394.0,6240.0,8403.0,124.0,584.0,13.4,127.0,3202.0,2017
San Jacinto County,Texas,76.034411100317,48,407,82.9,3082.0,17.2,1602.0,22.4,44.2,0.4569,6588.0,10.1,443.0,224.0,43421.0,23701.0,27436.0,286.0,3433.0,6.5,158.0,9414.0,2017
San Patricio County,Texas,75.6080365429952,48,409,78.2,1111.0,15.2,7700.0,14.6,35.1,0.4397,17294.0,14.3,2102.0,455.0,53332.0,61748.0,66867.0,1206.0,38004.0,4.9,980.0,23246.0,2017
San Saba County,Texas,77.4913876092386,48,411,73.6,170.0,17.4,697.0,14.6,40.9,0.4796,1255.0,15.1,63.0,19.0,40301.0,5133.0,5851.0,87.0,1739.0,3.2,77.0,2135.0,2017
Schleicher County,Texas,76.7993902999335,48,413,74.3,9.0,10.2,255.0,8.6,35.2,0.4438,808.0,20.3,43.0,24.0,63432.0,1988.0,3122.0,34.0,1618.0,6.3,31.0,1102.0,2017
Scurry County,Texas,76.2220577752316,48,415,78.0,784.0,12.8,1511.0,15.4,35.6,0.4141,3910.0,16.6,352.0,110.0,54565.0,15251.0,17346.0,150.0,6891.0,4.6,168.0,5838.0,2017
Shackelford County,Texas,77.8766082812089,48,417,85.1,6.0,17.7,265.0,18.5,42.0,0.4534,847.0,27.4,92.0,40.0,46685.0,3239.0,3348.0,44.0,391.0,7.0,19.0,1257.0,2017
Shelby County,Texas,74.1441236931891,48,419,75.5,4904.0,23.1,2638.0,17.7,37.4,0.4854,6369.0,15.3,835.0,199.0,38121.0,20214.0,25689.0,493.0,4580.0,7.4,426.0,9218.0,2017
Sherman County,Texas,77.1251289571464,48,421,73.2,9.0,14.8,203.0,16.2,39.8,0.423,817.0,21.4,39.0,20.0,54961.0,2806.0,3067.0,42.0,1327.0,1.5,0.0,1063.0,2017
Smith County,Texas,77.6111115387791,48,423,84.9,39138.0,16.3,26526.0,13.6,36.6,0.4667,53391.0,25.2,5260.0,1004.0,50742.0,170917.0,222277.0,5842.0,42128.0,6.5,2492.0,77801.0,2017
Somervell County,Texas,77.4730537514136,48,425,85.1,51.0,21.5,843.0,12.2,40.6,0.4458,2446.0,20.0,311.0,35.0,52346.0,8024.0,8650.0,210.0,1648.0,2.8,38.0,3234.0,2017
Starr County,Texas,77.9365965078053,48,427,48.8,33.0,35.0,4184.0,17.9,28.8,0.5023,13314.0,9.7,2378.0,840.0,27133.0,60326.0,63420.0,836.0,62903.0,15.0,780.0,16320.0,2017
Stephens County,Texas,75.8515894105803,48,429,77.2,204.0,21.3,708.0,18.1,39.2,0.4422,2318.0,16.8,177.0,96.0,45862.0,8434.0,9365.0,71.0,2176.0,4.7,86.0,3361.0,2017
Sterling County,Texas,76.5090914645689,48,431,85.9,3.0,17.0,69.0,14.7,42.4,0.3704,334.0,21.4,23.0,3.0,50000.0,1043.0,1139.0,1.0,465.0,2.6,0.0,462.0,2017
Stonewall County,Texas,76.4551988429796,48,433,83.9,38.0,13.9,110.0,21.3,51.9,0.4741,276.0,12.5,6.0,0.0,46786.0,1022.0,1084.0,6.0,246.0,2.4,26.0,458.0,2017
Sutton County,Texas,78.0291001537282,48,435,77.0,22.0,6.5,500.0,10.2,40.2,0.4156,1153.0,19.8,142.0,51.0,60996.0,2699.0,3894.0,15.0,2314.0,5.9,15.0,1573.0,2017
Swisher County,Texas,76.500171691896,48,437,77.1,440.0,22.2,788.0,17.6,35.6,0.4758,1925.0,13.0,268.0,40.0,37883.0,6246.0,7541.0,182.0,3253.0,5.9,90.0,2602.0,2017
Tarrant County,Texas,78.7267789892224,48,439,85.4,315573.0,13.5,271069.0,10.4,34.2,0.46,481588.0,31.1,58271.0,6660.0,62532.0,1361361.0,1983675.0,56570.0,559025.0,5.4,24192.0,689921.0,2017
Taylor County,Texas,75.4618714418363,48,441,87.3,10397.0,16.1,20291.0,15.9,32.2,0.4572,32712.0,24.1,3845.0,789.0,49161.0,105329.0,135371.0,4107.0,32219.0,4.4,1868.0,49443.0,2017
Terry County,Texas,75.3713396416476,48,445,69.0,657.0,13.7,1248.0,16.5,34.6,0.4747,2987.0,12.8,395.0,81.0,42441.0,11413.0,12755.0,212.0,6858.0,9.4,157.0,4142.0,2017
Throckmorton County,Texas,76.7515010892425,48,447,82.0,2.0,17.1,192.0,20.9,48.2,0.5071,464.0,20.0,34.0,14.0,37279.0,1515.0,1541.0,29.0,244.0,5.2,12.0,712.0,2017
Titus County,Texas,76.3496647247617,48,449,74.0,2990.0,19.3,3512.0,15.0,34.0,0.4401,8310.0,15.8,800.0,85.0,46980.0,23559.0,32664.0,483.0,13749.0,6.1,399.0,10675.0,2017
Tom Green County,Texas,77.3767022197162,48,451,84.3,5051.0,12.9,15912.0,14.1,34.0,0.4688,27150.0,23.8,2241.0,631.0,49662.0,99364.0,116906.0,2915.0,45407.0,3.8,1973.0,43081.0,2017
Travis County,Texas,81.2325365155515,48,453,88.8,97298.0,13.9,213336.0,8.6,33.6,0.4858,254476.0,47.5,26645.0,4252.0,68350.0,881405.0,1176584.0,47652.0,398398.0,4.5,20300.0,447561.0,2017
Trinity County,Texas,73.9356893216644,48,455,83.5,1385.0,18.4,1318.0,27.4,48.5,0.4447,3947.0,11.7,297.0,211.0,37398.0,12516.0,14481.0,212.0,1347.0,10.2,142.0,5934.0,2017
Tyler County,Texas,75.1673680631216,48,457,84.6,2358.0,15.8,1149.0,25.3,43.0,0.4387,5224.0,12.1,343.0,298.0,44396.0,18054.0,21456.0,315.0,1564.0,9.5,99.0,7312.0,2017
Upshur County,Texas,74.9942247391989,48,459,83.5,3661.0,13.8,3238.0,17.9,40.7,0.4394,9904.0,16.9,608.0,249.0,48796.0,34337.0,40506.0,508.0,3263.0,8.3,331.0,14061.0,2017
Upton County,Texas,76.5208715352924,48,461,78.2,243.0,18.0,354.0,9.1,33.7,0.4557,865.0,11.1,94.0,32.0,52750.0,1829.0,3575.0,38.0,1778.0,1.1,52.0,1308.0,2017
Uvalde County,Texas,77.4522505409299,48,463,71.2,62.0,17.9,2340.0,14.0,33.8,0.4392,5860.0,15.1,572.0,322.0,40781.0,24032.0,27015.0,404.0,19158.0,5.9,233.0,8624.0,2017
Val Verde County,Texas,78.3327436624789,48,465,67.4,664.0,20.9,5597.0,15.2,31.7,0.4647,11541.0,18.1,977.0,348.0,44609.0,45317.0,48976.0,815.0,39855.0,6.6,916.0,15189.0,2017
Van Zandt County,Texas,75.9318639472979,48,467,83.8,1441.0,14.2,4428.0,17.6,43.3,0.448,13726.0,16.6,855.0,399.0,50061.0,50119.0,53607.0,682.0,5510.0,5.9,396.0,19354.0,2017
Victoria County,Texas,77.4743654447178,48,469,83.0,5695.0,14.8,11276.0,14.4,35.7,0.4536,22989.0,19.5,2565.0,470.0,55740.0,80025.0,91518.0,2057.0,42139.0,5.1,1156.0,32734.0,2017
Walker County,Texas,77.9293093289586,48,471,83.6,16219.0,24.3,10053.0,9.2,35.2,0.4746,12366.0,20.3,1271.0,189.0,41456.0,51746.0,70818.0,2913.0,12584.0,3.4,773.0,21294.0,2017
Waller County,Texas,78.4940620818385,48,473,78.3,12241.0,18.0,4614.0,12.6,28.8,0.4665,10755.0,19.2,1099.0,207.0,53506.0,31306.0,48443.0,1193.0,14230.0,7.8,388.0,14698.0,2017
Ward County,Texas,75.2468697830642,48,475,78.6,625.0,11.6,1187.0,11.7,33.6,0.4378,2671.0,13.5,212.0,122.0,63333.0,9681.0,11498.0,195.0,6001.0,6.1,165.0,3954.0,2017
Washington County,Texas,79.2069680185884,48,477,84.6,5911.0,13.2,2807.0,14.8,42.0,0.4607,8442.0,23.9,701.0,247.0,55793.0,27017.0,34667.0,516.0,5372.0,6.2,304.0,12205.0,2017
Webb County,Texas,79.2960928031664,48,479,66.7,1089.0,31.5,26778.0,11.7,28.4,0.4912,58364.0,17.4,9169.0,1775.0,40442.0,256620.0,269624.0,6546.0,257482.0,5.7,3072.0,72379.0,2017
Wharton County,Texas,77.0016183970866,48,481,78.9,5917.0,17.5,4955.0,14.7,37.3,0.49,10735.0,15.0,1262.0,239.0,50145.0,33717.0,41430.0,860.0,16682.0,5.3,758.0,15224.0,2017
Wheeler County,Texas,74.7213941210792,48,483,79.0,162.0,19.2,826.0,16.4,39.4,0.4141,1548.0,14.6,158.0,16.0,50910.0,4919.0,5599.0,107.0,1485.0,5.6,84.0,2287.0,2017
Wichita County,Texas,75.164145374763,48,485,86.2,13589.0,18.9,18769.0,16.3,34.2,0.4574,30787.0,22.4,4354.0,670.0,45776.0,103188.0,131778.0,4295.0,24423.0,4.8,2576.0,48528.0,2017
Wilbarger County,Texas,74.7351278375772,48,487,79.2,1092.0,16.5,1812.0,20.5,37.2,0.4163,3320.0,15.2,452.0,69.0,43913.0,10533.0,12972.0,170.0,3710.0,5.8,286.0,5155.0,2017
Willacy County,Texas,77.7771388446928,48,489,65.4,159.0,35.6,1272.0,17.0,33.4,0.5046,4689.0,9.0,674.0,167.0,29104.0,20950.0,21839.0,252.0,19208.0,14.5,167.0,5737.0,2017
Williamson County,Texas,81.4391049635912,48,491,93.0,31408.0,7.0,52841.0,9.3,35.8,0.4016,122968.0,40.2,10706.0,1262.0,79123.0,410592.0,508313.0,8828.0,122387.0,4.8,3005.0,170051.0,2017
Wilson County,Texas,78.6817476045966,48,493,84.8,659.0,10.2,2598.0,11.8,40.4,0.4136,12365.0,19.5,752.0,323.0,71942.0,44176.0,47205.0,249.0,18488.0,6.0,205.0,15755.0,2017
Winkler County,Texas,73.6633313615583,48,495,69.6,293.0,17.9,550.0,12.7,32.6,0.4529,1772.0,10.7,210.0,104.0,55000.0,6912.0,7777.0,118.0,4619.0,4.1,73.0,2524.0,2017
Wise County,Texas,76.3804476808227,48,497,85.0,756.0,13.0,5049.0,16.4,38.5,0.4291,16280.0,17.2,1325.0,320.0,59081.0,59315.0,63247.0,961.0,11859.0,6.0,403.0,21691.0,2017
Wood County,Texas,75.8588979425487,48,499,85.5,2435.0,13.3,3157.0,21.8,48.1,0.4611,11660.0,16.0,745.0,179.0,48038.0,38855.0,43315.0,684.0,4167.0,7.8,332.0,16122.0,2017
Yoakum County,Texas,77.0474519956082,48,501,70.2,57.0,12.3,598.0,10.6,31.7,0.4086,2037.0,15.1,204.0,55.0,62500.0,8135.0,8481.0,28.0,5516.0,7.5,97.0,2652.0,2017
Young County,Texas,74.5031499407449,48,503,82.6,271.0,16.5,1536.0,14.9,41.5,0.4493,5239.0,19.6,529.0,195.0,46351.0,17359.0,18166.0,250.0,3283.0,4.5,132.0,7066.0,2017
Zapata County,Texas,78.1186247581777,48,505,55.4,122.0,34.1,1235.0,17.2,29.4,0.5308,3400.0,11.4,573.0,120.0,34550.0,13681.0,14415.0,221.0,13560.0,12.4,210.0,4457.0,2017
Zavala County,Texas,76.3043611791556,48,507,60.3,61.0,36.2,1084.0,26.9,30.8,0.4821,2570.0,7.6,481.0,238.0,25988.0,11106.0,12152.0,353.0,11374.0,10.1,395.0,3536.0,2017
Beaver County,Utah,76.5879646459849,49,1,90.8,0.0,10.5,670.0,12.6,33.3,0.3796,1603.0,18.5,137.0,11.0,47878.0,6209.0,6414.0,65.0,700.0,4.7,38.0,2313.0,2017
Box Elder County,Utah,78.797321735465,49,3,93.5,278.0,10.2,4048.0,13.2,32.3,0.3738,13513.0,22.7,594.0,260.0,58835.0,48638.0,52182.0,533.0,4761.0,5.5,447.0,17035.0,2017
Cache County,Utah,81.3173216501736,49,5,93.3,955.0,15.2,13601.0,8.8,25.0,0.4309,27394.0,36.9,1690.0,303.0,53812.0,108338.0,120288.0,2901.0,12656.0,3.6,1091.0,36829.0,2017
Carbon County,Utah,75.4357258004577,49,7,89.7,136.0,16.2,2129.0,15.4,36.4,0.4241,5096.0,15.7,485.0,209.0,46994.0,19005.0,20512.0,377.0,2708.0,5.4,237.0,7841.0,2017
Daggett County,Utah,79.325537840435,49,9,95.1,1.0,4.0,11.0,9.8,47.3,0.342,139.0,9.3,0.0,3.0,85000.0,677.0,702.0,0.0,23.0,1.0,0.0,168.0,2017
Davis County,Utah,80.3216651536104,49,11,95.6,4372.0,6.2,22979.0,9.4,30.6,0.3827,82775.0,36.2,5094.0,1188.0,75961.0,300506.0,334977.0,3777.0,30912.0,3.3,1871.0,101422.0,2017
Duchesne County,Utah,76.4603013081415,49,13,87.4,40.0,12.7,1709.0,12.1,30.3,0.3871,5259.0,14.5,339.0,87.0,63000.0,18181.0,20259.0,302.0,1644.0,6.2,136.0,6650.0,2017
Emery County,Utah,76.6271926745768,49,15,93.3,13.0,12.9,716.0,16.1,35.0,0.3651,2764.0,15.0,141.0,65.0,51852.0,10145.0,10410.0,74.0,647.0,4.4,51.0,3564.0,2017
Garfield County,Utah,79.1835886896775,49,17,91.2,9.0,13.1,351.0,15.1,41.2,0.422,1293.0,21.1,53.0,22.0,51700.0,4722.0,5020.0,48.0,282.0,4.6,36.0,1756.0,2017
Grand County,Utah,78.2249572662966,49,19,91.1,23.0,12.7,1163.0,12.9,39.8,0.4226,2625.0,27.8,249.0,64.0,46658.0,9320.0,9544.0,319.0,955.0,6.4,12.0,3873.0,2017
Iron County,Utah,78.6139538270785,49,21,92.5,281.0,20.9,5552.0,10.7,29.1,0.4393,11246.0,28.7,820.0,317.0,45422.0,44154.0,48504.0,1167.0,4102.0,6.2,363.0,15575.0,2017
Juab County,Utah,77.6897146429349,49,23,92.4,24.0,12.8,630.0,10.7,30.7,0.3688,2645.0,16.8,262.0,63.0,57590.0,10040.0,10694.0,41.0,487.0,2.9,45.0,3287.0,2017
Kane County,Utah,78.3329574849493,49,25,93.8,21.0,11.1,478.0,15.9,42.2,0.4152,1495.0,27.0,26.0,55.0,50266.0,6757.0,7246.0,47.0,327.0,4.0,17.0,2514.0,2017
Millard County,Utah,79.5593949292801,49,27,89.6,45.0,11.6,907.0,11.7,35.5,0.3777,3377.0,21.4,184.0,80.0,59312.0,11182.0,12651.0,104.0,1643.0,2.9,88.0,4235.0,2017
Morgan County,Utah,81.1642467191155,49,29,97.2,39.0,2.4,500.0,8.2,32.4,0.3804,2903.0,40.0,59.0,4.0,86071.0,10748.0,11014.0,60.0,290.0,3.4,10.0,3236.0,2017
Piute County,Utah,77.9524224631585,49,31,84.1,3.0,12.9,61.0,25.4,40.6,0.3889,381.0,22.7,7.0,11.0,41750.0,1846.0,1860.0,6.0,67.0,1.9,4.0,516.0,2017
Rich County,Utah,81.2361986830784,49,33,98.1,2.0,18.0,140.0,16.3,34.3,0.4266,466.0,22.8,27.0,4.0,52917.0,2238.0,2307.0,13.0,206.0,1.8,0.0,601.0,2017
Salt Lake County,Utah,79.3239313134086,49,35,90.2,19098.0,10.4,121730.0,9.3,32.4,0.4357,255828.0,33.6,20106.0,4687.0,67922.0,887004.0,1106700.0,23947.0,198222.0,4.3,14227.0,363058.0,2017
San Juan County,Utah,77.9462233583188,49,37,83.7,36.0,28.4,784.0,16.3,31.6,0.4813,3036.0,17.3,329.0,175.0,42581.0,7319.0,15193.0,72.0,809.0,8.4,70.0,4019.0,2017
Sanpete County,Utah,78.9073661966125,49,39,89.1,274.0,16.9,2173.0,12.4,31.7,0.3884,6541.0,19.2,307.0,73.0,50928.0,25730.0,28892.0,335.0,2757.0,6.8,75.0,8366.0,2017
Sevier County,Utah,76.9791271010375,49,41,90.0,93.0,13.3,1668.0,13.4,34.9,0.4148,5493.0,16.8,386.0,119.0,50850.0,19885.0,20961.0,253.0,1039.0,4.8,72.0,7171.0,2017
Summit County,Utah,83.0386339973403,49,43,93.7,265.0,7.5,3882.0,5.4,38.8,0.4924,10917.0,53.5,650.0,108.0,94952.0,37725.0,39731.0,616.0,4522.0,2.3,134.0,14781.0,2017
Tooele County,Utah,77.9425021217234,49,45,91.9,321.0,6.9,4063.0,10.8,31.1,0.3522,15643.0,22.6,1188.0,257.0,66542.0,57039.0,63357.0,522.0,7622.0,6.5,513.0,19562.0,2017
Uintah County,Utah,76.5034611527936,49,47,85.9,189.0,11.6,2512.0,10.6,30.1,0.4292,7714.0,14.3,569.0,176.0,67012.0,32103.0,36343.0,509.0,2998.0,6.7,201.0,10616.0,2017
