County,State,mean_life_expectancy,State_FIPS,County_FIPS,Black Population,High School Degree or Higher (%),Poverty Rate,Disability Rate,Rent Denominator,Gini Index,Median Age,Bachelor's Degree or Higher (%),Total Families,Total Families (Single Mother),Median Household Income,No Vehicle (Owner),Hispanic Population,Rent Burden Count (+50%),Total Population,White Population,No Vehicle (Renter),Unemployment Rate,Total Occupied Households,Year
Comanche County,Texas,76.6920779383093,48,93,189.0,79.9,21.3,19.0,1091.0,0.459,44.4,17.0,3602.0,345.0,39054.0,68.0,3637.0,151.0,13506.0,12888.0,178.0,5.2,5079.0,2016
Concho County,Texas,77.6901878955627,48,95,29.0,61.4,10.6,8.5,208.0,0.4774,41.3,11.5,580.0,39.0,48516.0,17.0,2297.0,22.0,4142.0,3882.0,15.0,1.9,790.0,2016
Cooke County,Texas,76.8236379661105,48,97,1027.0,86.1,15.0,14.7,4484.0,0.4381,40.4,21.6,10554.0,905.0,56269.0,281.0,6580.0,808.0,38878.0,36011.0,517.0,6.5,14896.0,2016
Coryell County,Texas,77.1622382292358,48,99,10755.0,87.6,14.1,15.6,9911.0,0.4162,31.0,15.1,16794.0,1913.0,49275.0,435.0,13276.0,1349.0,75710.0,54254.0,529.0,9.2,22791.0,2016
Cottle County,Texas,75.7174505533677,48,101,235.0,72.2,25.0,20.1,225.0,0.451,48.0,16.2,436.0,38.0,33750.0,20.0,446.0,19.0,1560.0,1197.0,85.0,11.6,679.0,2016
Crane County,Texas,75.8091822028117,48,103,210.0,72.8,11.7,7.6,329.0,0.4428,33.1,12.9,1125.0,73.0,60133.0,13.0,2963.0,63.0,4823.0,2396.0,52.0,3.3,1543.0,2016
Crockett County,Texas,76.8573688360256,48,105,14.0,73.7,22.7,11.4,348.0,0.4596,40.5,11.0,1018.0,108.0,50646.0,20.0,2421.0,99.0,3836.0,1782.0,0.0,2.8,1431.0,2016
Crosby County,Texas,75.6505819918256,48,107,238.0,72.3,20.0,17.2,681.0,0.4471,38.7,12.1,1520.0,162.0,39026.0,43.0,3251.0,71.0,5987.0,5448.0,59.0,9.5,2110.0,2016
Culberson County,Texas,78.8277869117541,48,109,9.0,64.9,23.8,24.6,257.0,0.4723,40.5,7.7,526.0,64.0,33981.0,18.0,1764.0,63.0,2259.0,1767.0,28.0,4.6,762.0,2016
Dallam County,Texas,76.7696934186522,48,111,96.0,72.7,16.2,13.9,998.0,0.4081,31.0,11.8,1605.0,205.0,43897.0,7.0,3007.0,152.0,7052.0,6401.0,41.0,4.8,2360.0,2016
Dallas County,Texas,78.4679404044602,48,113,563370.0,78.0,18.6,9.6,442258.0,0.5034,33.2,29.7,584003.0,84860.0,51411.0,9386.0,987849.0,95761.0,2513054.0,1526798.0,54989.0,6.7,894542.0,2016
Dawson County,Texas,75.6235287953347,48,115,780.0,74.1,16.3,16.3,1234.0,0.4888,33.1,12.6,2911.0,287.0,42354.0,139.0,7401.0,53.0,13317.0,10332.0,158.0,7.4,4329.0,2016
Deaf Smith County,Texas,76.9774628837405,48,117,236.0,71.8,17.2,9.9,2063.0,0.3976,31.4,14.2,4510.0,507.0,47219.0,80.0,13458.0,324.0,19039.0,16540.0,299.0,4.9,6081.0,2016
Delta County,Texas,75.0740400277414,48,119,455.0,86.3,21.5,17.8,521.0,0.4371,43.8,18.6,1434.0,123.0,40529.0,84.0,351.0,126.0,5226.0,4444.0,104.0,9.4,1971.0,2016
Denton County,Texas,81.1727591591839,48,121,68449.0,92.0,8.7,8.0,95401.0,0.4362,34.5,42.2,188988.0,18558.0,76678.0,1960.0,142619.0,19478.0,754650.0,578108.0,5825.0,5.1,265790.0,2016
DeWitt County,Texas,76.2679986158449,48,123,2060.0,79.9,16.2,17.1,1725.0,0.5242,42.0,14.6,5015.0,598.0,50582.0,165.0,7017.0,313.0,20660.0,14335.0,224.0,6.7,7105.0,2016
Dickens County,Texas,76.7917921035615,48,125,95.0,78.5,19.0,24.0,238.0,0.4834,42.8,14.3,574.0,66.0,42118.0,19.0,625.0,4.0,2237.0,2008.0,6.0,11.8,869.0,2016
Dimmit County,Texas,77.5549998198403,48,127,33.0,66.6,23.3,24.1,934.0,0.5301,34.0,10.5,2118.0,306.0,32204.0,143.0,9340.0,86.0,10842.0,10111.0,81.0,12.8,3457.0,2016
Donley County,Texas,75.6339479410187,48,129,142.0,87.3,15.0,18.0,319.0,0.4379,40.9,16.5,811.0,85.0,40560.0,16.0,363.0,48.0,3506.0,3228.0,6.0,4.9,1287.0,2016
Duval County,Texas,74.9719528099885,48,131,148.0,67.1,24.5,27.1,1254.0,0.5176,37.3,8.9,2755.0,382.0,33115.0,185.0,10256.0,111.0,11510.0,9791.0,253.0,11.5,3892.0,2016
Eastland County,Texas,74.7937728570909,48,133,387.0,82.8,17.6,20.7,1805.0,0.5508,42.5,14.6,3875.0,167.0,34434.0,112.0,2852.0,165.0,18252.0,17040.0,236.0,5.0,6752.0,2016
Ector County,Texas,74.6616346902196,48,135,6561.0,75.1,12.4,12.9,17160.0,0.4553,30.4,15.2,35527.0,4302.0,58335.0,788.0,88372.0,2886.0,153177.0,130130.0,1676.0,6.4,50950.0,2016
Edwards County,Texas,78.391819669656,48,137,2.0,75.1,7.7,22.1,82.0,0.4325,49.2,24.0,460.0,14.0,39457.0,38.0,1100.0,0.0,2028.0,1992.0,6.0,3.9,718.0,2016
Ellis County,Texas,77.9962710263807,48,139,15097.0,84.6,11.0,11.9,14956.0,0.4118,35.9,21.9,42074.0,3956.0,64382.0,604.0,40134.0,2950.0,160225.0,130401.0,1020.0,5.5,53803.0,2016
El Paso County,Texas,79.4671457635366,48,141,29082.0,76.5,22.5,13.9,101035.0,0.4611,31.6,21.7,195728.0,27151.0,42075.0,5437.0,681709.0,19451.0,833592.0,690665.0,14101.0,7.9,261415.0,2016
Erath County,Texas,78.2777509237598,48,143,651.0,83.9,24.5,10.3,5546.0,0.5088,30.2,28.2,8786.0,794.0,42492.0,174.0,8217.0,1768.0,40641.0,37319.0,498.0,4.1,14197.0,2016
Falls County,Texas,76.4157545719343,48,145,4209.0,75.7,24.3,20.3,1514.0,0.4449,39.3,11.9,3622.0,358.0,38547.0,177.0,3887.0,242.0,17265.0,12396.0,245.0,6.2,5447.0,2016
Fannin County,Texas,75.0743579551973,48,147,2283.0,83.0,16.5,16.5,3002.0,0.4318,41.7,15.6,8557.0,644.0,45471.0,179.0,3516.0,577.0,33757.0,29734.0,291.0,6.4,12022.0,2016
Fayette County,Texas,78.7396305451711,48,149,1600.0,81.7,10.8,14.0,2142.0,0.4839,47.7,17.1,6624.0,329.0,51290.0,194.0,4953.0,328.0,24909.0,22469.0,221.0,1.7,9553.0,2016
Fisher County,Texas,77.6344819739773,48,151,138.0,82.8,19.8,16.1,449.0,0.4835,43.4,18.4,1039.0,49.0,41531.0,25.0,1203.0,20.0,3847.0,3453.0,70.0,6.8,1650.0,2016
Floyd County,Texas,77.1459075116282,48,153,170.0,73.2,22.0,13.9,726.0,0.4629,37.0,16.4,1817.0,189.0,43070.0,39.0,3479.0,124.0,6088.0,5631.0,109.0,7.6,2444.0,2016
Foard County,Texas,76.4637952306371,48,155,26.0,80.8,6.9,24.1,113.0,0.3664,49.5,16.0,331.0,23.0,48068.0,10.0,216.0,0.0,1320.0,1171.0,6.0,9.3,526.0,2016
Fort Bend County,Texas,82.064959203127,48,157,141901.0,89.2,8.2,7.9,47089.0,0.4308,35.7,44.6,175964.0,14411.0,91152.0,2364.0,164065.0,9083.0,683756.0,356027.0,3345.0,5.4,214126.0,2016
Franklin County,Texas,77.4627381443676,48,159,457.0,85.5,16.8,21.8,1115.0,0.501,43.3,19.0,2828.0,315.0,42652.0,29.0,1445.0,187.0,10571.0,9458.0,104.0,6.5,4114.0,2016
Freestone County,Texas,76.3121883229639,48,161,3118.0,81.1,16.6,17.4,1769.0,0.4591,41.4,11.5,5279.0,482.0,45134.0,137.0,2822.0,218.0,19585.0,15765.0,249.0,5.5,7339.0,2016
Frio County,Texas,76.9289528740909,48,163,690.0,62.8,21.3,17.8,1436.0,0.5274,31.6,7.3,3508.0,497.0,37163.0,209.0,14528.0,169.0,18542.0,13342.0,136.0,6.9,4660.0,2016
Gaines County,Texas,77.1813716651243,48,165,455.0,60.4,10.7,12.1,1367.0,0.4478,28.4,10.5,4352.0,170.0,58788.0,92.0,7742.0,99.0,19485.0,17861.0,164.0,4.5,5630.0,2016
Galveston County,Texas,77.3964752860558,48,167,41083.0,87.6,13.6,13.3,39138.0,0.4691,37.5,28.9,79854.0,8082.0,63064.0,1821.0,74081.0,8306.0,314485.0,245054.0,5147.0,7.2,115685.0,2016
Garza County,Texas,76.3023545902735,48,169,237.0,57.0,13.4,13.3,530.0,0.4627,37.9,8.8,1388.0,201.0,52708.0,28.0,3652.0,64.0,6614.0,5633.0,62.0,2.9,1625.0,2016
Gillespie County,Texas,80.5694247548803,48,171,54.0,89.3,10.8,14.9,2410.0,0.4514,50.1,34.1,7230.0,459.0,55850.0,150.0,5613.0,536.0,25732.0,24205.0,220.0,5.9,10498.0,2016
Glasscock County,Texas,80.6949006573329,48,173,0.0,75.2,5.3,5.1,144.0,0.4733,37.4,25.2,356.0,0.0,62159.0,2.0,467.0,7.0,1253.0,1111.0,0.0,2.7,438.0,2016
Goliad County,Texas,78.6566795869844,48,175,412.0,88.8,16.9,20.2,503.0,0.4948,45.7,16.0,2151.0,204.0,54375.0,43.0,2634.0,76.0,7463.0,5421.0,119.0,9.8,2798.0,2016
Gonzales County,Texas,76.4093325965584,48,177,1268.0,72.5,17.2,19.5,2122.0,0.4834,37.3,13.7,4706.0,671.0,46630.0,160.0,10108.0,318.0,20370.0,11556.0,379.0,6.5,6611.0,2016
Gray County,Texas,74.3060364630032,48,179,1066.0,80.3,15.7,15.7,2227.0,0.4288,36.8,13.6,5438.0,483.0,45264.0,186.0,6300.0,449.0,23028.0,19510.0,232.0,5.3,8201.0,2016
Grayson County,Texas,75.8906363807353,48,181,7235.0,87.6,15.6,16.5,15376.0,0.4457,40.2,20.2,32311.0,3480.0,50212.0,781.0,15356.0,2946.0,124231.0,107803.0,2021.0,7.5,47161.0,2016
Gregg County,Texas,75.036871666914,48,183,24837.0,83.7,18.2,14.8,18513.0,0.46,35.2,20.7,30370.0,4404.0,47140.0,724.0,22025.0,4797.0,123283.0,91711.0,2231.0,5.8,45446.0,2016
Grimes County,Texas,76.5115310500355,48,185,4366.0,77.8,20.3,13.5,2054.0,0.4655,40.4,13.2,6213.0,790.0,47839.0,294.0,6250.0,232.0,27140.0,20435.0,218.0,5.9,9000.0,2016
Guadalupe County,Texas,79.4506273402854,48,187,10521.0,88.2,10.5,12.3,12294.0,0.4073,36.7,26.5,37628.0,3558.0,64599.0,717.0,54412.0,1948.0,147313.0,110958.0,1003.0,5.2,49930.0,2016
Hale County,Texas,76.5128986688734,48,189,1551.0,75.4,20.7,10.8,4398.0,0.4219,32.7,15.8,8187.0,1064.0,44995.0,104.0,20428.0,659.0,35007.0,29772.0,470.0,6.5,11335.0,2016
Hall County,Texas,75.2618857261074,48,191,221.0,72.1,28.7,20.7,471.0,0.517,44.2,12.5,852.0,113.0,27244.0,26.0,1075.0,60.0,3162.0,2592.0,108.0,9.1,1235.0,2016
Hamilton County,Texas,75.9370132082977,48,193,59.0,82.2,14.8,24.3,862.0,0.4978,48.3,21.5,2265.0,166.0,45105.0,49.0,947.0,120.0,8232.0,7921.0,109.0,4.9,3231.0,2016
Hansford County,Texas,76.0628882702337,48,195,13.0,74.0,20.0,12.2,542.0,0.4599,35.7,20.8,1460.0,89.0,41335.0,20.0,2534.0,63.0,5552.0,5100.0,18.0,2.5,1979.0,2016
Hardeman County,Texas,76.8397297532331,48,197,327.0,75.6,15.5,22.7,436.0,0.4526,43.3,13.5,927.0,79.0,35156.0,44.0,911.0,24.0,3952.0,3322.0,84.0,5.7,1590.0,2016
Hardin County,Texas,75.686689283259,48,199,3091.0,86.9,11.8,14.8,4186.0,0.4659,39.1,16.1,14835.0,915.0,54352.0,279.0,2879.0,852.0,55624.0,51251.0,322.0,4.8,20408.0,2016
Harris County,Texas,79.042857979916,48,201,839349.0,80.2,17.4,9.3,698347.0,0.4982,32.9,30.1,1045868.0,138388.0,55584.0,16639.0,1855604.0,157909.0,4434257.0,2804918.0,81714.0,7.0,1536259.0,2016
Harrison County,Texas,75.8210429462224,48,203,14184.0,82.8,17.7,12.3,6313.0,0.4702,37.7,17.7,16989.0,1578.0,46230.0,595.0,8193.0,1010.0,66431.0,48547.0,590.0,8.3,23473.0,2016
Hartley County,Texas,79.9043636720723,48,205,496.0,82.1,7.3,12.0,694.0,0.3806,39.5,20.1,1317.0,65.0,64614.0,0.0,1515.0,60.0,5966.0,5044.0,33.0,1.6,1812.0,2016
Haskell County,Texas,75.6857583866336,48,207,179.0,68.5,20.6,28.8,537.0,0.446,42.7,13.5,1423.0,143.0,41067.0,73.0,1543.0,59.0,5812.0,5256.0,99.0,9.6,2193.0,2016
Hays County,Texas,80.2596975331408,48,209,6823.0,88.9,16.2,9.5,23810.0,0.4596,31.1,36.3,41793.0,3597.0,60495.0,604.0,68832.0,7523.0,185686.0,162209.0,1373.0,6.1,64324.0,2016
Hemphill County,Texas,77.3039349323939,48,211,49.0,78.7,11.8,8.3,434.0,0.4131,33.4,23.2,1111.0,128.0,67773.0,8.0,1446.0,74.0,4151.0,3687.0,52.0,4.5,1374.0,2016
Henderson County,Texas,74.9760174013995,48,213,5381.0,82.9,18.8,17.2,7498.0,0.4688,43.7,17.5,20977.0,1616.0,43434.0,573.0,9312.0,1480.0,79213.0,70843.0,714.0,6.9,29785.0,2016
Hidalgo County,Texas,80.8716321318647,48,215,4890.0,63.3,32.8,13.4,73233.0,0.4915,28.8,17.4,185716.0,28364.0,36094.0,6184.0,757725.0,18374.0,828334.0,744392.0,9016.0,9.0,227477.0,2016
Hill County,Texas,76.1642185127297,48,217,2451.0,80.3,19.1,18.1,3452.0,0.4441,42.5,16.0,9061.0,806.0,43441.0,190.0,6835.0,584.0,34901.0,31058.0,385.0,8.9,12806.0,2016
Hockley County,Texas,75.7971142207831,48,219,883.0,78.2,15.7,14.3,2638.0,0.4374,33.0,14.7,5880.0,535.0,50331.0,81.0,10843.0,273.0,23377.0,20497.0,299.0,7.2,8103.0,2016
Hood County,Texas,77.8338116750353,48,221,385.0,88.2,12.1,14.2,4934.0,0.4546,46.8,25.8,14116.0,799.0,58315.0,266.0,6308.0,1044.0,54217.0,51552.0,387.0,3.2,21040.0,2016
Hopkins County,Texas,76.0828457963505,48,223,2434.0,82.4,19.5,17.5,3809.0,0.4538,39.2,17.1,9791.0,1004.0,45748.0,170.0,5732.0,846.0,35844.0,30171.0,451.0,6.0,13259.0,2016
Houston County,Texas,75.9774589606229,48,225,5701.0,82.4,24.4,17.8,2433.0,0.4653,44.5,14.5,5256.0,588.0,32434.0,229.0,2408.0,697.0,22802.0,15627.0,366.0,4.9,8221.0,2016
Howard County,Texas,74.397794084253,48,227,2059.0,79.4,14.9,16.1,3769.0,0.466,36.9,12.6,7314.0,820.0,50977.0,200.0,14757.0,588.0,36423.0,30134.0,611.0,6.6,11229.0,2016
Hudspeth County,Texas,81.2689783010742,48,229,44.0,52.2,37.9,26.2,177.0,0.5027,40.1,7.5,706.0,49.0,26635.0,21.0,2729.0,22.0,3481.0,2741.0,16.0,5.6,940.0,2016
Hunt County,Texas,75.846765771955,48,231,7373.0,82.7,18.9,16.8,9596.0,0.4468,38.1,17.3,21508.0,2037.0,45643.0,521.0,13218.0,2644.0,89068.0,69967.0,1477.0,9.7,31154.0,2016
Hutchinson County,Texas,74.6599684293846,48,233,494.0,84.9,16.5,17.8,1849.0,0.4499,36.5,15.3,5320.0,639.0,50114.0,171.0,4830.0,299.0,21782.0,19371.0,342.0,4.9,7910.0,2016
Irion County,Texas,79.6946796354727,48,235,0.0,91.7,11.7,10.4,149.0,0.4323,42.5,15.7,486.0,30.0,64100.0,16.0,379.0,15.0,1631.0,1430.0,5.0,3.3,632.0,2016
Jack County,Texas,75.751177808941,48,237,397.0,78.9,17.2,20.2,618.0,0.4857,40.0,10.8,2254.0,189.0,50390.0,21.0,1408.0,55.0,8866.0,8223.0,105.0,4.7,3066.0,2016
Jackson County,Texas,76.9425217191459,48,239,1074.0,84.1,13.0,17.7,1440.0,0.4255,38.5,17.3,3622.0,228.0,56601.0,138.0,4640.0,288.0,14678.0,12787.0,134.0,5.1,5164.0,2016
Jasper County,Texas,75.0013984560596,48,241,5908.0,86.8,16.3,21.4,2907.0,0.4384,40.4,10.6,8108.0,631.0,44552.0,262.0,2322.0,383.0,35640.0,28058.0,371.0,10.4,11910.0,2016
Jeff Davis County,Texas,83.5167926973439,48,243,12.0,80.6,8.0,19.6,245.0,0.4123,51.9,38.4,585.0,6.0,50174.0,0.0,797.0,9.0,2221.0,2144.0,0.0,4.8,1013.0,2016
Jefferson County,Texas,75.7702632577749,48,245,85677.0,83.3,20.0,13.7,35395.0,0.4906,36.0,18.8,59114.0,8861.0,44965.0,1972.0,47963.0,8048.0,252993.0,147838.0,6105.0,7.3,94097.0,2016
Jim Hogg County,Texas,76.2654393513098,48,247,2.0,74.9,20.9,23.7,377.0,0.4697,36.0,11.1,1195.0,171.0,34769.0,74.0,4701.0,86.0,5218.0,5091.0,79.0,18.4,1592.0,2016
Jim Wells County,Texas,74.9815252705474,48,249,268.0,73.4,20.7,16.5,4089.0,0.4949,34.2,10.7,10124.0,1173.0,43321.0,444.0,33159.0,838.0,41486.0,39442.0,680.0,6.3,13557.0,2016
Johnson County,Texas,76.7448569151439,48,251,4014.0,83.8,12.1,11.4,14190.0,0.4125,36.8,17.7,41482.0,3411.0,59095.0,657.0,31135.0,2532.0,157544.0,144430.0,1067.0,6.3,53880.0,2016
Jones County,Texas,76.4658553157764,48,253,2930.0,77.3,16.7,20.7,1419.0,0.4626,39.0,11.0,3862.0,409.0,47007.0,154.0,5354.0,234.0,19944.0,13968.0,165.0,3.7,5580.0,2016
Karnes County,Texas,76.554435728968,48,255,1370.0,76.5,24.0,18.6,1091.0,0.5541,35.8,12.3,2865.0,431.0,46058.0,139.0,7818.0,160.0,14984.0,9298.0,108.0,4.0,4288.0,2016
Kaufman County,Texas,76.2655444315523,48,257,11254.0,84.5,13.7,12.4,8464.0,0.412,35.8,19.4,27517.0,2580.0,60179.0,498.0,21428.0,1821.0,111830.0,92578.0,836.0,7.0,35739.0,2016
Kendall County,Texas,80.4246160875522,48,259,324.0,93.0,6.1,15.4,3655.0,0.4456,43.4,39.3,10144.0,847.0,76350.0,150.0,8732.0,690.0,39010.0,36296.0,245.0,4.7,13390.0,2016
Kerr County,Texas,77.75662774005,48,265,770.0,86.6,16.7,19.4,6317.0,0.4625,48.0,26.2,13323.0,1451.0,44261.0,456.0,12966.0,1145.0,50505.0,46452.0,524.0,8.2,20476.0,2016
Kimble County,Texas,77.9043518975393,48,267,1.0,83.1,19.0,19.9,544.0,0.5001,54.5,17.0,1375.0,119.0,41263.0,41.0,1007.0,89.0,4453.0,4146.0,49.0,6.0,2119.0,2016
Kinney County,Texas,78.9729363568118,48,271,3.0,67.2,20.5,12.6,228.0,0.4398,43.5,13.2,699.0,21.0,34398.0,30.0,2237.0,37.0,3578.0,3499.0,24.0,14.4,1139.0,2016
Kleberg County,Texas,76.0824735335586,48,273,1240.0,77.4,23.8,15.2,4886.0,0.459,28.0,25.3,6826.0,993.0,41469.0,285.0,22935.0,1021.0,31877.0,27520.0,713.0,10.5,10777.0,2016
Knox County,Texas,75.619275206347,48,275,271.0,80.1,14.7,19.8,347.0,0.4079,41.0,18.3,939.0,116.0,42188.0,8.0,1235.0,28.0,3807.0,3302.0,49.0,5.4,1374.0,2016
Lamar County,Texas,74.6121217884024,48,277,6094.0,84.5,19.9,18.3,6769.0,0.475,40.6,16.7,13344.0,1828.0,40283.0,291.0,3589.0,1592.0,49626.0,40272.0,1181.0,7.0,19077.0,2016
Lamb County,Texas,75.5436416846698,48,279,677.0,74.2,20.8,14.4,1433.0,0.4519,36.3,17.4,3289.0,359.0,41401.0,105.0,7318.0,137.0,13561.0,11906.0,188.0,4.7,4817.0,2016
Lampasas County,Texas,77.2142174503662,48,281,727.0,88.6,13.7,17.5,2093.0,0.4145,41.1,20.5,5607.0,408.0,50358.0,76.0,3808.0,439.0,20357.0,17860.0,313.0,8.2,7583.0,2016
La Salle County,Texas,77.4531603338127,48,283,94.0,63.7,13.2,21.4,647.0,0.604,33.1,14.6,1356.0,151.0,40094.0,134.0,6123.0,80.0,7319.0,5798.0,89.0,8.4,2101.0,2016
Lavaca County,Texas,78.3768617124011,48,285,1331.0,83.0,10.4,17.9,1821.0,0.468,44.3,16.2,5582.0,473.0,47753.0,168.0,3484.0,133.0,19654.0,15354.0,214.0,3.5,7741.0,2016
Lee County,Texas,77.8828442148967,48,287,1934.0,82.3,14.8,15.7,1468.0,0.4582,41.0,17.0,4363.0,338.0,54346.0,93.0,3873.0,244.0,16754.0,13420.0,127.0,6.0,6014.0,2016
Leon County,Texas,76.2163050114445,48,289,1263.0,84.5,16.0,14.3,1254.0,0.4752,44.8,16.7,4419.0,375.0,47441.0,136.0,2365.0,203.0,16923.0,15113.0,83.0,7.6,6279.0,2016
Liberty County,Texas,73.9213071001902,48,291,8134.0,76.2,17.3,17.8,6418.0,0.4435,36.2,10.0,18689.0,1702.0,49655.0,665.0,16282.0,1131.0,78598.0,64099.0,755.0,9.2,25611.0,2016
Limestone County,Texas,75.1115410054661,48,293,4184.0,78.9,22.2,17.8,2134.0,0.4659,39.1,14.9,5450.0,591.0,37431.0,279.0,4881.0,385.0,23469.0,18265.0,250.0,9.4,8046.0,2016
Lipscomb County,Texas,77.4656387169594,48,295,17.0,80.1,10.4,12.3,307.0,0.4335,34.8,17.7,879.0,36.0,60163.0,9.0,1023.0,7.0,3507.0,3004.0,11.0,5.8,1235.0,2016
Live Oak County,Texas,78.6482446705849,48,297,356.0,79.2,15.9,17.0,764.0,0.4364,42.2,11.1,2478.0,168.0,50741.0,35.0,4542.0,143.0,11976.0,10605.0,84.0,3.4,3670.0,2016
Llano County,Texas,78.3534118661913,48,299,255.0,86.5,13.8,24.5,2095.0,0.517,56.4,26.6,5754.0,283.0,48562.0,89.0,1876.0,414.0,19624.0,18587.0,316.0,7.7,8796.0,2016
Lubbock County,Texas,76.3172119429226,48,303,21288.0,85.1,19.5,14.6,47667.0,0.478,30.6,28.0,68162.0,9019.0,46859.0,1317.0,99863.0,12709.0,294682.0,235352.0,4853.0,5.4,109024.0,2016
Lynn County,Texas,76.6310984800432,48,305,127.0,77.9,19.8,19.0,625.0,0.4787,37.2,17.2,1568.0,214.0,40722.0,18.0,2711.0,89.0,5723.0,4749.0,77.0,11.1,2157.0,2016
McCulloch County,Texas,76.1044980085071,48,307,197.0,77.5,18.4,18.2,792.0,0.45,43.9,16.1,2206.0,227.0,40784.0,123.0,2551.0,205.0,8242.0,6800.0,69.0,4.2,3101.0,2016
McLennan County,Texas,77.4487914290315,48,309,35059.0,83.8,19.9,12.8,36475.0,0.4747,33.0,22.2,57827.0,7987.0,44246.0,1379.0,61161.0,9326.0,243394.0,187257.0,4487.0,5.6,87185.0,2016
Madison County,Texas,76.5474862671346,48,313,2564.0,77.6,16.5,15.7,1316.0,0.4361,35.5,12.3,2731.0,264.0,43209.0,141.0,3071.0,223.0,13843.0,10095.0,160.0,3.9,4121.0,2016
Marion County,Texas,73.7111145129031,48,315,2422.0,80.3,21.6,23.2,944.0,0.4849,49.2,12.7,2708.0,169.0,35424.0,156.0,390.0,220.0,10191.0,7567.0,91.0,9.0,4387.0,2016
Martin County,Texas,76.0748963876094,48,317,38.0,77.3,10.6,11.4,405.0,0.4849,32.0,19.3,1225.0,69.0,63992.0,35.0,2514.0,34.0,5451.0,4520.0,0.0,3.4,1629.0,2016
Mason County,Texas,78.9853865587176,48,319,1.0,89.1,14.9,15.7,402.0,0.472,49.9,23.7,1101.0,91.0,38496.0,27.0,1013.0,76.0,4064.0,3645.0,39.0,4.4,1688.0,2016
Matagorda County,Texas,76.040680049223,48,321,3909.0,77.7,21.7,14.4,4499.0,0.4801,37.1,15.2,9138.0,1179.0,41253.0,242.0,14927.0,798.0,36719.0,28199.0,477.0,6.0,13666.0,2016
Maverick County,Texas,78.1065855468572,48,323,112.0,58.7,24.7,16.5,5076.0,0.4656,29.7,11.7,13256.0,1874.0,37155.0,489.0,54242.0,806.0,56830.0,52764.0,724.0,12.4,16221.0,2016
Medina County,Texas,78.2961748418577,48,325,1083.0,82.5,14.0,15.1,2889.0,0.4435,38.6,19.4,11360.0,862.0,58333.0,455.0,24367.0,444.0,47920.0,43402.0,304.0,6.0,15104.0,2016
Menard County,Texas,77.6406350091026,48,327,28.0,78.9,13.4,24.9,337.0,0.4823,41.8,15.1,614.0,93.0,37917.0,10.0,852.0,36.0,2163.0,1772.0,58.0,8.4,936.0,2016
Midland County,Texas,78.2487704019029,48,329,9717.0,83.4,7.9,10.2,18082.0,0.4773,31.9,26.2,37822.0,4261.0,71424.0,845.0,65856.0,2983.0,155817.0,128996.0,1150.0,3.6,53960.0,2016
Milam County,Texas,76.2283864160386,48,331,2078.0,80.3,15.5,21.3,3140.0,0.4649,41.8,15.7,6036.0,610.0,39213.0,195.0,6158.0,406.0,24372.0,20167.0,530.0,9.6,9423.0,2016
Mills County,Texas,77.3067207394247,48,333,15.0,83.1,14.5,19.1,300.0,0.4665,46.1,22.8,1293.0,119.0,44375.0,30.0,832.0,53.0,4871.0,4808.0,75.0,3.9,1875.0,2016
Mitchell County,Texas,74.8265828273371,48,335,970.0,74.8,10.2,16.3,652.0,0.4001,35.5,11.1,1873.0,133.0,51555.0,29.0,3528.0,61.0,8995.0,7123.0,106.0,6.0,2660.0,2016
Montague County,Texas,74.3337528863684,48,337,19.0,82.1,16.1,19.1,2298.0,0.4481,43.9,14.8,5471.0,383.0,46383.0,38.0,2021.0,448.0,19384.0,18537.0,257.0,6.0,8083.0,2016
Montgomery County,Texas,79.0644454102598,48,339,22986.0,86.8,11.0,10.5,50822.0,0.4752,36.6,33.0,133422.0,11365.0,70805.0,2295.0,116429.0,8957.0,518849.0,448305.0,4165.0,5.4,179587.0,2016
Moore County,Texas,77.5387554356615,48,341,829.0,63.9,17.8,13.3,2290.0,0.3943,31.1,13.5,5357.0,457.0,50552.0,138.0,11827.0,322.0,22186.0,16984.0,230.0,3.9,6772.0,2016
Morris County,Texas,73.8181089389341,48,343,3060.0,86.9,18.6,20.4,1313.0,0.4582,42.9,16.5,3621.0,349.0,37902.0,217.0,1108.0,258.0,12653.0,8782.0,160.0,12.9,5015.0,2016
Motley County,Texas,76.6975747907917,48,345,3.0,88.4,15.5,20.3,146.0,0.4369,48.9,17.4,276.0,21.0,35433.0,13.0,114.0,8.0,1022.0,978.0,10.0,10.0,475.0,2016
Nacogdoches County,Texas,76.2413118040805,48,347,11851.0,81.2,24.4,15.1,10406.0,0.5042,30.4,25.2,15125.0,1779.0,38915.0,412.0,12238.0,2722.0,65556.0,49786.0,1461.0,8.8,23942.0,2016
Navarro County,Texas,75.5388378221066,48,349,6569.0,76.8,19.9,18.9,5634.0,0.45,38.1,15.7,12931.0,1705.0,43388.0,359.0,12347.0,1070.0,48177.0,36813.0,965.0,10.4,17409.0,2016
Newton County,Texas,74.8728290162423,48,351,2990.0,86.7,16.2,25.8,1037.0,0.4341,40.7,7.5,2847.0,241.0,36829.0,56.0,479.0,64.0,14138.0,10870.0,86.0,14.2,4629.0,2016
Nolan County,Texas,74.6770418519411,48,353,829.0,80.1,17.6,17.9,1793.0,0.4793,38.0,12.7,3790.0,540.0,38411.0,147.0,5379.0,248.0,15017.0,13207.0,301.0,6.3,5625.0,2016
