County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income
Bracken County,Kentucky,73.718323270875,21,023,22433.0
Breathitt County,Kentucky,69.2609605128975,21,025,16875.0
Breckinridge County,Kentucky,75.2389272164982,21,027,20735.0
Bullitt County,Kentucky,77.8882711549783,21,029,26643.0
Butler County,Kentucky,74.7184072222347,21,031,21787.0
Caldwell County,Kentucky,74.8268742312763,21,033,25272.0
Calloway County,Kentucky,76.862716555691,21,035,21757.0
Campbell County,Kentucky,77.1498339900952,21,037,31065.0
Carlisle County,Kentucky,74.9087814583075,21,039,24015.0
Carroll County,Kentucky,72.0148573351565,21,041,22296.0
Carter County,Kentucky,73.6288371443813,21,043,18477.0
Casey County,Kentucky,74.4333092348352,21,045,18319.0
Christian County,Kentucky,74.9424189914068,21,047,21393.0
Clark County,Kentucky,74.5092629454742,21,049,26219.0
Clay County,Kentucky,70.563081908271,21,051,15388.0
Clinton County,Kentucky,73.3985556532123,21,053,19325.0
Crittenden County,Kentucky,74.2015185440368,21,055,22765.0
Cumberland County,Kentucky,73.381908142814,21,057,18669.0
Daviess County,Kentucky,76.6570136775688,21,059,26501.0
Edmonson County,Kentucky,76.0844186435652,21,061,21851.0
Elliott County,Kentucky,75.2441125185792,21,063,13436.0
Estill County,Kentucky,71.7780145171002,21,065,17728.0
Fayette County,Kentucky,78.2035829700602,21,067,31653.0
Fleming County,Kentucky,73.3210173729638,21,069,23351.0
Floyd County,Kentucky,70.4392039445397,21,071,18366.0
Franklin County,Kentucky,75.9049645319759,21,073,28001.0
Fulton County,Kentucky,72.0140308328663,21,075,18111.0
Gallatin County,Kentucky,72.2162006881891,21,077,22508.0
Garrard County,Kentucky,76.9282776445789,21,079,24874.0
Grant County,Kentucky,73.9418367348515,21,081,20892.0
Graves County,Kentucky,75.0222143863131,21,083,22112.0
Grayson County,Kentucky,73.4013115187795,21,085,19520.0
Green County,Kentucky,75.4644041062953,21,087,23448.0
Greenup County,Kentucky,74.4307057552755,21,089,25378.0
Hancock County,Kentucky,75.9145445895689,21,091,22438.0
Hardin County,Kentucky,76.7576725790934,21,093,26436.0
Harlan County,Kentucky,69.8040928214318,21,095,15457.0
Harrison County,Kentucky,74.01784084432,21,097,22497.0
Hart County,Kentucky,74.5273724620217,21,099,19715.0
Henderson County,Kentucky,75.5696844373218,21,101,23958.0
Henry County,Kentucky,74.4806506833053,21,103,23932.0
Hickman County,Kentucky,76.1122453565231,21,105,19764.0
Hopkins County,Kentucky,73.9809925873242,21,107,23288.0
Jackson County,Kentucky,72.3067164530153,21,109,16827.0
Jefferson County,Kentucky,75.8611881500278,21,111,31039.0
Jessamine County,Kentucky,76.9857584065302,21,113,28195.0
Johnson County,Kentucky,72.1496529653505,21,115,19925.0
Kenton County,Kentucky,75.8197236888713,21,117,30195.0
Knott County,Kentucky,71.6847998623049,21,119,17670.0
Knox County,Kentucky,72.0589315159246,21,121,15869.0
Larue County,Kentucky,75.1756362148199,21,123,21879.0
Laurel County,Kentucky,74.3741796464688,21,125,20446.0
Lawrence County,Kentucky,71.5495128530174,21,127,18885.0
Lee County,Kentucky,70.7339224174525,21,129,16489.0
Leslie County,Kentucky,69.8710534328241,21,131,15112.0
Letcher County,Kentucky,70.9868655984605,21,133,18085.0
Lewis County,Kentucky,72.8184507240136,21,135,19346.0
Lincoln County,Kentucky,74.1691940960378,21,137,19351.0
Livingston County,Kentucky,74.5642752384381,21,139,24464.0
Logan County,Kentucky,75.2153627590409,21,141,21465.0
Lyon County,Kentucky,76.023565601507,21,143,27098.0
McCracken County,Kentucky,75.891595871494,21,145,29881.0
McCreary County,Kentucky,71.5380944781471,21,147,11492.0
McLean County,Kentucky,74.543316521358,21,149,22884.0
Madison County,Kentucky,76.3724215973693,21,151,23733.0
Magoffin County,Kentucky,71.5414319772871,21,153,17279.0
Marion County,Kentucky,75.4108346411277,21,155,21823.0
Marshall County,Kentucky,75.3758972330103,21,157,27391.0
Martin County,Kentucky,71.8722724073635,21,159,14914.0
Mason County,Kentucky,73.6966694554166,21,161,25285.0
Meade County,Kentucky,76.3193840199752,21,163,25119.0
Menifee County,Kentucky,73.5933363146866,21,165,19744.0
Mercer County,Kentucky,74.5994011920089,21,167,24981.0
Metcalfe County,Kentucky,73.7449401547919,21,169,18449.0
Monroe County,Kentucky,72.7874034181665,21,171,21985.0
Montgomery County,Kentucky,74.2667936811196,21,173,21371.0
Morgan County,Kentucky,74.8982583143211,21,175,17089.0
Muhlenberg County,Kentucky,74.3114309786504,21,177,20376.0
Nelson County,Kentucky,76.2476922920368,21,179,28156.0
Nicholas County,Kentucky,72.041334726532,21,181,21519.0
Ohio County,Kentucky,74.9765912318302,21,183,21368.0
Oldham County,Kentucky,79.3028347030904,21,185,38063.0
Owen County,Kentucky,75.0634976779946,21,187,22802.0
Owsley County,Kentucky,69.3205771145881,21,189,16582.0
Pendleton County,Kentucky,73.8626246292855,21,191,23191.0
Perry County,Kentucky,68.6554429827254,21,193,19890.0
Pike County,Kentucky,71.8265250745669,21,195,20576.0
Powell County,Kentucky,70.0713723654983,21,197,19302.0
Pulaski County,Kentucky,73.7920437809626,21,199,21036.0
Robertson County,Kentucky,73.6900784289473,21,201,21764.0
Rockcastle County,Kentucky,73.5969028884271,21,203,19750.0
Rowan County,Kentucky,74.9238027278143,21,205,19032.0
Russell County,Kentucky,73.9105117952019,21,207,18857.0
Scott County,Kentucky,76.9299466803277,21,209,30702.0
Shelby County,Kentucky,78.0122960424419,21,211,30240.0
Simpson County,Kentucky,74.6275190554539,21,213,22663.0
Spencer County,Kentucky,77.3030321501648,21,215,30779.0
Taylor County,Kentucky,75.1539187128359,21,217,19885.0
Todd County,Kentucky,74.8456161721076,21,219,19555.0
Trigg County,Kentucky,75.9419758951303,21,221,26224.0
Trimble County,Kentucky,74.4105811986752,21,223,26542.0
Union County,Kentucky,74.0353958740985,21,225,21758.0
Warren County,Kentucky,76.9046897173168,21,227,25840.0
Washington County,Kentucky,76.2558604433231,21,229,22611.0
Wayne County,Kentucky,75.5508495249673,21,231,17627.0
Webster County,Kentucky,73.9645722885221,21,233,21150.0
Whitley County,Kentucky,71.0290042519955,21,235,18463.0
Wolfe County,Kentucky,69.9249750577052,21,237,13533.0
Woodford County,Kentucky,77.4357246729705,21,239,31208.0
Acadia Parish,Louisiana,73.9999754497315,22,001,21591.0
Allen Parish,Louisiana,75.2938619597064,22,003,20103.0
Ascension Parish,Louisiana,78.1400214289107,22,005,31520.0
Assumption Parish,Louisiana,76.2048620601144,22,007,25765.0
Avoyelles Parish,Louisiana,73.383250032882,22,009,20199.0
Beauregard Parish,Louisiana,74.7453508149396,22,011,24551.0
Bienville Parish,Louisiana,73.1552575951714,22,013,22701.0
Bossier Parish,Louisiana,76.9019549744133,22,015,27235.0
Caddo Parish,Louisiana,74.0892417589714,22,017,25565.0
Calcasieu Parish,Louisiana,74.7195012336518,22,019,26569.0
Caldwell Parish,Louisiana,73.172974150298,22,021,20961.0
Cameron Parish,Louisiana,78.6142837672468,22,023,29681.0
Catahoula Parish,Louisiana,72.2914391978936,22,025,20717.0
Claiborne Parish,Louisiana,75.0410473299127,22,027,16384.0
Concordia Parish,Louisiana,72.8393410308841,22,029,17551.0
De Soto Parish,Louisiana,74.5830462907065,22,031,23471.0
East Baton Rouge Parish,Louisiana,75.6287801572283,22,033,30162.0
East Carroll Parish,Louisiana,71.2711490673257,22,035,14694.0
East Feliciana Parish,Louisiana,72.6744411427321,22,037,21138.0
Evangeline Parish,Louisiana,72.898015645593,22,039,18655.0
Franklin Parish,Louisiana,73.1412850404843,22,041,18786.0
Grant Parish,Louisiana,74.4717742079639,22,043,18509.0
Iberia Parish,Louisiana,74.3020596431098,22,045,23410.0
Iberville Parish,Louisiana,74.7368865887369,22,047,22252.0
Jackson Parish,Louisiana,74.9586061926645,22,049,20109.0
Jefferson Parish,Louisiana,76.7515066559683,22,051,28839.0
Jefferson Davis Parish,Louisiana,73.6446757398576,22,053,23068.0
Lafayette Parish,Louisiana,77.7881501766723,22,055,30656.0
Lafourche Parish,Louisiana,76.5125738414607,22,057,26331.0
LaSalle Parish,Louisiana,74.338445111795,22,059,18836.0
Lincoln Parish,Louisiana,76.9879291582876,22,061,21934.0
Livingston Parish,Louisiana,75.8628748912791,22,063,27280.0
Madison Parish,Louisiana,71.7069148556603,22,065,15134.0
Morehouse Parish,Louisiana,71.8105513770585,22,067,18776.0
Natchitoches Parish,Louisiana,74.2776101577801,22,069,18219.0
Orleans Parish,Louisiana,76.0745049208213,22,071,29275.0
Ouachita Parish,Louisiana,74.521021721566,22,073,22538.0
Plaquemines Parish,Louisiana,77.0521429634431,22,075,26177.0
Pointe Coupee Parish,Louisiana,75.2229229356683,22,077,27160.0
Rapides Parish,Louisiana,73.8140071390589,22,079,23486.0
Red River Parish,Louisiana,73.5351452891995,22,081,25154.0
Richland Parish,Louisiana,73.6606520539197,22,083,19975.0
Sabine Parish,Louisiana,75.0158059018257,22,085,22980.0
Saint Bernard Parish,Louisiana,74.5665902137119,22,087,20431.0
Saint Charles Parish,Louisiana,76.9251362926224,22,089,30378.0
Saint Helena Parish,Louisiana,74.0229547528418,22,091,21148.0
Saint James Parish,Louisiana,76.3671650940778,22,093,25724.0
Saint John the Baptist Parish,Louisiana,74.6477944497544,22,095,23380.0
Saint Landry Parish,Louisiana,72.531267637827,22,097,19205.0
Saint Martin Parish,Louisiana,75.4370241604488,22,099,23654.0
Saint Mary Parish,Louisiana,74.4792916479934,22,101,22212.0
Saint Tammany Parish,Louisiana,77.8280585745834,22,103,33149.0
Tangipahoa Parish,Louisiana,74.1844298289299,22,105,23520.0
Tensas Parish,Louisiana,73.9093637502654,22,107,16194.0
Terrebonne Parish,Louisiana,75.0133713474946,22,109,24017.0
Union Parish,Louisiana,74.8131985540207,22,111,20742.0
Vermilion Parish,Louisiana,76.3874843279442,22,113,23608.0
Vernon Parish,Louisiana,74.6974077814184,22,115,22583.0
Washington Parish,Louisiana,72.1215364641443,22,117,18345.0
Webster Parish,Louisiana,73.5601117120773,22,119,19256.0
West Baton Rouge Parish,Louisiana,76.5948475100227,22,121,28140.0
West Carroll Parish,Louisiana,74.2181518393564,22,123,22857.0
West Feliciana Parish,Louisiana,76.9155464188706,22,125,23041.0
Winn Parish,Louisiana,74.3820209350033,22,127,18417.0
Androscoggin County,Maine,77.220361186627,23,001,26276.0
Aroostook County,Maine,78.0602019451522,23,003,23631.0
Cumberland County,Maine,80.0647447522546,23,005,36780.0
Franklin County,Maine,78.1138288380044,23,007,24162.0
Hancock County,Maine,79.1739267645802,23,009,31178.0
Kennebec County,Maine,77.9917372269149,23,011,27336.0
Knox County,Maine,78.8385057474004,23,013,29806.0
Lincoln County,Maine,79.4427461737673,23,015,31522.0
Oxford County,Maine,77.8658543412625,23,017,22862.0
Penobscot County,Maine,77.681599449285,23,019,26347.0
Piscataquis County,Maine,76.7312703182003,23,021,23464.0
Sagadahoc County,Maine,79.7663212770084,23,023,32947.0
Somerset County,Maine,76.6534851388324,23,025,22641.0
Waldo County,Maine,78.7244527205402,23,027,27763.0
Washington County,Maine,76.0867017251121,23,029,24311.0
York County,Maine,79.2594629976227,23,031,33635.0
Allegany County,Maryland,76.4574082090383,24,001,22355.0
Anne Arundel County,Maryland,79.1395334082719,24,003,43258.0
Baltimore County,Maryland,78.2377312364355,24,005,37270.0
Calvert County,Maryland,79.2426384753014,24,009,41469.0
Caroline County,Maryland,76.1239394226819,24,011,25355.0
Carroll County,Maryland,78.7180042495561,24,013,39690.0
Cecil County,Maryland,76.0571235520906,24,015,32542.0
Charles County,Maryland,78.6004729581799,24,017,38890.0
Dorchester County,Maryland,76.5099830190935,24,019,28911.0
Frederick County,Maryland,80.1712646505144,24,021,39566.0
Garrett County,Maryland,78.0071575169985,24,023,26303.0
Harford County,Maryland,78.8209386983286,24,025,37972.0
Howard County,Maryland,82.713381318342,24,027,51045.0
Kent County,Maryland,78.5977865777154,24,029,32217.0
Queen Anne's County,Maryland,79.500887085098,24,035,40553.0
Saint Mary's County,Maryland,78.5788652210215,24,037,37528.0
Somerset County,Maryland,76.2943960109268,24,039,18395.0
Talbot County,Maryland,80.7226857430427,24,041,44785.0
Washington County,Maryland,77.0675186362717,24,043,28742.0
Wicomico County,Maryland,76.5490721595539,24,045,27755.0
Worcester County,Maryland,79.0249334117204,24,047,34425.0
Baltimore City,Maryland,72.5981949363835,24,510,28488.0
Montgomery County,Maryland,81.7818741974575,24,031,51162.0
Prince George's County,Maryland,81.7818741974575,24,033,34391.0
Barnstable County,Massachusetts,79.5390778971791,25,001,40886.0
Berkshire County,Massachusetts,79.0372299533914,25,003,33245.0
Bristol County,Massachusetts,78.6671970723895,25,005,32406.0
Dukes County,Massachusetts,81.5256106703457,25,007,42956.0
Essex County,Massachusetts,80.1041400719582,25,009,38604.0
Franklin County,Massachusetts,79.805945718457,25,011,33010.0
Hampden County,Massachusetts,78.1952854231563,25,013,28072.0
Hampshire County,Massachusetts,80.8431215083583,25,015,32198.0
Middlesex County,Massachusetts,81.9203354159173,25,017,47616.0
Nantucket County,Massachusetts,82.0888104208856,25,019,47924.0
Norfolk County,Massachusetts,81.4283240272686,25,021,49816.0
Plymouth County,Massachusetts,79.4438854824017,25,023,39247.0
Suffolk County,Massachusetts,80.9396144828445,25,025,38031.0
Worcester County,Massachusetts,79.1880872560798,25,027,34691.0
Alcona County,Michigan,77.0052823950556,26,001,24463.0
Alger County,Michigan,78.6862012912841,26,003,21771.0
Allegan County,Michigan,78.7975466026192,26,005,27172.0
Alpena County,Michigan,77.4560466979785,26,007,24030.0
Antrim County,Michigan,79.6766839744595,26,009,29307.0
Arenac County,Michigan,76.1967589757264,26,011,22622.0
Baraga County,Michigan,76.8873561787283,26,013,18975.0
Barry County,Michigan,79.1331583166265,26,015,27166.0
Bay County,Michigan,77.0496129370567,26,017,25462.0
Benzie County,Michigan,79.456989098494,26,019,26790.0
Berrien County,Michigan,77.5006782008534,26,021,27505.0
Branch County,Michigan,76.9915176169195,26,023,22977.0
Calhoun County,Michigan,75.9009162690028,26,025,24859.0
Cass County,Michigan,78.0298434132201,26,027,28019.0
Charlevoix County,Michigan,79.6108909774323,26,029,31730.0
Cheboygan County,Michigan,78.4850350703013,26,031,24956.0
Chippewa County,Michigan,78.5276518796495,26,033,21958.0
Clare County,Michigan,75.2550338793183,26,035,21198.0
Clinton County,Michigan,80.6847859301858,26,037,32792.0
Crawford County,Michigan,77.1006569574605,26,039,22891.0
Delta County,Michigan,78.9360870707223,26,041,25582.0
Dickinson County,Michigan,79.0715605141201,26,043,25998.0
Eaton County,Michigan,79.1477189307036,26,045,30064.0
Emmet County,Michigan,79.441373537655,26,047,31356.0
Genesee County,Michigan,75.4497378928283,26,049,25180.0
Gladwin County,Michigan,76.7633002832859,26,051,23491.0
Gogebic County,Michigan,78.3443075401727,26,053,22297.0
Grand Traverse County,Michigan,80.1122017725861,26,055,31701.0
Gratiot County,Michigan,77.4069279344736,26,057,20597.0
Hillsdale County,Michigan,77.5650022568284,26,059,23831.0
Houghton County,Michigan,78.6091787985362,26,061,21462.0
Huron County,Michigan,77.3539797366361,26,063,26352.0
Ingham County,Michigan,78.4704403627334,26,065,27399.0
Ionia County,Michigan,78.2791719348228,26,067,22715.0
Iosco County,Michigan,75.937527035144,26,069,24099.0
Iron County,Michigan,77.9417961553393,26,071,23658.0
Isabella County,Michigan,78.8679671416514,26,073,22009.0
Jackson County,Michigan,77.0016081285966,26,075,25952.0
Kalamazoo County,Michigan,79.0389402550301,26,077,29258.0
Kalkaska County,Michigan,76.1983944565943,26,079,22822.0
Kent County,Michigan,79.827844906421,26,081,29433.0
Keweenaw County,Michigan,80.4041860663772,26,083,28700.0
Lake County,Michigan,76.7841306175317,26,085,18199.0
Lapeer County,Michigan,77.6665058645764,26,087,26650.0
Leelanau County,Michigan,82.563534806091,26,089,37061.0
Lenawee County,Michigan,77.8774764530282,26,091,25649.0
Livingston County,Michigan,80.3460114558161,26,093,36845.0
Luce County,Michigan,78.2315649753422,26,095,19442.0
Mackinac County,Michigan,78.1559547165445,26,097,26967.0
Macomb County,Michigan,77.8830241581285,26,099,29740.0
Manistee County,Michigan,78.0037986323839,26,101,24398.0
Marquette County,Michigan,78.6443543553626,26,103,25550.0
Mason County,Michigan,78.3117229293455,26,105,26251.0
Mecosta County,Michigan,78.5775814635207,26,107,21978.0
Menominee County,Michigan,78.947482306,26,109,26151.0
Midland County,Michigan,80.3729804964049,26,111,33013.0
Missaukee County,Michigan,77.6685375589106,26,113,21805.0
Monroe County,Michigan,77.6678940405487,26,115,29245.0
Montcalm County,Michigan,77.5377767396328,26,117,21509.0
Montmorency County,Michigan,76.3855476411589,26,119,23155.0
Muskegon County,Michigan,77.1727267285521,26,121,22829.0
Newaygo County,Michigan,77.7149571550696,26,123,22735.0
Oakland County,Michigan,80.1373115782248,26,125,40941.0
Oceana County,Michigan,78.502177998997,26,127,22185.0
Ogemaw County,Michigan,75.4318599857492,26,129,22028.0
Ontonagon County,Michigan,77.4287246512689,26,131,22958.0
Osceola County,Michigan,77.8752203267029,26,133,21090.0
Oscoda County,Michigan,75.8001091217612,26,135,22343.0
Otsego County,Michigan,78.0755147820713,26,137,26012.0
Ottawa County,Michigan,81.5927998648034,26,139,29121.0
Presque Isle County,Michigan,78.3733357299585,26,141,24793.0
Roscommon County,Michigan,76.0354374103833,26,143,22333.0
Saginaw County,Michigan,77.0731016040925,26,145,25348.0
Saint Clair County,Michigan,76.8519883881222,26,147,27807.0
Saint Joseph County,Michigan,76.696188156707,26,149,23702.0
Sanilac County,Michigan,77.3408094123848,26,151,23924.0
Schoolcraft County,Michigan,78.0578410232322,26,153,21534.0
Shiawassee County,Michigan,77.2865906490684,26,155,25218.0
Tuscola County,Michigan,77.1469134278346,26,157,23573.0
Van Buren County,Michigan,77.4180803016211,26,159,25433.0
Washtenaw County,Michigan,81.2180103538333,26,161,37455.0
Wayne County,Michigan,75.2581858729629,26,163,24847.0
Wexford County,Michigan,77.2981272465639,26,165,22028.0
Aitkin County,Minnesota,79.2616833097267,27,001,26883.0
Anoka County,Minnesota,81.1392780136697,27,003,34321.0
Becker County,Minnesota,78.1101357352779,27,005,28525.0
Beltrami County,Minnesota,77.7157616650518,27,007,23748.0
Benton County,Minnesota,78.7910756708181,27,009,27018.0
Big Stone County,Minnesota,78.6998764296323,27,011,29035.0
Blue Earth County,Minnesota,80.5241677068064,27,013,28283.0
Brown County,Minnesota,80.3859888657297,27,015,29696.0
Carlton County,Minnesota,77.8684775760807,27,017,26900.0
Carver County,Minnesota,82.8457716123719,27,019,44212.0
Cass County,Minnesota,78.0655502027616,27,021,28004.0
Chippewa County,Minnesota,79.5094602904037,27,023,29354.0
Chisago County,Minnesota,79.8014348465334,27,025,32105.0
Clay County,Minnesota,79.6432218361586,27,027,28122.0
Clearwater County,Minnesota,77.4327623217404,27,029,24515.0
Cook County,Minnesota,82.0048335720744,27,031,31831.0
Cottonwood County,Minnesota,80.294810160774,27,033,27206.0
Crow Wing County,Minnesota,79.5169616342591,27,035,30013.0
Dakota County,Minnesota,81.8220149945981,27,037,38863.0
Dodge County,Minnesota,80.6369193941376,27,039,31417.0
Douglas County,Minnesota,80.3066048731763,27,041,33336.0
Faribault County,Minnesota,79.1346907224433,27,043,29116.0
Fillmore County,Minnesota,80.5515892292852,27,045,28441.0
Freeborn County,Minnesota,79.8414527161033,27,047,27603.0
Goodhue County,Minnesota,79.8595234274292,27,049,33477.0
Grant County,Minnesota,79.520972656314,27,051,30359.0
Hennepin County,Minnesota,80.8923103245979,27,053,41794.0
Houston County,Minnesota,81.2882099712718,27,055,30150.0
Hubbard County,Minnesota,80.2279788084441,27,057,28073.0
Isanti County,Minnesota,79.6692990898641,27,059,30145.0
Itasca County,Minnesota,78.5131825644256,27,061,27497.0
Jackson County,Minnesota,81.3208972987281,27,063,31010.0
Kanabec County,Minnesota,79.4281234192726,27,065,26345.0
Kandiyohi County,Minnesota,80.9063870759591,27,067,29375.0
Kittson County,Minnesota,78.5542308455233,27,069,30525.0
Koochiching County,Minnesota,78.6273088934289,27,071,26804.0
Lac qui Parle County,Minnesota,81.065649008396,27,073,31427.0
Lake County,Minnesota,79.4984383937906,27,075,32319.0
Lake of the Woods County,Minnesota,78.9712869910566,27,077,24964.0
Le Sueur County,Minnesota,80.7995516260673,27,079,31135.0
Lincoln County,Minnesota,79.8343394354466,27,081,28382.0
Lyon County,Minnesota,80.2103189684499,27,083,30203.0
McLeod County,Minnesota,80.5822001745395,27,085,30145.0
Mahnomen County,Minnesota,74.8336101812383,27,087,20720.0
Marshall County,Minnesota,81.7587548831387,27,089,28585.0
Martin County,Minnesota,80.0284552861737,27,091,30806.0
Meeker County,Minnesota,80.0670548291021,27,093,29216.0
Mille Lacs County,Minnesota,77.1567561408896,27,095,25732.0
Morrison County,Minnesota,79.6317773317138,27,097,28040.0
Mower County,Minnesota,80.6657795132965,27,099,28613.0
Murray County,Minnesota,81.0731117813567,27,101,30553.0
Nicollet County,Minnesota,81.6407871921553,27,103,29722.0
Nobles County,Minnesota,81.0586225517669,27,105,24935.0
Norman County,Minnesota,77.1889893663221,27,107,27099.0
Olmsted County,Minnesota,82.1552516045247,27,109,37956.0
Otter Tail County,Minnesota,79.9696832679194,27,111,29932.0
Pennington County,Minnesota,79.4942505456764,27,113,28562.0
Pine County,Minnesota,78.9146802784558,27,115,24044.0
Pipestone County,Minnesota,79.7973472009901,27,117,28706.0
Polk County,Minnesota,78.1070333472276,27,119,28260.0
Pope County,Minnesota,80.2826570468123,27,121,32454.0
Ramsey County,Minnesota,79.6694505589469,27,123,32544.0
Red Lake County,Minnesota,79.9103807653632,27,125,26988.0
Redwood County,Minnesota,79.3113994955765,27,127,27543.0
Renville County,Minnesota,78.6843108344412,27,129,31215.0
Rice County,Minnesota,80.6295928889956,27,131,28603.0
Rock County,Minnesota,79.1718051920885,27,133,29000.0
Roseau County,Minnesota,79.5946065189053,27,135,27935.0
Saint Louis County,Minnesota,78.7612123546069,27,137,29197.0
Scott County,Minnesota,81.9866171250905,27,139,38322.0
Sherburne County,Minnesota,80.3805068998322,27,141,33048.0
Sibley County,Minnesota,80.5782548377096,27,143,29884.0
Stearns County,Minnesota,81.9904098733389,27,145,29148.0
Steele County,Minnesota,81.1610349718229,27,147,29930.0
Stevens County,Minnesota,81.8098591826067,27,149,31419.0
Swift County,Minnesota,80.0698738551496,27,151,29470.0
Todd County,Minnesota,80.9157736558278,27,153,24988.0
Traverse County,Minnesota,78.9876151741354,27,155,30234.0
Wabasha County,Minnesota,81.8238531557157,27,157,32307.0
Wadena County,Minnesota,76.6363226081507,27,159,24200.0
Waseca County,Minnesota,80.6390839616165,27,161,27383.0
Washington County,Minnesota,81.813781357859,27,163,41591.0
Watonwan County,Minnesota,79.9568954747274,27,165,26884.0
Wilkin County,Minnesota,78.5150969502267,27,167,28575.0
Winona County,Minnesota,80.5357025564087,27,169,27200.0
Wright County,Minnesota,80.8066969849497,27,171,32506.0
Yellow Medicine County,Minnesota,79.9415801369744,27,173,28182.0
Adams County,Mississippi,73.0608562882492,28,001,17721.0
Alcorn County,Mississippi,73.3505353393099,28,003,20527.0
Amite County,Mississippi,75.3910725487681,28,005,19665.0
Attala County,Mississippi,72.805394184376,28,007,20617.0
Benton County,Mississippi,73.5301365735074,28,009,18599.0
Bolivar County,Mississippi,71.0762211519525,28,011,16984.0
Calhoun County,Mississippi,73.9641131092755,28,013,17837.0
Carroll County,Mississippi,76.0260083846934,28,015,22995.0
Chickasaw County,Mississippi,74.5873999395152,28,017,19609.0
Choctaw County,Mississippi,75.3334822066582,28,019,19816.0
Claiborne County,Mississippi,72.2531180506981,28,021,13095.0
Clarke County,Mississippi,73.342627857558,28,023,20564.0
Clay County,Mississippi,74.7462237256067,28,025,19220.0
Coahoma County,Mississippi,70.1906157324008,28,027,16699.0
Copiah County,Mississippi,73.9966976935304,28,029,18756.0
Covington County,Mississippi,72.5880196306984,28,031,18749.0
DeSoto County,Mississippi,76.6794321904568,28,033,28316.0
Forrest County,Mississippi,73.7332292045041,28,035,20783.0
Franklin County,Mississippi,74.1100767980855,28,037,24864.0
George County,Mississippi,72.3672687286948,28,039,20973.0
Greene County,Mississippi,74.5484878154853,28,041,18002.0
Grenada County,Mississippi,71.353894547333,28,043,20150.0
Hancock County,Mississippi,76.246813617772,28,045,24373.0
Harrison County,Mississippi,74.5786615473572,28,047,23127.0
Hinds County,Mississippi,74.8750106107149,28,049,22397.0
Holmes County,Mississippi,70.8431734751582,28,051,12394.0
Humphreys County,Mississippi,71.6841000912992,28,053,15696.0
Issaquena County,Mississippi,73.6136306122577,28,055,16348.0
Itawamba County,Mississippi,73.7424683903062,28,057,20859.0
Jackson County,Mississippi,75.3128105730287,28,059,24665.0
Jasper County,Mississippi,74.2910305658162,28,061,20619.0
Jefferson County,Mississippi,72.689880296866,28,063,13758.0
Jefferson Davis County,Mississippi,72.489005097922,28,065,17035.0
Jones County,Mississippi,74.3747111153202,28,067,20958.0
Kemper County,Mississippi,75.9055915737949,28,069,15790.0
Lafayette County,Mississippi,77.3465663911233,28,071,25719.0
Lamar County,Mississippi,78.3119451705558,28,073,28342.0
Lauderdale County,Mississippi,74.3142186463745,28,075,23339.0
Lawrence County,Mississippi,73.0182128937996,28,077,21826.0
Leake County,Mississippi,73.8209876959739,28,079,18825.0
Lee County,Mississippi,74.3497617163344,28,081,23968.0
Leflore County,Mississippi,70.9186274275444,28,083,15403.0
Lincoln County,Mississippi,73.4430021565852,28,085,20627.0
Lowndes County,Mississippi,74.916652954213,28,087,23141.0
Madison County,Mississippi,75.4025831376784,28,089,36627.0
Marion County,Mississippi,71.7144498464038,28,091,19610.0
Marshall County,Mississippi,73.3256885581918,28,093,19775.0
Monroe County,Mississippi,74.8414542801705,28,095,21643.0
Montgomery County,Mississippi,72.9864741402993,28,097,22666.0
Neshoba County,Mississippi,71.0667161615236,28,099,19243.0
Newton County,Mississippi,73.3814139310264,28,101,21177.0
Noxubee County,Mississippi,74.2250822953941,28,103,16591.0
Oktibbeha County,Mississippi,77.6279992782176,28,105,21322.0
Panola County,Mississippi,72.4202562324254,28,107,20191.0
Pearl River County,Mississippi,74.0341216811759,28,109,22136.0
Perry County,Mississippi,73.7672706512147,28,111,19308.0
Pike County,Mississippi,71.8840983530055,28,113,17470.0
Pontotoc County,Mississippi,76.1852044418433,28,115,20421.0
Prentiss County,Mississippi,74.0360726996079,28,117,19016.0
Quitman County,Mississippi,70.1935616428145,28,119,15189.0
Rankin County,Mississippi,78.377978755344,28,121,29055.0
Scott County,Mississippi,73.7736070591126,28,123,20520.0
Sharkey County,Mississippi,71.9376042149017,28,125,17192.0
Simpson County,Mississippi,73.532840232522,28,127,19336.0
Smith County,Mississippi,74.8479859096662,28,129,21864.0
Stone County,Mississippi,73.7774756952029,28,131,21615.0
Sunflower County,Mississippi,70.6839874683612,28,133,14427.0
Tallahatchie County,Mississippi,72.9303593427516,28,135,14163.0
Tate County,Mississippi,74.5522365006285,28,137,21671.0
Tippah County,Mississippi,73.2544252186087,28,139,19780.0
Tishomingo County,Mississippi,72.3206300234417,28,141,19379.0
Tunica County,Mississippi,70.5194849511801,28,143,18486.0
Union County,Mississippi,75.3355759758246,28,145,19518.0
Walthall County,Mississippi,73.5584059198276,28,147,20155.0
Warren County,Mississippi,73.6814403064106,28,149,22542.0
Washington County,Mississippi,70.7749959140637,28,151,19247.0
Wayne County,Mississippi,74.6612919839401,28,153,21515.0
Webster County,Mississippi,72.3855963624167,28,155,20662.0
Wilkinson County,Mississippi,71.5034544609628,28,157,12722.0
Winston County,Mississippi,74.0695920128204,28,159,23527.0
