County,State,mean_life_expectancy,State_FIPS,County_FIPS,high_school_only_percentage
Hardin County,Kentucky,76.8302984056783,21,093,31.4
Harlan County,Kentucky,69.97223401271,21,095,35.2
Harrison County,Kentucky,74.2390257511301,21,097,42.5
Hart County,Kentucky,74.5658043504678,21,099,41.6
Henderson County,Kentucky,75.6527007068316,21,101,35.6
Henry County,Kentucky,74.6571184463643,21,103,44.9
Hickman County,Kentucky,76.033675488781,21,105,41.0
Hopkins County,Kentucky,74.0622525608869,21,107,41.0
Jackson County,Kentucky,72.3660395926643,21,109,44.6
Jefferson County,Kentucky,75.9753917129439,21,111,27.1
Jessamine County,Kentucky,77.0797202839427,21,113,29.1
Johnson County,Kentucky,72.1315855426434,21,115,36.3
Kenton County,Kentucky,76.0062867174065,21,117,29.0
Knott County,Kentucky,71.6738576342121,21,119,34.9
Knox County,Kentucky,72.0552866662628,21,121,38.1
Larue County,Kentucky,75.335753394247,21,123,41.7
Laurel County,Kentucky,74.4982891214359,21,125,39.2
Lawrence County,Kentucky,72.0626025807821,21,127,42.8
Lee County,Kentucky,70.5978637525312,21,129,41.3
Leslie County,Kentucky,69.9995089423417,21,131,34.6
Letcher County,Kentucky,70.9882166048783,21,133,38.2
Lewis County,Kentucky,73.0090905478397,21,135,41.0
Lincoln County,Kentucky,74.1736918576304,21,137,44.3
Livingston County,Kentucky,74.6692137254589,21,139,46.2
Logan County,Kentucky,75.2879321868546,21,141,39.5
Lyon County,Kentucky,76.0691221620772,21,143,40.1
McCracken County,Kentucky,75.7089073581248,21,145,30.5
McCreary County,Kentucky,71.5564288790456,21,147,40.3
McLean County,Kentucky,74.6053116487654,21,149,41.2
Madison County,Kentucky,76.3497779937682,21,151,29.3
Magoffin County,Kentucky,71.7331663398996,21,153,36.8
Marion County,Kentucky,75.3955022384658,21,155,42.8
Marshall County,Kentucky,75.4350057162622,21,157,40.0
Martin County,Kentucky,71.9357176062449,21,159,38.6
Mason County,Kentucky,73.8405031960457,21,161,38.9
Meade County,Kentucky,76.2793648733931,21,163,37.4
Menifee County,Kentucky,73.7360494076473,21,165,39.8
Mercer County,Kentucky,74.9190589712365,21,167,37.5
Metcalfe County,Kentucky,73.8221652931145,21,169,38.2
Monroe County,Kentucky,72.9227375886067,21,171,41.2
Montgomery County,Kentucky,74.4967308811786,21,173,37.7
Morgan County,Kentucky,75.0383655261445,21,175,36.9
Muhlenberg County,Kentucky,74.5090065446866,21,177,42.8
Nelson County,Kentucky,76.3518786572765,21,179,40.7
Nicholas County,Kentucky,72.231490421317,21,181,43.0
Ohio County,Kentucky,74.9375652925691,21,183,43.8
Oldham County,Kentucky,79.348166648683,21,185,23.0
Owen County,Kentucky,75.2722809359539,21,187,47.7
Owsley County,Kentucky,69.1783000602094,21,189,37.8
Pendleton County,Kentucky,74.0888486160723,21,191,46.4
Perry County,Kentucky,68.7287657272494,21,193,33.7
Pike County,Kentucky,71.7772696215754,21,195,37.9
Powell County,Kentucky,70.2024860709508,21,197,41.8
Pulaski County,Kentucky,74.0489742224525,21,199,39.3
Robertson County,Kentucky,73.7375524839255,21,201,34.6
Rockcastle County,Kentucky,73.6759365123141,21,203,45.5
Rowan County,Kentucky,74.9377014480583,21,205,29.8
Russell County,Kentucky,74.0360181147826,21,207,35.1
Scott County,Kentucky,77.1047884359053,21,209,31.7
Shelby County,Kentucky,78.0797465146697,21,211,32.1
Simpson County,Kentucky,74.7869586519356,21,213,43.2
Spencer County,Kentucky,77.2270798568928,21,215,35.0
Taylor County,Kentucky,75.1556672286277,21,217,40.3
Todd County,Kentucky,74.8553576680654,21,219,41.3
Trigg County,Kentucky,75.7690535522931,21,221,30.8
Trimble County,Kentucky,74.6434652754154,21,223,46.1
Union County,Kentucky,74.1350101946343,21,225,39.9
Warren County,Kentucky,76.9158424559045,21,227,30.0
Washington County,Kentucky,76.3571313121594,21,229,42.5
Wayne County,Kentucky,75.456744006192,21,231,39.2
Webster County,Kentucky,74.017160166982,21,233,43.2
Whitley County,Kentucky,71.0304807713335,21,235,36.2
Wolfe County,Kentucky,70.1085438744482,21,237,39.3
Woodford County,Kentucky,77.43669015546,21,239,28.0
Acadia Parish,Louisiana,74.0522499148749,22,001,40.4
Allen Parish,Louisiana,75.4720943362912,22,003,42.9
Ascension Parish,Louisiana,78.1332551935727,22,005,34.8
Assumption Parish,Louisiana,76.2250742115281,22,007,41.5
Avoyelles Parish,Louisiana,73.391027010478,22,009,41.5
Beauregard Parish,Louisiana,74.7765957268878,22,011,41.3
Bienville Parish,Louisiana,73.3553114577844,22,013,41.6
Bossier Parish,Louisiana,76.930440248195,22,015,28.6
Caddo Parish,Louisiana,74.1519186681278,22,017,32.8
Calcasieu Parish,Louisiana,74.6064556739109,22,019,34.6
Caldwell Parish,Louisiana,72.9698443035515,22,021,43.2
Cameron Parish,Louisiana,78.7353219643613,22,023,36.7
Catahoula Parish,Louisiana,72.3579405001498,22,025,42.1
Claiborne Parish,Louisiana,75.1714299067719,22,027,39.7
Concordia Parish,Louisiana,72.8579412888596,22,029,41.2
De Soto Parish,Louisiana,74.6883469496705,22,031,40.2
East Baton Rouge Parish,Louisiana,75.6634461911387,22,033,27.4
East Carroll Parish,Louisiana,71.4233002186234,22,035,36.6
East Feliciana Parish,Louisiana,72.8129582392845,22,037,44.2
Evangeline Parish,Louisiana,72.9680030805491,22,039,36.6
Franklin Parish,Louisiana,73.1819846996249,22,041,40.3
Grant Parish,Louisiana,74.5375736210759,22,043,42.9
Iberia Parish,Louisiana,74.419480182613,22,045,41.3
Iberville Parish,Louisiana,74.7022741763571,22,047,39.7
Jackson Parish,Louisiana,75.1458346782022,22,049,43.3
Jefferson Parish,Louisiana,76.7979452270017,22,051,31.1
Jefferson Davis Parish,Louisiana,73.7397149271585,22,053,41.3
Lafayette Parish,Louisiana,77.7021525373817,22,055,28.2
Lafourche Parish,Louisiana,76.4921279912758,22,057,39.3
LaSalle Parish,Louisiana,74.4595649801485,22,059,42.8
Lincoln Parish,Louisiana,77.0441368400746,22,061,27.5
Livingston Parish,Louisiana,75.7878314476537,22,063,40.2
Madison Parish,Louisiana,71.6228510758907,22,065,40.4
Morehouse Parish,Louisiana,71.9384363713369,22,067,44.2
Natchitoches Parish,Louisiana,74.3973236486376,22,069,32.9
Orleans Parish,Louisiana,76.1429162260512,22,071,22.9
Ouachita Parish,Louisiana,74.5651200997393,22,073,33.5
Plaquemines Parish,Louisiana,77.075651621947,22,075,38.0
Pointe Coupee Parish,Louisiana,75.2169911691379,22,077,41.2
Rapides Parish,Louisiana,73.9668483364791,22,079,37.5
Red River Parish,Louisiana,73.4193304043661,22,081,45.0
Richland Parish,Louisiana,73.6587307534309,22,083,41.2
Sabine Parish,Louisiana,75.1997117064619,22,085,43.0
Saint Bernard Parish,Louisiana,74.4032297151724,22,087,39.5
Saint Charles Parish,Louisiana,76.9138275180222,22,089,35.7
Saint Helena Parish,Louisiana,73.9609529503551,22,091,45.8
Saint James Parish,Louisiana,76.2154222099821,22,093,44.5
Saint John the Baptist Parish,Louisiana,74.6001844480422,22,095,36.5
Saint Landry Parish,Louisiana,72.560533057406,22,097,43.5
Saint Martin Parish,Louisiana,75.5604854521687,22,099,41.1
Saint Mary Parish,Louisiana,74.4840807446041,22,101,47.3
Saint Tammany Parish,Louisiana,77.854632473354,22,103,26.6
Tangipahoa Parish,Louisiana,74.2373578771414,22,105,35.7
Tensas Parish,Louisiana,74.0353831116019,22,107,46.1
Terrebonne Parish,Louisiana,75.0165481372233,22,109,39.8
Union Parish,Louisiana,74.9409804540753,22,111,46.1
Vermilion Parish,Louisiana,76.2650755387501,22,113,41.3
Vernon Parish,Louisiana,74.9533330152672,22,115,37.2
Washington Parish,Louisiana,72.0684257744827,22,117,41.8
Webster Parish,Louisiana,73.5668678852269,22,119,41.0
West Baton Rouge Parish,Louisiana,76.3496222131422,22,121,38.2
West Carroll Parish,Louisiana,74.200482042627,22,123,42.6
West Feliciana Parish,Louisiana,76.9188325267079,22,125,31.7
Winn Parish,Louisiana,74.3423453196516,22,127,41.6
Androscoggin County,Maine,77.4665049482895,23,001,37.5
Aroostook County,Maine,78.0442096911219,23,003,38.2
Cumberland County,Maine,80.1260486289046,23,005,23.7
Franklin County,Maine,78.2934116739492,23,007,36.9
Hancock County,Maine,79.4410906574947,23,009,33.2
Kennebec County,Maine,78.061564884636,23,011,35.1
Knox County,Maine,79.1259276730581,23,013,34.9
Lincoln County,Maine,79.6246736214774,23,015,33.0
Oxford County,Maine,77.9525116162397,23,017,45.1
Penobscot County,Maine,77.7754118138232,23,019,35.5
Piscataquis County,Maine,76.7306165916606,23,021,40.9
Sagadahoc County,Maine,79.8594280235591,23,023,30.8
Somerset County,Maine,76.8100392315545,23,025,41.8
Waldo County,Maine,78.7626049218834,23,027,34.1
Washington County,Maine,76.2328005875088,23,029,38.5
York County,Maine,79.3969886872749,23,031,32.0
Allegany County,Maryland,76.6519766208072,24,001,41.9
Anne Arundel County,Maryland,79.2107443127343,24,003,24.5
Baltimore County,Maryland,78.5219196955078,24,005,27.2
Calvert County,Maryland,79.3350231267603,24,009,30.9
Caroline County,Maryland,76.1057752503745,24,011,41.8
Carroll County,Maryland,78.852274337942,24,013,30.6
Cecil County,Maryland,76.2588001741374,24,015,37.5
Charles County,Maryland,78.685812172471,24,017,32.3
Dorchester County,Maryland,76.5811811513499,24,019,38.5
Frederick County,Maryland,80.2775808930864,24,021,25.2
Garrett County,Maryland,78.1266774330546,24,023,42.4
Harford County,Maryland,79.0265029683717,24,025,27.8
Howard County,Maryland,82.880601798641,24,027,14.0
Kent County,Maryland,78.6548456921455,24,029,32.9
Queen Anne's County,Maryland,79.5232372315342,24,035,29.8
Saint Mary's County,Maryland,78.6722717502428,24,037,30.2
Somerset County,Maryland,76.376609322614,24,039,41.7
Talbot County,Maryland,80.6451511473911,24,041,26.2
Washington County,Maryland,77.1270557320199,24,043,37.9
Wicomico County,Maryland,76.6363789653911,24,045,33.5
Worcester County,Maryland,78.9119576094532,24,047,32.3
Baltimore City,Maryland,72.7529275023046,24,510,29.6
Montgomery County,Maryland,81.7924409556118,24,031,14.0
Prince George's County,Maryland,81.7924409556118,24,033,25.9
Barnstable County,Massachusetts,79.7123607106575,25,001,25.1
Berkshire County,Massachusetts,79.2446813034032,25,003,30.7
Bristol County,Massachusetts,78.8123361653675,25,005,30.0
Dukes County,Massachusetts,81.681779273691,25,007,24.6
Essex County,Massachusetts,80.2819925691542,25,009,25.7
Franklin County,Massachusetts,79.9180723050583,25,011,27.6
Hampden County,Massachusetts,78.4188441294238,25,013,30.4
Hampshire County,Massachusetts,80.8942985271659,25,015,24.3
Middlesex County,Massachusetts,81.9849378823919,25,017,20.6
Nantucket County,Massachusetts,82.0727833069416,25,019,25.0
Norfolk County,Massachusetts,81.4570164390857,25,021,20.9
Plymouth County,Massachusetts,79.5054401626395,25,023,29.0
Suffolk County,Massachusetts,80.8045704674813,25,025,23.3
Worcester County,Massachusetts,79.346960838269,25,027,28.9
Alcona County,Michigan,76.9319407105539,26,001,40.2
Alger County,Michigan,78.7488225500506,26,003,44.3
Allegan County,Michigan,78.8291357558961,26,005,37.9
Alpena County,Michigan,77.59976430675,26,007,33.6
Antrim County,Michigan,79.7306993454203,26,009,33.1
Arenac County,Michigan,76.3584137235484,26,011,43.0
Baraga County,Michigan,77.1090622478788,26,013,42.3
Barry County,Michigan,79.2597087985264,26,015,37.4
Bay County,Michigan,77.2439492621578,26,017,35.8
Benzie County,Michigan,79.4143853619206,26,019,33.5
Berrien County,Michigan,77.5447747901596,26,021,29.6
Branch County,Michigan,77.0770600868951,26,023,40.5
Calhoun County,Michigan,76.088970320466,26,025,35.7
Cass County,Michigan,78.0763605101428,26,027,34.7
Charlevoix County,Michigan,79.7045615731159,26,029,31.9
Cheboygan County,Michigan,78.456560141081,26,031,38.3
Chippewa County,Michigan,78.6274301038234,26,033,37.8
Clare County,Michigan,75.4747680327861,26,035,39.2
Clinton County,Michigan,80.7305190141805,26,037,28.0
Crawford County,Michigan,76.9228581752423,26,039,35.9
Delta County,Michigan,78.8856894339165,26,041,33.8
Dickinson County,Michigan,79.0669125201242,26,043,39.0
Eaton County,Michigan,79.1257247133144,26,045,29.4
Emmet County,Michigan,79.49555455959,26,047,25.8
Genesee County,Michigan,75.4880874089896,26,049,32.3
Gladwin County,Michigan,76.8813922709168,26,051,40.6
Gogebic County,Michigan,78.3496270778426,26,053,38.9
Grand Traverse County,Michigan,80.117738597055,26,055,26.2
Gratiot County,Michigan,77.5650729916452,26,057,41.3
Hillsdale County,Michigan,77.7663489001786,26,059,38.9
Houghton County,Michigan,78.4757572515644,26,061,34.4
Huron County,Michigan,77.4370593264768,26,063,43.2
Ingham County,Michigan,78.5346856464409,26,065,21.6
Ionia County,Michigan,78.1950394606386,26,067,39.1
Iosco County,Michigan,75.9587959208979,26,069,39.6
Iron County,Michigan,78.0282326130767,26,071,44.7
Isabella County,Michigan,78.8777687424802,26,073,31.2
Jackson County,Michigan,77.1465582356512,26,075,33.6
Kalamazoo County,Michigan,79.0334652576777,26,077,22.9
Kalkaska County,Michigan,76.5191174797834,26,079,40.3
Kent County,Michigan,79.8786576168585,26,081,25.0
Keweenaw County,Michigan,80.3884178448212,26,083,34.3
Lake County,Michigan,76.7796274617928,26,085,42.6
Lapeer County,Michigan,77.75920143443,26,087,36.9
Leelanau County,Michigan,82.6007949701847,26,089,22.2
Lenawee County,Michigan,77.9456104312359,26,091,36.9
Livingston County,Michigan,80.2802426912736,26,093,25.8
Luce County,Michigan,78.2155973859784,26,095,44.1
Mackinac County,Michigan,78.265676727535,26,097,35.3
Macomb County,Michigan,77.9743919649762,26,099,30.4
Manistee County,Michigan,78.1279059249817,26,101,36.9
Marquette County,Michigan,78.8270991002572,26,103,31.7
Mason County,Michigan,78.3389809072063,26,105,34.1
Mecosta County,Michigan,78.6007398386438,26,107,35.2
Menominee County,Michigan,78.9457798903559,26,109,43.1
Midland County,Michigan,80.4370549188336,26,111,29.6
Missaukee County,Michigan,77.7133557670589,26,113,41.5
Monroe County,Michigan,77.8015789685184,26,115,36.1
Montcalm County,Michigan,77.659284729291,26,117,38.8
Montmorency County,Michigan,76.3466503418433,26,119,42.2
Muskegon County,Michigan,77.1499238862836,26,121,34.8
Newaygo County,Michigan,77.7410914596121,26,123,40.7
Oakland County,Michigan,80.064801516663,26,125,19.5
Oceana County,Michigan,78.4238456309781,26,127,35.6
Ogemaw County,Michigan,75.5421285147902,26,129,39.5
Ontonagon County,Michigan,77.5070412972877,26,131,41.6
Osceola County,Michigan,77.9084896924919,26,133,44.9
Oscoda County,Michigan,75.8358054609901,26,135,39.0
Otsego County,Michigan,78.084163257758,26,137,37.6
Ottawa County,Michigan,81.6542482650364,26,139,29.2
Presque Isle County,Michigan,78.5256880129706,26,141,40.4
Roscommon County,Michigan,76.0890357174107,26,143,40.0
Saginaw County,Michigan,77.2040787931121,26,145,34.0
Saint Clair County,Michigan,76.8339577705652,26,147,35.0
Saint Joseph County,Michigan,76.7441928531336,26,149,38.9
Sanilac County,Michigan,77.3815800463813,26,151,43.3
Schoolcraft County,Michigan,78.1921949346094,26,153,45.8
Shiawassee County,Michigan,77.3355640256361,26,155,36.7
Tuscola County,Michigan,77.3149171309118,26,157,42.3
Van Buren County,Michigan,77.3634036212904,26,159,33.4
Washtenaw County,Michigan,81.1695172359712,26,161,15.6
Wayne County,Michigan,75.2775130428205,26,163,30.2
Wexford County,Michigan,77.1729235745559,26,165,38.2
Aitkin County,Minnesota,79.4249949719765,27,001,39.0
Anoka County,Minnesota,81.17523874075,27,003,28.1
Becker County,Minnesota,78.2445234108217,27,005,32.8
Beltrami County,Minnesota,77.7254806619663,27,007,27.2
Benton County,Minnesota,78.8709884906697,27,009,32.3
Big Stone County,Minnesota,78.8939538463674,27,011,42.7
Blue Earth County,Minnesota,80.6170500248055,27,013,28.5
Brown County,Minnesota,80.5309923529772,27,015,37.8
Carlton County,Minnesota,77.8830369999622,27,017,36.8
Carver County,Minnesota,82.8322770704004,27,019,20.5
Cass County,Minnesota,78.0826826192823,27,021,34.2
Chippewa County,Minnesota,79.5744561906822,27,023,36.1
Chisago County,Minnesota,79.8575357110981,27,025,34.1
Clay County,Minnesota,79.77645682076,27,027,26.5
Clearwater County,Minnesota,77.3784032153237,27,029,38.0
Cook County,Minnesota,82.0246561006981,27,031,24.3
Cottonwood County,Minnesota,80.3656801228205,27,033,34.7
Crow Wing County,Minnesota,79.5846883082608,27,035,30.4
Dakota County,Minnesota,81.8730171967212,27,037,21.0
Dodge County,Minnesota,80.8031838545285,27,039,34.2
Douglas County,Minnesota,80.3482785244782,27,041,29.8
Faribault County,Minnesota,79.3882978872171,27,043,40.5
Fillmore County,Minnesota,80.7696930615744,27,045,34.3
Freeborn County,Minnesota,79.9684726341718,27,047,36.1
Goodhue County,Minnesota,79.9921193970485,27,049,33.1
Grant County,Minnesota,79.6253942306268,27,051,33.5
Hennepin County,Minnesota,80.9465871941842,27,053,17.5
Houston County,Minnesota,81.5068845269032,27,055,33.8
Hubbard County,Minnesota,80.177889467179,27,057,31.9
Isanti County,Minnesota,79.7458535494255,27,059,36.8
Itasca County,Minnesota,78.5792205062986,27,061,31.0
Jackson County,Minnesota,81.4765819540811,27,063,33.0
Kanabec County,Minnesota,79.440021729146,27,065,40.7
Kandiyohi County,Minnesota,80.888556550553,27,067,26.5
Kittson County,Minnesota,78.5351659571906,27,069,36.2
Koochiching County,Minnesota,78.6669882528837,27,071,37.1
Lac qui Parle County,Minnesota,81.0979675698252,27,073,38.8
Lake County,Minnesota,79.5939186944984,27,075,33.5
Lake of the Woods County,Minnesota,78.9003674442504,27,077,42.0
Le Sueur County,Minnesota,80.8788636408866,27,079,36.0
Lincoln County,Minnesota,79.862927189444,27,081,40.5
Lyon County,Minnesota,80.3297785680988,27,083,33.5
McLeod County,Minnesota,80.6685218403921,27,085,36.5
Mahnomen County,Minnesota,75.0984505631762,27,087,36.0
Marshall County,Minnesota,81.7904490642457,27,089,36.7
Martin County,Minnesota,80.0707222356062,27,091,38.8
Meeker County,Minnesota,80.3167264267971,27,093,37.3
Mille Lacs County,Minnesota,77.3126283010887,27,095,37.9
Morrison County,Minnesota,79.6356818975175,27,097,37.9
Mower County,Minnesota,80.7799841372241,27,099,31.6
Murray County,Minnesota,81.0220199765762,27,101,37.5
Nicollet County,Minnesota,81.8194834778882,27,103,27.1
Nobles County,Minnesota,81.3609524188035,27,105,33.2
Norman County,Minnesota,77.3018413690724,27,107,40.9
Olmsted County,Minnesota,82.213262671699,27,109,20.5
Otter Tail County,Minnesota,80.0198092681102,27,111,30.7
Pennington County,Minnesota,79.4433596273579,27,113,36.0
Pine County,Minnesota,79.0124053101347,27,115,41.3
Pipestone County,Minnesota,79.8767259562107,27,117,34.8
Polk County,Minnesota,78.1187713371304,27,119,30.9
Pope County,Minnesota,80.3896251379309,27,121,33.7
Ramsey County,Minnesota,79.7909488320372,27,123,21.9
Red Lake County,Minnesota,79.9012648645765,27,125,40.9
Redwood County,Minnesota,79.4566574922905,27,127,37.6
Renville County,Minnesota,78.8544481378201,27,129,35.9
Rice County,Minnesota,80.8282683458013,27,131,31.2
Rock County,Minnesota,79.2103877312156,27,133,38.0
Roseau County,Minnesota,79.6096263015328,27,135,36.0
Saint Louis County,Minnesota,78.7458489637289,27,137,29.2
Scott County,Minnesota,81.9665489542478,27,139,23.0
Sherburne County,Minnesota,80.4375355910307,27,141,27.2
Sibley County,Minnesota,80.6751438656178,27,143,40.2
Stearns County,Minnesota,82.0148868624808,27,145,29.8
Steele County,Minnesota,81.3666976433528,27,147,35.6
Stevens County,Minnesota,81.9628633070544,27,149,26.8
Swift County,Minnesota,80.1892464087208,27,151,35.5
Todd County,Minnesota,80.8983362889152,27,153,36.7
Traverse County,Minnesota,79.1492879363884,27,155,36.0
Wabasha County,Minnesota,81.9368744593269,27,157,37.1
Wadena County,Minnesota,76.7404485592036,27,159,38.2
Waseca County,Minnesota,80.7266639465805,27,161,36.2
Washington County,Minnesota,81.8580157054792,27,163,21.6
Watonwan County,Minnesota,80.0962027162583,27,165,40.7
Wilkin County,Minnesota,78.5018795560834,27,167,29.4
Winona County,Minnesota,80.717006958376,27,169,29.2
Wright County,Minnesota,80.8790341531325,27,171,28.8
Yellow Medicine County,Minnesota,80.1260769795253,27,173,36.8
Adams County,Mississippi,73.2675917348324,28,001,34.5
Alcorn County,Mississippi,73.5386077134533,28,003,34.9
Amite County,Mississippi,75.4534061613084,28,005,38.1
Attala County,Mississippi,72.8569121504465,28,007,29.8
Benton County,Mississippi,73.7012915283491,28,009,36.7
Bolivar County,Mississippi,70.9230624719822,28,011,25.2
Calhoun County,Mississippi,74.0464216660015,28,013,34.2
Carroll County,Mississippi,76.115118565497,28,015,35.9
Chickasaw County,Mississippi,74.6075001581123,28,017,36.9
Choctaw County,Mississippi,75.3603143552789,28,019,36.1
Claiborne County,Mississippi,72.4779591039985,28,021,28.8
Clarke County,Mississippi,73.468514614809,28,023,35.8
Clay County,Mississippi,74.8220202295931,28,025,32.1
Coahoma County,Mississippi,70.1839829333519,28,027,26.4
Copiah County,Mississippi,73.8686867169783,28,029,31.5
Covington County,Mississippi,72.4694647902951,28,031,38.1
DeSoto County,Mississippi,76.7369418536377,28,033,29.1
Forrest County,Mississippi,73.7853210439943,28,035,28.5
Franklin County,Mississippi,74.1188894569017,28,037,38.0
George County,Mississippi,72.4438871842833,28,039,40.0
Greene County,Mississippi,74.4720684645431,28,041,36.7
Grenada County,Mississippi,71.3889897290614,28,043,29.2
Hancock County,Mississippi,76.3250279822666,28,045,28.4
Harrison County,Mississippi,74.5887156074108,28,047,29.5
Hinds County,Mississippi,75.0036094331718,28,049,25.0
Holmes County,Mississippi,70.8620678527635,28,051,40.6
Humphreys County,Mississippi,71.6713920313874,28,053,27.5
Issaquena County,Mississippi,73.6145438671815,28,055,34.4
Itawamba County,Mississippi,73.7096894049728,28,057,29.9
Jackson County,Mississippi,75.4400859426493,28,059,31.3
Jasper County,Mississippi,74.3684759816351,28,061,37.7
Jefferson County,Mississippi,72.8679776953083,28,063,36.0
Jefferson Davis County,Mississippi,72.7778381603005,28,065,37.9
Jones County,Mississippi,74.5177605615999,28,067,29.3
Kemper County,Mississippi,75.9929365762719,28,069,30.8
Lafayette County,Mississippi,77.1755749478575,28,071,20.9
Lamar County,Mississippi,78.3508542453587,28,073,24.2
Lauderdale County,Mississippi,74.3009711410553,28,075,31.2
Lawrence County,Mississippi,73.1860454989362,28,077,35.9
Leake County,Mississippi,73.7752225338149,28,079,36.9
Lee County,Mississippi,74.1959201133468,28,081,26.8
Leflore County,Mississippi,71.3411678800639,28,083,33.8
Lincoln County,Mississippi,73.5212178987606,28,085,37.5
Lowndes County,Mississippi,75.1739410206558,28,087,30.3
Madison County,Mississippi,75.2995231795142,28,089,16.3
Marion County,Mississippi,71.955432060514,28,091,37.2
Marshall County,Mississippi,73.3856792712644,28,093,38.7
Monroe County,Mississippi,74.8655881317272,28,095,34.9
Montgomery County,Mississippi,72.9323044319565,28,097,33.6
Neshoba County,Mississippi,71.2319109740182,28,099,33.2
Newton County,Mississippi,73.3988406149073,28,101,29.8
Noxubee County,Mississippi,74.3895528534456,28,103,32.0
Oktibbeha County,Mississippi,77.619931252191,28,105,20.6
Panola County,Mississippi,72.5031169147935,28,107,36.7
Pearl River County,Mississippi,74.0106789661145,28,109,30.3
Perry County,Mississippi,73.7616243130287,28,111,38.8
Pike County,Mississippi,71.9976028774876,28,113,33.0
Pontotoc County,Mississippi,76.128338880694,28,115,33.6
Prentiss County,Mississippi,74.169149935197,28,117,31.7
Quitman County,Mississippi,70.4112667778493,28,119,31.2
Rankin County,Mississippi,78.3608662726185,28,121,27.4
Scott County,Mississippi,73.6906626272953,28,123,34.7
Sharkey County,Mississippi,72.1285924216694,28,125,28.3
Simpson County,Mississippi,73.6924333057707,28,127,37.9
Smith County,Mississippi,74.7568499594855,28,129,43.0
Stone County,Mississippi,73.7536902450938,28,131,35.9
Sunflower County,Mississippi,70.8314224859318,28,133,29.7
Tallahatchie County,Mississippi,72.9278679216507,28,135,33.2
Tate County,Mississippi,74.5858682647632,28,137,28.4
Tippah County,Mississippi,73.2200937799451,28,139,34.0
Tishomingo County,Mississippi,72.5785360437086,28,141,40.0
Tunica County,Mississippi,70.5685468716071,28,143,30.7
Union County,Mississippi,75.4953799745915,28,145,31.7
Walthall County,Mississippi,73.6942978143302,28,147,43.3
Warren County,Mississippi,73.657757746043,28,149,32.1
Washington County,Mississippi,70.8712245551982,28,151,30.3
Wayne County,Mississippi,74.5721521716373,28,153,37.6
Webster County,Mississippi,72.5895905748417,28,155,35.5
Wilkinson County,Mississippi,71.514761329248,28,157,39.2
Winston County,Mississippi,74.2219739344353,28,159,33.4
Yalobusha County,Mississippi,72.405921216925,28,161,37.0
Yazoo County,Mississippi,73.3297063475955,28,163,38.5
Adair County,Missouri,77.4996674039276,29,001,34.9
Andrew County,Missouri,78.7013763592718,29,003,38.4
Atchison County,Missouri,77.5446206505117,29,005,41.2
Audrain County,Missouri,76.4700110398644,29,007,46.4
Barry County,Missouri,75.5988280305562,29,009,42.2
Barton County,Missouri,77.1039961665184,29,011,42.2
Bates County,Missouri,76.0051303986315,29,013,44.4
Benton County,Missouri,75.8883536973897,29,015,44.4
Bollinger County,Missouri,76.0963414936097,29,017,46.0
Boone County,Missouri,79.8221151391125,29,019,20.4
Buchanan County,Missouri,76.1837139182052,29,021,36.4
Butler County,Missouri,73.3100406361536,29,023,36.7
Caldwell County,Missouri,76.8499728560545,29,025,43.9
Callaway County,Missouri,77.4608216547749,29,027,37.4
Camden County,Missouri,78.9000985028576,29,029,36.3
Cape Girardeau County,Missouri,77.7298339983024,29,031,31.8
Carroll County,Missouri,76.4426838243551,29,033,45.6
Carter County,Missouri,73.6735353474555,29,035,33.1
Cass County,Missouri,78.2991911220161,29,037,34.5
Cedar County,Missouri,75.3400560148383,29,039,40.7
Chariton County,Missouri,78.5102832551627,29,041,49.3
Christian County,Missouri,79.0786813910703,29,043,31.2
Clark County,Missouri,76.8790137496992,29,045,43.4
Clay County,Missouri,79.2852166517469,29,047,29.0
Clinton County,Missouri,76.2890632558296,29,049,38.4
Cole County,Missouri,78.7813033678424,29,051,31.4
Cooper County,Missouri,77.451153246516,29,053,40.1
Crawford County,Missouri,74.9616054959046,29,055,39.9
Dade County,Missouri,75.8091194248711,29,057,43.4
Dallas County,Missouri,76.0173243215063,29,059,42.0
Daviess County,Missouri,77.2576891209386,29,061,42.1
DeKalb County,Missouri,78.0142977680658,29,063,47.6
Dent County,Missouri,75.6656170481871,29,065,39.5
Douglas County,Missouri,76.3917639513478,29,067,43.6
Dunklin County,Missouri,71.7482892599005,29,069,37.8
Franklin County,Missouri,76.7285962389556,29,071,33.7
Gasconade County,Missouri,76.7014194398382,29,073,42.3
Gentry County,Missouri,77.3305745412835,29,075,43.5
Greene County,Missouri,77.2106273469407,29,077,28.4
Grundy County,Missouri,77.0496261178752,29,079,39.7
Harrison County,Missouri,77.337419181089,29,081,48.3
Henry County,Missouri,75.1475693528914,29,083,42.2
Hickory County,Missouri,76.4873193729265,29,085,42.6
Holt County,Missouri,78.801017707983,29,087,43.9
Howard County,Missouri,78.1242366474883,29,089,38.0
Howell County,Missouri,74.9481299577467,29,091,39.3
Iron County,Missouri,72.8975245720988,29,093,40.7
Jackson County,Missouri,76.9404560836654,29,095,29.4
Jasper County,Missouri,75.8973476807523,29,097,35.8
Jefferson County,Missouri,76.1333933045653,29,099,33.1
Johnson County,Missouri,77.934107064315,29,101,31.6
Knox County,Missouri,76.892382316364,29,103,43.7
Laclede County,Missouri,75.2201185935018,29,105,38.9
