County,State,mean_life_expectancy,State_FIPS,County_FIPS,bachelors_and_above_percentage
Greenup County,Kentucky,74.4307057552755,21,089,17.2
Hancock County,Kentucky,75.9145445895689,21,091,11.1
Hardin County,Kentucky,76.7576725790934,21,093,23.5
Harlan County,Kentucky,69.8040928214318,21,095,11.4
Harrison County,Kentucky,74.01784084432,21,097,15.4
Hart County,Kentucky,74.5273724620217,21,099,12.6
Henderson County,Kentucky,75.5696844373218,21,101,16.8
Henry County,Kentucky,74.4806506833053,21,103,10.9
Hickman County,Kentucky,76.1122453565231,21,105,9.3
Hopkins County,Kentucky,73.9809925873242,21,107,15.7
Jackson County,Kentucky,72.3067164530153,21,109,10.5
Jefferson County,Kentucky,75.8611881500278,21,111,32.3
Jessamine County,Kentucky,76.9857584065302,21,113,30.0
Johnson County,Kentucky,72.1496529653505,21,115,15.1
Kenton County,Kentucky,75.8197236888713,21,117,29.7
Knott County,Kentucky,71.6847998623049,21,119,12.9
Knox County,Kentucky,72.0589315159246,21,121,10.0
Larue County,Kentucky,75.1756362148199,21,123,12.2
Laurel County,Kentucky,74.3741796464688,21,125,13.0
Lawrence County,Kentucky,71.5495128530174,21,127,11.6
Lee County,Kentucky,70.7339224174525,21,129,8.9
Leslie County,Kentucky,69.8710534328241,21,131,8.9
Letcher County,Kentucky,70.9868655984605,21,133,11.7
Lewis County,Kentucky,72.8184507240136,21,135,12.1
Lincoln County,Kentucky,74.1691940960378,21,137,10.8
Livingston County,Kentucky,74.5642752384381,21,139,8.9
Logan County,Kentucky,75.2153627590409,21,141,14.8
Lyon County,Kentucky,76.023565601507,21,143,14.0
McCracken County,Kentucky,75.891595871494,21,145,24.2
McCreary County,Kentucky,71.5380944781471,21,147,7.6
McLean County,Kentucky,74.543316521358,21,149,10.8
Madison County,Kentucky,76.3724215973693,21,151,30.3
Magoffin County,Kentucky,71.5414319772871,21,153,10.1
Marion County,Kentucky,75.4108346411277,21,155,13.0
Marshall County,Kentucky,75.3758972330103,21,157,17.5
Martin County,Kentucky,71.8722724073635,21,159,8.2
Mason County,Kentucky,73.6966694554166,21,161,18.5
Meade County,Kentucky,76.3193840199752,21,163,17.4
Menifee County,Kentucky,73.5933363146866,21,165,11.4
Mercer County,Kentucky,74.5994011920089,21,167,17.0
Metcalfe County,Kentucky,73.7449401547919,21,169,12.1
Monroe County,Kentucky,72.7874034181665,21,171,14.8
Montgomery County,Kentucky,74.2667936811196,21,173,17.0
Morgan County,Kentucky,74.8982583143211,21,175,12.2
Muhlenberg County,Kentucky,74.3114309786504,21,177,11.3
Nelson County,Kentucky,76.2476922920368,21,179,17.5
Nicholas County,Kentucky,72.041334726532,21,181,10.4
Ohio County,Kentucky,74.9765912318302,21,183,11.0
Oldham County,Kentucky,79.3028347030904,21,185,40.4
Owen County,Kentucky,75.0634976779946,21,187,9.6
Owsley County,Kentucky,69.3205771145881,21,189,15.7
Pendleton County,Kentucky,73.8626246292855,21,191,12.4
Perry County,Kentucky,68.6554429827254,21,193,12.6
Pike County,Kentucky,71.8265250745669,21,195,13.0
Powell County,Kentucky,70.0713723654983,21,197,13.4
Pulaski County,Kentucky,73.7920437809626,21,199,15.2
Robertson County,Kentucky,73.6900784289473,21,201,17.2
Rockcastle County,Kentucky,73.5969028884271,21,203,11.9
Rowan County,Kentucky,74.9238027278143,21,205,26.7
Russell County,Kentucky,73.9105117952019,21,207,13.4
Scott County,Kentucky,76.9299466803277,21,209,28.1
Shelby County,Kentucky,78.0122960424419,21,211,24.3
Simpson County,Kentucky,74.6275190554539,21,213,15.1
Spencer County,Kentucky,77.3030321501648,21,215,19.8
Taylor County,Kentucky,75.1539187128359,21,217,18.8
Todd County,Kentucky,74.8456161721076,21,219,12.6
Trigg County,Kentucky,75.9419758951303,21,221,16.9
Trimble County,Kentucky,74.4105811986752,21,223,11.8
Union County,Kentucky,74.0353958740985,21,225,11.3
Warren County,Kentucky,76.9046897173168,21,227,30.4
Washington County,Kentucky,76.2558604433231,21,229,17.7
Wayne County,Kentucky,75.5508495249673,21,231,11.4
Webster County,Kentucky,73.9645722885221,21,233,9.0
Whitley County,Kentucky,71.0290042519955,21,235,19.9
Wolfe County,Kentucky,69.9249750577052,21,237,7.8
Woodford County,Kentucky,77.4357246729705,21,239,32.8
Acadia Parish,Louisiana,73.9999754497315,22,001,12.2
Allen Parish,Louisiana,75.2938619597064,22,003,13.1
Ascension Parish,Louisiana,78.1400214289107,22,005,27.6
Assumption Parish,Louisiana,76.2048620601144,22,007,10.3
Avoyelles Parish,Louisiana,73.383250032882,22,009,11.3
Beauregard Parish,Louisiana,74.7453508149396,22,011,16.3
Bienville Parish,Louisiana,73.1552575951714,22,013,12.4
Bossier Parish,Louisiana,76.9019549744133,22,015,25.7
Caddo Parish,Louisiana,74.0892417589714,22,017,24.0
Calcasieu Parish,Louisiana,74.7195012336518,22,019,21.7
Caldwell Parish,Louisiana,73.172974150298,22,021,12.4
Cameron Parish,Louisiana,78.6142837672468,22,023,12.0
Catahoula Parish,Louisiana,72.2914391978936,22,025,13.9
Claiborne Parish,Louisiana,75.0410473299127,22,027,14.0
Concordia Parish,Louisiana,72.8393410308841,22,029,11.4
De Soto Parish,Louisiana,74.5830462907065,22,031,13.5
East Baton Rouge Parish,Louisiana,75.6287801572283,22,033,34.5
East Carroll Parish,Louisiana,71.2711490673257,22,035,9.8
East Feliciana Parish,Louisiana,72.6744411427321,22,037,12.1
Evangeline Parish,Louisiana,72.898015645593,22,039,12.9
Franklin Parish,Louisiana,73.1412850404843,22,041,11.4
Grant Parish,Louisiana,74.4717742079639,22,043,8.5
Iberia Parish,Louisiana,74.3020596431098,22,045,12.7
Iberville Parish,Louisiana,74.7368865887369,22,047,15.0
Jackson Parish,Louisiana,74.9586061926645,22,049,13.0
Jefferson Parish,Louisiana,76.7515066559683,22,051,25.2
Jefferson Davis Parish,Louisiana,73.6446757398576,22,053,15.8
Lafayette Parish,Louisiana,77.7881501766723,22,055,31.8
Lafourche Parish,Louisiana,76.5125738414607,22,057,16.3
LaSalle Parish,Louisiana,74.338445111795,22,059,12.2
Lincoln Parish,Louisiana,76.9879291582876,22,061,36.2
Livingston Parish,Louisiana,75.8628748912791,22,063,17.4
Madison Parish,Louisiana,71.7069148556603,22,065,13.4
Morehouse Parish,Louisiana,71.8105513770585,22,067,13.9
Natchitoches Parish,Louisiana,74.2776101577801,22,069,19.4
Orleans Parish,Louisiana,76.0745049208213,22,071,36.5
Ouachita Parish,Louisiana,74.521021721566,22,073,24.3
Plaquemines Parish,Louisiana,77.0521429634431,22,075,19.3
Pointe Coupee Parish,Louisiana,75.2229229356683,22,077,15.8
Rapides Parish,Louisiana,73.8140071390589,22,079,20.1
Red River Parish,Louisiana,73.5351452891995,22,081,15.6
Richland Parish,Louisiana,73.6606520539197,22,083,15.4
Sabine Parish,Louisiana,75.0158059018257,22,085,14.2
Saint Bernard Parish,Louisiana,74.5665902137119,22,087,12.1
Saint Charles Parish,Louisiana,76.9251362926224,22,089,22.3
Saint Helena Parish,Louisiana,74.0229547528418,22,091,11.2
Saint James Parish,Louisiana,76.3671650940778,22,093,14.0
Saint John the Baptist Parish,Louisiana,74.6477944497544,22,095,16.4
Saint Landry Parish,Louisiana,72.531267637827,22,097,13.5
Saint Martin Parish,Louisiana,75.4370241604488,22,099,14.2
Saint Mary Parish,Louisiana,74.4792916479934,22,101,10.6
Saint Tammany Parish,Louisiana,77.8280585745834,22,103,32.5
Tangipahoa Parish,Louisiana,74.1844298289299,22,105,19.9
Tensas Parish,Louisiana,73.9093637502654,22,107,9.7
Terrebonne Parish,Louisiana,75.0133713474946,22,109,14.4
Union Parish,Louisiana,74.8131985540207,22,111,12.8
Vermilion Parish,Louisiana,76.3874843279442,22,113,12.1
Vernon Parish,Louisiana,74.6974077814184,22,115,17.7
Washington Parish,Louisiana,72.1215364641443,22,117,12.2
Webster Parish,Louisiana,73.5601117120773,22,119,15.5
West Baton Rouge Parish,Louisiana,76.5948475100227,22,121,20.1
West Carroll Parish,Louisiana,74.2181518393564,22,123,12.0
West Feliciana Parish,Louisiana,76.9155464188706,22,125,23.0
Winn Parish,Louisiana,74.3820209350033,22,127,13.1
Androscoggin County,Maine,77.220361186627,23,001,22.1
Aroostook County,Maine,78.0602019451522,23,003,18.5
Cumberland County,Maine,80.0647447522546,23,005,45.0
Franklin County,Maine,78.1138288380044,23,007,26.1
Hancock County,Maine,79.1739267645802,23,009,32.4
Kennebec County,Maine,77.9917372269149,23,011,26.7
Knox County,Maine,78.8385057474004,23,013,30.5
Lincoln County,Maine,79.4427461737673,23,015,33.1
Oxford County,Maine,77.8658543412625,23,017,18.8
Penobscot County,Maine,77.681599449285,23,019,26.2
Piscataquis County,Maine,76.7312703182003,23,021,17.8
Sagadahoc County,Maine,79.7663212770084,23,023,34.5
Somerset County,Maine,76.6534851388324,23,025,16.6
Waldo County,Maine,78.7244527205402,23,027,30.3
Washington County,Maine,76.0867017251121,23,029,20.9
York County,Maine,79.2594629976227,23,031,30.9
Allegany County,Maryland,76.4574082090383,24,001,18.2
Anne Arundel County,Maryland,79.1395334082719,24,003,40.1
Baltimore County,Maryland,78.2377312364355,24,005,37.8
Calvert County,Maryland,79.2426384753014,24,009,30.1
Caroline County,Maryland,76.1239394226819,24,011,16.6
Carroll County,Maryland,78.7180042495561,24,013,34.6
Cecil County,Maryland,76.0571235520906,24,015,23.0
Charles County,Maryland,78.6004729581799,24,017,28.5
Dorchester County,Maryland,76.5099830190935,24,019,20.1
Frederick County,Maryland,80.1712646505144,24,021,40.5
Garrett County,Maryland,78.0071575169985,24,023,19.6
Harford County,Maryland,78.8209386983286,24,025,35.2
Howard County,Maryland,82.713381318342,24,027,61.2
Kent County,Maryland,78.5977865777154,24,029,33.2
Queen Anne's County,Maryland,79.500887085098,24,035,35.3
Saint Mary's County,Maryland,78.5788652210215,24,037,30.4
Somerset County,Maryland,76.2943960109268,24,039,14.4
Talbot County,Maryland,80.7226857430427,24,041,37.4
Washington County,Maryland,77.0675186362717,24,043,21.5
Wicomico County,Maryland,76.5490721595539,24,045,27.8
Worcester County,Maryland,79.0249334117204,24,047,30.1
Baltimore City,Maryland,72.5981949363835,24,510,30.4
Montgomery County,Maryland,81.7818741974575,24,031,58.3
Prince George's County,Maryland,81.7818741974575,24,033,31.9
Barnstable County,Massachusetts,79.5390778971791,25,001,41.7
Berkshire County,Massachusetts,79.0372299533914,25,003,33.2
Bristol County,Massachusetts,78.6671970723895,25,005,27.3
Dukes County,Massachusetts,81.5256106703457,25,007,46.3
Essex County,Massachusetts,80.1041400719582,25,009,38.8
Franklin County,Massachusetts,79.805945718457,25,011,36.8
Hampden County,Massachusetts,78.1952854231563,25,013,26.5
Hampshire County,Massachusetts,80.8431215083583,25,015,45.6
Middlesex County,Massachusetts,81.9203354159173,25,017,54.1
Nantucket County,Massachusetts,82.0888104208856,25,019,45.1
Norfolk County,Massachusetts,81.4283240272686,25,021,52.5
Plymouth County,Massachusetts,79.4438854824017,25,023,35.7
Suffolk County,Massachusetts,80.9396144828445,25,025,43.6
Worcester County,Massachusetts,79.1880872560798,25,027,35.3
Alcona County,Michigan,77.0052823950556,26,001,15.2
Alger County,Michigan,78.6862012912841,26,003,17.8
Allegan County,Michigan,78.7975466026192,26,005,22.3
Alpena County,Michigan,77.4560466979785,26,007,17.3
Antrim County,Michigan,79.6766839744595,26,009,26.9
Arenac County,Michigan,76.1967589757264,26,011,11.6
Baraga County,Michigan,76.8873561787283,26,013,15.5
Barry County,Michigan,79.1331583166265,26,015,19.5
Bay County,Michigan,77.0496129370567,26,017,19.0
Benzie County,Michigan,79.456989098494,26,019,28.6
Berrien County,Michigan,77.5006782008534,26,021,26.7
Branch County,Michigan,76.9915176169195,26,023,14.0
Calhoun County,Michigan,75.9009162690028,26,025,21.0
Cass County,Michigan,78.0298434132201,26,027,18.1
Charlevoix County,Michigan,79.6108909774323,26,029,30.3
Cheboygan County,Michigan,78.4850350703013,26,031,19.5
Chippewa County,Michigan,78.5276518796495,26,033,20.7
Clare County,Michigan,75.2550338793183,26,035,12.1
Clinton County,Michigan,80.6847859301858,26,037,31.5
Crawford County,Michigan,77.1006569574605,26,039,17.6
Delta County,Michigan,78.9360870707223,26,041,20.7
Dickinson County,Michigan,79.0715605141201,26,043,25.5
Eaton County,Michigan,79.1477189307036,26,045,26.1
Emmet County,Michigan,79.441373537655,26,047,32.9
Genesee County,Michigan,75.4497378928283,26,049,20.4
Gladwin County,Michigan,76.7633002832859,26,051,13.6
Gogebic County,Michigan,78.3443075401727,26,053,18.4
Grand Traverse County,Michigan,80.1122017725861,26,055,34.2
Gratiot County,Michigan,77.4069279344736,26,057,14.7
Hillsdale County,Michigan,77.5650022568284,26,059,16.8
Houghton County,Michigan,78.6091787985362,26,061,32.9
Huron County,Michigan,77.3539797366361,26,063,15.5
Ingham County,Michigan,78.4704403627334,26,065,38.4
Ionia County,Michigan,78.2791719348228,26,067,16.2
Iosco County,Michigan,75.937527035144,26,069,16.6
Iron County,Michigan,77.9417961553393,26,071,18.5
Isabella County,Michigan,78.8679671416514,26,073,29.4
Jackson County,Michigan,77.0016081285966,26,075,21.1
Kalamazoo County,Michigan,79.0389402550301,26,077,37.2
Kalkaska County,Michigan,76.1983944565943,26,079,12.5
Kent County,Michigan,79.827844906421,26,081,34.7
Keweenaw County,Michigan,80.4041860663772,26,083,25.1
Lake County,Michigan,76.7841306175317,26,085,11.4
Lapeer County,Michigan,77.6665058645764,26,087,18.4
Leelanau County,Michigan,82.563534806091,26,089,40.8
Lenawee County,Michigan,77.8774764530282,26,091,20.5
Livingston County,Michigan,80.3460114558161,26,093,34.7
Luce County,Michigan,78.2315649753422,26,095,15.1
Mackinac County,Michigan,78.1559547165445,26,097,19.1
Macomb County,Michigan,77.8830241581285,26,099,24.2
Manistee County,Michigan,78.0037986323839,26,101,20.5
Marquette County,Michigan,78.6443543553626,26,103,30.8
Mason County,Michigan,78.3117229293455,26,105,22.2
Mecosta County,Michigan,78.5775814635207,26,107,21.7
Menominee County,Michigan,78.947482306,26,109,15.8
Midland County,Michigan,80.3729804964049,26,111,34.1
Missaukee County,Michigan,77.6685375589106,26,113,13.4
Monroe County,Michigan,77.6678940405487,26,115,18.6
Montcalm County,Michigan,77.5377767396328,26,117,12.8
Montmorency County,Michigan,76.3855476411589,26,119,12.0
Muskegon County,Michigan,77.1727267285521,26,121,18.6
Newaygo County,Michigan,77.7149571550696,26,123,15.0
Oakland County,Michigan,80.1373115782248,26,125,45.7
Oceana County,Michigan,78.502177998997,26,127,18.1
Ogemaw County,Michigan,75.4318599857492,26,129,11.8
Ontonagon County,Michigan,77.4287246512689,26,131,17.4
Osceola County,Michigan,77.8752203267029,26,133,12.4
Oscoda County,Michigan,75.8001091217612,26,135,10.9
Otsego County,Michigan,78.0755147820713,26,137,22.0
Ottawa County,Michigan,81.5927998648034,26,139,32.5
Presque Isle County,Michigan,78.3733357299585,26,141,16.2
Roscommon County,Michigan,76.0354374103833,26,143,14.2
Saginaw County,Michigan,77.0731016040925,26,145,21.1
Saint Clair County,Michigan,76.8519883881222,26,147,18.0
Saint Joseph County,Michigan,76.696188156707,26,149,15.4
Sanilac County,Michigan,77.3408094123848,26,151,13.9
Schoolcraft County,Michigan,78.0578410232322,26,153,15.2
Shiawassee County,Michigan,77.2865906490684,26,155,16.2
Tuscola County,Michigan,77.1469134278346,26,157,13.8
Van Buren County,Michigan,77.4180803016211,26,159,20.6
Washtenaw County,Michigan,81.2180103538333,26,161,54.3
Wayne County,Michigan,75.2581858729629,26,163,22.8
Wexford County,Michigan,77.2981272465639,26,165,17.6
Aitkin County,Minnesota,79.2616833097267,27,001,16.7
Anoka County,Minnesota,81.1392780136697,27,003,28.7
Becker County,Minnesota,78.1101357352779,27,005,24.0
Beltrami County,Minnesota,77.7157616650518,27,007,27.0
Benton County,Minnesota,78.7910756708181,27,009,22.1
Big Stone County,Minnesota,78.6998764296323,27,011,16.8
Blue Earth County,Minnesota,80.5241677068064,27,013,32.2
Brown County,Minnesota,80.3859888657297,27,015,19.8
Carlton County,Minnesota,77.8684775760807,27,017,21.5
Carver County,Minnesota,82.8457716123719,27,019,47.5
Cass County,Minnesota,78.0655502027616,27,021,21.6
Chippewa County,Minnesota,79.5094602904037,27,023,17.8
Chisago County,Minnesota,79.8014348465334,27,025,21.2
Clay County,Minnesota,79.6432218361586,27,027,33.2
Clearwater County,Minnesota,77.4327623217404,27,029,15.3
Cook County,Minnesota,82.0048335720744,27,031,40.4
Cottonwood County,Minnesota,80.294810160774,27,033,20.4
Crow Wing County,Minnesota,79.5169616342591,27,035,24.6
Dakota County,Minnesota,81.8220149945981,27,037,41.1
Dodge County,Minnesota,80.6369193941376,27,039,24.6
Douglas County,Minnesota,80.3066048731763,27,041,25.2
Faribault County,Minnesota,79.1346907224433,27,043,17.3
Fillmore County,Minnesota,80.5515892292852,27,045,20.7
Freeborn County,Minnesota,79.8414527161033,27,047,16.8
Goodhue County,Minnesota,79.8595234274292,27,049,24.7
Grant County,Minnesota,79.520972656314,27,051,18.6
Hennepin County,Minnesota,80.8923103245979,27,053,48.2
Houston County,Minnesota,81.2882099712718,27,055,23.2
Hubbard County,Minnesota,80.2279788084441,27,057,26.6
Isanti County,Minnesota,79.6692990898641,27,059,17.3
Itasca County,Minnesota,78.5131825644256,27,061,22.7
Jackson County,Minnesota,81.3208972987281,27,063,20.2
Kanabec County,Minnesota,79.4281234192726,27,065,14.8
Kandiyohi County,Minnesota,80.9063870759591,27,067,22.6
Kittson County,Minnesota,78.5542308455233,27,069,23.2
Koochiching County,Minnesota,78.6273088934289,27,071,18.7
Lac qui Parle County,Minnesota,81.065649008396,27,073,19.0
Lake County,Minnesota,79.4984383937906,27,075,29.0
Lake of the Woods County,Minnesota,78.9712869910566,27,077,17.0
Le Sueur County,Minnesota,80.7995516260673,27,079,21.9
Lincoln County,Minnesota,79.8343394354466,27,081,19.7
Lyon County,Minnesota,80.2103189684499,27,083,26.5
McLeod County,Minnesota,80.5822001745395,27,085,18.0
Mahnomen County,Minnesota,74.8336101812383,27,087,12.1
Marshall County,Minnesota,81.7587548831387,27,089,20.1
Martin County,Minnesota,80.0284552861737,27,091,20.0
Meeker County,Minnesota,80.0670548291021,27,093,19.1
Mille Lacs County,Minnesota,77.1567561408896,27,095,15.5
Morrison County,Minnesota,79.6317773317138,27,097,16.4
Mower County,Minnesota,80.6657795132965,27,099,20.7
Murray County,Minnesota,81.0731117813567,27,101,18.1
Nicollet County,Minnesota,81.6407871921553,27,103,32.2
Nobles County,Minnesota,81.0586225517669,27,105,14.5
Norman County,Minnesota,77.1889893663221,27,107,17.5
Olmsted County,Minnesota,82.1552516045247,27,109,43.1
Otter Tail County,Minnesota,79.9696832679194,27,111,24.7
Pennington County,Minnesota,79.4942505456764,27,113,18.7
Pine County,Minnesota,78.9146802784558,27,115,13.9
Pipestone County,Minnesota,79.7973472009901,27,117,20.5
Polk County,Minnesota,78.1070333472276,27,119,24.5
Pope County,Minnesota,80.2826570468123,27,121,22.2
Ramsey County,Minnesota,79.6694505589469,27,123,41.5
Red Lake County,Minnesota,79.9103807653632,27,125,16.6
Redwood County,Minnesota,79.3113994955765,27,127,18.4
Renville County,Minnesota,78.6843108344412,27,129,14.5
Rice County,Minnesota,80.6295928889956,27,131,26.8
Rock County,Minnesota,79.1718051920885,27,133,21.8
Roseau County,Minnesota,79.5946065189053,27,135,19.2
Saint Louis County,Minnesota,78.7612123546069,27,137,28.4
Scott County,Minnesota,81.9866171250905,27,139,38.9
Sherburne County,Minnesota,80.3805068998322,27,141,27.4
Sibley County,Minnesota,80.5782548377096,27,143,16.6
Stearns County,Minnesota,81.9904098733389,27,145,27.2
Steele County,Minnesota,81.1610349718229,27,147,24.6
Stevens County,Minnesota,81.8098591826067,27,149,28.8
Swift County,Minnesota,80.0698738551496,27,151,17.0
Todd County,Minnesota,80.9157736558278,27,153,14.5
Traverse County,Minnesota,78.9876151741354,27,155,17.6
Wabasha County,Minnesota,81.8238531557157,27,157,21.6
Wadena County,Minnesota,76.6363226081507,27,159,12.9
Waseca County,Minnesota,80.6390839616165,27,161,20.2
Washington County,Minnesota,81.813781357859,27,163,42.3
Watonwan County,Minnesota,79.9568954747274,27,165,15.2
Wilkin County,Minnesota,78.5150969502267,27,167,20.8
Winona County,Minnesota,80.5357025564087,27,169,29.6
Wright County,Minnesota,80.8066969849497,27,171,27.4
Yellow Medicine County,Minnesota,79.9415801369744,27,173,15.8
Adams County,Mississippi,73.0608562882492,28,001,17.4
Alcorn County,Mississippi,73.3505353393099,28,003,15.9
Amite County,Mississippi,75.3910725487681,28,005,13.2
Attala County,Mississippi,72.805394184376,28,007,12.3
Benton County,Mississippi,73.5301365735074,28,009,10.3
Bolivar County,Mississippi,71.0762211519525,28,011,22.9
Calhoun County,Mississippi,73.9641131092755,28,013,11.2
Carroll County,Mississippi,76.0260083846934,28,015,16.4
Chickasaw County,Mississippi,74.5873999395152,28,017,11.8
Choctaw County,Mississippi,75.3334822066582,28,019,17.3
Claiborne County,Mississippi,72.2531180506981,28,021,18.8
Clarke County,Mississippi,73.342627857558,28,023,13.3
Clay County,Mississippi,74.7462237256067,28,025,19.3
Coahoma County,Mississippi,70.1906157324008,28,027,16.9
Copiah County,Mississippi,73.9966976935304,28,029,13.3
Covington County,Mississippi,72.5880196306984,28,031,16.1
DeSoto County,Mississippi,76.6794321904568,28,033,23.5
Forrest County,Mississippi,73.7332292045041,28,035,26.7
Franklin County,Mississippi,74.1100767980855,28,037,16.2
George County,Mississippi,72.3672687286948,28,039,11.9
Greene County,Mississippi,74.5484878154853,28,041,8.7
Grenada County,Mississippi,71.353894547333,28,043,18.1
Hancock County,Mississippi,76.246813617772,28,045,20.9
Harrison County,Mississippi,74.5786615473572,28,047,22.2
Hinds County,Mississippi,74.8750106107149,28,049,28.6
Holmes County,Mississippi,70.8431734751582,28,051,10.7
Humphreys County,Mississippi,71.6841000912992,28,053,13.6
Issaquena County,Mississippi,73.6136306122577,28,055,6.1
Itawamba County,Mississippi,73.7424683903062,28,057,13.0
Jackson County,Mississippi,75.3128105730287,28,059,20.7
Jasper County,Mississippi,74.2910305658162,28,061,13.9
Jefferson County,Mississippi,72.689880296866,28,063,12.7
Jefferson Davis County,Mississippi,72.489005097922,28,065,15.0
Jones County,Mississippi,74.3747111153202,28,067,18.4
Kemper County,Mississippi,75.9055915737949,28,069,13.1
Lafayette County,Mississippi,77.3465663911233,28,071,41.9
Lamar County,Mississippi,78.3119451705558,28,073,35.9
Lauderdale County,Mississippi,74.3142186463745,28,075,20.1
Lawrence County,Mississippi,73.0182128937996,28,077,13.8
Leake County,Mississippi,73.8209876959739,28,079,12.1
Lee County,Mississippi,74.3497617163344,28,081,23.5
Leflore County,Mississippi,70.9186274275444,28,083,17.9
Lincoln County,Mississippi,73.4430021565852,28,085,15.0
Lowndes County,Mississippi,74.916652954213,28,087,23.6
Madison County,Mississippi,75.4025831376784,28,089,46.5
Marion County,Mississippi,71.7144498464038,28,091,12.9
Marshall County,Mississippi,73.3256885581918,28,093,13.1
Monroe County,Mississippi,74.8414542801705,28,095,16.5
Montgomery County,Mississippi,72.9864741402993,28,097,21.0
Neshoba County,Mississippi,71.0667161615236,28,099,14.1
Newton County,Mississippi,73.3814139310264,28,101,16.3
Noxubee County,Mississippi,74.2250822953941,28,103,12.9
Oktibbeha County,Mississippi,77.6279992782176,28,105,42.6
Panola County,Mississippi,72.4202562324254,28,107,14.4
Pearl River County,Mississippi,74.0341216811759,28,109,15.0
Perry County,Mississippi,73.7672706512147,28,111,10.6
Pike County,Mississippi,71.8840983530055,28,113,15.9
Pontotoc County,Mississippi,76.1852044418433,28,115,14.9
Prentiss County,Mississippi,74.0360726996079,28,117,12.3
Quitman County,Mississippi,70.1935616428145,28,119,11.8
Rankin County,Mississippi,78.377978755344,28,121,29.2
Scott County,Mississippi,73.7736070591126,28,123,12.7
Sharkey County,Mississippi,71.9376042149017,28,125,21.5
Simpson County,Mississippi,73.532840232522,28,127,13.3
Smith County,Mississippi,74.8479859096662,28,129,11.0
Stone County,Mississippi,73.7774756952029,28,131,15.0
Sunflower County,Mississippi,70.6839874683612,28,133,14.5
Tallahatchie County,Mississippi,72.9303593427516,28,135,10.1
Tate County,Mississippi,74.5522365006285,28,137,16.1
Tippah County,Mississippi,73.2544252186087,28,139,14.5
Tishomingo County,Mississippi,72.3206300234417,28,141,11.5
Tunica County,Mississippi,70.5194849511801,28,143,17.1
Union County,Mississippi,75.3355759758246,28,145,14.7
Walthall County,Mississippi,73.5584059198276,28,147,10.3
Warren County,Mississippi,73.6814403064106,28,149,22.9
Washington County,Mississippi,70.7749959140637,28,151,19.0
Wayne County,Mississippi,74.6612919839401,28,153,12.6
Webster County,Mississippi,72.3855963624167,28,155,18.1
Wilkinson County,Mississippi,71.5034544609628,28,157,14.9
Winston County,Mississippi,74.0695920128204,28,159,15.9
Yalobusha County,Mississippi,72.2999605452242,28,161,14.0
Yazoo County,Mississippi,73.2756738910349,28,163,14.3
Adair County,Missouri,77.4368641875169,29,001,31.0
Andrew County,Missouri,78.8479037322724,29,003,25.1
Atchison County,Missouri,77.5544227294247,29,005,23.3
Audrain County,Missouri,76.3141519215107,29,007,13.7
Barry County,Missouri,75.6329956321462,29,009,12.8
Barton County,Missouri,77.0428070020365,29,011,17.4
Bates County,Missouri,76.0127251195747,29,013,15.0
Benton County,Missouri,75.9188509462703,29,015,11.6
Bollinger County,Missouri,76.0949557517719,29,017,9.4
Boone County,Missouri,79.6841170572811,29,019,45.9
Buchanan County,Missouri,76.1394873951461,29,021,19.9
Butler County,Missouri,73.3306255820332,29,023,15.9
Caldwell County,Missouri,76.8245885130729,29,025,17.4
Callaway County,Missouri,77.2834832719989,29,027,21.6
Camden County,Missouri,78.9748062382415,29,029,22.0
Cape Girardeau County,Missouri,77.6556577398242,29,031,29.8
Carroll County,Missouri,76.4130061963677,29,033,17.1
Carter County,Missouri,73.6145869296406,29,035,12.3
Cass County,Missouri,78.2965269578781,29,037,25.8
Cedar County,Missouri,75.2483157309263,29,039,13.8
Chariton County,Missouri,78.5567561126019,29,041,16.4
Christian County,Missouri,79.066808688661,29,043,27.9
Clark County,Missouri,76.7423559527894,29,045,13.2
Clay County,Missouri,79.2640796347556,29,047,31.9
Clinton County,Missouri,76.2103739121877,29,049,18.5
Cole County,Missouri,78.6718935526162,29,051,31.4
Cooper County,Missouri,77.4455271409324,29,053,20.7
Crawford County,Missouri,74.6636031101479,29,055,11.2
Dade County,Missouri,75.6866345095531,29,057,15.1
Dallas County,Missouri,75.8661861593595,29,059,12.1
Daviess County,Missouri,77.2827618942041,29,061,17.3
DeKalb County,Missouri,78.1158695280235,29,063,14.5
Dent County,Missouri,75.4762098076057,29,065,12.9
Douglas County,Missouri,76.2044437790229,29,067,9.4
Dunklin County,Missouri,71.7046208083948,29,069,12.9
Franklin County,Missouri,76.5919727117857,29,071,20.4
Gasconade County,Missouri,76.5619519775557,29,073,17.1
Gentry County,Missouri,77.2676607379027,29,075,20.0
Greene County,Missouri,77.0930843808252,29,077,30.5
Grundy County,Missouri,77.0190125969577,29,079,17.9
Harrison County,Missouri,77.4209282284649,29,081,14.5
Henry County,Missouri,75.1406824445626,29,083,15.9
Hickory County,Missouri,76.4028937976095,29,085,9.8
Holt County,Missouri,78.849287335293,29,087,21.7
Howard County,Missouri,77.9648674539284,29,089,25.5
Howell County,Missouri,74.7555165370642,29,091,15.4
Iron County,Missouri,72.8010802661979,29,093,11.7
Jackson County,Missouri,76.9580665319386,29,095,30.2
Jasper County,Missouri,75.9003120461814,29,097,22.7
Jefferson County,Missouri,76.024076474587,29,099,19.8
