County,State,mean_life_expectancy,State_FIPS,County_FIPS,No Vehicle (Renter)
Webster County,Kentucky,74.3717313291531,21,233,173
Whitley County,Kentucky,71.7029796738682,21,235,773
Wolfe County,Kentucky,71.2080985494209,21,237,206
Woodford County,Kentucky,78.0031969033258,21,239,279
Acadia Parish,Louisiana,74.2235221849913,22,001,1307
Allen Parish,Louisiana,76.1389555656428,22,003,452
Ascension Parish,Louisiana,77.9647464320145,22,005,932
Assumption Parish,Louisiana,76.5468257115658,22,007,370
Avoyelles Parish,Louisiana,73.6339363732797,22,009,967
Beauregard Parish,Louisiana,74.9676902483984,22,011,429
Bienville Parish,Louisiana,73.6457017004687,22,013,381
Bossier Parish,Louisiana,77.3004502678436,22,015,2062
Caddo Parish,Louisiana,74.6153421812587,22,017,7746
Calcasieu Parish,Louisiana,74.9501730870946,22,019,3625
Caldwell Parish,Louisiana,73.1069893271645,22,021,166
Cameron Parish,Louisiana,79.4986354731989,22,023,0
Catahoula Parish,Louisiana,72.9198224492342,22,025,116
Claiborne Parish,Louisiana,75.4954117378742,22,027,416
Concordia Parish,Louisiana,73.2271547939275,22,029,528
De Soto Parish,Louisiana,74.6951756187524,22,031,652
East Baton Rouge Parish,Louisiana,76.0890791370001,22,033,9168
East Carroll Parish,Louisiana,72.1457170572598,22,035,265
East Feliciana Parish,Louisiana,73.2145810609834,22,037,201
Evangeline Parish,Louisiana,73.5367462209102,22,039,1109
Franklin Parish,Louisiana,73.5114099458631,22,041,494
Grant Parish,Louisiana,74.8559297048238,22,043,176
Iberia Parish,Louisiana,74.8369692681855,22,045,1748
Iberville Parish,Louisiana,74.8533158502047,22,047,581
Jackson Parish,Louisiana,75.2359047617213,22,049,248
Jefferson Parish,Louisiana,77.032298292349,22,051,10180
Jefferson Davis Parish,Louisiana,74.2283543567633,22,053,489
Lafayette Parish,Louisiana,77.7390080203605,22,055,4097
Lafourche Parish,Louisiana,76.6355360757188,22,057,1169
LaSalle Parish,Louisiana,74.6772480137931,22,059,181
Lincoln Parish,Louisiana,77.2951598676725,22,061,1257
Livingston Parish,Louisiana,75.8312794231156,22,063,1066
Madison Parish,Louisiana,71.9999676719079,22,065,571
Morehouse Parish,Louisiana,72.5283221676415,22,067,700
Natchitoches Parish,Louisiana,75.2717895598355,22,069,1099
Orleans Parish,Louisiana,76.2890093871713,22,071,22674
Ouachita Parish,Louisiana,75.1920795163581,22,073,3676
Plaquemines Parish,Louisiana,76.8233361720861,22,075,129
Pointe Coupee Parish,Louisiana,75.5096687816589,22,077,428
Rapides Parish,Louisiana,74.4160885355234,22,079,2727
Red River Parish,Louisiana,73.7175081924577,22,081,229
Richland Parish,Louisiana,74.1580307933206,22,083,563
Sabine Parish,Louisiana,75.4661581130241,22,085,433
Saint Bernard Parish,Louisiana,74.7581674409192,22,087,533
Saint Charles Parish,Louisiana,76.7970306859622,22,089,353
Saint Helena Parish,Louisiana,73.9744658113066,22,091,131
Saint James Parish,Louisiana,76.4748712204607,22,093,207
Saint John the Baptist Parish,Louisiana,74.9311280798375,22,095,827
Saint Landry Parish,Louisiana,73.2697408572051,22,097,2557
Saint Martin Parish,Louisiana,75.688139138835,22,099,629
Saint Mary Parish,Louisiana,74.8527611747267,22,101,1377
Saint Tammany Parish,Louisiana,77.8796624418648,22,103,1851
Tangipahoa Parish,Louisiana,74.4076305694896,22,105,2072
Tensas Parish,Louisiana,74.6008945308087,22,107,197
Terrebonne Parish,Louisiana,75.1862461742975,22,109,1389
Union Parish,Louisiana,74.9628580465202,22,111,271
Vermilion Parish,Louisiana,76.4810038919952,22,113,803
Vernon Parish,Louisiana,75.6342776610692,22,115,526
Washington Parish,Louisiana,72.7585821447856,22,117,968
Webster Parish,Louisiana,73.8887289045688,22,119,948
West Baton Rouge Parish,Louisiana,76.481355926547,22,121,343
West Carroll Parish,Louisiana,74.6321481635125,22,123,173
West Feliciana Parish,Louisiana,77.2217565221022,22,125,137
Winn Parish,Louisiana,74.4702851632681,22,127,182
Androscoggin County,Maine,78.0847267660443,23,001,4050
Aroostook County,Maine,78.1761620063944,23,003,1819
Cumberland County,Maine,80.3087618977733,23,005,7825
Franklin County,Maine,78.9865275352724,23,007,442
Hancock County,Maine,79.7380784789022,23,009,1017
Kennebec County,Maine,78.2102912088634,23,011,3117
Knox County,Maine,79.7929987499612,23,013,627
Lincoln County,Maine,79.7075652315216,23,015,217
Oxford County,Maine,78.3776328005355,23,017,1213
Penobscot County,Maine,78.1245755758481,23,019,4107
Piscataquis County,Maine,77.4030124931019,23,021,321
Sagadahoc County,Maine,79.8436994895565,23,023,731
Somerset County,Maine,77.3251089861178,23,025,913
Waldo County,Maine,79.2862075671979,23,027,680
Washington County,Maine,76.6879879060973,23,029,785
York County,Maine,79.9776523741353,23,031,3030
Allegany County,Maryland,76.9721303602,24,001,2169
Anne Arundel County,Maryland,79.2914942778127,24,003,5139
Baltimore County,Maryland,79.2527847582288,24,005,18667
Calvert County,Maryland,79.4554967381292,24,009,680
Caroline County,Maryland,76.5093276935924,24,011,400
Carroll County,Maryland,79.1879791078151,24,013,1655
Cecil County,Maryland,76.8974416036668,24,015,1338
Charles County,Maryland,78.8484376852968,24,017,1032
Dorchester County,Maryland,77.1944522998262,24,019,1068
Frederick County,Maryland,80.515199753405,24,021,3239
Garrett County,Maryland,78.4681664960569,24,023,623
Harford County,Maryland,79.4004421200806,24,025,2838
Howard County,Maryland,82.9078989490109,24,027,2650
Kent County,Maryland,78.9195445267975,24,029,567
Queen Anne's County,Maryland,80.0423430062891,24,035,179
Saint Mary's County,Maryland,79.075245733227,24,037,1286
Somerset County,Maryland,76.6991397409306,24,039,544
Talbot County,Maryland,80.5789166758647,24,041,529
Washington County,Maryland,77.6451814895506,24,043,3261
Wicomico County,Maryland,77.3510429506559,24,045,2171
Worcester County,Maryland,79.2493172038924,24,047,772
Baltimore City,Maryland,73.2292322446034,24,510,57967
Montgomery County,Maryland,81.778509174526,24,031,22046
Prince George's County,Maryland,81.778509174526,24,033,23870
Barnstable County,Massachusetts,80.1965547995196,25,001,3142
Berkshire County,Massachusetts,79.7265520198495,25,003,4620
Bristol County,Massachusetts,79.0183324043158,25,005,17673
Dukes County,Massachusetts,81.7078832113145,25,007,144
Essex County,Massachusetts,80.7237184764972,25,009,25200
Franklin County,Massachusetts,80.1203907940027,25,011,1596
Hampden County,Massachusetts,79.0188152157318,25,013,20647
Hampshire County,Massachusetts,81.0923158484751,25,015,3289
Middlesex County,Massachusetts,81.9108492433002,25,017,48815
Nantucket County,Massachusetts,81.7078050733029,25,019,174
Norfolk County,Massachusetts,81.5334703657443,25,021,17131
Plymouth County,Massachusetts,79.747039604143,25,023,7905
Suffolk County,Massachusetts,80.3923332227641,25,025,85392
Worcester County,Massachusetts,79.6265252121795,25,027,21671
Alcona County,Michigan,77.232643823287,26,001,60
Alger County,Michigan,79.191950439696,26,003,66
Allegan County,Michigan,79.0451132538204,26,005,778
Alpena County,Michigan,77.8400356119044,26,007,613
Antrim County,Michigan,79.7569444956983,26,009,152
Arenac County,Michigan,76.7022141671767,26,011,144
Baraga County,Michigan,77.5411003757185,26,013,130
Barry County,Michigan,79.3603605920742,26,015,385
Bay County,Michigan,77.7689446509833,26,017,2253
Benzie County,Michigan,79.0610608610827,26,019,157
Berrien County,Michigan,77.8083413680861,26,021,3661
Branch County,Michigan,77.4105388524582,26,023,580
Calhoun County,Michigan,76.5469205430941,26,025,2840
Cass County,Michigan,78.0065452579678,26,027,480
Charlevoix County,Michigan,79.6641650920782,26,029,369
Cheboygan County,Michigan,78.6359824803649,26,031,338
Chippewa County,Michigan,78.9290529280073,26,033,842
Clare County,Michigan,75.9169316481592,26,035,569
Clinton County,Michigan,80.7295001390418,26,037,522
Crawford County,Michigan,77.3768626316197,26,039,172
Delta County,Michigan,79.1216687217672,26,041,700
Dickinson County,Michigan,79.1596195843726,26,043,366
Eaton County,Michigan,79.2842268513439,26,045,1714
Emmet County,Michigan,79.8325749070944,26,047,408
Genesee County,Michigan,75.871433389035,26,049,10703
Gladwin County,Michigan,77.1177609623929,26,051,252
Gogebic County,Michigan,78.4161601534691,26,053,316
Grand Traverse County,Michigan,80.0734230563564,26,055,1162
Gratiot County,Michigan,78.0333213773853,26,057,554
Hillsdale County,Michigan,78.0345521531041,26,059,514
Houghton County,Michigan,78.6983101031989,26,061,689
Huron County,Michigan,77.7343252433863,26,063,435
Ingham County,Michigan,78.692688052455,26,065,8051
Ionia County,Michigan,78.4192201017544,26,067,776
Iosco County,Michigan,76.3822237698863,26,069,245
Iron County,Michigan,78.6216431887019,26,071,244
Isabella County,Michigan,78.9815512217518,26,073,1334
Jackson County,Michigan,77.4545367297872,26,075,3280
Kalamazoo County,Michigan,79.034797592106,26,077,5947
Kalkaska County,Michigan,76.9241172096368,26,079,213
Kent County,Michigan,79.9618777397883,26,081,13466
Keweenaw County,Michigan,79.8920053117366,26,083,35
Lake County,Michigan,76.8016504782554,26,085,183
Lapeer County,Michigan,78.1884149038736,26,087,771
Leelanau County,Michigan,82.6081564923572,26,089,118
Lenawee County,Michigan,78.2154646617536,26,091,1204
Livingston County,Michigan,80.0403230836218,26,093,1157
Luce County,Michigan,78.2060419440142,26,095,64
Mackinac County,Michigan,78.3550070866354,26,097,310
Macomb County,Michigan,78.1189465206933,26,099,13217
Manistee County,Michigan,78.2976428774991,26,101,400
Marquette County,Michigan,78.9878206187535,26,103,1114
Mason County,Michigan,78.2786452222188,26,105,516
Mecosta County,Michigan,78.973144674433,26,107,611
Menominee County,Michigan,79.3957239836576,26,109,424
Midland County,Michigan,80.4424435597075,26,111,1286
Missaukee County,Michigan,78.111981166613,26,113,136
Monroe County,Michigan,78.0061291678267,26,115,2075
Montcalm County,Michigan,77.8442736522871,26,117,601
Montmorency County,Michigan,76.5385910484927,26,119,83
Muskegon County,Michigan,77.4857657825946,26,121,4142
Newaygo County,Michigan,77.8376258381091,26,123,392
Oakland County,Michigan,79.9704000135255,26,125,19209
Oceana County,Michigan,78.7169665240827,26,127,193
Ogemaw County,Michigan,75.9466445242225,26,129,340
Ontonagon County,Michigan,77.606106463101,26,131,131
Osceola County,Michigan,78.1139206887283,26,133,431
Oscoda County,Michigan,76.1066798993731,26,135,77
Otsego County,Michigan,78.1720053597639,26,137,452
Ottawa County,Michigan,81.7481859404675,26,139,2704
Presque Isle County,Michigan,78.9023306408073,26,141,116
Roscommon County,Michigan,76.3625453540767,26,143,415
Saginaw County,Michigan,77.5549454841448,26,145,4602
Saint Clair County,Michigan,77.1353069379292,26,147,2932
Saint Joseph County,Michigan,77.0627391082849,26,149,719
Sanilac County,Michigan,77.8319462255249,26,151,426
Schoolcraft County,Michigan,78.284580148611,26,153,141
Shiawassee County,Michigan,77.3807570811903,26,155,1163
Tuscola County,Michigan,77.8167341586458,26,157,561
Van Buren County,Michigan,77.576879011137,26,159,1036
Washtenaw County,Michigan,81.0325940468311,26,161,9413
Wayne County,Michigan,75.5139276270401,26,163,65938
Wexford County,Michigan,77.3453703900115,26,165,559
Aitkin County,Minnesota,79.5321372193417,27,001,299
Anoka County,Minnesota,81.2331771025642,27,003,3907
Becker County,Minnesota,78.5089241417585,27,005,488
Beltrami County,Minnesota,77.7818383031021,27,007,911
Benton County,Minnesota,79.303806652063,27,009,1087
Big Stone County,Minnesota,79.6039824492005,27,011,117
Blue Earth County,Minnesota,80.7700312652787,27,013,1481
Brown County,Minnesota,80.9504130508328,27,015,500
Carlton County,Minnesota,78.0805915048272,27,017,492
Carver County,Minnesota,82.6983907822821,27,019,778
Cass County,Minnesota,78.3124561847024,27,021,378
Chippewa County,Minnesota,79.9780877929755,27,023,193
Chisago County,Minnesota,80.3532424118193,27,025,668
Clay County,Minnesota,79.9829373887786,27,027,1122
Clearwater County,Minnesota,77.8292943879043,27,029,164
Cook County,Minnesota,82.1573473074188,27,031,100
Cottonwood County,Minnesota,80.6179254382194,27,033,242
Crow Wing County,Minnesota,79.8448020618496,27,035,1376
Dakota County,Minnesota,81.8907790040662,27,037,5402
Dodge County,Minnesota,81.41450441749,27,039,104
Douglas County,Minnesota,80.8085300691243,27,041,653
Faribault County,Minnesota,79.7911776118583,27,043,145
Fillmore County,Minnesota,81.0054804154047,27,045,356
Freeborn County,Minnesota,80.4779340560174,27,047,600
Goodhue County,Minnesota,80.1953694996923,27,049,845
Grant County,Minnesota,80.0281439545122,27,051,62
Hennepin County,Minnesota,81.0298031323874,27,053,40316
Houston County,Minnesota,81.6082345258011,27,055,278
Hubbard County,Minnesota,80.4728203785905,27,057,229
Isanti County,Minnesota,79.9406866674154,27,059,456
Itasca County,Minnesota,78.669074264912,27,061,620
Jackson County,Minnesota,81.5872223169032,27,063,96
Kanabec County,Minnesota,79.5974956619212,27,065,199
Kandiyohi County,Minnesota,81.2153442718842,27,067,1025
Kittson County,Minnesota,78.5861624830687,27,069,50
Koochiching County,Minnesota,78.8220382947085,27,071,390
Lac qui Parle County,Minnesota,81.2432831621117,27,073,74
Lake County,Minnesota,79.2523138986229,27,075,205
Lake of the Woods County,Minnesota,78.7160227923041,27,077,19
Le Sueur County,Minnesota,81.1179783684023,27,079,305
Lincoln County,Minnesota,80.3415582911766,27,081,60
Lyon County,Minnesota,80.6321443349275,27,083,587
McLeod County,Minnesota,80.9532073385298,27,085,545
Mahnomen County,Minnesota,75.8916419808205,27,087,174
Marshall County,Minnesota,82.0016950783227,27,089,95
Martin County,Minnesota,80.576048460215,27,091,605
Meeker County,Minnesota,80.5878803054063,27,093,208
Mille Lacs County,Minnesota,77.7152036977397,27,095,502
Morrison County,Minnesota,79.9239988268322,27,097,588
Mower County,Minnesota,81.26747019387,27,099,766
Murray County,Minnesota,81.406687560793,27,101,112
Nicollet County,Minnesota,82.0762661695805,27,103,393
Nobles County,Minnesota,81.494614384102,27,105,390
Norman County,Minnesota,77.5796512253933,27,107,104
Olmsted County,Minnesota,82.3073920749751,27,109,2450
Otter Tail County,Minnesota,80.2582911522868,27,111,1100
Pennington County,Minnesota,79.2265393910315,27,113,267
Pine County,Minnesota,79.0565074657375,27,115,375
Pipestone County,Minnesota,80.094821648599,27,117,186
Polk County,Minnesota,78.5803876798228,27,119,677
Pope County,Minnesota,80.7949264617652,27,121,201
Ramsey County,Minnesota,80.0725227453739,27,123,19339
Red Lake County,Minnesota,79.6394916588584,27,125,73
Redwood County,Minnesota,79.6597322578671,27,127,201
Renville County,Minnesota,79.2624435805548,27,129,259
Rice County,Minnesota,81.0048934494323,27,131,1055
Rock County,Minnesota,79.4489991733243,27,133,149
Roseau County,Minnesota,79.7561597318083,27,135,265
Saint Louis County,Minnesota,78.7551052986631,27,137,6215
Scott County,Minnesota,81.9644791343168,27,139,988
Sherburne County,Minnesota,80.6685001677233,27,141,647
Sibley County,Minnesota,80.830933173093,27,143,182
Stearns County,Minnesota,82.2221346718519,27,145,2568
Steele County,Minnesota,81.7438945249346,27,147,841
Stevens County,Minnesota,82.3283986919135,27,149,228
Swift County,Minnesota,80.5947597209952,27,151,216
Todd County,Minnesota,81.0950896707223,27,153,328
Traverse County,Minnesota,79.8922219509277,27,155,35
Wabasha County,Minnesota,81.9654827628992,27,157,214
Wadena County,Minnesota,77.3546787315729,27,159,303
Waseca County,Minnesota,81.2288284084887,27,161,215
Washington County,Minnesota,81.8111233262289,27,163,1992
Watonwan County,Minnesota,80.5410537119217,27,165,211
Wilkin County,Minnesota,78.4609388280728,27,167,181
Winona County,Minnesota,80.8992283877661,27,169,913
Wright County,Minnesota,81.0980437860864,27,171,889
Yellow Medicine County,Minnesota,80.2711192164332,27,173,110
Adams County,Mississippi,73.7096770182921,28,001,669
Alcorn County,Mississippi,73.8843093434408,28,003,511
Amite County,Mississippi,75.8130325040975,28,005,97
Attala County,Mississippi,73.4950713616207,28,007,348
Benton County,Mississippi,74.3535004507145,28,009,47
Bolivar County,Mississippi,71.2852921107636,28,011,1166
Calhoun County,Mississippi,74.5596283864905,28,013,369
Carroll County,Mississippi,76.554041105066,28,015,64
Chickasaw County,Mississippi,75.0523026605695,28,017,344
Choctaw County,Mississippi,75.6394915860441,28,019,224
Claiborne County,Mississippi,72.5378593135743,28,021,143
Clarke County,Mississippi,74.2640996096485,28,023,199
Clay County,Mississippi,75.0084424862449,28,025,407
Coahoma County,Mississippi,71.1599470778584,28,027,1137
Copiah County,Mississippi,74.2170965152947,28,029,433
Covington County,Mississippi,72.8609408069449,28,031,206
DeSoto County,Mississippi,76.9938492774406,28,033,859
Forrest County,Mississippi,74.2382036116112,28,035,1878
Franklin County,Mississippi,74.9117542966855,28,037,100
George County,Mississippi,72.8761951777021,28,039,146
Greene County,Mississippi,74.8202521425028,28,041,85
Grenada County,Mississippi,71.7246698594509,28,043,418
Hancock County,Mississippi,76.4391713817129,28,045,279
Harrison County,Mississippi,75.0046378225847,28,047,2627
Hinds County,Mississippi,75.2490413872811,28,049,5179
Holmes County,Mississippi,71.8812157038921,28,051,385
Humphreys County,Mississippi,71.8485982327311,28,053,377
Issaquena County,Mississippi,74.5036532702353,28,055,52
Itawamba County,Mississippi,74.3035127389377,28,057,129
Jackson County,Mississippi,75.6916301336342,28,059,1254
Jasper County,Mississippi,74.7692902338666,28,061,176
Jefferson County,Mississippi,73.5514296610931,28,063,136
Jefferson Davis County,Mississippi,73.3064821274409,28,065,217
Jones County,Mississippi,74.9196368354135,28,067,806
Kemper County,Mississippi,76.5706009911457,28,069,223
Lafayette County,Mississippi,76.8649236093089,28,071,546
Lamar County,Mississippi,78.395552524777,28,073,599
Lauderdale County,Mississippi,74.446148203756,28,075,1644
Lawrence County,Mississippi,73.2268612697849,28,077,90
Leake County,Mississippi,73.9410684452009,28,079,294
Lee County,Mississippi,74.4708444470975,28,081,1226
Leflore County,Mississippi,71.9274529257523,28,083,1062
Lincoln County,Mississippi,73.7104220272599,28,085,212
Lowndes County,Mississippi,75.6699529057829,28,087,1570
Madison County,Mississippi,75.235237532532,28,089,1122
Marion County,Mississippi,72.4339600093061,28,091,474
Marshall County,Mississippi,73.9836973831274,28,093,430
Monroe County,Mississippi,75.2480044639617,28,095,569
Montgomery County,Mississippi,73.0790075202276,28,097,259
Neshoba County,Mississippi,72.1783764560039,28,099,313
Newton County,Mississippi,73.9120954277098,28,101,219
Noxubee County,Mississippi,74.7331689137245,28,103,292
Oktibbeha County,Mississippi,77.9002782914071,28,105,742
Panola County,Mississippi,72.9420133757285,28,107,558
Pearl River County,Mississippi,74.3372457132276,28,109,526
Perry County,Mississippi,73.900865559261,28,111,58
Pike County,Mississippi,72.7096266883724,28,113,963
Pontotoc County,Mississippi,76.4531424349025,28,115,188
Prentiss County,Mississippi,74.8996721928906,28,117,525
Quitman County,Mississippi,71.09098253979,28,119,236
Rankin County,Mississippi,78.3766359356396,28,121,1003
Scott County,Mississippi,73.9809897331833,28,123,697
Sharkey County,Mississippi,72.8474114189884,28,125,128
Simpson County,Mississippi,73.9497257698827,28,127,298
Smith County,Mississippi,75.0837292155677,28,129,191
Stone County,Mississippi,74.0454966772323,28,131,154
Sunflower County,Mississippi,71.467317872054,28,133,790
Tallahatchie County,Mississippi,73.4142883464796,28,135,341
Tate County,Mississippi,74.9264338235102,28,137,283
Tippah County,Mississippi,73.6533302203581,28,139,190
Tishomingo County,Mississippi,73.2165859435877,28,141,241
Tunica County,Mississippi,71.2821984054165,28,143,226
Union County,Mississippi,75.8830324366929,28,145,327
Walthall County,Mississippi,73.8990454504909,28,147,199
Warren County,Mississippi,74.192526287596,28,149,1117
Washington County,Mississippi,71.5533710515355,28,151,1958
Wayne County,Mississippi,74.7085705921865,28,153,134
Webster County,Mississippi,73.0604838660998,28,155,165
Wilkinson County,Mississippi,72.3223478710573,28,157,240
Winston County,Mississippi,74.6399795907165,28,159,506
Yalobusha County,Mississippi,72.8963966399532,28,161,249
Yazoo County,Mississippi,73.6226134896624,28,163,720
Adair County,Missouri,77.8922475508622,29,001,664
Andrew County,Missouri,78.8818916940751,29,003,161
Atchison County,Missouri,77.8502514310176,29,005,88
Audrain County,Missouri,76.8185806422326,29,007,345
Barry County,Missouri,76.0425108716089,29,009,319
Barton County,Missouri,77.3502669855083,29,011,259
Bates County,Missouri,76.1164890516223,29,013,283
Benton County,Missouri,75.995992704134,29,015,276
Bollinger County,Missouri,76.364414811417,29,017,89
Boone County,Missouri,80.1017852827957,29,019,3181
Buchanan County,Missouri,76.2145288375848,29,021,2150
Butler County,Missouri,73.8710180644632,29,023,1144
Caldwell County,Missouri,77.0571815065876,29,025,98
Callaway County,Missouri,77.6940654993037,29,027,445
Camden County,Missouri,78.9373527613186,29,029,384
Cape Girardeau County,Missouri,77.9755454840591,29,031,1433
Carroll County,Missouri,76.7741758234777,29,033,100
Carter County,Missouri,73.5103690317366,29,035,93
Cass County,Missouri,78.3897118609715,29,037,813
Cedar County,Missouri,75.7058108655114,29,039,203
Chariton County,Missouri,78.4422212795068,29,041,86
Christian County,Missouri,79.262299390096,29,043,564
Clark County,Missouri,77.1176927124252,29,045,72
Clay County,Missouri,79.294930939216,29,047,2511
Clinton County,Missouri,76.3607278296839,29,049,152
Cole County,Missouri,78.9344554922392,29,051,1620
Cooper County,Missouri,77.6143801009652,29,053,245
Crawford County,Missouri,75.6648169357345,29,055,363
Dade County,Missouri,76.543292068581,29,057,87
Dallas County,Missouri,77.0100043500477,29,059,252
Daviess County,Missouri,77.2053583284683,29,061,68
DeKalb County,Missouri,77.8075121411642,29,063,269
Dent County,Missouri,75.9251129490697,29,065,285
Douglas County,Missouri,76.8635747414218,29,067,101
Dunklin County,Missouri,72.1814991610531,29,069,985
Franklin County,Missouri,77.1705684387495,29,071,1222
Gasconade County,Missouri,76.8930469205998,29,073,151
Gentry County,Missouri,77.7594705117328,29,075,94
Greene County,Missouri,77.709167833296,29,077,6032
Grundy County,Missouri,77.1775079598003,29,079,212
Harrison County,Missouri,77.3207512224159,29,081,115
Henry County,Missouri,75.5233705197824,29,083,244
Hickory County,Missouri,76.8978202729459,29,085,98
Holt County,Missouri,79.0189600561639,29,087,67
Howard County,Missouri,78.3717938748956,29,089,230
Howell County,Missouri,75.1315550392539,29,091,830
Iron County,Missouri,73.5491731559083,29,093,282
Jackson County,Missouri,77.0319912299604,29,095,20839
Jasper County,Missouri,76.0950353998247,29,097,2402
Jefferson County,Missouri,76.4139177015055,29,099,1728
Johnson County,Missouri,77.964219827097,29,101,648
Knox County,Missouri,77.1314348140698,29,103,38
Laclede County,Missouri,75.8606519731962,29,105,502
Lafayette County,Missouri,77.2893016530808,29,107,475
Lawrence County,Missouri,76.386599752678,29,109,543
Lewis County,Missouri,77.0852411934756,29,111,135
Lincoln County,Missouri,76.8930197244285,29,113,635
Linn County,Missouri,76.1966416647027,29,115,214
Livingston County,Missouri,77.396837516058,29,117,196
McDonald County,Missouri,74.7139706763531,29,119,249
Macon County,Missouri,77.2217950126212,29,121,195
Madison County,Missouri,74.1773599264903,29,123,200
Maries County,Missouri,77.3136550978535,29,125,73
Marion County,Missouri,76.9657091475602,29,127,635
Mercer County,Missouri,78.0790032972874,29,129,68
Miller County,Missouri,76.6418300823123,29,131,393
Mississippi County,Missouri,73.2759894323575,29,133,523
Moniteau County,Missouri,78.0683375504993,29,135,150
Monroe County,Missouri,78.6293971094876,29,137,129
Montgomery County,Missouri,76.0629568053237,29,139,147
Morgan County,Missouri,75.5170516341565,29,141,318
New Madrid County,Missouri,73.2247308394097,29,143,586
Newton County,Missouri,76.3118404051647,29,145,762
Nodaway County,Missouri,79.1494768886903,29,147,419
Oregon County,Missouri,75.5439244779616,29,149,114
Osage County,Missouri,78.7613739367206,29,151,151
Ozark County,Missouri,76.0374303425913,29,153,111
Pemiscot County,Missouri,71.602432757941,29,155,813
Perry County,Missouri,78.3040011882363,29,157,160
Pettis County,Missouri,77.3609505824366,29,159,834
Phelps County,Missouri,76.7816285996013,29,161,911
Pike County,Missouri,76.7860305884,29,163,273
Platte County,Missouri,80.5680882806597,29,165,1219
Polk County,Missouri,76.4945970406997,29,167,333
Pulaski County,Missouri,76.62734516113,29,169,659
Putnam County,Missouri,77.1462878892274,29,171,85
Ralls County,Missouri,78.9613788604489,29,173,138
Randolph County,Missouri,75.9813782464511,29,175,312
Ray County,Missouri,76.3474958129826,29,177,329
Reynolds County,Missouri,74.60584610024,29,179,107
Ripley County,Missouri,73.651562347727,29,181,145
Saint Charles County,Missouri,80.4844402825731,29,183,2843
Saint Clair County,Missouri,76.0575144894027,29,185,191
Sainte Genevieve County,Missouri,77.9490267952019,29,186,194
Saint Francois County,Missouri,74.527849633584,29,187,1456
Saint Louis County,Missouri,79.0243067011445,29,189,20635
Saline County,Missouri,77.3136420184193,29,195,527
Schuyler County,Missouri,77.6425170118486,29,197,57
Scotland County,Missouri,77.6818920632925,29,199,56
Scott County,Missouri,75.3058219810281,29,201,822
Shannon County,Missouri,76.0599486371675,29,203,49
Shelby County,Missouri,77.3150899709162,29,205,75
Stoddard County,Missouri,75.4968841693476,29,207,463
Stone County,Missouri,78.0827232942743,29,209,320
Sullivan County,Missouri,76.6387615523966,29,211,141
Taney County,Missouri,77.4857807163644,29,213,573
Texas County,Missouri,76.8790657995785,29,215,223
Vernon County,Missouri,75.7161564966682,29,217,375
Warren County,Missouri,78.4477143980754,29,219,364
Washington County,Missouri,73.7067408080698,29,221,424
Wayne County,Missouri,74.3813784722428,29,223,265
Webster County,Missouri,77.6692266010509,29,225,471
Worth County,Missouri,78.1849730614201,29,227,20
Wright County,Missouri,75.3239867370217,29,229,285
Saint Louis City,Missouri,74.6712794669799,29,510,26365
Beaverhead County,Montana,80.0690499880353,30,001,87
Big Horn County,Montana,72.4202301430188,30,003,47
Blaine County,Montana,75.2377165545652,30,005,184
Broadwater County,Montana,79.4443747871677,30,007,34
Carbon County,Montana,80.1510853855518,30,009,81
Carter County,Montana,78.9489387347462,30,011,6
Cascade County,Montana,78.1917396143046,30,013,1779
Chouteau County,Montana,78.8832623693139,30,015,121
Custer County,Montana,77.0317848444518,30,017,216
Daniels County,Montana,78.8350188488983,30,019,21
Dawson County,Montana,77.9847725082607,30,021,150
Deer Lodge County,Montana,76.5569874800845,30,023,179
Fallon County,Montana,78.2646272883698,30,025,39
Fergus County,Montana,78.0259382718926,30,027,150
Flathead County,Montana,79.0983453276888,30,029,1036
Gallatin County,Montana,81.7901381490683,30,031,1252
Garfield County,Montana,78.2263441501415,30,033,0
Glacier County,Montana,72.535251981548,30,035,381
Granite County,Montana,81.2654857689364,30,039,2
Hill County,Montana,77.052210861334,30,041,396
Jefferson County,Montana,78.6674224256932,30,043,59
Judith Basin County,Montana,80.616928791398,30,045,20
Lake County,Montana,77.8103579188911,30,047,335
Lewis and Clark County,Montana,79.3814859378824,30,049,1142
Liberty County,Montana,81.9746246989306,30,051,170
Lincoln County,Montana,77.7277373111902,30,053,202
McCone County,Montana,78.6088440281253,30,055,0
Madison County,Montana,80.5664620349031,30,057,34
Meagher County,Montana,78.5865989240125,30,059,10
Mineral County,Montana,77.1133760770225,30,061,26
Missoula County,Montana,79.5970701200211,30,063,2026
Musselshell County,Montana,76.8236142265321,30,065,39
Phillips County,Montana,77.3818310854333,30,071,72
Pondera County,Montana,78.1341046269908,30,073,106
Powder River County,Montana,79.6490586958277,30,075,15
Powell County,Montana,77.1353300253868,30,077,50
Prairie County,Montana,77.5734895759468,30,079,10
Ravalli County,Montana,79.4088411313124,30,081,286
Richland County,Montana,77.1989398439375,30,083,121
Roosevelt County,Montana,69.4971686327204,30,085,149
Rosebud County,Montana,75.5674388371752,30,087,78
Sanders County,Montana,77.7583433304306,30,089,56
Sheridan County,Montana,76.8101077240762,30,091,60
Silver Bow County,Montana,76.3333695491583,30,093,1120
Stillwater County,Montana,79.4018540030733,30,095,35
