County,State,mean_life_expectancy,State_FIPS,County_FIPS,Disability Rate
Hardin County,Kentucky,77.2136056721165,21,093,14.8
Harlan County,Kentucky,70.8569936188986,21,095,30.1
Harrison County,Kentucky,74.7640112274895,21,097,17.8
Hart County,Kentucky,74.896977074417,21,099,20.3
Henderson County,Kentucky,75.8940369072721,21,101,17.9
Henry County,Kentucky,75.2144286679198,21,103,16.5
Hickman County,Kentucky,75.6300108686608,21,105,19.4
Hopkins County,Kentucky,74.440684395275,21,107,17.2
Jackson County,Kentucky,72.8168531304896,21,109,30.5
Jefferson County,Kentucky,76.544252005117,21,111,14.6
Jessamine County,Kentucky,77.5908807311448,21,113,15.6
Johnson County,Kentucky,72.5237472681456,21,115,29.9
Kenton County,Kentucky,76.28143178253,21,117,13.6
Knott County,Kentucky,72.4803059768077,21,119,27.2
Knox County,Kentucky,72.6874663937597,21,121,20.5
Larue County,Kentucky,75.9363394593175,21,123,18.7
Laurel County,Kentucky,74.9410910573521,21,125,17.5
Lawrence County,Kentucky,73.1777231839005,21,127,25.3
Lee County,Kentucky,71.3136629909835,21,129,30.2
Leslie County,Kentucky,70.8410694570063,21,131,29.8
Letcher County,Kentucky,71.8899510272299,21,133,27.7
Lewis County,Kentucky,73.9891850665901,21,135,22.5
Lincoln County,Kentucky,74.8010803279279,21,137,21.1
Livingston County,Kentucky,74.7992812208588,21,139,21.1
Logan County,Kentucky,75.6288985939055,21,141,16.0
Lyon County,Kentucky,76.6069945683883,21,143,21.9
McCracken County,Kentucky,75.8125243300801,21,145,17.6
McCreary County,Kentucky,72.356271126072,21,147,27.2
McLean County,Kentucky,74.8788816731963,21,149,18.5
Madison County,Kentucky,76.8035787066163,21,151,15.1
Magoffin County,Kentucky,72.4484159744822,21,153,28.8
Marion County,Kentucky,76.0160422000093,21,155,14.6
Marshall County,Kentucky,75.5669537198296,21,157,14.9
Martin County,Kentucky,72.2412875292397,21,159,31.4
Mason County,Kentucky,74.5352101143641,21,161,16.4
Meade County,Kentucky,76.5786387736265,21,163,15.5
Menifee County,Kentucky,74.2024346998078,21,165,25.0
Mercer County,Kentucky,75.6027895181906,21,167,17.7
Metcalfe County,Kentucky,74.1489539068141,21,169,21.6
Monroe County,Kentucky,73.4841320485966,21,171,23.6
Montgomery County,Kentucky,75.332386998508,21,173,19.6
Morgan County,Kentucky,75.3490591903888,21,175,22.9
Muhlenberg County,Kentucky,74.7748885644796,21,177,17.9
Nelson County,Kentucky,76.7674546473502,21,179,15.9
Nicholas County,Kentucky,72.9839184876208,21,181,15.2
Ohio County,Kentucky,75.2654972276434,21,183,19.5
Oldham County,Kentucky,79.4406204359868,21,185,7.6
Owen County,Kentucky,76.0492687270108,21,187,16.9
Owsley County,Kentucky,70.1451725568317,21,189,32.2
Pendleton County,Kentucky,74.7116254019127,21,191,17.0
Perry County,Kentucky,69.8789081220948,21,193,27.2
Pike County,Kentucky,72.3917077852949,21,195,29.7
Powell County,Kentucky,70.78999190742,21,197,25.3
Pulaski County,Kentucky,74.4055810146181,21,199,19.7
Robertson County,Kentucky,74.4307842828673,21,201,20.9
Rockcastle County,Kentucky,74.0945302477552,21,203,23.1
Rowan County,Kentucky,75.5641523983729,21,205,16.3
Russell County,Kentucky,74.5751789578116,21,207,20.2
Scott County,Kentucky,77.7184617556225,21,209,12.8
Shelby County,Kentucky,78.3568947056409,21,211,12.4
Simpson County,Kentucky,75.3996788001601,21,213,13.9
Spencer County,Kentucky,77.5042410883377,21,215,12.4
Taylor County,Kentucky,75.5335319091141,21,217,16.6
Todd County,Kentucky,75.2569839283667,21,219,18.3
Trigg County,Kentucky,76.2531322244152,21,221,17.5
Trimble County,Kentucky,75.0059310054894,21,223,18.2
Union County,Kentucky,74.5866401442089,21,225,18.1
Warren County,Kentucky,77.1768374254617,21,227,14.1
Washington County,Kentucky,76.6174416025811,21,229,16.5
Wayne County,Kentucky,75.605485080694,21,231,24.4
Webster County,Kentucky,74.3717313291531,21,233,19.4
Whitley County,Kentucky,71.7029796738682,21,235,22.4
Wolfe County,Kentucky,71.2080985494209,21,237,29.2
Woodford County,Kentucky,78.0031969033258,21,239,14.0
Acadia Parish,Louisiana,74.2235221849913,22,001,17.9
Allen Parish,Louisiana,76.1389555656428,22,003,17.9
Ascension Parish,Louisiana,77.9647464320145,22,005,11.5
Assumption Parish,Louisiana,76.5468257115658,22,007,18.4
Avoyelles Parish,Louisiana,73.6339363732797,22,009,21.1
Beauregard Parish,Louisiana,74.9676902483984,22,011,19.1
Bienville Parish,Louisiana,73.6457017004687,22,013,23.7
Bossier Parish,Louisiana,77.3004502678436,22,015,12.2
Caddo Parish,Louisiana,74.6153421812587,22,017,14.7
Calcasieu Parish,Louisiana,74.9501730870946,22,019,16.1
Caldwell Parish,Louisiana,73.1069893271645,22,021,17.4
Cameron Parish,Louisiana,79.4986354731989,22,023,16.5
Catahoula Parish,Louisiana,72.9198224492342,22,025,20.3
Claiborne Parish,Louisiana,75.4954117378742,22,027,20.1
Concordia Parish,Louisiana,73.2271547939275,22,029,21.2
De Soto Parish,Louisiana,74.6951756187524,22,031,17.4
East Baton Rouge Parish,Louisiana,76.0890791370001,22,033,12.5
East Carroll Parish,Louisiana,72.1457170572598,22,035,16.3
East Feliciana Parish,Louisiana,73.2145810609834,22,037,19.1
Evangeline Parish,Louisiana,73.5367462209102,22,039,19.4
Franklin Parish,Louisiana,73.5114099458631,22,041,19.8
Grant Parish,Louisiana,74.8559297048238,22,043,19.7
Iberia Parish,Louisiana,74.8369692681855,22,045,15.9
Iberville Parish,Louisiana,74.8533158502047,22,047,16.2
Jackson Parish,Louisiana,75.2359047617213,22,049,21.8
Jefferson Parish,Louisiana,77.032298292349,22,051,13.3
Jefferson Davis Parish,Louisiana,74.2283543567633,22,053,21.6
Lafayette Parish,Louisiana,77.7390080203605,22,055,11.4
Lafourche Parish,Louisiana,76.6355360757188,22,057,16.3
LaSalle Parish,Louisiana,74.6772480137931,22,059,16.9
Lincoln Parish,Louisiana,77.2951598676725,22,061,13.7
Livingston Parish,Louisiana,75.8312794231156,22,063,14.7
Madison Parish,Louisiana,71.9999676719079,22,065,14.0
Morehouse Parish,Louisiana,72.5283221676415,22,067,17.9
Natchitoches Parish,Louisiana,75.2717895598355,22,069,17.5
Orleans Parish,Louisiana,76.2890093871713,22,071,13.7
Ouachita Parish,Louisiana,75.1920795163581,22,073,12.1
Plaquemines Parish,Louisiana,76.8233361720861,22,075,10.8
Pointe Coupee Parish,Louisiana,75.5096687816589,22,077,17.3
Rapides Parish,Louisiana,74.4160885355234,22,079,20.3
Red River Parish,Louisiana,73.7175081924577,22,081,15.5
Richland Parish,Louisiana,74.1580307933206,22,083,13.5
Sabine Parish,Louisiana,75.4661581130241,22,085,19.2
Saint Bernard Parish,Louisiana,74.7581674409192,22,087,13.8
Saint Charles Parish,Louisiana,76.7970306859622,22,089,13.7
Saint Helena Parish,Louisiana,73.9744658113066,22,091,22.5
Saint James Parish,Louisiana,76.4748712204607,22,093,14.5
Saint John the Baptist Parish,Louisiana,74.9311280798375,22,095,14.6
Saint Landry Parish,Louisiana,73.2697408572051,22,097,13.9
Saint Martin Parish,Louisiana,75.688139138835,22,099,14.2
Saint Mary Parish,Louisiana,74.8527611747267,22,101,19.2
Saint Tammany Parish,Louisiana,77.8796624418648,22,103,14.3
Tangipahoa Parish,Louisiana,74.4076305694896,22,105,18.4
Tensas Parish,Louisiana,74.6008945308087,22,107,15.5
Terrebonne Parish,Louisiana,75.1862461742975,22,109,15.5
Union Parish,Louisiana,74.9628580465202,22,111,16.2
Vermilion Parish,Louisiana,76.4810038919952,22,113,14.2
Vernon Parish,Louisiana,75.6342776610692,22,115,17.3
Washington Parish,Louisiana,72.7585821447856,22,117,23.2
Webster Parish,Louisiana,73.8887289045688,22,119,19.7
West Baton Rouge Parish,Louisiana,76.481355926547,22,121,14.1
West Carroll Parish,Louisiana,74.6321481635125,22,123,15.1
West Feliciana Parish,Louisiana,77.2217565221022,22,125,16.0
Winn Parish,Louisiana,74.4702851632681,22,127,24.4
Androscoggin County,Maine,78.0847267660443,23,001,15.8
Aroostook County,Maine,78.1761620063944,23,003,21.5
Cumberland County,Maine,80.3087618977733,23,005,11.7
Franklin County,Maine,78.9865275352724,23,007,16.7
Hancock County,Maine,79.7380784789022,23,009,15.6
Kennebec County,Maine,78.2102912088634,23,011,16.8
Knox County,Maine,79.7929987499612,23,013,16.5
Lincoln County,Maine,79.7075652315216,23,015,14.9
Oxford County,Maine,78.3776328005355,23,017,17.6
Penobscot County,Maine,78.1245755758481,23,019,17.6
Piscataquis County,Maine,77.4030124931019,23,021,22.8
Sagadahoc County,Maine,79.8436994895565,23,023,15.2
Somerset County,Maine,77.3251089861178,23,025,18.4
Waldo County,Maine,79.2862075671979,23,027,16.5
Washington County,Maine,76.6879879060973,23,029,20.8
York County,Maine,79.9776523741353,23,031,13.7
Allegany County,Maryland,76.9721303602,24,001,18.1
Anne Arundel County,Maryland,79.2914942778127,24,003,9.5
Baltimore County,Maryland,79.2527847582288,24,005,11.2
Calvert County,Maryland,79.4554967381292,24,009,10.1
Caroline County,Maryland,76.5093276935924,24,011,14.3
Carroll County,Maryland,79.1879791078151,24,013,8.9
Cecil County,Maryland,76.8974416036668,24,015,12.6
Charles County,Maryland,78.8484376852968,24,017,9.2
Dorchester County,Maryland,77.1944522998262,24,019,16.1
Frederick County,Maryland,80.515199753405,24,021,9.4
Garrett County,Maryland,78.4681664960569,24,023,13.6
Harford County,Maryland,79.4004421200806,24,025,10.0
Howard County,Maryland,82.9078989490109,24,027,7.0
Kent County,Maryland,78.9195445267975,24,029,15.0
Queen Anne's County,Maryland,80.0423430062891,24,035,10.3
Saint Mary's County,Maryland,79.075245733227,24,037,11.2
Somerset County,Maryland,76.6991397409306,24,039,17.3
Talbot County,Maryland,80.5789166758647,24,041,13.1
Washington County,Maryland,77.6451814895506,24,043,15.0
Wicomico County,Maryland,77.3510429506559,24,045,12.2
Worcester County,Maryland,79.2493172038924,24,047,13.9
Baltimore City,Maryland,73.2292322446034,24,510,15.3
Montgomery County,Maryland,81.778509174526,24,031,7.5
Prince George's County,Maryland,81.778509174526,24,033,8.2
Barnstable County,Massachusetts,80.1965547995196,25,001,12.7
Berkshire County,Massachusetts,79.7265520198495,25,003,15.0
Bristol County,Massachusetts,79.0183324043158,25,005,13.9
Dukes County,Massachusetts,81.7078832113145,25,007,8.4
Essex County,Massachusetts,80.7237184764972,25,009,11.5
Franklin County,Massachusetts,80.1203907940027,25,011,14.1
Hampden County,Massachusetts,79.0188152157318,25,013,15.9
Hampshire County,Massachusetts,81.0923158484751,25,015,10.0
Middlesex County,Massachusetts,81.9108492433002,25,017,8.8
Nantucket County,Massachusetts,81.7078050733029,25,019,8.3
Norfolk County,Massachusetts,81.5334703657443,25,021,9.6
Plymouth County,Massachusetts,79.747039604143,25,023,11.0
Suffolk County,Massachusetts,80.3923332227641,25,025,11.9
Worcester County,Massachusetts,79.6265252121795,25,027,11.3
Alcona County,Michigan,77.232643823287,26,001,21.7
Alger County,Michigan,79.191950439696,26,003,19.8
Allegan County,Michigan,79.0451132538204,26,005,11.4
Alpena County,Michigan,77.8400356119044,26,007,18.1
Antrim County,Michigan,79.7569444956983,26,009,14.8
Arenac County,Michigan,76.7022141671767,26,011,19.1
Baraga County,Michigan,77.5411003757185,26,013,16.9
Barry County,Michigan,79.3603605920742,26,015,14.0
Bay County,Michigan,77.7689446509833,26,017,15.6
Benzie County,Michigan,79.0610608610827,26,019,17.7
Berrien County,Michigan,77.8083413680861,26,021,14.4
Branch County,Michigan,77.4105388524582,26,023,13.8
Calhoun County,Michigan,76.5469205430941,26,025,15.2
Cass County,Michigan,78.0065452579678,26,027,14.5
Charlevoix County,Michigan,79.6641650920782,26,029,15.1
Cheboygan County,Michigan,78.6359824803649,26,031,19.6
Chippewa County,Michigan,78.9290529280073,26,033,18.0
Clare County,Michigan,75.9169316481592,26,035,22.3
Clinton County,Michigan,80.7295001390418,26,037,10.3
Crawford County,Michigan,77.3768626316197,26,039,20.8
Delta County,Michigan,79.1216687217672,26,041,17.6
Dickinson County,Michigan,79.1596195843726,26,043,15.3
Eaton County,Michigan,79.2842268513439,26,045,13.3
Emmet County,Michigan,79.8325749070944,26,047,12.3
Genesee County,Michigan,75.871433389035,26,049,16.0
Gladwin County,Michigan,77.1177609623929,26,051,19.6
Gogebic County,Michigan,78.4161601534691,26,053,16.7
Grand Traverse County,Michigan,80.0734230563564,26,055,12.0
Gratiot County,Michigan,78.0333213773853,26,057,15.4
Hillsdale County,Michigan,78.0345521531041,26,059,14.6
Houghton County,Michigan,78.6983101031989,26,061,12.1
Huron County,Michigan,77.7343252433863,26,063,17.1
Ingham County,Michigan,78.692688052455,26,065,11.9
Ionia County,Michigan,78.4192201017544,26,067,15.4
Iosco County,Michigan,76.3822237698863,26,069,21.7
Iron County,Michigan,78.6216431887019,26,071,21.2
Isabella County,Michigan,78.9815512217518,26,073,12.4
Jackson County,Michigan,77.4545367297872,26,075,15.0
Kalamazoo County,Michigan,79.034797592106,26,077,12.5
Kalkaska County,Michigan,76.9241172096368,26,079,17.0
Kent County,Michigan,79.9618777397883,26,081,10.7
Keweenaw County,Michigan,79.8920053117366,26,083,22.3
Lake County,Michigan,76.8016504782554,26,085,26.2
Lapeer County,Michigan,78.1884149038736,26,087,12.7
Leelanau County,Michigan,82.6081564923572,26,089,12.4
Lenawee County,Michigan,78.2154646617536,26,091,14.7
Livingston County,Michigan,80.0403230836218,26,093,9.3
Luce County,Michigan,78.2060419440142,26,095,22.3
Mackinac County,Michigan,78.3550070866354,26,097,19.0
Macomb County,Michigan,78.1189465206933,26,099,13.4
Manistee County,Michigan,78.2976428774991,26,101,18.6
Marquette County,Michigan,78.9878206187535,26,103,12.3
Mason County,Michigan,78.2786452222188,26,105,17.0
Mecosta County,Michigan,78.973144674433,26,107,15.7
Menominee County,Michigan,79.3957239836576,26,109,16.4
Midland County,Michigan,80.4424435597075,26,111,13.4
Missaukee County,Michigan,78.111981166613,26,113,17.3
Monroe County,Michigan,78.0061291678267,26,115,13.0
Montcalm County,Michigan,77.8442736522871,26,117,17.3
Montmorency County,Michigan,76.5385910484927,26,119,25.4
Muskegon County,Michigan,77.4857657825946,26,121,14.8
Newaygo County,Michigan,77.8376258381091,26,123,17.2
Oakland County,Michigan,79.9704000135255,26,125,11.0
Oceana County,Michigan,78.7169665240827,26,127,17.2
Ogemaw County,Michigan,75.9466445242225,26,129,23.1
Ontonagon County,Michigan,77.606106463101,26,131,15.8
Osceola County,Michigan,78.1139206887283,26,133,18.0
Oscoda County,Michigan,76.1066798993731,26,135,22.0
Otsego County,Michigan,78.1720053597639,26,137,15.3
Ottawa County,Michigan,81.7481859404675,26,139,9.3
Presque Isle County,Michigan,78.9023306408073,26,141,18.0
Roscommon County,Michigan,76.3625453540767,26,143,24.5
Saginaw County,Michigan,77.5549454841448,26,145,15.4
Saint Clair County,Michigan,77.1353069379292,26,147,15.7
Saint Joseph County,Michigan,77.0627391082849,26,149,12.7
Sanilac County,Michigan,77.8319462255249,26,151,15.9
Schoolcraft County,Michigan,78.284580148611,26,153,19.3
Shiawassee County,Michigan,77.3807570811903,26,155,14.6
Tuscola County,Michigan,77.8167341586458,26,157,17.5
Van Buren County,Michigan,77.576879011137,26,159,14.3
Washtenaw County,Michigan,81.0325940468311,26,161,8.5
Wayne County,Michigan,75.5139276270401,26,163,16.0
Wexford County,Michigan,77.3453703900115,26,165,16.0
Aitkin County,Minnesota,79.5321372193417,27,001,18.6
Anoka County,Minnesota,81.2331771025642,27,003,9.2
Becker County,Minnesota,78.5089241417585,27,005,12.0
Beltrami County,Minnesota,77.7818383031021,27,007,11.6
Benton County,Minnesota,79.303806652063,27,009,12.7
Big Stone County,Minnesota,79.6039824492005,27,011,15.8
Blue Earth County,Minnesota,80.7700312652787,27,013,9.6
Brown County,Minnesota,80.9504130508328,27,015,11.1
Carlton County,Minnesota,78.0805915048272,27,017,12.6
Carver County,Minnesota,82.6983907822821,27,019,6.5
Cass County,Minnesota,78.3124561847024,27,021,15.8
Chippewa County,Minnesota,79.9780877929755,27,023,13.4
Chisago County,Minnesota,80.3532424118193,27,025,10.3
Clay County,Minnesota,79.9829373887786,27,027,9.8
Clearwater County,Minnesota,77.8292943879043,27,029,17.1
Cook County,Minnesota,82.1573473074188,27,031,10.8
Cottonwood County,Minnesota,80.6179254382194,27,033,13.4
Crow Wing County,Minnesota,79.8448020618496,27,035,14.1
Dakota County,Minnesota,81.8907790040662,27,037,8.2
Dodge County,Minnesota,81.41450441749,27,039,7.7
Douglas County,Minnesota,80.8085300691243,27,041,11.8
Faribault County,Minnesota,79.7911776118583,27,043,12.3
Fillmore County,Minnesota,81.0054804154047,27,045,11.4
Freeborn County,Minnesota,80.4779340560174,27,047,13.2
Goodhue County,Minnesota,80.1953694996923,27,049,10.1
Grant County,Minnesota,80.0281439545122,27,051,14.4
Hennepin County,Minnesota,81.0298031323874,27,053,9.3
Houston County,Minnesota,81.6082345258011,27,055,11.1
Hubbard County,Minnesota,80.4728203785905,27,057,13.9
Isanti County,Minnesota,79.9406866674154,27,059,11.5
Itasca County,Minnesota,78.669074264912,27,061,15.5
Jackson County,Minnesota,81.5872223169032,27,063,10.7
Kanabec County,Minnesota,79.5974956619212,27,065,13.9
Kandiyohi County,Minnesota,81.2153442718842,27,067,11.7
Kittson County,Minnesota,78.5861624830687,27,069,16.0
Koochiching County,Minnesota,78.8220382947085,27,071,17.1
Lac qui Parle County,Minnesota,81.2432831621117,27,073,14.0
Lake County,Minnesota,79.2523138986229,27,075,13.7
Lake of the Woods County,Minnesota,78.7160227923041,27,077,16.5
Le Sueur County,Minnesota,81.1179783684023,27,079,9.7
Lincoln County,Minnesota,80.3415582911766,27,081,13.4
Lyon County,Minnesota,80.6321443349275,27,083,11.1
McLeod County,Minnesota,80.9532073385298,27,085,10.6
Mahnomen County,Minnesota,75.8916419808205,27,087,13.9
Marshall County,Minnesota,82.0016950783227,27,089,12.5
Martin County,Minnesota,80.576048460215,27,091,13.9
Meeker County,Minnesota,80.5878803054063,27,093,11.1
Mille Lacs County,Minnesota,77.7152036977397,27,095,14.4
Morrison County,Minnesota,79.9239988268322,27,097,12.9
Mower County,Minnesota,81.26747019387,27,099,12.4
Murray County,Minnesota,81.406687560793,27,101,13.5
Nicollet County,Minnesota,82.0762661695805,27,103,9.4
Nobles County,Minnesota,81.494614384102,27,105,10.8
Norman County,Minnesota,77.5796512253933,27,107,11.6
Olmsted County,Minnesota,82.3073920749751,27,109,8.1
Otter Tail County,Minnesota,80.2582911522868,27,111,13.6
Pennington County,Minnesota,79.2265393910315,27,113,12.3
Pine County,Minnesota,79.0565074657375,27,115,15.6
Pipestone County,Minnesota,80.094821648599,27,117,12.9
Polk County,Minnesota,78.5803876798228,27,119,12.6
Pope County,Minnesota,80.7949264617652,27,121,12.9
Ramsey County,Minnesota,80.0725227453739,27,123,10.8
Red Lake County,Minnesota,79.6394916588584,27,125,12.9
Redwood County,Minnesota,79.6597322578671,27,127,13.3
Renville County,Minnesota,79.2624435805548,27,129,12.5
Rice County,Minnesota,81.0048934494323,27,131,8.6
Rock County,Minnesota,79.4489991733243,27,133,10.7
Roseau County,Minnesota,79.7561597318083,27,135,11.3
Saint Louis County,Minnesota,78.7551052986631,27,137,13.5
Scott County,Minnesota,81.9644791343168,27,139,6.5
Sherburne County,Minnesota,80.6685001677233,27,141,8.4
Sibley County,Minnesota,80.830933173093,27,143,11.6
Stearns County,Minnesota,82.2221346718519,27,145,10.2
Steele County,Minnesota,81.7438945249346,27,147,9.8
Stevens County,Minnesota,82.3283986919135,27,149,10.9
Swift County,Minnesota,80.5947597209952,27,151,14.3
Todd County,Minnesota,81.0950896707223,27,153,12.8
Traverse County,Minnesota,79.8922219509277,27,155,15.4
Wabasha County,Minnesota,81.9654827628992,27,157,11.1
Wadena County,Minnesota,77.3546787315729,27,159,16.9
Waseca County,Minnesota,81.2288284084887,27,161,10.6
Washington County,Minnesota,81.8111233262289,27,163,7.7
Watonwan County,Minnesota,80.5410537119217,27,165,11.3
Wilkin County,Minnesota,78.4609388280728,27,167,12.3
Winona County,Minnesota,80.8992283877661,27,169,10.2
Wright County,Minnesota,81.0980437860864,27,171,7.1
Yellow Medicine County,Minnesota,80.2711192164332,27,173,13.1
Adams County,Mississippi,73.7096770182921,28,001,17.4
Alcorn County,Mississippi,73.8843093434408,28,003,19.3
Amite County,Mississippi,75.8130325040975,28,005,27.7
Attala County,Mississippi,73.4950713616207,28,007,18.7
Benton County,Mississippi,74.3535004507145,28,009,18.4
Bolivar County,Mississippi,71.2852921107636,28,011,11.6
Calhoun County,Mississippi,74.5596283864905,28,013,18.9
Carroll County,Mississippi,76.554041105066,28,015,14.9
Chickasaw County,Mississippi,75.0523026605695,28,017,18.2
Choctaw County,Mississippi,75.6394915860441,28,019,23.0
Claiborne County,Mississippi,72.5378593135743,28,021,12.3
Clarke County,Mississippi,74.2640996096485,28,023,25.2
Clay County,Mississippi,75.0084424862449,28,025,16.4
Coahoma County,Mississippi,71.1599470778584,28,027,16.6
Copiah County,Mississippi,74.2170965152947,28,029,16.9
Covington County,Mississippi,72.8609408069449,28,031,22.9
DeSoto County,Mississippi,76.9938492774406,28,033,10.9
Forrest County,Mississippi,74.2382036116112,28,035,19.2
Franklin County,Mississippi,74.9117542966855,28,037,20.3
George County,Mississippi,72.8761951777021,28,039,16.4
Greene County,Mississippi,74.8202521425028,28,041,20.9
Grenada County,Mississippi,71.7246698594509,28,043,19.1
Hancock County,Mississippi,76.4391713817129,28,045,16.4
Harrison County,Mississippi,75.0046378225847,28,047,14.7
Hinds County,Mississippi,75.2490413872811,28,049,13.3
Holmes County,Mississippi,71.8812157038921,28,051,13.8
Humphreys County,Mississippi,71.8485982327311,28,053,16.5
Issaquena County,Mississippi,74.5036532702353,28,055,24.4
Itawamba County,Mississippi,74.3035127389377,28,057,19.9
Jackson County,Mississippi,75.6916301336342,28,059,16.8
Jasper County,Mississippi,74.7692902338666,28,061,22.7
Jefferson County,Mississippi,73.5514296610931,28,063,18.1
Jefferson Davis County,Mississippi,73.3064821274409,28,065,20.9
Jones County,Mississippi,74.9196368354135,28,067,18.6
Kemper County,Mississippi,76.5706009911457,28,069,19.5
Lafayette County,Mississippi,76.8649236093089,28,071,10.7
Lamar County,Mississippi,78.395552524777,28,073,13.5
Lauderdale County,Mississippi,74.446148203756,28,075,18.6
Lawrence County,Mississippi,73.2268612697849,28,077,19.6
Leake County,Mississippi,73.9410684452009,28,079,21.3
Lee County,Mississippi,74.4708444470975,28,081,16.0
Leflore County,Mississippi,71.9274529257523,28,083,12.2
Lincoln County,Mississippi,73.7104220272599,28,085,16.1
Lowndes County,Mississippi,75.6699529057829,28,087,16.6
Madison County,Mississippi,75.235237532532,28,089,9.7
Marion County,Mississippi,72.4339600093061,28,091,22.0
Marshall County,Mississippi,73.9836973831274,28,093,15.6
Monroe County,Mississippi,75.2480044639617,28,095,18.5
Montgomery County,Mississippi,73.0790075202276,28,097,18.0
Neshoba County,Mississippi,72.1783764560039,28,099,19.6
Newton County,Mississippi,73.9120954277098,28,101,21.3
Noxubee County,Mississippi,74.7331689137245,28,103,20.1
Oktibbeha County,Mississippi,77.9002782914071,28,105,11.3
Panola County,Mississippi,72.9420133757285,28,107,17.1
Pearl River County,Mississippi,74.3372457132276,28,109,18.0
Perry County,Mississippi,73.900865559261,28,111,27.0
Pike County,Mississippi,72.7096266883724,28,113,19.0
Pontotoc County,Mississippi,76.4531424349025,28,115,17.6
Prentiss County,Mississippi,74.8996721928906,28,117,21.9
Quitman County,Mississippi,71.09098253979,28,119,15.8
Rankin County,Mississippi,78.3766359356396,28,121,13.5
Scott County,Mississippi,73.9809897331833,28,123,20.8
Sharkey County,Mississippi,72.8474114189884,28,125,23.4
Simpson County,Mississippi,73.9497257698827,28,127,16.4
Smith County,Mississippi,75.0837292155677,28,129,21.5
Stone County,Mississippi,74.0454966772323,28,131,15.9
Sunflower County,Mississippi,71.467317872054,28,133,12.3
Tallahatchie County,Mississippi,73.4142883464796,28,135,16.9
Tate County,Mississippi,74.9264338235102,28,137,17.2
Tippah County,Mississippi,73.6533302203581,28,139,23.4
Tishomingo County,Mississippi,73.2165859435877,28,141,22.2
Tunica County,Mississippi,71.2821984054165,28,143,14.3
Union County,Mississippi,75.8830324366929,28,145,17.4
Walthall County,Mississippi,73.8990454504909,28,147,22.0
Warren County,Mississippi,74.192526287596,28,149,12.3
Washington County,Mississippi,71.5533710515355,28,151,22.3
Wayne County,Mississippi,74.7085705921865,28,153,23.3
Webster County,Mississippi,73.0604838660998,28,155,19.3
Wilkinson County,Mississippi,72.3223478710573,28,157,25.6
Winston County,Mississippi,74.6399795907165,28,159,17.0
Yalobusha County,Mississippi,72.8963966399532,28,161,21.1
Yazoo County,Mississippi,73.6226134896624,28,163,20.3
Adair County,Missouri,77.8922475508622,29,001,12.1
Andrew County,Missouri,78.8818916940751,29,003,13.3
Atchison County,Missouri,77.8502514310176,29,005,17.8
Audrain County,Missouri,76.8185806422326,29,007,15.5
Barry County,Missouri,76.0425108716089,29,009,17.1
Barton County,Missouri,77.3502669855083,29,011,17.3
Bates County,Missouri,76.1164890516223,29,013,18.9
Benton County,Missouri,75.995992704134,29,015,22.1
Bollinger County,Missouri,76.364414811417,29,017,24.0
Boone County,Missouri,80.1017852827957,29,019,10.0
Buchanan County,Missouri,76.2145288375848,29,021,15.6
Butler County,Missouri,73.8710180644632,29,023,22.7
Caldwell County,Missouri,77.0571815065876,29,025,16.5
Callaway County,Missouri,77.6940654993037,29,027,14.6
Camden County,Missouri,78.9373527613186,29,029,18.4
Cape Girardeau County,Missouri,77.9755454840591,29,031,14.0
Carroll County,Missouri,76.7741758234777,29,033,16.1
Carter County,Missouri,73.5103690317366,29,035,19.0
Cass County,Missouri,78.3897118609715,29,037,11.8
Cedar County,Missouri,75.7058108655114,29,039,21.8
Chariton County,Missouri,78.4422212795068,29,041,19.7
Christian County,Missouri,79.262299390096,29,043,11.0
Clark County,Missouri,77.1176927124252,29,045,16.9
Clay County,Missouri,79.294930939216,29,047,11.1
Clinton County,Missouri,76.3607278296839,29,049,12.3
Cole County,Missouri,78.9344554922392,29,051,14.2
Cooper County,Missouri,77.6143801009652,29,053,13.0
Crawford County,Missouri,75.6648169357345,29,055,18.6
Dade County,Missouri,76.543292068581,29,057,16.8
Dallas County,Missouri,77.0100043500477,29,059,20.0
Daviess County,Missouri,77.2053583284683,29,061,14.2
DeKalb County,Missouri,77.8075121411642,29,063,17.7
Dent County,Missouri,75.9251129490697,29,065,25.4
Douglas County,Missouri,76.8635747414218,29,067,18.9
Dunklin County,Missouri,72.1814991610531,29,069,22.2
Franklin County,Missouri,77.1705684387495,29,071,11.6
Gasconade County,Missouri,76.8930469205998,29,073,19.1
Gentry County,Missouri,77.7594705117328,29,075,16.0
Greene County,Missouri,77.709167833296,29,077,13.5
Grundy County,Missouri,77.1775079598003,29,079,16.3
Harrison County,Missouri,77.3207512224159,29,081,19.0
Henry County,Missouri,75.5233705197824,29,083,21.3
Hickory County,Missouri,76.8978202729459,29,085,25.3
Holt County,Missouri,79.0189600561639,29,087,15.4
Howard County,Missouri,78.3717938748956,29,089,15.4
Howell County,Missouri,75.1315550392539,29,091,18.0
Iron County,Missouri,73.5491731559083,29,093,29.3
Jackson County,Missouri,77.0319912299604,29,095,12.8
Jasper County,Missouri,76.0950353998247,29,097,15.0
Jefferson County,Missouri,76.4139177015055,29,099,13.4
Johnson County,Missouri,77.964219827097,29,101,11.4
Knox County,Missouri,77.1314348140698,29,103,18.6
Laclede County,Missouri,75.8606519731962,29,105,17.7
