County,State,mean_life_expectancy,State_FIPS,County_FIPS,Median Household Income
Metcalfe County,Kentucky,74.1489539068141,21,169,31750
Monroe County,Kentucky,73.4841320485966,21,171,29808
Montgomery County,Kentucky,75.332386998508,21,173,37312
Morgan County,Kentucky,75.3490591903888,21,175,30658
Muhlenberg County,Kentucky,74.7748885644796,21,177,38105
Nelson County,Kentucky,76.7674546473502,21,179,43833
Nicholas County,Kentucky,72.9839184876208,21,181,43081
Ohio County,Kentucky,75.2654972276434,21,183,40830
Oldham County,Kentucky,79.4406204359868,21,185,83391
Owen County,Kentucky,76.0492687270108,21,187,41009
Owsley County,Kentucky,70.1451725568317,21,189,19986
Pendleton County,Kentucky,74.7116254019127,21,191,45480
Perry County,Kentucky,69.8789081220948,21,193,33528
Pike County,Kentucky,72.3917077852949,21,195,32961
Powell County,Kentucky,70.78999190742,21,197,26839
Pulaski County,Kentucky,74.4055810146181,21,199,34092
Robertson County,Kentucky,74.4307842828673,21,201,31786
Rockcastle County,Kentucky,74.0945302477552,21,203,30674
Rowan County,Kentucky,75.5641523983729,21,205,35236
Russell County,Kentucky,74.5751789578116,21,207,29721
Scott County,Kentucky,77.7184617556225,21,209,61893
Shelby County,Kentucky,78.3568947056409,21,211,57298
Simpson County,Kentucky,75.3996788001601,21,213,39546
Spencer County,Kentucky,77.5042410883377,21,215,65209
Taylor County,Kentucky,75.5335319091141,21,217,36384
Todd County,Kentucky,75.2569839283667,21,219,41541
Trigg County,Kentucky,76.2531322244152,21,221,45629
Trimble County,Kentucky,75.0059310054894,21,223,49718
Union County,Kentucky,74.5866401442089,21,225,39125
Warren County,Kentucky,77.1768374254617,21,227,44135
Washington County,Kentucky,76.6174416025811,21,229,40845
Wayne County,Kentucky,75.605485080694,21,231,29497
Webster County,Kentucky,74.3717313291531,21,233,41415
Whitley County,Kentucky,71.7029796738682,21,235,29769
Wolfe County,Kentucky,71.2080985494209,21,237,22574
Woodford County,Kentucky,78.0031969033258,21,239,57580
Acadia Parish,Louisiana,74.2235221849913,22,001,37587
Allen Parish,Louisiana,76.1389555656428,22,003,38429
Ascension Parish,Louisiana,77.9647464320145,22,005,69070
Assumption Parish,Louisiana,76.5468257115658,22,007,46116
Avoyelles Parish,Louisiana,73.6339363732797,22,009,33942
Beauregard Parish,Louisiana,74.9676902483984,22,011,46385
Bienville Parish,Louisiana,73.6457017004687,22,013,31543
Bossier Parish,Louisiana,77.3004502678436,22,015,53248
Caddo Parish,Louisiana,74.6153421812587,22,017,41053
Calcasieu Parish,Louisiana,74.9501730870946,22,019,43499
Caldwell Parish,Louisiana,73.1069893271645,22,021,39385
Cameron Parish,Louisiana,79.4986354731989,22,023,64574
Catahoula Parish,Louisiana,72.9198224492342,22,025,36165
Claiborne Parish,Louisiana,75.4954117378742,22,027,32996
Concordia Parish,Louisiana,73.2271547939275,22,029,29022
De Soto Parish,Louisiana,74.6951756187524,22,031,39162
East Baton Rouge Parish,Louisiana,76.0890791370001,22,033,48506
East Carroll Parish,Louisiana,72.1457170572598,22,035,25321
East Feliciana Parish,Louisiana,73.2145810609834,22,037,47225
Evangeline Parish,Louisiana,73.5367462209102,22,039,31832
Franklin Parish,Louisiana,73.5114099458631,22,041,31214
Grant Parish,Louisiana,74.8559297048238,22,043,39654
Iberia Parish,Louisiana,74.8369692681855,22,045,44262
Iberville Parish,Louisiana,74.8533158502047,22,047,45368
Jackson Parish,Louisiana,75.2359047617213,22,049,37388
Jefferson Parish,Louisiana,77.032298292349,22,051,48261
Jefferson Davis Parish,Louisiana,74.2283543567633,22,053,41622
Lafayette Parish,Louisiana,77.7390080203605,22,055,51462
Lafourche Parish,Louisiana,76.6355360757188,22,057,50572
LaSalle Parish,Louisiana,74.6772480137931,22,059,42528
Lincoln Parish,Louisiana,77.2951598676725,22,061,35769
Livingston Parish,Louisiana,75.8312794231156,22,063,56811
Madison Parish,Louisiana,71.9999676719079,22,065,25498
Morehouse Parish,Louisiana,72.5283221676415,22,067,28585
Natchitoches Parish,Louisiana,75.2717895598355,22,069,33953
Orleans Parish,Louisiana,76.2890093871713,22,071,37146
Ouachita Parish,Louisiana,75.1920795163581,22,073,38955
Plaquemines Parish,Louisiana,76.8233361720861,22,075,55138
Pointe Coupee Parish,Louisiana,75.5096687816589,22,077,45363
Rapides Parish,Louisiana,74.4160885355234,22,079,40930
Red River Parish,Louisiana,73.7175081924577,22,081,39346
Richland Parish,Louisiana,74.1580307933206,22,083,36835
Sabine Parish,Louisiana,75.4661581130241,22,085,35159
Saint Bernard Parish,Louisiana,74.7581674409192,22,087,41353
Saint Charles Parish,Louisiana,76.7970306859622,22,089,58758
Saint Helena Parish,Louisiana,73.9744658113066,22,091,33143
Saint James Parish,Louisiana,76.4748712204607,22,093,55443
Saint John the Baptist Parish,Louisiana,74.9311280798375,22,095,50635
Saint Landry Parish,Louisiana,73.2697408572051,22,097,35503
Saint Martin Parish,Louisiana,75.688139138835,22,099,42186
Saint Mary Parish,Louisiana,74.8527611747267,22,101,41571
Saint Tammany Parish,Louisiana,77.8796624418648,22,103,60799
Tangipahoa Parish,Louisiana,74.4076305694896,22,105,40654
Tensas Parish,Louisiana,74.6008945308087,22,107,27543
Terrebonne Parish,Louisiana,75.1862461742975,22,109,49960
Union Parish,Louisiana,74.9628580465202,22,111,35828
Vermilion Parish,Louisiana,76.4810038919952,22,113,44665
Vernon Parish,Louisiana,75.6342776610692,22,115,46572
Washington Parish,Louisiana,72.7585821447856,22,117,31778
Webster Parish,Louisiana,73.8887289045688,22,119,35071
West Baton Rouge Parish,Louisiana,76.481355926547,22,121,50926
West Carroll Parish,Louisiana,74.6321481635125,22,123,33848
West Feliciana Parish,Louisiana,77.2217565221022,22,125,61616
Winn Parish,Louisiana,74.4702851632681,22,127,34322
Androscoggin County,Maine,78.0847267660443,23,001,44921
Aroostook County,Maine,78.1761620063944,23,003,37855
Cumberland County,Maine,80.3087618977733,23,005,57461
Franklin County,Maine,78.9865275352724,23,007,41626
Hancock County,Maine,79.7380784789022,23,009,47460
Kennebec County,Maine,78.2102912088634,23,011,46808
Knox County,Maine,79.7929987499612,23,013,49755
Lincoln County,Maine,79.7075652315216,23,015,50181
Oxford County,Maine,78.3776328005355,23,017,40674
Penobscot County,Maine,78.1245755758481,23,019,43734
Piscataquis County,Maine,77.4030124931019,23,021,36646
Sagadahoc County,Maine,79.8436994895565,23,023,56733
Somerset County,Maine,77.3251089861178,23,025,38642
Waldo County,Maine,79.2862075671979,23,027,42221
Washington County,Maine,76.6879879060973,23,029,37236
York County,Maine,79.9776523741353,23,031,57348
Allegany County,Maryland,76.9721303602,24,001,39293
Anne Arundel County,Maryland,79.2914942778127,24,003,87430
Baltimore County,Maryland,79.2527847582288,24,005,66486
Calvert County,Maryland,79.4554967381292,24,009,95477
Caroline County,Maryland,76.5093276935924,24,011,58632
Carroll County,Maryland,79.1879791078151,24,013,84790
Cecil County,Maryland,76.8974416036668,24,015,66689
Charles County,Maryland,78.8484376852968,24,017,93160
Dorchester County,Maryland,77.1944522998262,24,019,46361
Frederick County,Maryland,80.515199753405,24,021,84570
Garrett County,Maryland,78.4681664960569,24,023,45206
Harford County,Maryland,79.4004421200806,24,025,80622
Howard County,Maryland,82.9078989490109,24,027,109865
Kent County,Maryland,78.9195445267975,24,029,56259
Queen Anne's County,Maryland,80.0423430062891,24,035,87256
Saint Mary's County,Maryland,79.075245733227,24,037,85672
Somerset County,Maryland,76.6991397409306,24,039,38447
Talbot County,Maryland,80.5789166758647,24,041,61597
Washington County,Maryland,77.6451814895506,24,043,55609
Wicomico County,Maryland,77.3510429506559,24,045,51092
Worcester County,Maryland,79.2493172038924,24,047,57952
Baltimore City,Maryland,73.2292322446034,24,510,41385
Montgomery County,Maryland,81.778509174526,24,031,98221
Prince George's County,Maryland,81.778509174526,24,033,73623
Barnstable County,Massachusetts,80.1965547995196,25,001,60526
Berkshire County,Massachusetts,79.7265520198495,25,003,48450
Bristol County,Massachusetts,79.0183324043158,25,005,55298
Dukes County,Massachusetts,81.7078832113145,25,007,66288
Essex County,Massachusetts,80.7237184764972,25,009,67311
Franklin County,Massachusetts,80.1203907940027,25,011,53663
Hampden County,Massachusetts,79.0188152157318,25,013,49094
Hampshire County,Massachusetts,81.0923158484751,25,015,61227
Middlesex County,Massachusetts,81.9108492433002,25,017,82090
Nantucket County,Massachusetts,81.7078050733029,25,019,85478
Norfolk County,Massachusetts,81.5334703657443,25,021,84916
Plymouth County,Massachusetts,79.747039604143,25,023,75092
Suffolk County,Massachusetts,80.3923332227641,25,025,53540
Worcester County,Massachusetts,79.6265252121795,25,027,65223
Alcona County,Michigan,77.232643823287,26,001,37189
Alger County,Michigan,79.191950439696,26,003,37586
Allegan County,Michigan,79.0451132538204,26,005,52061
Alpena County,Michigan,77.8400356119044,26,007,38016
Antrim County,Michigan,79.7569444956983,26,009,45362
Arenac County,Michigan,76.7022141671767,26,011,38874
Baraga County,Michigan,77.5411003757185,26,013,41189
Barry County,Michigan,79.3603605920742,26,015,52186
Bay County,Michigan,77.7689446509833,26,017,45376
Benzie County,Michigan,79.0610608610827,26,019,47366
Berrien County,Michigan,77.8083413680861,26,021,43633
Branch County,Michigan,77.4105388524582,26,023,41856
Calhoun County,Michigan,76.5469205430941,26,025,42110
Cass County,Michigan,78.0065452579678,26,027,44346
Charlevoix County,Michigan,79.6641650920782,26,029,45949
Cheboygan County,Michigan,78.6359824803649,26,031,38410
Chippewa County,Michigan,78.9290529280073,26,033,41637
Clare County,Michigan,75.9169316481592,26,035,32668
Clinton County,Michigan,80.7295001390418,26,037,60466
Crawford County,Michigan,77.3768626316197,26,039,40295
Delta County,Michigan,79.1216687217672,26,041,42676
Dickinson County,Michigan,79.1596195843726,26,043,44136
Eaton County,Michigan,79.2842268513439,26,045,54115
Emmet County,Michigan,79.8325749070944,26,047,50929
Genesee County,Michigan,75.871433389035,26,049,42089
Gladwin County,Michigan,77.1177609623929,26,051,37626
Gogebic County,Michigan,78.4161601534691,26,053,34252
Grand Traverse County,Michigan,80.0734230563564,26,055,51766
Gratiot County,Michigan,78.0333213773853,26,057,40359
Hillsdale County,Michigan,78.0345521531041,26,059,41759
Houghton County,Michigan,78.6983101031989,26,061,35430
Huron County,Michigan,77.7343252433863,26,063,40204
Ingham County,Michigan,78.692688052455,26,065,45321
Ionia County,Michigan,78.4192201017544,26,067,47892
Iosco County,Michigan,76.3822237698863,26,069,36236
Iron County,Michigan,78.6216431887019,26,071,34685
Isabella County,Michigan,78.9815512217518,26,073,36372
Jackson County,Michigan,77.4545367297872,26,075,46615
Kalamazoo County,Michigan,79.034797592106,26,077,45775
Kalkaska County,Michigan,76.9241172096368,26,079,40140
Kent County,Michigan,79.9618777397883,26,081,51667
Keweenaw County,Michigan,79.8920053117366,26,083,39038
Lake County,Michigan,76.8016504782554,26,085,29379
Lapeer County,Michigan,78.1884149038736,26,087,52939
Leelanau County,Michigan,82.6081564923572,26,089,55018
Lenawee County,Michigan,78.2154646617536,26,091,47766
Livingston County,Michigan,80.0403230836218,26,093,72359
Luce County,Michigan,78.2060419440142,26,095,39469
Mackinac County,Michigan,78.3550070866354,26,097,38704
Macomb County,Michigan,78.1189465206933,26,099,53451
Manistee County,Michigan,78.2976428774991,26,101,41551
Marquette County,Michigan,78.9878206187535,26,103,45622
Mason County,Michigan,78.2786452222188,26,105,41136
Mecosta County,Michigan,78.973144674433,26,107,39470
Menominee County,Michigan,79.3957239836576,26,109,41739
Midland County,Michigan,80.4424435597075,26,111,53076
Missaukee County,Michigan,78.111981166613,26,113,41061
Monroe County,Michigan,78.0061291678267,26,115,53972
Montcalm County,Michigan,77.8442736522871,26,117,40451
Montmorency County,Michigan,76.5385910484927,26,119,35261
Muskegon County,Michigan,77.4857657825946,26,121,40979
Newaygo County,Michigan,77.8376258381091,26,123,42571
Oakland County,Michigan,79.9704000135255,26,125,65594
Oceana County,Michigan,78.7169665240827,26,127,40023
Ogemaw County,Michigan,75.9466445242225,26,129,34619
Ontonagon County,Michigan,77.606106463101,26,131,34620
Osceola County,Michigan,78.1139206887283,26,133,37788
Oscoda County,Michigan,76.1066798993731,26,135,33239
Otsego County,Michigan,78.1720053597639,26,137,47584
Ottawa County,Michigan,81.7481859404675,26,139,56453
Presque Isle County,Michigan,78.9023306408073,26,141,39652
Roscommon County,Michigan,76.3625453540767,26,143,33334
Saginaw County,Michigan,77.5549454841448,26,145,42331
Saint Clair County,Michigan,77.1353069379292,26,147,48066
Saint Joseph County,Michigan,77.0627391082849,26,149,44051
Sanilac County,Michigan,77.8319462255249,26,151,40478
Schoolcraft County,Michigan,78.284580148611,26,153,35260
Shiawassee County,Michigan,77.3807570811903,26,155,46217
Tuscola County,Michigan,77.8167341586458,26,157,43039
Van Buren County,Michigan,77.576879011137,26,159,45129
Washtenaw County,Michigan,81.0325940468311,26,161,59055
Wayne County,Michigan,75.5139276270401,26,163,41184
Wexford County,Michigan,77.3453703900115,26,165,40965
Aitkin County,Minnesota,79.5321372193417,27,001,41617
Anoka County,Minnesota,81.2331771025642,27,003,70380
Becker County,Minnesota,78.5089241417585,27,005,50214
Beltrami County,Minnesota,77.7818383031021,27,007,43231
Benton County,Minnesota,79.303806652063,27,009,52200
Big Stone County,Minnesota,79.6039824492005,27,011,46313
Blue Earth County,Minnesota,80.7700312652787,27,013,49935
Brown County,Minnesota,80.9504130508328,27,015,48256
Carlton County,Minnesota,78.0805915048272,27,017,53016
Carver County,Minnesota,82.6983907822821,27,019,83773
Cass County,Minnesota,78.3124561847024,27,021,45045
Chippewa County,Minnesota,79.9780877929755,27,023,49434
Chisago County,Minnesota,80.3532424118193,27,025,67157
Clay County,Minnesota,79.9829373887786,27,027,52410
Clearwater County,Minnesota,77.8292943879043,27,029,43269
Cook County,Minnesota,82.1573473074188,27,031,52215
Cottonwood County,Minnesota,80.6179254382194,27,033,45294
Crow Wing County,Minnesota,79.8448020618496,27,035,47058
Dakota County,Minnesota,81.8907790040662,27,037,73732
Dodge County,Minnesota,81.41450441749,27,039,69301
Douglas County,Minnesota,80.8085300691243,27,041,50905
Faribault County,Minnesota,79.7911776118583,27,043,44264
Fillmore County,Minnesota,81.0054804154047,27,045,50657
Freeborn County,Minnesota,80.4779340560174,27,047,44683
Goodhue County,Minnesota,80.1953694996923,27,049,56836
Grant County,Minnesota,80.0281439545122,27,051,50030
Hennepin County,Minnesota,81.0298031323874,27,053,64403
Houston County,Minnesota,81.6082345258011,27,055,52545
Hubbard County,Minnesota,80.4728203785905,27,057,45961
Isanti County,Minnesota,79.9406866674154,27,059,57353
Itasca County,Minnesota,78.669074264912,27,061,46912
Jackson County,Minnesota,81.5872223169032,27,063,51681
Kanabec County,Minnesota,79.5974956619212,27,065,47068
Kandiyohi County,Minnesota,81.2153442718842,27,067,50149
Kittson County,Minnesota,78.5861624830687,27,069,48875
Koochiching County,Minnesota,78.8220382947085,27,071,41108
Lac qui Parle County,Minnesota,81.2432831621117,27,073,48468
Lake County,Minnesota,79.2523138986229,27,075,46939
Lake of the Woods County,Minnesota,78.7160227923041,27,077,44069
Le Sueur County,Minnesota,81.1179783684023,27,079,58922
Lincoln County,Minnesota,80.3415582911766,27,081,47861
Lyon County,Minnesota,80.6321443349275,27,083,49594
McLeod County,Minnesota,80.9532073385298,27,085,55170
Mahnomen County,Minnesota,75.8916419808205,27,087,40282
Marshall County,Minnesota,82.0016950783227,27,089,52198
Martin County,Minnesota,80.576048460215,27,091,48530
Meeker County,Minnesota,80.5878803054063,27,093,53904
Mille Lacs County,Minnesota,77.7152036977397,27,095,47862
Morrison County,Minnesota,79.9239988268322,27,097,47649
Mower County,Minnesota,81.26747019387,27,099,46004
Murray County,Minnesota,81.406687560793,27,101,52160
Nicollet County,Minnesota,82.0762661695805,27,103,60115
Nobles County,Minnesota,81.494614384102,27,105,48208
Norman County,Minnesota,77.5796512253933,27,107,45389
Olmsted County,Minnesota,82.3073920749751,27,109,66252
Otter Tail County,Minnesota,80.2582911522868,27,111,48961
Pennington County,Minnesota,79.2265393910315,27,113,45633
Pine County,Minnesota,79.0565074657375,27,115,43928
Pipestone County,Minnesota,80.094821648599,27,117,46019
Polk County,Minnesota,78.5803876798228,27,119,50695
Pope County,Minnesota,80.7949264617652,27,121,52350
Ramsey County,Minnesota,80.0725227453739,27,123,54247
Red Lake County,Minnesota,79.6394916588584,27,125,47569
Redwood County,Minnesota,79.6597322578671,27,127,47447
Renville County,Minnesota,79.2624435805548,27,129,50802
Rice County,Minnesota,81.0048934494323,27,131,59915
Rock County,Minnesota,79.4489991733243,27,133,46623
Roseau County,Minnesota,79.7561597318083,27,135,50759
Saint Louis County,Minnesota,78.7551052986631,27,137,46517
Scott County,Minnesota,81.9644791343168,27,139,86112
Sherburne County,Minnesota,80.6685001677233,27,141,73098
Sibley County,Minnesota,80.830933173093,27,143,54017
Stearns County,Minnesota,82.2221346718519,27,145,54551
Steele County,Minnesota,81.7438945249346,27,147,56480
Stevens County,Minnesota,82.3283986919135,27,149,54206
Swift County,Minnesota,80.5947597209952,27,151,48026
Todd County,Minnesota,81.0950896707223,27,153,45000
Traverse County,Minnesota,79.8922219509277,27,155,45714
Wabasha County,Minnesota,81.9654827628992,27,157,53057
Wadena County,Minnesota,77.3546787315729,27,159,36928
Waseca County,Minnesota,81.2288284084887,27,161,53657
Washington County,Minnesota,81.8111233262289,27,163,81540
Watonwan County,Minnesota,80.5410537119217,27,165,49698
Wilkin County,Minnesota,78.4609388280728,27,167,50507
Winona County,Minnesota,80.8992283877661,27,169,47468
Wright County,Minnesota,81.0980437860864,27,171,71598
Yellow Medicine County,Minnesota,80.2711192164332,27,173,52510
Adams County,Mississippi,73.7096770182921,28,001,27381
Alcorn County,Mississippi,73.8843093434408,28,003,33600
Amite County,Mississippi,75.8130325040975,28,005,30750
Attala County,Mississippi,73.4950713616207,28,007,31641
Benton County,Mississippi,74.3535004507145,28,009,31060
Bolivar County,Mississippi,71.2852921107636,28,011,28599
Calhoun County,Mississippi,74.5596283864905,28,013,30000
Carroll County,Mississippi,76.554041105066,28,015,31039
Chickasaw County,Mississippi,75.0523026605695,28,017,31061
Choctaw County,Mississippi,75.6394915860441,28,019,29876
Claiborne County,Mississippi,72.5378593135743,28,021,23689
Clarke County,Mississippi,74.2640996096485,28,023,31362
Clay County,Mississippi,75.0084424862449,28,025,30764
Coahoma County,Mississippi,71.1599470778584,28,027,26407
Copiah County,Mississippi,74.2170965152947,28,029,35421
Covington County,Mississippi,72.8609408069449,28,031,33381
DeSoto County,Mississippi,76.9938492774406,28,033,58505
Forrest County,Mississippi,74.2382036116112,28,035,36726
Franklin County,Mississippi,74.9117542966855,28,037,32372
George County,Mississippi,72.8761951777021,28,039,43958
Greene County,Mississippi,74.8202521425028,28,041,36888
Grenada County,Mississippi,71.7246698594509,28,043,34129
Hancock County,Mississippi,76.4391713817129,28,045,44522
Harrison County,Mississippi,75.0046378225847,28,047,43124
Hinds County,Mississippi,75.2490413872811,28,049,37626
Holmes County,Mississippi,71.8812157038921,28,051,22325
Humphreys County,Mississippi,71.8485982327311,28,053,23600
Issaquena County,Mississippi,74.5036532702353,28,055,24767
Itawamba County,Mississippi,74.3035127389377,28,057,36073
Jackson County,Mississippi,75.6916301336342,28,059,48943
Jasper County,Mississippi,74.7692902338666,28,061,31170
Jefferson County,Mississippi,73.5514296610931,28,063,26028
Jefferson Davis County,Mississippi,73.3064821274409,28,065,27186
Jones County,Mississippi,74.9196368354135,28,067,38074
Kemper County,Mississippi,76.5706009911457,28,069,29003
Lafayette County,Mississippi,76.8649236093089,28,071,43328
Lamar County,Mississippi,78.395552524777,28,073,51154
Lauderdale County,Mississippi,74.446148203756,28,075,36203
Lawrence County,Mississippi,73.2268612697849,28,077,38393
Leake County,Mississippi,73.9410684452009,28,079,32521
Lee County,Mississippi,74.4708444470975,28,081,42074
Leflore County,Mississippi,71.9274529257523,28,083,24480
Lincoln County,Mississippi,73.7104220272599,28,085,36498
Lowndes County,Mississippi,75.6699529057829,28,087,37868
Madison County,Mississippi,75.235237532532,28,089,59904
Marion County,Mississippi,72.4339600093061,28,091,29400
Marshall County,Mississippi,73.9836973831274,28,093,36022
Monroe County,Mississippi,75.2480044639617,28,095,36308
Montgomery County,Mississippi,73.0790075202276,28,097,30466
Neshoba County,Mississippi,72.1783764560039,28,099,37050
Newton County,Mississippi,73.9120954277098,28,101,39190
Noxubee County,Mississippi,74.7331689137245,28,103,24338
Oktibbeha County,Mississippi,77.9002782914071,28,105,30987
Panola County,Mississippi,72.9420133757285,28,107,35715
Pearl River County,Mississippi,74.3372457132276,28,109,42510
Perry County,Mississippi,73.900865559261,28,111,36124
Pike County,Mississippi,72.7096266883724,28,113,34841
Pontotoc County,Mississippi,76.4531424349025,28,115,39899
Prentiss County,Mississippi,74.8996721928906,28,117,32503
Quitman County,Mississippi,71.09098253979,28,119,22863
Rankin County,Mississippi,78.3766359356396,28,121,57380
Scott County,Mississippi,73.9809897331833,28,123,34534
Sharkey County,Mississippi,72.8474114189884,28,125,35125
Simpson County,Mississippi,73.9497257698827,28,127,38362
Smith County,Mississippi,75.0837292155677,28,129,34753
Stone County,Mississippi,74.0454966772323,28,131,42963
Sunflower County,Mississippi,71.467317872054,28,133,26619
Tallahatchie County,Mississippi,73.4142883464796,28,135,29853
Tate County,Mississippi,74.9264338235102,28,137,41494
Tippah County,Mississippi,73.6533302203581,28,139,34636
Tishomingo County,Mississippi,73.2165859435877,28,141,32592
Tunica County,Mississippi,71.2821984054165,28,143,31446
Union County,Mississippi,75.8830324366929,28,145,38373
Walthall County,Mississippi,73.8990454504909,28,147,31090
Warren County,Mississippi,74.192526287596,28,149,41025
Washington County,Mississippi,71.5533710515355,28,151,28093
Wayne County,Mississippi,74.7085705921865,28,153,29925
Webster County,Mississippi,73.0604838660998,28,155,33524
Wilkinson County,Mississippi,72.3223478710573,28,157,33618
Winston County,Mississippi,74.6399795907165,28,159,30821
Yalobusha County,Mississippi,72.8963966399532,28,161,32930
Yazoo County,Mississippi,73.6226134896624,28,163,26336
Adair County,Missouri,77.8922475508622,29,001,34733
Andrew County,Missouri,78.8818916940751,29,003,54336
Atchison County,Missouri,77.8502514310176,29,005,44426
Audrain County,Missouri,76.8185806422326,29,007,43013
Barry County,Missouri,76.0425108716089,29,009,38710
Barton County,Missouri,77.3502669855083,29,011,40580
Bates County,Missouri,76.1164890516223,29,013,38579
Benton County,Missouri,75.995992704134,29,015,32951
Bollinger County,Missouri,76.364414811417,29,017,37716
Boone County,Missouri,80.1017852827957,29,019,48627
Buchanan County,Missouri,76.2145288375848,29,021,44363
Butler County,Missouri,73.8710180644632,29,023,34969
Caldwell County,Missouri,77.0571815065876,29,025,41169
Callaway County,Missouri,77.6940654993037,29,027,47964
Camden County,Missouri,78.9373527613186,29,029,43458
Cape Girardeau County,Missouri,77.9755454840591,29,031,46516
Carroll County,Missouri,76.7741758234777,29,033,46002
Carter County,Missouri,73.5103690317366,29,035,30962
Cass County,Missouri,78.3897118609715,29,037,60350
Cedar County,Missouri,75.7058108655114,29,039,30302
Chariton County,Missouri,78.4422212795068,29,041,39385
Christian County,Missouri,79.262299390096,29,043,52838
Clark County,Missouri,77.1176927124252,29,045,40204
Clay County,Missouri,79.294930939216,29,047,60936
Clinton County,Missouri,76.3607278296839,29,049,53826
Cole County,Missouri,78.9344554922392,29,051,53931
Cooper County,Missouri,77.6143801009652,29,053,45992
Crawford County,Missouri,75.6648169357345,29,055,35897
Dade County,Missouri,76.543292068581,29,057,35483
Dallas County,Missouri,77.0100043500477,29,059,40120
Daviess County,Missouri,77.2053583284683,29,061,42393
DeKalb County,Missouri,77.8075121411642,29,063,44092
Dent County,Missouri,75.9251129490697,29,065,36311
Douglas County,Missouri,76.8635747414218,29,067,32130
Dunklin County,Missouri,72.1814991610531,29,069,31304
Franklin County,Missouri,77.1705684387495,29,071,48857
Gasconade County,Missouri,76.8930469205998,29,073,41392
Gentry County,Missouri,77.7594705117328,29,075,39192
Greene County,Missouri,77.709167833296,29,077,40337
Grundy County,Missouri,77.1775079598003,29,079,37964
Harrison County,Missouri,77.3207512224159,29,081,37739
Henry County,Missouri,75.5233705197824,29,083,39839
Hickory County,Missouri,76.8978202729459,29,085,29325
Holt County,Missouri,79.0189600561639,29,087,42979
Howard County,Missouri,78.3717938748956,29,089,42747
Howell County,Missouri,75.1315550392539,29,091,32533
Iron County,Missouri,73.5491731559083,29,093,36387
Jackson County,Missouri,77.0319912299604,29,095,47015
Jasper County,Missouri,76.0950353998247,29,097,40399
Jefferson County,Missouri,76.4139177015055,29,099,54845
Johnson County,Missouri,77.964219827097,29,101,47223
Knox County,Missouri,77.1314348140698,29,103,34481
Laclede County,Missouri,75.8606519731962,29,105,39013
Lafayette County,Missouri,77.2893016530808,29,107,50527
Lawrence County,Missouri,76.386599752678,29,109,39334
Lewis County,Missouri,77.0852411934756,29,111,42071
Lincoln County,Missouri,76.8930197244285,29,113,52835
Linn County,Missouri,76.1966416647027,29,115,38250
Livingston County,Missouri,77.396837516058,29,117,40116
McDonald County,Missouri,74.7139706763531,29,119,37997
Macon County,Missouri,77.2217950126212,29,121,38443
Madison County,Missouri,74.1773599264903,29,123,35870
Maries County,Missouri,77.3136550978535,29,125,42566
Marion County,Missouri,76.9657091475602,29,127,42046
Mercer County,Missouri,78.0790032972874,29,129,40272
Miller County,Missouri,76.6418300823123,29,131,35507
Mississippi County,Missouri,73.2759894323575,29,133,29787
Moniteau County,Missouri,78.0683375504993,29,135,47118
Monroe County,Missouri,78.6293971094876,29,137,40657
Montgomery County,Missouri,76.0629568053237,29,139,40236
Morgan County,Missouri,75.5170516341565,29,141,34797
New Madrid County,Missouri,73.2247308394097,29,143,35793
Newton County,Missouri,76.3118404051647,29,145,42268
Nodaway County,Missouri,79.1494768886903,29,147,36641
Oregon County,Missouri,75.5439244779616,29,149,27743
Osage County,Missouri,78.7613739367206,29,151,51408
Ozark County,Missouri,76.0374303425913,29,153,32078
Pemiscot County,Missouri,71.602432757941,29,155,28889
Perry County,Missouri,78.3040011882363,29,157,47876
Pettis County,Missouri,77.3609505824366,29,159,38580
Phelps County,Missouri,76.7816285996013,29,161,41964
Pike County,Missouri,76.7860305884,29,163,39850
Platte County,Missouri,80.5680882806597,29,165,67721
Polk County,Missouri,76.4945970406997,29,167,39512
Pulaski County,Missouri,76.62734516113,29,169,49820
Putnam County,Missouri,77.1462878892274,29,171,36713
Ralls County,Missouri,78.9613788604489,29,173,47969
Randolph County,Missouri,75.9813782464511,29,175,37203
Ray County,Missouri,76.3474958129826,29,177,52698
Reynolds County,Missouri,74.60584610024,29,179,34496
Ripley County,Missouri,73.651562347727,29,181,32291
Saint Charles County,Missouri,80.4844402825731,29,183,71077
Saint Clair County,Missouri,76.0575144894027,29,185,31539
Sainte Genevieve County,Missouri,77.9490267952019,29,186,48433
Saint Francois County,Missouri,74.527849633584,29,187,37238
Saint Louis County,Missouri,79.0243067011445,29,189,58910
Saline County,Missouri,77.3136420184193,29,195,39519
Schuyler County,Missouri,77.6425170118486,29,197,34688
Scotland County,Missouri,77.6818920632925,29,199,39028
Scott County,Missouri,75.3058219810281,29,201,40651
Shannon County,Missouri,76.0599486371675,29,203,31132
Shelby County,Missouri,77.3150899709162,29,205,35938
Stoddard County,Missouri,75.4968841693476,29,207,37965
Stone County,Missouri,78.0827232942743,29,209,40850
Sullivan County,Missouri,76.6387615523966,29,211,36676
Taney County,Missouri,77.4857807163644,29,213,38461
Texas County,Missouri,76.8790657995785,29,215,36082
Vernon County,Missouri,75.7161564966682,29,217,38679
Warren County,Missouri,78.4477143980754,29,219,50830
Washington County,Missouri,73.7067408080698,29,221,34702
Wayne County,Missouri,74.3813784722428,29,223,33159
