County,State,mean_life_expectancy,State_FIPS,County_FIPS,Unemployment Rate
Hancock County,Kentucky,76.3837785061602,21,091,5.9
Hardin County,Kentucky,76.9656759693108,21,093,8.2
Harlan County,Kentucky,70.4405992901236,21,095,9.8
Harrison County,Kentucky,74.5499544543379,21,097,8.1
Hart County,Kentucky,74.8251017158395,21,099,9.6
Henderson County,Kentucky,75.6821471830597,21,101,8.0
Henry County,Kentucky,74.711357112082,21,103,6.6
Hickman County,Kentucky,75.3535331937629,21,105,8.8
Hopkins County,Kentucky,74.2573408831701,21,107,6.7
Jackson County,Kentucky,72.4868040217679,21,109,12.3
Jefferson County,Kentucky,76.2014385647996,21,111,8.4
Jessamine County,Kentucky,77.2075974263541,21,113,8.8
Johnson County,Kentucky,72.506553349428,21,115,9.1
Kenton County,Kentucky,75.9617353918037,21,117,7.7
Knott County,Kentucky,72.019520985318,21,119,14.6
Knox County,Kentucky,72.1725430406405,21,121,15.7
Larue County,Kentucky,75.6550263840577,21,123,9.3
Laurel County,Kentucky,74.6772826498977,21,125,12.4
Lawrence County,Kentucky,72.6957644584957,21,127,7.8
Lee County,Kentucky,70.9053992901808,21,129,12.2
Leslie County,Kentucky,70.247050795276,21,131,17.0
Letcher County,Kentucky,71.3457372649266,21,133,12.6
Lewis County,Kentucky,73.5949510787613,21,135,8.4
Lincoln County,Kentucky,74.4777498905668,21,137,10.5
Livingston County,Kentucky,74.5072089260105,21,139,6.7
Logan County,Kentucky,75.5227042322435,21,141,7.7
Lyon County,Kentucky,76.0857853515044,21,143,7.6
McCracken County,Kentucky,75.9294840178057,21,145,6.1
McCreary County,Kentucky,71.9546550078574,21,147,19.0
McLean County,Kentucky,74.6922409570778,21,149,8.4
Madison County,Kentucky,76.6069863069697,21,151,8.6
Magoffin County,Kentucky,72.1135930977691,21,153,12.2
Marion County,Kentucky,75.6155019046272,21,155,9.2
Marshall County,Kentucky,75.5033542725799,21,157,7.7
Martin County,Kentucky,72.1424649211882,21,159,20.6
Mason County,Kentucky,73.9921169086638,21,161,6.2
Meade County,Kentucky,76.455135054943,21,163,11.5
Menifee County,Kentucky,74.0113264391519,21,165,14.7
Mercer County,Kentucky,75.0190180589982,21,167,11.5
Metcalfe County,Kentucky,73.9184873321278,21,169,7.4
Monroe County,Kentucky,73.2423474331858,21,171,9.5
Montgomery County,Kentucky,74.7803055097833,21,173,10.4
Morgan County,Kentucky,74.986285628142,21,175,9.6
Muhlenberg County,Kentucky,74.6723357339224,21,177,10.3
Nelson County,Kentucky,76.5272212221024,21,179,9.8
Nicholas County,Kentucky,72.4553106166929,21,181,7.7
Ohio County,Kentucky,74.9424801243366,21,183,9.6
Oldham County,Kentucky,79.2015183337609,21,185,4.3
Owen County,Kentucky,75.4363841483589,21,187,8.6
Owsley County,Kentucky,69.5453307636581,21,189,8.8
Pendleton County,Kentucky,74.4729108344152,21,191,6.4
Perry County,Kentucky,69.1636180948638,21,193,13.9
Pike County,Kentucky,72.0935355710374,21,195,10.7
Powell County,Kentucky,70.4148971509706,21,197,8.3
Pulaski County,Kentucky,74.3207584643338,21,199,9.1
Robertson County,Kentucky,74.1062094480741,21,201,6.7
Rockcastle County,Kentucky,73.9921160173286,21,203,11.0
Rowan County,Kentucky,75.0696921203187,21,205,6.5
Russell County,Kentucky,74.2876118517996,21,207,11.8
Scott County,Kentucky,77.265078150292,21,209,6.9
Shelby County,Kentucky,78.2026715302506,21,211,5.7
Simpson County,Kentucky,75.1339653913594,21,213,7.0
Spencer County,Kentucky,77.3166554453188,21,215,6.4
Taylor County,Kentucky,75.3075854102209,21,217,9.6
Todd County,Kentucky,75.0702938260694,21,219,8.5
Trigg County,Kentucky,76.0776813814646,21,221,8.4
Trimble County,Kentucky,74.7946631741192,21,223,14.6
Union County,Kentucky,74.2647239961351,21,225,7.8
Warren County,Kentucky,77.019188725289,21,227,7.9
Washington County,Kentucky,76.5144682665558,21,229,6.1
Wayne County,Kentucky,75.4282750755272,21,231,12.6
Webster County,Kentucky,74.1273204108433,21,233,7.2
Whitley County,Kentucky,71.4970237136727,21,235,10.2
Wolfe County,Kentucky,70.414121850814,21,237,9.7
Woodford County,Kentucky,77.6095928947604,21,239,4.8
Acadia Parish,Louisiana,74.1527304498507,22,001,10.1
Allen Parish,Louisiana,75.8364261931276,22,003,8.9
Ascension Parish,Louisiana,78.2087627323346,22,005,6.4
Assumption Parish,Louisiana,76.4547513190577,22,007,10.3
Avoyelles Parish,Louisiana,73.5254809340483,22,009,9.6
Beauregard Parish,Louisiana,74.7642884407588,22,011,5.7
Bienville Parish,Louisiana,73.536968643552,22,013,10.1
Bossier Parish,Louisiana,77.1775647618919,22,015,5.7
Caddo Parish,Louisiana,74.4758415459589,22,017,7.0
Calcasieu Parish,Louisiana,74.7915860565765,22,019,8.3
Caldwell Parish,Louisiana,73.0854447016312,22,021,10.2
Cameron Parish,Louisiana,78.9556654242898,22,023,6.3
Catahoula Parish,Louisiana,72.8459711428899,22,025,8.3
Claiborne Parish,Louisiana,75.2960244076028,22,027,13.5
Concordia Parish,Louisiana,72.9442876950287,22,029,11.7
De Soto Parish,Louisiana,74.6614154235783,22,031,9.3
East Baton Rouge Parish,Louisiana,75.8619567314034,22,033,7.6
East Carroll Parish,Louisiana,71.8561038237942,22,035,19.2
East Feliciana Parish,Louisiana,72.9021065584839,22,037,6.5
Evangeline Parish,Louisiana,73.2326572973623,22,039,10.4
Franklin Parish,Louisiana,73.4324020136278,22,041,11.5
Grant Parish,Louisiana,74.6861667474741,22,043,9.2
Iberia Parish,Louisiana,74.6830514916756,22,045,10.6
Iberville Parish,Louisiana,74.9132743798997,22,047,7.9
Jackson Parish,Louisiana,75.2049194847073,22,049,6.9
Jefferson Parish,Louisiana,76.8693215370987,22,051,6.7
Jefferson Davis Parish,Louisiana,74.020112260873,22,053,9.2
Lafayette Parish,Louisiana,77.7462080947226,22,055,6.3
Lafourche Parish,Louisiana,76.6127790326036,22,057,7.0
LaSalle Parish,Louisiana,74.6492018549338,22,059,6.3
Lincoln Parish,Louisiana,77.1881025980477,22,061,11.9
Livingston Parish,Louisiana,75.7654420583379,22,063,7.0
Madison Parish,Louisiana,71.9644608224497,22,065,16.9
Morehouse Parish,Louisiana,72.2885393934176,22,067,8.0
Natchitoches Parish,Louisiana,74.8307898155408,22,069,12.2
Orleans Parish,Louisiana,76.2790255616172,22,071,10.3
Ouachita Parish,Louisiana,74.7967704491303,22,073,8.0
Plaquemines Parish,Louisiana,77.0074539966939,22,075,4.7
Pointe Coupee Parish,Louisiana,75.4840287029142,22,077,8.3
Rapides Parish,Louisiana,74.1962063259054,22,079,8.6
Red River Parish,Louisiana,74.0789513271507,22,081,9.2
Richland Parish,Louisiana,74.0935785087345,22,083,9.6
Sabine Parish,Louisiana,75.4442027867979,22,085,10.6
Saint Bernard Parish,Louisiana,74.6058929116397,22,087,12.2
Saint Charles Parish,Louisiana,76.8359411293043,22,089,7.7
Saint Helena Parish,Louisiana,73.9549192997612,22,091,14.4
Saint James Parish,Louisiana,76.3920010684275,22,093,11.0
Saint John the Baptist Parish,Louisiana,74.7312982392505,22,095,9.2
Saint Landry Parish,Louisiana,72.8498409948172,22,097,6.1
Saint Martin Parish,Louisiana,75.652365528127,22,099,7.2
Saint Mary Parish,Louisiana,74.7147311711007,22,101,12.2
Saint Tammany Parish,Louisiana,77.8163149804034,22,103,7.6
Tangipahoa Parish,Louisiana,74.3075999879013,22,105,10.7
Tensas Parish,Louisiana,74.1181877466572,22,107,15.6
Terrebonne Parish,Louisiana,74.857143305773,22,109,5.5
Union Parish,Louisiana,74.826727427357,22,111,7.7
Vermilion Parish,Louisiana,76.2840734896336,22,113,8.5
Vernon Parish,Louisiana,75.1500980929744,22,115,7.5
Washington Parish,Louisiana,72.3909923068968,22,117,15.0
Webster Parish,Louisiana,73.7768873378424,22,119,7.6
West Baton Rouge Parish,Louisiana,76.4602826287715,22,121,6.5
West Carroll Parish,Louisiana,74.3775251241214,22,123,11.9
West Feliciana Parish,Louisiana,77.1646915653052,22,125,8.5
Winn Parish,Louisiana,74.2881555821706,22,127,6.3
Androscoggin County,Maine,77.7512536887563,23,001,7.2
Aroostook County,Maine,78.0257791588484,23,003,7.5
Cumberland County,Maine,80.1426759395244,23,005,5.4
Franklin County,Maine,78.5840023968279,23,007,7.7
Hancock County,Maine,79.4879469025187,23,009,7.7
Kennebec County,Maine,78.185930511921,23,011,7.7
Knox County,Maine,79.1990607611267,23,013,5.7
Lincoln County,Maine,79.6818191767564,23,015,4.2
Oxford County,Maine,78.0816516876241,23,017,9.2
Penobscot County,Maine,77.8316407150695,23,019,7.8
Piscataquis County,Maine,76.9555960979251,23,021,10.5
Sagadahoc County,Maine,79.8039208627757,23,023,5.7
Somerset County,Maine,77.020636994062,23,025,9.5
Waldo County,Maine,78.9055250811345,23,027,7.5
Washington County,Maine,76.3926866580059,23,029,9.8
York County,Maine,79.6145099345183,23,031,5.9
Allegany County,Maryland,76.6694541409835,24,001,10.0
Anne Arundel County,Maryland,79.2299434985345,24,003,5.9
Baltimore County,Maryland,78.723580571662,24,005,6.9
Calvert County,Maryland,79.3690536393873,24,009,7.6
Caroline County,Maryland,76.364819064661,24,011,8.8
Carroll County,Maryland,78.9128997074227,24,013,4.6
Cecil County,Maryland,76.5501454794145,24,015,7.5
Charles County,Maryland,78.6989416304353,24,017,6.3
Dorchester County,Maryland,76.7573685567545,24,019,10.4
Frederick County,Maryland,80.3176984349892,24,021,5.8
Garrett County,Maryland,78.2352529780301,24,023,7.0
Harford County,Maryland,79.0986312621923,24,025,6.4
Howard County,Maryland,82.8043619571844,24,027,4.9
Kent County,Maryland,78.7191903808873,24,029,7.2
Queen Anne's County,Maryland,79.7882954432238,24,035,5.3
Saint Mary's County,Maryland,78.7678772778512,24,037,4.8
Somerset County,Maryland,76.4015692930538,24,039,8.2
Talbot County,Maryland,80.6502795889963,24,041,6.7
Washington County,Maryland,77.3865459076232,24,043,8.5
Wicomico County,Maryland,77.0196391342002,24,045,8.8
Worcester County,Maryland,79.0162901190994,24,047,9.9
Baltimore City,Maryland,72.8973684328001,24,510,13.1
Montgomery County,Maryland,81.7039642542199,24,031,6.1
Prince George's County,Maryland,81.7039642542199,24,033,8.7
Barnstable County,Massachusetts,79.8815949843872,25,001,7.0
Berkshire County,Massachusetts,79.3265531690255,25,003,8.9
Bristol County,Massachusetts,78.8413887129124,25,005,9.0
Dukes County,Massachusetts,81.9835280279676,25,007,5.2
Essex County,Massachusetts,80.36077424118,25,009,7.7
Franklin County,Massachusetts,80.035738290058,25,011,6.7
Hampden County,Massachusetts,78.6083389354339,25,013,10.0
Hampshire County,Massachusetts,80.8375457673605,25,015,7.2
Middlesex County,Massachusetts,81.9109111584814,25,017,6.1
Nantucket County,Massachusetts,81.6506755417137,25,019,3.0
Norfolk County,Massachusetts,81.5022865023585,25,021,6.9
Plymouth County,Massachusetts,79.4737800475632,25,023,7.9
Suffolk County,Massachusetts,80.5624227825471,25,025,8.7
Worcester County,Massachusetts,79.3841370336981,25,027,7.8
Alcona County,Michigan,77.0387348069625,26,001,12.2
Alger County,Michigan,78.9236146060328,26,003,10.8
Allegan County,Michigan,78.8491685962365,26,005,6.1
Alpena County,Michigan,77.6755397480269,26,007,9.3
Antrim County,Michigan,79.6758368956124,26,009,9.7
Arenac County,Michigan,76.2840734435413,26,011,12.0
Baraga County,Michigan,77.3887253718862,26,013,8.1
Barry County,Michigan,79.251456140121,26,015,7.9
Bay County,Michigan,77.5024822475371,26,017,9.7
Benzie County,Michigan,79.3939732529926,26,019,8.4
Berrien County,Michigan,77.5795798652091,26,021,9.4
Branch County,Michigan,77.2271322461768,26,023,7.0
Calhoun County,Michigan,76.2350997875967,26,025,10.0
Cass County,Michigan,78.0444177899222,26,027,9.7
Charlevoix County,Michigan,79.6661059796698,26,029,7.8
Cheboygan County,Michigan,78.5185689405828,26,031,13.9
Chippewa County,Michigan,78.6576874017405,26,033,11.7
Clare County,Michigan,75.5366141810356,26,035,13.2
Clinton County,Michigan,80.7487743994358,26,037,6.5
Crawford County,Michigan,77.1194062552597,26,039,12.0
Delta County,Michigan,78.9596476650388,26,041,9.2
Dickinson County,Michigan,79.196491413419,26,043,7.0
Eaton County,Michigan,79.1765153256897,26,045,7.8
Emmet County,Michigan,79.5330074148033,26,047,8.4
Genesee County,Michigan,75.6706001686916,26,049,13.2
Gladwin County,Michigan,77.0373573209745,26,051,11.0
Gogebic County,Michigan,78.4124088783588,26,053,9.5
Grand Traverse County,Michigan,80.1160790695651,26,055,6.6
Gratiot County,Michigan,77.8073931059792,26,057,8.5
Hillsdale County,Michigan,77.8896939102178,26,059,9.0
Houghton County,Michigan,78.7032966824524,26,061,7.2
Huron County,Michigan,77.6811553497045,26,063,7.8
Ingham County,Michigan,78.5901889850964,26,065,9.0
Ionia County,Michigan,78.3170941900877,26,067,10.4
Iosco County,Michigan,76.2484727313596,26,069,12.1
Iron County,Michigan,78.1623853870805,26,071,9.0
Isabella County,Michigan,78.944219291473,26,073,11.3
Jackson County,Michigan,77.2987997189242,26,075,10.3
Kalamazoo County,Michigan,79.0571374783429,26,077,9.1
Kalkaska County,Michigan,76.6400157077602,26,079,10.4
Kent County,Michigan,79.8265458360066,26,081,7.7
Keweenaw County,Michigan,79.8805242809981,26,083,7.0
Lake County,Michigan,76.8838385846222,26,085,13.2
Lapeer County,Michigan,78.026272596228,26,087,10.5
Leelanau County,Michigan,82.4885891139183,26,089,7.1
Lenawee County,Michigan,78.0049753003164,26,091,8.6
Livingston County,Michigan,80.2051847968663,26,093,5.9
Luce County,Michigan,78.2708201595635,26,095,11.6
Mackinac County,Michigan,78.0867842827029,26,097,12.5
Macomb County,Michigan,77.9715216591543,26,099,9.0
Manistee County,Michigan,78.164748019286,26,101,11.5
Marquette County,Michigan,78.8667065520226,26,103,8.1
Mason County,Michigan,78.2752299888405,26,105,10.7
Mecosta County,Michigan,78.6817658529381,26,107,12.2
Menominee County,Michigan,79.0276882646118,26,109,8.5
Midland County,Michigan,80.5098454677645,26,111,8.5
Missaukee County,Michigan,77.8861527056406,26,113,11.0
Monroe County,Michigan,77.7656056212544,26,115,8.3
Montcalm County,Michigan,77.5945737688042,26,117,11.2
Montmorency County,Michigan,76.4532520353494,26,119,16.0
Muskegon County,Michigan,77.3601416065034,26,121,11.9
Newaygo County,Michigan,77.7361830556741,26,123,10.1
Oakland County,Michigan,79.9982981723966,26,125,7.5
Oceana County,Michigan,78.5361371772989,26,127,8.7
Ogemaw County,Michigan,75.6927053560333,26,129,12.4
Ontonagon County,Michigan,77.6996870295812,26,131,13.7
Osceola County,Michigan,77.9301479118803,26,133,10.3
Oscoda County,Michigan,76.0691358324074,26,135,13.2
Otsego County,Michigan,78.060790748466,26,137,8.2
Ottawa County,Michigan,81.6158270258288,26,139,6.1
Presque Isle County,Michigan,78.5481591305887,26,141,13.1
Roscommon County,Michigan,76.2372416387457,26,143,14.2
Saginaw County,Michigan,77.320926807283,26,145,11.1
Saint Clair County,Michigan,76.9594393341499,26,147,10.4
Saint Joseph County,Michigan,76.8626743369413,26,149,8.6
Sanilac County,Michigan,77.535341288747,26,151,10.7
Schoolcraft County,Michigan,78.1184159480951,26,153,15.6
Shiawassee County,Michigan,77.3369490284373,26,155,10.3
Tuscola County,Michigan,77.5041301219185,26,157,9.3
Van Buren County,Michigan,77.4736137015517,26,159,8.4
Washtenaw County,Michigan,81.0674651074056,26,161,7.4
Wayne County,Michigan,75.3248374766307,26,163,14.9
Wexford County,Michigan,77.3451876109721,26,165,9.5
Aitkin County,Minnesota,79.397166430693,27,001,7.3
Anoka County,Minnesota,81.1030914938124,27,003,6.2
Becker County,Minnesota,78.384493848656,27,005,3.5
Beltrami County,Minnesota,77.7600048968149,27,007,10.6
Benton County,Minnesota,78.9487320868627,27,009,6.7
Big Stone County,Minnesota,79.254791298494,27,011,3.3
Blue Earth County,Minnesota,80.487517300302,27,013,4.9
Brown County,Minnesota,80.5877352462171,27,015,3.2
Carlton County,Minnesota,77.8147120472818,27,017,5.4
Carver County,Minnesota,82.7884561732061,27,019,3.8
Cass County,Minnesota,78.112913818928,27,021,7.4
Chippewa County,Minnesota,79.6130813963956,27,023,2.6
Chisago County,Minnesota,79.9689706557518,27,025,5.5
Clay County,Minnesota,79.8966116731002,27,027,4.3
Clearwater County,Minnesota,77.4976028781771,27,029,7.4
Cook County,Minnesota,81.9648703488847,27,031,4.0
Cottonwood County,Minnesota,80.4985434824191,27,033,4.9
Crow Wing County,Minnesota,79.7253246505898,27,035,5.7
Dakota County,Minnesota,81.8113208325909,27,037,5.0
Dodge County,Minnesota,80.9714211312818,27,039,3.5
Douglas County,Minnesota,80.5314799825706,27,041,4.5
Faribault County,Minnesota,79.5722446522431,27,043,4.2
Fillmore County,Minnesota,80.755312892209,27,045,4.3
Freeborn County,Minnesota,80.0830232448869,27,047,4.9
Goodhue County,Minnesota,79.9818139717223,27,049,5.3
Grant County,Minnesota,79.6989844496696,27,051,3.6
Hennepin County,Minnesota,80.9163595198702,27,053,6.0
Houston County,Minnesota,81.5342766340529,27,055,4.9
Hubbard County,Minnesota,80.4065087023066,27,057,5.0
Isanti County,Minnesota,79.7296581271718,27,059,7.3
Itasca County,Minnesota,78.6854212118527,27,061,7.1
Jackson County,Minnesota,81.322459962606,27,063,3.2
Kanabec County,Minnesota,79.5398088524389,27,065,9.8
Kandiyohi County,Minnesota,80.9196588976853,27,067,4.8
Kittson County,Minnesota,78.6958866774887,27,069,2.8
Koochiching County,Minnesota,78.775251627832,27,071,7.8
Lac qui Parle County,Minnesota,81.2128552675302,27,073,3.7
Lake County,Minnesota,79.4475951675624,27,075,4.8
Lake of the Woods County,Minnesota,78.7458672993894,27,077,4.8
Le Sueur County,Minnesota,80.9210000222343,27,079,5.3
Lincoln County,Minnesota,80.2452684705262,27,081,2.8
Lyon County,Minnesota,80.5584638391641,27,083,5.3
McLeod County,Minnesota,80.7842832443277,27,085,4.5
Mahnomen County,Minnesota,75.3448875602588,27,087,9.2
Marshall County,Minnesota,81.9664193874723,27,089,4.7
Martin County,Minnesota,80.1915655892011,27,091,3.5
Meeker County,Minnesota,80.3890117109068,27,093,4.7
Mille Lacs County,Minnesota,77.465756222792,27,095,7.7
Morrison County,Minnesota,79.7267300751395,27,097,5.8
Mower County,Minnesota,80.8843448216652,27,099,6.5
Murray County,Minnesota,81.0122804104085,27,101,4.5
Nicollet County,Minnesota,81.725972132667,27,103,4.0
Nobles County,Minnesota,81.2299591088802,27,105,6.9
Norman County,Minnesota,77.4794452814812,27,107,5.1
Olmsted County,Minnesota,82.1865608684581,27,109,4.1
Otter Tail County,Minnesota,80.172905129498,27,111,4.4
Pennington County,Minnesota,79.3408145332647,27,113,3.0
Pine County,Minnesota,78.9522942444088,27,115,7.4
Pipestone County,Minnesota,79.9606666090288,27,117,4.2
Polk County,Minnesota,78.4117991500288,27,119,4.6
Pope County,Minnesota,80.4538408526911,27,121,4.1
Ramsey County,Minnesota,79.8311711820139,27,123,7.1
Red Lake County,Minnesota,79.884368162776,27,125,3.5
Redwood County,Minnesota,79.4284755223726,27,127,4.0
Renville County,Minnesota,78.9594868431795,27,129,5.0
Rice County,Minnesota,80.7199201788931,27,131,5.6
Rock County,Minnesota,79.226594626654,27,133,3.7
Roseau County,Minnesota,79.6303547550798,27,135,2.7
Saint Louis County,Minnesota,78.8061840424085,27,137,6.9
Scott County,Minnesota,81.9631710846188,27,139,4.6
Sherburne County,Minnesota,80.4892732072236,27,141,5.2
Sibley County,Minnesota,80.6432010189503,27,143,5.5
Stearns County,Minnesota,81.9781380251106,27,145,5.0
Steele County,Minnesota,81.4418901670181,27,147,4.9
Stevens County,Minnesota,81.9633026147453,27,149,3.1
Swift County,Minnesota,80.13599688247,27,151,3.9
Todd County,Minnesota,80.9277258627278,27,153,5.1
Traverse County,Minnesota,79.3158801713473,27,155,2.9
Wabasha County,Minnesota,81.886409686409,27,157,3.6
Wadena County,Minnesota,77.0247547671813,27,159,5.2
Waseca County,Minnesota,80.8591116575922,27,161,4.6
Washington County,Minnesota,81.7753570123076,27,163,4.8
Watonwan County,Minnesota,80.1707149126088,27,165,2.9
Wilkin County,Minnesota,78.4660542690826,27,167,2.0
Winona County,Minnesota,80.7662534119239,27,169,6.2
Wright County,Minnesota,80.8875595225526,27,171,5.2
Yellow Medicine County,Minnesota,80.029722320001,27,173,3.4
Adams County,Mississippi,73.4405717085429,28,001,11.3
Alcorn County,Mississippi,73.7692344323753,28,003,9.0
Amite County,Mississippi,75.7728627733061,28,005,12.7
Attala County,Mississippi,72.9985099185833,28,007,12.6
Benton County,Mississippi,73.8617083406369,28,009,17.1
Bolivar County,Mississippi,71.1199440904391,28,011,15.3
Calhoun County,Mississippi,74.249913651575,28,013,10.1
Carroll County,Mississippi,76.5476740403662,28,015,11.9
Chickasaw County,Mississippi,74.6390054599588,28,017,12.2
Choctaw County,Mississippi,75.5893167320315,28,019,14.2
Claiborne County,Mississippi,72.5180256360336,28,021,17.5
Clarke County,Mississippi,73.895153460462,28,023,11.7
Clay County,Mississippi,74.8481401058942,28,025,16.2
Coahoma County,Mississippi,70.553267967213,28,027,20.3
Copiah County,Mississippi,73.9815131829184,28,029,14.3
Covington County,Mississippi,72.7095204703154,28,031,13.7
DeSoto County,Mississippi,76.7967611755068,28,033,7.6
Forrest County,Mississippi,73.8651568538317,28,035,13.1
Franklin County,Mississippi,74.4020704630055,28,037,8.9
George County,Mississippi,72.5742654790927,28,039,9.0
Greene County,Mississippi,74.7659573269017,28,041,12.6
Grenada County,Mississippi,71.5339447315153,28,043,9.4
Hancock County,Mississippi,76.1993579203685,28,045,10.1
Harrison County,Mississippi,74.7451869079273,28,047,9.7
Hinds County,Mississippi,75.0254983861196,28,049,10.3
Holmes County,Mississippi,71.3716849370007,28,051,19.2
Humphreys County,Mississippi,71.8446198677659,28,053,26.8
Issaquena County,Mississippi,73.9174888699664,28,055,11.6
Itawamba County,Mississippi,73.8791324198008,28,057,9.3
Jackson County,Mississippi,75.4434426045451,28,059,9.1
Jasper County,Mississippi,74.5235809901436,28,061,7.9
Jefferson County,Mississippi,72.7001468175575,28,063,15.9
Jefferson Davis County,Mississippi,73.047506595855,28,065,12.9
Jones County,Mississippi,74.4202497451745,28,067,7.4
Kemper County,Mississippi,76.355791194252,28,069,10.1
Lafayette County,Mississippi,77.1288321010329,28,071,8.4
Lamar County,Mississippi,78.3209647064698,28,073,8.5
Lauderdale County,Mississippi,74.4515922608723,28,075,9.6
Lawrence County,Mississippi,73.1234663700198,28,077,10.8
Leake County,Mississippi,73.8550972879831,28,079,10.5
Lee County,Mississippi,74.3179313765844,28,081,7.8
Leflore County,Mississippi,71.5781167184586,28,083,16.3
Lincoln County,Mississippi,73.6677873014299,28,085,7.5
Lowndes County,Mississippi,75.3698991621031,28,087,12.6
Madison County,Mississippi,75.2612992317412,28,089,5.4
Marion County,Mississippi,72.3175262587835,28,091,10.4
Marshall County,Mississippi,73.6009360416266,28,093,8.4
Monroe County,Mississippi,75.0709619227257,28,095,10.9
Montgomery County,Mississippi,73.3000019707264,28,097,8.5
Neshoba County,Mississippi,71.7991579391469,28,099,9.8
Newton County,Mississippi,73.5864589801613,28,101,10.6
Noxubee County,Mississippi,74.510447428853,28,103,19.0
Oktibbeha County,Mississippi,77.7263450786556,28,105,13.3
Panola County,Mississippi,72.6591922296426,28,107,10.3
Pearl River County,Mississippi,74.0835387352385,28,109,12.1
Perry County,Mississippi,73.9292428114927,28,111,12.9
Pike County,Mississippi,72.2948853266708,28,113,9.5
Pontotoc County,Mississippi,76.2199757034886,28,115,6.6
Prentiss County,Mississippi,74.5937195218018,28,117,10.2
Quitman County,Mississippi,70.6946136401729,28,119,25.3
Rankin County,Mississippi,78.3260570476204,28,121,5.4
Scott County,Mississippi,73.939998238645,28,123,13.1
Sharkey County,Mississippi,72.7184040005694,28,125,22.1
Simpson County,Mississippi,73.8756839929085,28,127,10.9
Smith County,Mississippi,74.790121339524,28,129,4.8
Stone County,Mississippi,73.9927907160843,28,131,9.7
Sunflower County,Mississippi,70.9446700596498,28,133,20.1
Tallahatchie County,Mississippi,73.1368149295339,28,135,19.0
Tate County,Mississippi,74.585357338604,28,137,10.0
Tippah County,Mississippi,73.4732393761731,28,139,12.2
Tishomingo County,Mississippi,72.9714621985708,28,141,10.5
Tunica County,Mississippi,70.9017967549254,28,143,12.4
Union County,Mississippi,75.5944429807022,28,145,10.7
Walthall County,Mississippi,73.4795236470908,28,147,11.1
Warren County,Mississippi,73.8008835103326,28,149,8.0
Washington County,Mississippi,71.0435149993716,28,151,21.7
Wayne County,Mississippi,74.4084779375371,28,153,9.4
Webster County,Mississippi,72.9308241315477,28,155,11.2
Wilkinson County,Mississippi,72.067837247522,28,157,9.7
Winston County,Mississippi,74.3372795192025,28,159,12.3
Yalobusha County,Mississippi,72.7324236053424,28,161,5.7
Yazoo County,Mississippi,73.6573730361059,28,163,19.8
Adair County,Missouri,77.8716773419445,29,001,7.9
Andrew County,Missouri,78.9787130406793,29,003,5.0
Atchison County,Missouri,77.7205658580531,29,005,4.3
Audrain County,Missouri,76.5983164180111,29,007,8.8
Barry County,Missouri,75.5939423271874,29,009,11.4
Barton County,Missouri,77.1596164959461,29,011,6.5
Bates County,Missouri,76.2741038626397,29,013,6.6
Benton County,Missouri,75.795476661552,29,015,10.2
Bollinger County,Missouri,76.2336607024064,29,017,4.0
Boone County,Missouri,79.8171269054763,29,019,5.0
Buchanan County,Missouri,76.208181927639,29,021,7.5
Butler County,Missouri,73.7198108736692,29,023,9.4
Caldwell County,Missouri,76.9088757900173,29,025,5.2
Callaway County,Missouri,77.513635548286,29,027,5.1
Camden County,Missouri,79.0831950924824,29,029,9.1
Cape Girardeau County,Missouri,77.8109376062959,29,031,6.3
Carroll County,Missouri,76.6060889888891,29,033,8.9
Carter County,Missouri,73.3677417549055,29,035,9.7
Cass County,Missouri,78.3116362795798,29,037,6.7
Cedar County,Missouri,75.4963817297934,29,039,10.5
Chariton County,Missouri,78.4673805475985,29,041,3.8
Christian County,Missouri,79.1796949730871,29,043,6.4
Clark County,Missouri,76.9782795511869,29,045,4.5
Clay County,Missouri,79.2681247725331,29,047,6.1
Clinton County,Missouri,76.3674022768098,29,049,5.8
Cole County,Missouri,78.7408037773706,29,051,4.9
Cooper County,Missouri,77.5012297521734,29,053,5.7
Crawford County,Missouri,75.1449741823443,29,055,12.7
Dade County,Missouri,76.2039653400457,29,057,7.9
Dallas County,Missouri,76.2917213363793,29,059,13.2
Daviess County,Missouri,77.297278563427,29,061,5.7
DeKalb County,Missouri,77.8762555108364,29,063,6.8
Dent County,Missouri,75.615248675195,29,065,9.2
Douglas County,Missouri,76.4842418474083,29,067,9.0
Dunklin County,Missouri,71.9241106672631,29,069,8.1
Franklin County,Missouri,76.8917400699141,29,071,7.2
Gasconade County,Missouri,76.7818936580139,29,073,6.1
Gentry County,Missouri,77.7094541552858,29,075,6.3
Greene County,Missouri,77.4949992870025,29,077,6.8
Grundy County,Missouri,77.0283997495545,29,079,4.5
Harrison County,Missouri,77.2934695364312,29,081,5.8
Henry County,Missouri,75.362810911116,29,083,7.4
Hickory County,Missouri,76.5067615795671,29,085,12.6
Holt County,Missouri,79.0981779755224,29,087,5.2
Howard County,Missouri,78.2797011278502,29,089,6.3
Howell County,Missouri,75.077093074329,29,091,8.3
Iron County,Missouri,73.1590765468502,29,093,11.4
Jackson County,Missouri,76.9279466766946,29,095,7.6
Jasper County,Missouri,76.0047538574463,29,097,6.0
Jefferson County,Missouri,76.2591419421898,29,099,8.3
Johnson County,Missouri,77.8752254751205,29,101,8.0
Knox County,Missouri,77.1604521946746,29,103,7.4
