County,State,mean_life_expectancy,State_FIPS,County_FIPS,white_population
Fisher County,Texas,77.6344819739773,48,151,3453.0
Floyd County,Texas,77.1459075116282,48,153,5631.0
Foard County,Texas,76.4637952306371,48,155,1171.0
Fort Bend County,Texas,82.064959203127,48,157,356027.0
Franklin County,Texas,77.4627381443676,48,159,9458.0
Freestone County,Texas,76.3121883229639,48,161,15765.0
Frio County,Texas,76.9289528740909,48,163,13342.0
Gaines County,Texas,77.1813716651243,48,165,17861.0
Galveston County,Texas,77.3964752860558,48,167,245054.0
Garza County,Texas,76.3023545902735,48,169,5633.0
Gillespie County,Texas,80.5694247548803,48,171,24205.0
Glasscock County,Texas,80.6949006573329,48,173,1111.0
Goliad County,Texas,78.6566795869844,48,175,5421.0
Gonzales County,Texas,76.4093325965584,48,177,11556.0
Gray County,Texas,74.3060364630032,48,179,19510.0
Grayson County,Texas,75.8906363807353,48,181,107803.0
Gregg County,Texas,75.036871666914,48,183,91711.0
Grimes County,Texas,76.5115310500355,48,185,20435.0
Guadalupe County,Texas,79.4506273402854,48,187,110958.0
Hale County,Texas,76.5128986688734,48,189,29772.0
Hall County,Texas,75.2618857261074,48,191,2592.0
Hamilton County,Texas,75.9370132082977,48,193,7921.0
Hansford County,Texas,76.0628882702337,48,195,5100.0
Hardeman County,Texas,76.8397297532331,48,197,3322.0
Hardin County,Texas,75.686689283259,48,199,51251.0
Harris County,Texas,79.042857979916,48,201,2804918.0
Harrison County,Texas,75.8210429462224,48,203,48547.0
Hartley County,Texas,79.9043636720723,48,205,5044.0
Haskell County,Texas,75.6857583866336,48,207,5256.0
Hays County,Texas,80.2596975331408,48,209,162209.0
Hemphill County,Texas,77.3039349323939,48,211,3687.0
Henderson County,Texas,74.9760174013995,48,213,70843.0
Hidalgo County,Texas,80.8716321318647,48,215,744392.0
Hill County,Texas,76.1642185127297,48,217,31058.0
Hockley County,Texas,75.7971142207831,48,219,20497.0
Hood County,Texas,77.8338116750353,48,221,51552.0
Hopkins County,Texas,76.0828457963505,48,223,30171.0
Houston County,Texas,75.9774589606229,48,225,15627.0
Howard County,Texas,74.397794084253,48,227,30134.0
Hudspeth County,Texas,81.2689783010742,48,229,2741.0
Hunt County,Texas,75.846765771955,48,231,69967.0
Hutchinson County,Texas,74.6599684293846,48,233,19371.0
Irion County,Texas,79.6946796354727,48,235,1430.0
Jack County,Texas,75.751177808941,48,237,8223.0
Jackson County,Texas,76.9425217191459,48,239,12787.0
Jasper County,Texas,75.0013984560596,48,241,28058.0
Jeff Davis County,Texas,83.5167926973439,48,243,2144.0
Jefferson County,Texas,75.7702632577749,48,245,147838.0
Jim Hogg County,Texas,76.2654393513098,48,247,5091.0
Jim Wells County,Texas,74.9815252705474,48,249,39442.0
Johnson County,Texas,76.7448569151439,48,251,144430.0
Jones County,Texas,76.4658553157764,48,253,13968.0
Karnes County,Texas,76.554435728968,48,255,9298.0
Kaufman County,Texas,76.2655444315523,48,257,92578.0
Kendall County,Texas,80.4246160875522,48,259,36296.0
Kerr County,Texas,77.75662774005,48,265,46452.0
Kimble County,Texas,77.9043518975393,48,267,4146.0
Kinney County,Texas,78.9729363568118,48,271,3499.0
Kleberg County,Texas,76.0824735335586,48,273,27520.0
Knox County,Texas,75.619275206347,48,275,3302.0
Lamar County,Texas,74.6121217884024,48,277,40272.0
Lamb County,Texas,75.5436416846698,48,279,11906.0
Lampasas County,Texas,77.2142174503662,48,281,17860.0
La Salle County,Texas,77.4531603338127,48,283,5798.0
Lavaca County,Texas,78.3768617124011,48,285,15354.0
Lee County,Texas,77.8828442148967,48,287,13420.0
Leon County,Texas,76.2163050114445,48,289,15113.0
Liberty County,Texas,73.9213071001902,48,291,64099.0
Limestone County,Texas,75.1115410054661,48,293,18265.0
Lipscomb County,Texas,77.4656387169594,48,295,3004.0
Live Oak County,Texas,78.6482446705849,48,297,10605.0
Llano County,Texas,78.3534118661913,48,299,18587.0
Lubbock County,Texas,76.3172119429226,48,303,235352.0
Lynn County,Texas,76.6310984800432,48,305,4749.0
McCulloch County,Texas,76.1044980085071,48,307,6800.0
McLennan County,Texas,77.4487914290315,48,309,187257.0
Madison County,Texas,76.5474862671346,48,313,10095.0
Marion County,Texas,73.7111145129031,48,315,7567.0
Martin County,Texas,76.0748963876094,48,317,4520.0
Mason County,Texas,78.9853865587176,48,319,3645.0
Matagorda County,Texas,76.040680049223,48,321,28199.0
Maverick County,Texas,78.1065855468572,48,323,52764.0
Medina County,Texas,78.2961748418577,48,325,43402.0
Menard County,Texas,77.6406350091026,48,327,1772.0
Midland County,Texas,78.2487704019029,48,329,128996.0
Milam County,Texas,76.2283864160386,48,331,20167.0
Mills County,Texas,77.3067207394247,48,333,4808.0
Mitchell County,Texas,74.8265828273371,48,335,7123.0
Montague County,Texas,74.3337528863684,48,337,18537.0
Montgomery County,Texas,79.0644454102598,48,339,448305.0
Moore County,Texas,77.5387554356615,48,341,16984.0
Morris County,Texas,73.8181089389341,48,343,8782.0
Motley County,Texas,76.6975747907917,48,345,978.0
Nacogdoches County,Texas,76.2413118040805,48,347,49786.0
Navarro County,Texas,75.5388378221066,48,349,36813.0
Newton County,Texas,74.8728290162423,48,351,10870.0
Nolan County,Texas,74.6770418519411,48,353,13207.0
Nueces County,Texas,77.7401375933212,48,355,310741.0
Ochiltree County,Texas,76.0061129937915,48,357,9182.0
Oldham County,Texas,77.9506250120696,48,359,1834.0
Orange County,Texas,73.8514573495733,48,361,73658.0
Palo Pinto County,Texas,75.3168150461128,48,363,25558.0
Panola County,Texas,74.9350067556366,48,365,19162.0
Parker County,Texas,77.6446539517384,48,367,115369.0
Parmer County,Texas,78.363066975154,48,369,8417.0
Pecos County,Texas,77.5006255558964,48,371,12939.0
Polk County,Texas,72.4918712524599,48,373,39248.0
Potter County,Texas,73.7644559232261,48,375,95425.0
Presidio County,Texas,85.0105668839091,48,377,6628.0
Rains County,Texas,76.131640218427,48,379,9986.0
Randall County,Texas,78.5868370445539,48,381,116396.0
Reagan County,Texas,76.8111799932477,48,383,1809.0
Real County,Texas,75.9916830824159,48,385,3308.0
Red River County,Texas,74.1275276628298,48,387,9862.0
Reeves County,Texas,77.1100631794222,48,389,11301.0
Refugio County,Texas,76.067318713085,48,391,5940.0
Robertson County,Texas,76.0761704144137,48,395,12515.0
Rockwall County,Texas,80.0265703107485,48,397,76141.0
Runnels County,Texas,75.9576579428348,48,399,9479.0
Rusk County,Texas,76.0548045315464,48,401,42064.0
Sabine County,Texas,74.9735803070845,48,403,9328.0
San Augustine County,Texas,74.302661120971,48,405,6338.0
San Jacinto County,Texas,76.1309893484355,48,407,23449.0
San Patricio County,Texas,75.7300262545864,48,409,61431.0
San Saba County,Texas,77.4449776605095,48,411,5272.0
Schleicher County,Texas,77.0257085259565,48,413,2169.0
Scurry County,Texas,76.2800297357375,48,415,15172.0
Shackelford County,Texas,77.8232293329705,48,417,3125.0
Shelby County,Texas,74.084590652535,48,419,20426.0
Sherman County,Texas,77.3887725174812,48,421,2826.0
Smith County,Texas,77.6029172372455,48,423,168400.0
Somervell County,Texas,77.541775973834,48,425,8121.0
Starr County,Texas,77.9196028835058,48,427,59500.0
Stephens County,Texas,75.9108720779953,48,429,8766.0
Sterling County,Texas,76.8110757075339,48,431,1142.0
Stonewall County,Texas,76.6463847356364,48,433,1087.0
Sutton County,Texas,78.0922365677145,48,435,2960.0
Swisher County,Texas,76.6084968716675,48,437,6359.0
Tarrant County,Texas,78.6659172915562,48,439,1360100.0
Taylor County,Texas,75.591300485248,48,441,108142.0
Terry County,Texas,75.5011460853628,48,445,11083.0
Throckmorton County,Texas,77.0297981297638,48,447,1462.0
Titus County,Texas,76.4429411841896,48,449,24033.0
Tom Green County,Texas,77.4351792608132,48,451,100440.0
Travis County,Texas,81.2131166607299,48,453,874352.0
Trinity County,Texas,74.1046147098199,48,455,12432.0
Tyler County,Texas,75.2565577780205,48,457,17953.0
Upshur County,Texas,75.0402961933937,48,459,34122.0
Upton County,Texas,76.6293697453689,48,461,1733.0
Uvalde County,Texas,77.4334253520316,48,463,24350.0
Val Verde County,Texas,78.5005326110438,48,465,45209.0
Van Zandt County,Texas,75.8664322097625,48,467,49480.0
Victoria County,Texas,77.5368431215519,48,469,78863.0
Walker County,Texas,77.9348381214416,48,471,51148.0
Waller County,Texas,78.5180159465555,48,473,31581.0
Ward County,Texas,75.5938685605365,48,475,9499.0
Washington County,Texas,79.2152191454332,48,477,26919.0
Webb County,Texas,79.1615099315018,48,479,252215.0
Wharton County,Texas,77.0412559438845,48,481,33682.0
Wheeler County,Texas,74.9088031488341,48,483,5004.0
Wichita County,Texas,75.2211383187076,48,485,105403.0
Wilbarger County,Texas,74.846177936058,48,487,10961.0
Willacy County,Texas,77.9364441544552,48,489,21113.0
Williamson County,Texas,81.5562831402586,48,491,400363.0
Wilson County,Texas,78.6529745267365,48,493,43615.0
Winkler County,Texas,73.8035674611933,48,495,6864.0
Wise County,Texas,76.3858090438437,48,497,58788.0
Wood County,Texas,75.8835467003952,48,499,38697.0
Yoakum County,Texas,77.1469415703016,48,501,7829.0
Young County,Texas,74.7512311181104,48,503,17267.0
Zapata County,Texas,78.2704031457374,48,505,13708.0
Zavala County,Texas,76.3404970751218,48,507,10878.0
Beaver County,Utah,76.6239279278931,49,001,6218.0
Box Elder County,Utah,78.7800027770458,49,003,48153.0
Cache County,Utah,81.5241737805183,49,005,107139.0
Carbon County,Utah,75.5262125099169,49,007,19159.0
Daggett County,Utah,79.4056943864262,49,009,732.0
Davis County,Utah,80.3840776396984,49,011,294509.0
Duchesne County,Utah,76.5064517202396,49,013,18165.0
Emery County,Utah,76.7928777423528,49,015,10303.0
Garfield County,Utah,79.141668423611,49,017,4764.0
Grand County,Utah,78.4420339996832,49,019,9159.0
Iron County,Utah,78.5646716776781,49,021,43623.0
Juab County,Utah,77.7010365960342,49,023,9928.0
Kane County,Utah,78.4399265832955,49,025,6731.0
Millard County,Utah,79.5607367996875,49,027,11250.0
Morgan County,Utah,81.1055974512066,49,029,10365.0
Piute County,Utah,78.0101330485998,49,031,1848.0
Rich County,Utah,81.2113182015722,49,033,2214.0
Salt Lake County,Utah,79.3408740406773,49,035,886578.0
San Juan County,Utah,78.0583431523162,49,037,7669.0
Sanpete County,Utah,78.8937677972938,49,039,25508.0
Sevier County,Utah,77.0592567117179,49,041,19894.0
Summit County,Utah,82.921737109531,49,043,37016.0
Tooele County,Utah,77.8827566828091,49,045,56164.0
Uintah County,Utah,76.8256898764768,49,047,31973.0
Utah County,Utah,80.4131301018374,49,049,520064.0
Wasatch County,Utah,81.0271291951163,49,051,26750.0
Washington County,Utah,81.410098929861,49,053,138580.0
Wayne County,Utah,78.5608864914318,49,055,2637.0
Weber County,Utah,78.0987586725419,49,057,215502.0
Addison County,Vermont,80.6045965096076,50,001,34962.0
Bennington County,Vermont,78.6596454148964,50,003,35076.0
Caledonia County,Vermont,78.930433634685,50,005,29773.0
Chittenden County,Vermont,81.6070321791103,50,007,146371.0
Essex County,Vermont,78.7170460033211,50,009,5974.0
Franklin County,Vermont,78.6351224994759,50,011,46321.0
Grand Isle County,Vermont,79.8483503416845,50,013,6569.0
Lamoille County,Vermont,80.0274360064274,50,015,24015.0
Orange County,Vermont,79.5653782757421,50,017,27912.0
Orleans County,Vermont,78.1289332837064,50,019,26137.0
Rutland County,Vermont,78.120165455005,50,021,58201.0
Washington County,Vermont,80.0506526129881,50,023,56607.0
Windham County,Vermont,78.9895833051325,50,025,41368.0
Windsor County,Vermont,79.8565688207412,50,027,53679.0
Accomack County,Virginia,75.3764671515865,51,001,22369.0
Amelia County,Virginia,76.2933185045779,51,007,9389.0
Amherst County,Virginia,77.377695729222,51,009,24609.0
Appomattox County,Virginia,77.1484572596696,51,011,11869.0
Arlington County,Virginia,84.2271431045784,51,013,163181.0
Bath County,Virginia,76.129329359877,51,017,4269.0
Bland County,Virginia,75.3142145732748,51,021,6283.0
Botetourt County,Virginia,79.0964757819333,51,023,31160.0
Brunswick County,Virginia,75.4506205554823,51,025,6964.0
Buchanan County,Virginia,72.75287841356,51,027,22117.0
Buckingham County,Virginia,77.4718930729501,51,029,10513.0
Campbell County,Virginia,78.4149779451745,51,031,44871.0
Caroline County,Virginia,77.1332561852983,51,033,19562.0
Carroll County,Virginia,77.0563930394349,51,035,28961.0
Charles City County,Virginia,76.7893795745755,51,036,2984.0
Charlotte County,Virginia,75.3384062323402,51,037,8292.0
Chesterfield County,Virginia,79.255189212786,51,041,226791.0
Clarke County,Virginia,78.7450506928005,51,043,12757.0
Craig County,Virginia,78.0139474841577,51,045,5097.0
Culpeper County,Virginia,77.9286858942715,51,047,38196.0
Cumberland County,Virginia,78.4608190604316,51,049,6144.0
Dickenson County,Virginia,72.746652258392,51,051,15049.0
Dinwiddie County,Virginia,76.877249251285,51,053,18260.0
Essex County,Virginia,76.4281638718822,51,057,6123.0
Fauquier County,Virginia,79.4286311942582,51,061,59339.0
Floyd County,Virginia,78.6334225761018,51,063,14926.0
Fluvanna County,Virginia,80.5540031266729,51,065,21128.0
Franklin County,Virginia,78.1395687548256,51,067,50007.0
Frederick County,Virginia,79.3014296532503,51,069,75113.0
Giles County,Virginia,75.2144089075543,51,071,16306.0
Gloucester County,Virginia,77.2100673185152,51,073,32455.0
Goochland County,Virginia,80.1676947842553,51,075,17434.0
Grayson County,Virginia,76.2679039144592,51,077,14550.0
Greene County,Virginia,79.1245331931256,51,079,16884.0
Hanover County,Virginia,79.4180784553709,51,085,88821.0
Henrico County,Virginia,79.1740448113316,51,087,186820.0
Henry County,Virginia,75.3617758170731,51,089,37817.0
Highland County,Virginia,79.315825968356,51,091,2220.0
Isle of Wight County,Virginia,78.4026325299823,51,093,26162.0
King and Queen County,Virginia,77.068343726211,51,097,4901.0
King George County,Virginia,78.6791752771448,51,099,19389.0
King William County,Virginia,76.9619998684042,51,101,12384.0
Lancaster County,Virginia,77.0978932205283,51,103,7760.0
Lee County,Virginia,74.2760997901072,51,105,23286.0
Loudoun County,Virginia,83.9018050478387,51,107,244078.0
Louisa County,Virginia,77.9982904780334,51,109,26952.0
Lunenburg County,Virginia,75.9201033610427,51,111,7699.0
Madison County,Virginia,78.2509182844666,51,113,11231.0
Mathews County,Virginia,78.6758202717921,51,115,7619.0
Mecklenburg County,Virginia,75.6871583766414,51,117,19148.0
Middlesex County,Virginia,77.0876441707679,51,119,8351.0
Montgomery County,Virginia,79.7585948731131,51,121,83979.0
Nelson County,Virginia,77.9234656648408,51,125,12439.0
New Kent County,Virginia,78.5318083477702,51,127,16367.0
Northampton County,Virginia,75.6067876842237,51,131,7477.0
Northumberland County,Virginia,79.0903224335947,51,133,8605.0
Nottoway County,Virginia,74.9682218655331,51,135,8916.0
Orange County,Virginia,77.829361604524,51,137,28791.0
Page County,Virginia,76.6158623904911,51,139,22769.0
Patrick County,Virginia,76.0509026311695,51,141,16735.0
Powhatan County,Virginia,80.0406728846067,51,145,24190.0
Prince Edward County,Virginia,76.9428115575688,51,147,14697.0
Prince George County,Virginia,79.6160894198812,51,149,22230.0
Pulaski County,Virginia,75.6179487464834,51,155,31666.0
Rappahannock County,Virginia,79.9941737104011,51,157,6836.0
Richmond County,Virginia,76.5375232297945,51,159,5906.0
Roanoke County,Virginia,79.1377903826707,51,161,83351.0
Russell County,Virginia,74.4100855469471,51,167,27209.0
Scott County,Virginia,74.9713350483663,51,169,21947.0
Shenandoah County,Virginia,78.4841019562624,51,171,40058.0
Smyth County,Virginia,74.4695501315181,51,173,30207.0
Stafford County,Virginia,79.9440543219382,51,179,96726.0
Surry County,Virginia,77.2686828341894,51,181,3508.0
Sussex County,Virginia,74.7033890462433,51,183,4514.0
Tazewell County,Virginia,73.0769031404759,51,185,41090.0
Warren County,Virginia,76.6000835956577,51,187,35282.0
Washington County,Virginia,76.800715666029,51,191,52516.0
Westmoreland County,Virginia,76.6564803983487,51,193,12016.0
Wise County,Virginia,72.8588993792251,51,195,37110.0
Wythe County,Virginia,75.52483125977,51,197,27709.0
Alexandria City,Virginia,82.9661850208233,51,510,95026.0
Bristol City,Virginia,72.8503453500735,51,520,15480.0
Chesapeake City,Virginia,78.2476343016021,51,550,145131.0
Colonial Heights City,Virginia,75.5429378034021,51,570,13707.0
Covington City,Virginia,71.9034797856489,51,580,4610.0
Falls Church City,Virginia,81.6004173311485,51,610,10472.0
Galax City,Virginia,70.9583635882571,51,640,6097.0
Hampton City,Virginia,76.5582429476697,51,650,57799.0
Hopewell City,Virginia,71.9581423470242,51,670,11701.0
Lexington City,Virginia,77.2671038666044,51,678,5942.0
Lynchburg City,Virginia,76.5793332578414,51,680,51300.0
Martinsville City,Virginia,69.1171296513564,51,690,6657.0
Norfolk City,Virginia,75.3646457631985,51,710,117165.0
Norton City,Virginia,74.2574625889429,51,720,3469.0
Petersburg City,Virginia,69.5809064529234,51,730,5420.0
Poquoson City,Virginia,79.5230225799309,51,735,11396.0
Portsmouth City,Virginia,74.1081517312784,51,740,39135.0
Radford City,Virginia,76.8749025417338,51,750,14509.0
Richmond City,Virginia,76.5036186016373,51,760,95796.0
Roanoke City,Virginia,74.1804904425095,51,770,63336.0
Salem City,Virginia,75.9016708112946,51,775,22248.0
Suffolk City,Virginia,77.3508743523767,51,800,45514.0
Virginia Beach City,Virginia,79.9741067719705,51,810,304213.0
Winchester City,Virginia,77.1892168648065,51,840,22131.0
Fairfax County,Virginia,84.4572243527794,51,059,713476.0
Fairfax City,Virginia,84.4572243527794,51,600,16385.0
Rockingham County,Virginia,80.3932344142763,51,165,73682.0
Harrisonburg City,Virginia,80.3932344142763,51,660,43920.0
James City County,Virginia,81.6014732894836,51,095,57738.0
Williamsburg City,Virginia,81.6014732894836,51,830,11207.0
Prince William County,Virginia,81.4979686084663,51,153,268015.0
Manassas City,Virginia,81.4979686084663,51,683,28650.0
Manassas Park City,Virginia,81.4979686084663,51,685,10533.0
Rockbridge County,Virginia,78.6688793723973,51,163,20977.0
Buena Vista City,Virginia,78.6688793723973,51,530,5934.0
Spotsylvania County,Virginia,79.0924248884679,51,177,95246.0
Fredericksburg City,Virginia,79.0924248884679,51,630,17816.0
Augusta County,Virginia,77.9530496170894,51,015,69292.0
Staunton City,Virginia,77.9530496170894,51,790,20197.0
Waynesboro City,Virginia,77.9530496170894,51,820,17478.0
Pittsylvania County,Virginia,75.0233989219488,51,143,46715.0
Danville City,Virginia,75.0233989219488,51,590,19358.0
Greensville County,Virginia,74.0043148184047,51,081,4584.0
Emporia City,Virginia,74.0043148184047,51,595,1787.0
Albemarle County,Virginia,81.4234049969489,51,003,84955.0
Charlottesville City,Virginia,81.4234049969489,51,540,32001.0
Bedford County,Virginia,78.7174989168034,51,019,69167.0
Bedford City,Virginia,78.7174989168034,51,515,
Halifax County,Virginia,75.5162130891812,51,083,21442.0
Southampton County,Virginia,75.831967755636,51,175,11194.0
Franklin City,Virginia,75.831967755636,51,620,3226.0
Alleghany County,Virginia,75.5155056131058,51,005,14745.0
York County,Virginia,77.9318976547342,51,199,51476.0
Newport News City,Virginia,77.9318976547342,51,700,90072.0
Adams County,Washington,79.0665304961728,53,001,13538.0
Asotin County,Washington,78.8957597798239,53,003,20759.0
Benton County,Washington,80.0617325414632,53,005,150774.0
Chelan County,Washington,80.3387162594137,53,007,67799.0
Clallam County,Washington,78.7778760488417,53,009,64423.0
Clark County,Washington,79.9101578338538,53,011,381593.0
Columbia County,Washington,79.2023520968595,53,013,3594.0
Cowlitz County,Washington,77.1629140613517,53,015,93319.0
Douglas County,Washington,80.9604094718369,53,017,28917.0
Ferry County,Washington,77.6711610329568,53,019,5819.0
Franklin County,Washington,80.5656038340234,53,021,61659.0
Garfield County,Washington,80.6413638651556,53,023,2132.0
Grant County,Washington,78.8387490241087,53,025,65396.0
Grays Harbor County,Washington,76.7739633269069,53,027,62665.0
Island County,Washington,81.6602433121718,53,029,68488.0
Jefferson County,Washington,81.4039048928629,53,031,27602.0
King County,Washington,82.0511640326599,53,033,1397436.0
Kitsap County,Washington,79.8494357187365,53,035,210358.0
Kittitas County,Washington,81.2854308660296,53,037,38315.0
Klickitat County,Washington,80.9805163596809,53,039,19093.0
Lewis County,Washington,77.5869377600203,53,041,69619.0
Lincoln County,Washington,80.1195277312077,53,043,9739.0
Mason County,Washington,78.3837603754943,53,045,51497.0
Okanogan County,Washington,77.9890279363163,53,047,30875.0
Pacific County,Washington,76.9735634964591,53,049,18523.0
Pend Oreille County,Washington,77.9051585743416,53,051,11962.0
Pierce County,Washington,78.7571219903605,53,053,619585.0
San Juan County,Washington,84.384721918918,53,055,14866.0
Skagit County,Washington,79.7642961900069,53,057,101897.0
Skamania County,Washington,81.1974940381147,53,059,10549.0
Snohomish County,Washington,80.2427328529305,53,061,591763.0
Spokane County,Washington,78.4492293182693,53,063,431646.0
Stevens County,Washington,78.5052152177823,53,065,38901.0
Thurston County,Washington,80.0538605567436,53,067,219735.0
Wahkiakum County,Washington,79.5385116417182,53,069,3761.0
Walla Walla County,Washington,79.7866561755966,53,071,50996.0
Whatcom County,Washington,80.8476225536089,53,073,177367.0
Whitman County,Washington,80.8498761692426,53,075,39433.0
Yakima County,Washington,77.9706270606519,53,077,194173.0
Barbour County,West Virginia,75.8396980747497,54,001,16308.0
Berkeley County,West Virginia,75.7320361525081,54,003,96609.0
Boone County,West Virginia,71.2444326108322,54,005,23239.0
Braxton County,West Virginia,75.6170659197355,54,007,14208.0
Brooke County,West Virginia,75.6429328454965,54,009,22699.0
Cabell County,West Virginia,72.9016804080817,54,011,88036.0
Calhoun County,West Virginia,76.1692249962827,54,013,7365.0
Clay County,West Virginia,73.4047264644241,54,015,8850.0
Doddridge County,West Virginia,77.6258455546223,54,017,8028.0
Fayette County,West Virginia,72.9053878193309,54,019,42205.0
Gilmer County,West Virginia,76.7115357395423,54,021,7228.0
Grant County,West Virginia,77.6923177963259,54,023,11526.0
Greenbrier County,West Virginia,75.2841253685077,54,025,33533.0
Hampshire County,West Virginia,76.5192345828814,54,027,22793.0
Hancock County,West Virginia,75.238804572696,54,029,28654.0
Hardy County,West Virginia,77.0773219334704,54,031,13106.0
Harrison County,West Virginia,75.1861272507416,54,033,65807.0
Jackson County,West Virginia,75.8703461749665,54,035,28517.0
Jefferson County,West Virginia,77.7852904329544,54,037,48881.0
Kanawha County,West Virginia,73.8954164488508,54,039,168005.0
Lewis County,West Virginia,73.7190722618514,54,041,16007.0
Lincoln County,West Virginia,71.8091517145244,54,043,21162.0
Logan County,West Virginia,70.0668348455079,54,045,33957.0
McDowell County,West Virginia,68.047275434592,54,047,18060.0
Marion County,West Virginia,76.3318381618429,54,049,53195.0
Marshall County,West Virginia,76.4314084919648,54,051,31505.0
Mason County,West Virginia,74.0668285527736,54,053,26370.0
Mercer County,West Virginia,72.7057345004874,54,055,56043.0
Mineral County,West Virginia,76.2455069497773,54,057,26212.0
Mingo County,West Virginia,70.1201576272396,54,059,24538.0
Monongalia County,West Virginia,79.2750423328717,54,061,92708.0
Monroe County,West Virginia,76.0652238063653,54,063,13179.0
Morgan County,West Virginia,76.347057211771,54,065,17026.0
Nicholas County,West Virginia,73.9693713915254,54,067,25090.0
Ohio County,West Virginia,76.3170230064491,54,069,40306.0
Pendleton County,West Virginia,78.5831782700199,54,071,6981.0
Pleasants County,West Virginia,75.3262969384507,54,073,7428.0
Pocahontas County,West Virginia,76.5466481456282,54,075,8326.0
Preston County,West Virginia,76.8962852857656,54,077,31634.0
Putnam County,West Virginia,76.3531873104018,54,079,54756.0
Raleigh County,West Virginia,73.0198384213908,54,081,68855.0
Randolph County,West Virginia,76.1308197274637,54,083,28345.0
Ritchie County,West Virginia,76.1516502902223,54,085,9874.0
Roane County,West Virginia,73.8288646798201,54,087,14196.0
Summers County,West Virginia,74.382220286881,54,089,12399.0
Taylor County,West Virginia,76.630194065659,54,091,16431.0
Tucker County,West Virginia,77.3967006397755,54,093,6788.0
Tyler County,West Virginia,75.9967379796337,54,095,8864.0
Upshur County,West Virginia,76.6443888185324,54,097,24008.0
Wayne County,West Virginia,74.8784684883525,54,099,40383.0
Webster County,West Virginia,74.0203011632288,54,101,8791.0
Wetzel County,West Virginia,75.5356781609541,54,103,15686.0
Wirt County,West Virginia,75.6809923152497,54,105,5699.0
Wood County,West Virginia,75.5831356338114,54,107,83014.0
Wyoming County,West Virginia,70.7596841912,54,109,21998.0
Adams County,Wisconsin,77.5952100711906,55,001,18913.0
Ashland County,Wisconsin,76.754084535877,55,003,13533.0
Barron County,Wisconsin,79.080871307506,55,005,43591.0
Bayfield County,Wisconsin,79.9264670490319,55,007,12918.0
Brown County,Wisconsin,79.8544471245666,55,009,220790.0
Buffalo County,Wisconsin,80.2251175842185,55,011,12929.0
Burnett County,Wisconsin,79.129418659256,55,013,13974.0
Calumet County,Wisconsin,80.3477479386644,55,015,46951.0
Chippewa County,Wisconsin,79.4794376148997,55,017,60255.0
Clark County,Wisconsin,78.9209015124804,55,019,33301.0
Columbia County,Wisconsin,78.8883232219594,55,021,54028.0
Crawford County,Wisconsin,79.4033829291651,55,023,15762.0
Dane County,Wisconsin,81.5278823393658,55,025,434792.0
Dodge County,Wisconsin,78.709723551732,55,027,82988.0
Door County,Wisconsin,80.5243665084066,55,029,26775.0
Douglas County,Wisconsin,78.4013931605802,55,031,40624.0
Dunn County,Wisconsin,80.5875108092702,55,033,41845.0
Eau Claire County,Wisconsin,79.7819261747539,55,035,94470.0
Florence County,Wisconsin,77.5469547581007,55,037,4428.0
Fond du Lac County,Wisconsin,80.0383721974494,55,039,95247.0
Forest County,Wisconsin,76.890585900365,55,041,7411.0
Grant County,Wisconsin,79.3595522452741,55,043,49966.0
Green County,Wisconsin,79.9826812314936,55,045,36034.0
Green Lake County,Wisconsin,78.407056015868,55,047,18155.0
Iowa County,Wisconsin,79.8338817585983,55,049,22996.0
Iron County,Wisconsin,78.5733543612459,55,051,5660.0
Jackson County,Wisconsin,78.1601479748944,55,053,18151.0
Jefferson County,Wisconsin,79.9468954660237,55,055,79778.0
Juneau County,Wisconsin,77.6528970032585,55,057,24911.0
Kenosha County,Wisconsin,77.968173670797,55,059,145980.0
Kewaunee County,Wisconsin,81.2986697896216,55,061,19838.0
La Crosse County,Wisconsin,80.0744662677786,55,063,107415.0
Lafayette County,Wisconsin,80.7290496480856,55,065,16280.0
Langlade County,Wisconsin,78.6286436128836,55,067,18648.0
Lincoln County,Wisconsin,78.5936818885869,55,069,27293.0
Manitowoc County,Wisconsin,79.1678663501374,55,071,75800.0
Marathon County,Wisconsin,80.0601968762811,55,073,123898.0
Marinette County,Wisconsin,77.7897134903077,55,075,39808.0
Marquette County,Wisconsin,78.1795103412595,55,077,14448.0
Menominee County,Wisconsin,72.8001746765048,55,078,426.0
Milwaukee County,Wisconsin,77.0129632688485,55,079,583848.0
Monroe County,Wisconsin,78.3904487723177,55,081,42365.0
Oconto County,Wisconsin,78.9303211209053,55,083,36103.0
Oneida County,Wisconsin,78.6879531657176,55,085,34265.0
Outagamie County,Wisconsin,80.096323537909,55,087,164096.0
Ozaukee County,Wisconsin,81.7829219769008,55,089,82717.0
Pepin County,Wisconsin,80.9518601453322,55,091,7208.0
Pierce County,Wisconsin,80.9970310138599,55,093,39465.0
Polk County,Wisconsin,79.0016235255989,55,095,41878.0
Portage County,Wisconsin,81.03432000843,55,097,66118.0
Price County,Wisconsin,78.3151376210616,55,099,13236.0
Racine County,Wisconsin,78.2855632504309,55,101,156176.0
Richland County,Wisconsin,80.3185350302211,55,103,16983.0
Rock County,Wisconsin,78.1478630738821,55,105,143993.0
Rusk County,Wisconsin,78.0296873113267,55,107,13814.0
Saint Croix County,Wisconsin,80.4619811230763,55,109,83534.0
Sauk County,Wisconsin,79.0193168128181,55,111,60137.0
