County,State,mean_life_expectancy,State_FIPS,County_FIPS
Queen Anne's County,Maryland,79.6129758168193,24,035
Saint Mary's County,Maryland,78.8252527092192,24,037
Somerset County,Maryland,76.9130647524195,24,039
Talbot County,Maryland,80.2010389097169,24,041
Washington County,Maryland,77.7791172229896,24,043
Wicomico County,Maryland,77.0605960724123,24,045
Worcester County,Maryland,79.0845590296071,24,047
Baltimore City,Maryland,72.5304398790381,24,510
Montgomery County,Maryland,81.1915915554632,24,031
Prince George's County,Maryland,81.1915915554632,24,033
Barnstable County,Massachusetts,80.4534637772879,25,001
Berkshire County,Massachusetts,79.626553567211,25,003
Bristol County,Massachusetts,79.1731296497432,25,005
Dukes County,Massachusetts,81.6606504006573,25,007
Essex County,Massachusetts,80.5639161148253,25,009
Franklin County,Massachusetts,80.1835072233791,25,011
Hampden County,Massachusetts,78.9227610422492,25,013
Hampshire County,Massachusetts,80.9751114021049,25,015
Middlesex County,Massachusetts,81.7086952739955,25,017
Nantucket County,Massachusetts,81.5560884703888,25,019
Norfolk County,Massachusetts,81.4332890389086,25,021
Plymouth County,Massachusetts,79.6472568910977,25,023
Suffolk County,Massachusetts,79.666267690017,25,025
Worcester County,Massachusetts,79.6593197051231,25,027
Alcona County,Michigan,77.4446753636894,26,001
Alger County,Michigan,79.0869780305929,26,003
Allegan County,Michigan,78.8190397714852,26,005
Alpena County,Michigan,78.044457172224,26,007
Antrim County,Michigan,79.7851987592353,26,009
Arenac County,Michigan,76.7944447874258,26,011
Baraga County,Michigan,77.712514341394,26,013
Barry County,Michigan,79.1170008402965,26,015
Bay County,Michigan,78.1229293119107,26,017
Benzie County,Michigan,79.4209120534911,26,019
Berrien County,Michigan,77.7246520509192,26,021
Branch County,Michigan,77.4756258275587,26,023
Calhoun County,Michigan,76.6124861233862,26,025
Cass County,Michigan,78.1695230493011,26,027
Charlevoix County,Michigan,79.6944154993294,26,029
Cheboygan County,Michigan,78.7588940017761,26,031
Chippewa County,Michigan,78.8911030767324,26,033
Clare County,Michigan,76.047648338534,26,035
Clinton County,Michigan,80.773695182095,26,037
Crawford County,Michigan,77.535525209743,26,039
Delta County,Michigan,79.1994162946154,26,041
Dickinson County,Michigan,79.1556972967022,26,043
Eaton County,Michigan,79.4907512258456,26,045
Emmet County,Michigan,80.0783566841579,26,047
Genesee County,Michigan,76.0703381092954,26,049
Gladwin County,Michigan,77.3560984355169,26,051
Gogebic County,Michigan,78.5109386628082,26,053
Grand Traverse County,Michigan,80.2090930241188,26,055
Gratiot County,Michigan,78.0288916643767,26,057
Hillsdale County,Michigan,78.3002798942986,26,059
Houghton County,Michigan,78.6449943561115,26,061
Huron County,Michigan,77.9896474856076,26,063
Ingham County,Michigan,78.7470832530957,26,065
Ionia County,Michigan,78.3106154748118,26,067
Iosco County,Michigan,76.5095692461767,26,069
Iron County,Michigan,78.7906555871663,26,071
Isabella County,Michigan,78.6641873987329,26,073
Jackson County,Michigan,77.5318290005186,26,075
Kalamazoo County,Michigan,78.8954718258333,26,077
Kalkaska County,Michigan,77.2230509335314,26,079
Kent County,Michigan,79.7406441585622,26,081
Keweenaw County,Michigan,80.1909002360344,26,083
Lake County,Michigan,76.8293144248865,26,085
Lapeer County,Michigan,78.3295844193032,26,087
Leelanau County,Michigan,82.7776481875912,26,089
Lenawee County,Michigan,78.5563692667005,26,091
Livingston County,Michigan,79.9534307606208,26,093
Luce County,Michigan,78.3475286804742,26,095
Mackinac County,Michigan,78.5830123814097,26,097
Macomb County,Michigan,78.3423558109506,26,099
Manistee County,Michigan,78.369315676083,26,101
Marquette County,Michigan,79.1149420894157,26,103
Mason County,Michigan,78.4809094848985,26,105
Mecosta County,Michigan,79.0227829651569,26,107
Menominee County,Michigan,79.5108216305315,26,109
Midland County,Michigan,80.4163839381072,26,111
Missaukee County,Michigan,78.3620566035858,26,113
Monroe County,Michigan,78.0247210869616,26,115
Montcalm County,Michigan,77.7319016291826,26,117
Montmorency County,Michigan,76.9227099548589,26,119
Muskegon County,Michigan,77.3935028194209,26,121
Newaygo County,Michigan,77.7639996048029,26,123
Oakland County,Michigan,79.8623577980875,26,125
Oceana County,Michigan,78.5751129704935,26,127
Ogemaw County,Michigan,76.1058684708889,26,129
Ontonagon County,Michigan,77.9233049481875,26,131
Osceola County,Michigan,78.294111549976,26,133
Oscoda County,Michigan,76.5429670025345,26,135
Otsego County,Michigan,78.2979557704783,26,137
Ottawa County,Michigan,81.5900280080039,26,139
Presque Isle County,Michigan,79.0850175296693,26,141
Roscommon County,Michigan,76.7704446008327,26,143
Saginaw County,Michigan,77.4041555061494,26,145
Saint Clair County,Michigan,77.3591419666035,26,147
Saint Joseph County,Michigan,77.2447389851639,26,149
Sanilac County,Michigan,78.0013702007276,26,151
Schoolcraft County,Michigan,78.3571413968688,26,153
Shiawassee County,Michigan,77.6540759857879,26,155
Tuscola County,Michigan,77.8466454528701,26,157
Van Buren County,Michigan,77.4763746730518,26,159
Washtenaw County,Michigan,80.8533500885183,26,161
Wayne County,Michigan,75.3632839346064,26,163
Wexford County,Michigan,77.5202064648726,26,165
Aitkin County,Minnesota,79.8080009100895,27,001
Anoka County,Minnesota,81.2994999971783,27,003
Becker County,Minnesota,78.7118203085549,27,005
Beltrami County,Minnesota,78.3028837772086,27,007
Benton County,Minnesota,79.4386597336347,27,009
Big Stone County,Minnesota,79.6804307586621,27,011
Blue Earth County,Minnesota,80.9615543864272,27,013
Brown County,Minnesota,80.9732525070126,27,015
Carlton County,Minnesota,78.3954199680398,27,017
Carver County,Minnesota,82.8024347230179,27,019
Cass County,Minnesota,78.3464273097308,27,021
Chippewa County,Minnesota,80.3906818769785,27,023
Chisago County,Minnesota,80.1644740103407,27,025
Clay County,Minnesota,80.3904700043602,27,027
Clearwater County,Minnesota,78.1824238853084,27,029
Cook County,Minnesota,81.9371495561794,27,031
Cottonwood County,Minnesota,81.0299360680248,27,033
Crow Wing County,Minnesota,80.1048594246761,27,035
Dakota County,Minnesota,81.8070372429677,27,037
Dodge County,Minnesota,81.4721581607648,27,039
Douglas County,Minnesota,81.2940437239275,27,041
Faribault County,Minnesota,80.1383330337005,27,043
Fillmore County,Minnesota,81.0777792508855,27,045
Freeborn County,Minnesota,80.4668846832889,27,047
Goodhue County,Minnesota,80.3646912033799,27,049
Grant County,Minnesota,80.2400781796616,27,051
Hennepin County,Minnesota,80.9895398995442,27,053
Houston County,Minnesota,81.9150710664252,27,055
Hubbard County,Minnesota,80.5938570636031,27,057
Isanti County,Minnesota,80.1205275154489,27,059
Itasca County,Minnesota,78.946498241075,27,061
Jackson County,Minnesota,81.6525478478585,27,063
Kanabec County,Minnesota,79.8350268435215,27,065
Kandiyohi County,Minnesota,81.2421976669328,27,067
Kittson County,Minnesota,79.0414674730911,27,069
Koochiching County,Minnesota,78.9779770860246,27,071
Lac qui Parle County,Minnesota,81.3064033719773,27,073
Lake County,Minnesota,78.9770274176926,27,075
Lake of the Woods County,Minnesota,78.9574538588211,27,077
Le Sueur County,Minnesota,81.3112373414187,27,079
Lincoln County,Minnesota,80.2747237020669,27,081
Lyon County,Minnesota,80.7978068440841,27,083
McLeod County,Minnesota,81.261511826997,27,085
Mahnomen County,Minnesota,76.6080625445459,27,087
Marshall County,Minnesota,82.0400803424889,27,089
Martin County,Minnesota,80.9844137207902,27,091
Meeker County,Minnesota,80.5363402683015,27,093
Mille Lacs County,Minnesota,78.0351133452787,27,095
Morrison County,Minnesota,79.9780732143617,27,097
Mower County,Minnesota,81.2934894084575,27,099
Murray County,Minnesota,81.5014860900817,27,101
Nicollet County,Minnesota,82.2505701250802,27,103
Nobles County,Minnesota,81.817887874347,27,105
Norman County,Minnesota,77.9708100486233,27,107
Olmsted County,Minnesota,82.4500460747701,27,109
Otter Tail County,Minnesota,80.4435758331105,27,111
Pennington County,Minnesota,79.5051362691346,27,113
Pine County,Minnesota,79.2839396744509,27,115
Pipestone County,Minnesota,80.0537245343237,27,117
Polk County,Minnesota,78.9469740760477,27,119
Pope County,Minnesota,80.6259616023303,27,121
Ramsey County,Minnesota,80.041966465057,27,123
Red Lake County,Minnesota,79.7486795026906,27,125
Redwood County,Minnesota,79.7703313137959,27,127
Renville County,Minnesota,79.4252224672482,27,129
Rice County,Minnesota,81.1448735307871,27,131
Rock County,Minnesota,79.3335107972749,27,133
Roseau County,Minnesota,79.8551962122378,27,135
Saint Louis County,Minnesota,78.8650702573728,27,137
Scott County,Minnesota,81.8481057718799,27,139
Sherburne County,Minnesota,80.5998664061758,27,141
Sibley County,Minnesota,80.7184708931052,27,143
Stearns County,Minnesota,82.278919972614,27,145
Steele County,Minnesota,81.8898396198218,27,147
Stevens County,Minnesota,82.6199909027493,27,149
Swift County,Minnesota,80.7731923565462,27,151
Todd County,Minnesota,80.9210405597585,27,153
Traverse County,Minnesota,80.2100921091735,27,155
Wabasha County,Minnesota,81.8931335152846,27,157
Wadena County,Minnesota,77.7647304337853,27,159
Waseca County,Minnesota,81.3002437944336,27,161
Washington County,Minnesota,81.8281991074151,27,163
Watonwan County,Minnesota,80.7269084679634,27,165
Wilkin County,Minnesota,78.865582274675,27,167
Winona County,Minnesota,80.8042605244072,27,169
Wright County,Minnesota,81.1613254518253,27,171
Yellow Medicine County,Minnesota,80.5615513745193,27,173
Adams County,Mississippi,73.8131340680649,28,001
Alcorn County,Mississippi,74.4893066421003,28,003
Amite County,Mississippi,75.7788873545881,28,005
Attala County,Mississippi,73.9168699823719,28,007
Benton County,Mississippi,74.7853778609144,28,009
Bolivar County,Mississippi,71.5954955735595,28,011
Calhoun County,Mississippi,74.7715715170706,28,013
Carroll County,Mississippi,76.6995660350617,28,015
Chickasaw County,Mississippi,75.5403622786297,28,017
Choctaw County,Mississippi,76.095582790762,28,019
Claiborne County,Mississippi,72.8529739208337,28,021
Clarke County,Mississippi,74.1997053724658,28,023
Clay County,Mississippi,75.4863783975645,28,025
Coahoma County,Mississippi,71.3202479589692,28,027
Copiah County,Mississippi,74.4617438908113,28,029
Covington County,Mississippi,73.1697451722983,28,031
DeSoto County,Mississippi,77.1426042623173,28,033
Forrest County,Mississippi,74.359019777843,28,035
Franklin County,Mississippi,74.46630136711,28,037
George County,Mississippi,72.9744689816551,28,039
Greene County,Mississippi,74.918015077859,28,041
Grenada County,Mississippi,72.2989414622124,28,043
Hancock County,Mississippi,76.7571500950985,28,045
Harrison County,Mississippi,75.1221310158108,28,047
Hinds County,Mississippi,75.59926097738,28,049
Holmes County,Mississippi,71.7948100575997,28,051
Humphreys County,Mississippi,72.1205657784094,28,053
Issaquena County,Mississippi,74.5284102503535,28,055
Itawamba County,Mississippi,74.5323214034082,28,057
Jackson County,Mississippi,75.6366397933039,28,059
Jasper County,Mississippi,75.2314920532063,28,061
Jefferson County,Mississippi,74.3628621942623,28,063
Jefferson Davis County,Mississippi,73.8525596336468,28,065
Jones County,Mississippi,74.8809303397428,28,067
Kemper County,Mississippi,76.7651812786329,28,069
Lafayette County,Mississippi,77.1517079725528,28,071
Lamar County,Mississippi,78.0886023395436,28,073
Lauderdale County,Mississippi,74.4817601635168,28,075
Lawrence County,Mississippi,73.7043353267756,28,077
Leake County,Mississippi,73.6494407208408,28,079
Lee County,Mississippi,74.5227322321094,28,081
Leflore County,Mississippi,72.4119437773001,28,083
Lincoln County,Mississippi,74.377121686014,28,085
Lowndes County,Mississippi,75.7846632945425,28,087
Madison County,Mississippi,74.5435910483391,28,089
Marion County,Mississippi,72.531912084756,28,091
Marshall County,Mississippi,73.7353750756972,28,093
Monroe County,Mississippi,75.4575069624914,28,095
Montgomery County,Mississippi,73.3715801143812,28,097
Neshoba County,Mississippi,72.6910804371285,28,099
Newton County,Mississippi,74.1434788647135,28,101
Noxubee County,Mississippi,75.1300746320311,28,103
Oktibbeha County,Mississippi,78.1301581100488,28,105
Panola County,Mississippi,73.1634229307797,28,107
Pearl River County,Mississippi,74.5079487950509,28,109
Perry County,Mississippi,73.9517506023612,28,111
Pike County,Mississippi,72.9732133256103,28,113
Pontotoc County,Mississippi,76.8283150603327,28,115
Prentiss County,Mississippi,75.5015807073546,28,117
Quitman County,Mississippi,71.2295453457295,28,119
Rankin County,Mississippi,78.2378837241665,28,121
Scott County,Mississippi,74.2145050181864,28,123
Sharkey County,Mississippi,73.1275903186626,28,125
Simpson County,Mississippi,74.2912484242697,28,127
Smith County,Mississippi,75.2107114579362,28,129
Stone County,Mississippi,74.2087654521072,28,131
Sunflower County,Mississippi,71.5639682827033,28,133
Tallahatchie County,Mississippi,73.6716168086916,28,135
Tate County,Mississippi,75.0042734252018,28,137
Tippah County,Mississippi,74.0128789175965,28,139
Tishomingo County,Mississippi,73.6257512772471,28,141
Tunica County,Mississippi,71.2062986916255,28,143
Union County,Mississippi,76.2893815279472,28,145
Walthall County,Mississippi,74.4242350481092,28,147
Warren County,Mississippi,74.2237008501502,28,149
Washington County,Mississippi,71.6240848897582,28,151
Wayne County,Mississippi,74.6906175183719,28,153
Webster County,Mississippi,73.4911689989823,28,155
Wilkinson County,Mississippi,72.19320616617,28,157
Winston County,Mississippi,75.1084266587656,28,159
Yalobusha County,Mississippi,73.2365426094796,28,161
Yazoo County,Mississippi,73.8332724496727,28,163
Adair County,Missouri,77.7360447710525,29,001
Andrew County,Missouri,78.7404187957615,29,003
Atchison County,Missouri,78.2184812629945,29,005
Audrain County,Missouri,77.3064909078858,29,007
Barry County,Missouri,76.2156461419702,29,009
Barton County,Missouri,77.6390756785549,29,011
Bates County,Missouri,76.390006953902,29,013
Benton County,Missouri,76.1566210816124,29,015
Bollinger County,Missouri,76.6680987020855,29,017
Boone County,Missouri,80.0079996195569,29,019
Buchanan County,Missouri,76.5667201944958,29,021
Butler County,Missouri,74.1940568735364,29,023
Caldwell County,Missouri,77.0159122302091,29,025
Callaway County,Missouri,77.9998389101928,29,027
Camden County,Missouri,78.9578963171666,29,029
Cape Girardeau County,Missouri,78.177818628669,29,031
Carroll County,Missouri,76.9848527250667,29,033
Carter County,Missouri,73.937654887633,29,035
Cass County,Missouri,78.2724792583823,29,037
Cedar County,Missouri,76.2075074182757,29,039
Chariton County,Missouri,78.4323294502751,29,041
Christian County,Missouri,79.1955782952467,29,043
Clark County,Missouri,77.1615485144525,29,045
Clay County,Missouri,79.0918900194542,29,047
Clinton County,Missouri,76.5366795609377,29,049
Cole County,Missouri,78.9247878949946,29,051
Cooper County,Missouri,77.7335555231914,29,053
Crawford County,Missouri,75.9320946759914,29,055
Dade County,Missouri,76.1472801089947,29,057
Dallas County,Missouri,77.1837044599498,29,059
Daviess County,Missouri,77.6566395259583,29,061
DeKalb County,Missouri,77.7932518670277,29,063
Dent County,Missouri,76.007940619271,29,065
Douglas County,Missouri,77.1967431355237,29,067
Dunklin County,Missouri,72.3828652457721,29,069
Franklin County,Missouri,77.0273858062575,29,071
Gasconade County,Missouri,77.2117114080337,29,073
Gentry County,Missouri,77.5895868922617,29,075
Greene County,Missouri,77.8485421476336,29,077
Grundy County,Missouri,77.3034216348091,29,079
Harrison County,Missouri,77.4898930350272,29,081
Henry County,Missouri,75.8073317587611,29,083
Hickory County,Missouri,77.0029296298834,29,085
Holt County,Missouri,78.8801912525481,29,087
Howard County,Missouri,78.4033539942895,29,089
Howell County,Missouri,75.7151604988919,29,091
Iron County,Missouri,73.4696246525762,29,093
Jackson County,Missouri,76.8252754746986,29,095
Jasper County,Missouri,76.1237575747999,29,097
Jefferson County,Missouri,76.3949341680066,29,099
Johnson County,Missouri,77.9344773986659,29,101
Knox County,Missouri,77.4077911179164,29,103
Laclede County,Missouri,76.1365517100109,29,105
Lafayette County,Missouri,77.2787015838382,29,107
Lawrence County,Missouri,76.6020071789347,29,109
Lewis County,Missouri,76.9782472642569,29,111
Lincoln County,Missouri,76.889039392711,29,113
Linn County,Missouri,76.5045631488766,29,115
Livingston County,Missouri,77.6413245269095,29,117
McDonald County,Missouri,74.7343213254808,29,119
Macon County,Missouri,77.4004959271421,29,121
Madison County,Missouri,74.5370342999635,29,123
Maries County,Missouri,77.6389415798375,29,125
Marion County,Missouri,76.9738110829515,29,127
Mercer County,Missouri,78.3681878642633,29,129
Miller County,Missouri,76.4716813441144,29,131
Mississippi County,Missouri,73.6626199586122,29,133
Moniteau County,Missouri,78.1921255555073,29,135
Monroe County,Missouri,78.4994818853682,29,137
Montgomery County,Missouri,76.1738229265587,29,139
Morgan County,Missouri,75.9035881931716,29,141
New Madrid County,Missouri,73.5640207281271,29,143
Newton County,Missouri,76.7635912967764,29,145
Nodaway County,Missouri,79.4308871750847,29,147
Oregon County,Missouri,75.7114329410774,29,149
Osage County,Missouri,78.6852381072743,29,151
Ozark County,Missouri,75.8958911102445,29,153
Pemiscot County,Missouri,72.0631190766172,29,155
Perry County,Missouri,78.2273531767427,29,157
Pettis County,Missouri,77.3566189718558,29,159
Phelps County,Missouri,76.9026316250712,29,161
Pike County,Missouri,76.8392036093807,29,163
Platte County,Missouri,80.5428334558435,29,165
Polk County,Missouri,76.4960757723599,29,167
Pulaski County,Missouri,76.4369050903262,29,169
Putnam County,Missouri,77.0643327258406,29,171
Ralls County,Missouri,79.23095548936,29,173
Randolph County,Missouri,76.2439358270863,29,175
Ray County,Missouri,76.4065730990067,29,177
Reynolds County,Missouri,74.5976078560434,29,179
Ripley County,Missouri,73.7590837511568,29,181
Saint Charles County,Missouri,80.4395050473522,29,183
Saint Clair County,Missouri,76.6400071803556,29,185
Sainte Genevieve County,Missouri,78.1483065732823,29,186
Saint Francois County,Missouri,74.8745550911408,29,187
Saint Louis County,Missouri,79.0152797760501,29,189
Saline County,Missouri,77.0673850789185,29,195
Schuyler County,Missouri,77.4314598997181,29,197
Scotland County,Missouri,78.2530398167746,29,199
Scott County,Missouri,75.7485961739981,29,201
Shannon County,Missouri,75.9498559095677,29,203
Shelby County,Missouri,77.5763284321092,29,205
Stoddard County,Missouri,75.6981804944557,29,207
Stone County,Missouri,78.1583361952537,29,209
Sullivan County,Missouri,76.7058280320068,29,211
Taney County,Missouri,77.7045690117527,29,213
Texas County,Missouri,76.8374285120952,29,215
Vernon County,Missouri,75.8169312927439,29,217
Warren County,Missouri,78.4464707166292,29,219
Washington County,Missouri,73.976385549866,29,221
Wayne County,Missouri,74.2100168562431,29,223
Webster County,Missouri,77.6766149514584,29,225
Worth County,Missouri,78.2309923765404,29,227
Wright County,Missouri,75.6358046268604,29,229
Saint Louis City,Missouri,74.0527473072528,29,510
Beaverhead County,Montana,79.7883467306391,30,001
Big Horn County,Montana,72.6966669779158,30,003
Blaine County,Montana,75.2385333224648,30,005
Broadwater County,Montana,78.5478106020352,30,007
Carbon County,Montana,80.0775540300349,30,009
Carter County,Montana,78.7018336445925,30,011
Cascade County,Montana,78.254119185323,30,013
Chouteau County,Montana,79.1286759900317,30,015
Custer County,Montana,77.1828974625352,30,017
Daniels County,Montana,78.6354446529126,30,019
Dawson County,Montana,78.2006234707054,30,021
Deer Lodge County,Montana,76.6603241478467,30,023
Fallon County,Montana,78.4406641692172,30,025
Fergus County,Montana,77.9125074831635,30,027
Flathead County,Montana,79.0063912041357,30,029
Gallatin County,Montana,81.5913725639384,30,031
Garfield County,Montana,78.4328174236377,30,033
Glacier County,Montana,72.9671323191336,30,035
Granite County,Montana,81.3510628137018,30,039
Hill County,Montana,76.9468935364593,30,041
Jefferson County,Montana,78.7738444672152,30,043
Judith Basin County,Montana,80.8895236461605,30,045
Lake County,Montana,77.9422909096263,30,047
Lewis and Clark County,Montana,79.3803615370634,30,049
Liberty County,Montana,81.6667051724836,30,051
Lincoln County,Montana,77.5973047402151,30,053
McCone County,Montana,79.1252881723167,30,055
Madison County,Montana,80.9057134562003,30,057
Meagher County,Montana,77.8310762752226,30,059
Mineral County,Montana,77.1340715912979,30,061
Missoula County,Montana,79.6631257509068,30,063
Musselshell County,Montana,76.502009953339,30,065
Phillips County,Montana,77.5564948814572,30,071
Pondera County,Montana,77.8530562250496,30,073
Powder River County,Montana,78.7156085943135,30,075
Powell County,Montana,77.2298005500584,30,077
Prairie County,Montana,77.8985533213242,30,079
Ravalli County,Montana,79.5649402557046,30,081
Richland County,Montana,77.2590870691474,30,083
Roosevelt County,Montana,70.7084215305436,30,085
Rosebud County,Montana,75.8469871455081,30,087
Sanders County,Montana,77.8337100589255,30,089
Sheridan County,Montana,77.3668937720538,30,091
Silver Bow County,Montana,76.107576917048,30,093
Stillwater County,Montana,79.3213534831316,30,095
Sweet Grass County,Montana,80.6948557949316,30,097
Teton County,Montana,80.3029610944883,30,099
Toole County,Montana,78.1203909203717,30,101
Valley County,Montana,78.0883958791615,30,105
Wheatland County,Montana,78.8364438004686,30,107
Wibaux County,Montana,76.7452653973856,30,109
Yellowstone County,Montana,78.6883278264516,30,111
Park County,Montana,79.5897034219003,30,067
Adams County,Nebraska,79.5229406747464,31,001
Antelope County,Nebraska,80.8110611656652,31,003
Boone County,Nebraska,80.5919084073087,31,011
Box Butte County,Nebraska,78.4822625539023,31,013
Boyd County,Nebraska,79.0954847808553,31,015
Brown County,Nebraska,80.588771930141,31,017
Buffalo County,Nebraska,80.1995615174645,31,019
Burt County,Nebraska,78.763696911795,31,021
Butler County,Nebraska,79.1228825878314,31,023
Cass County,Nebraska,79.0786146352546,31,025
Cedar County,Nebraska,80.8404130255017,31,027
Chase County,Nebraska,78.4961062347189,31,029
Cherry County,Nebraska,79.3591054208752,31,031
Cheyenne County,Nebraska,79.5071947322742,31,033
Clay County,Nebraska,79.111131102539,31,035
Colfax County,Nebraska,80.6865159882416,31,037
Cuming County,Nebraska,81.2916112393991,31,039
Custer County,Nebraska,79.3025741488563,31,041
Dakota County,Nebraska,78.3939736387093,31,043
Dawes County,Nebraska,79.658030097594,31,045
Dawson County,Nebraska,79.2561938217427,31,047
Deuel County,Nebraska,79.165637223855,31,049
Dixon County,Nebraska,79.4992859607589,31,051
Dodge County,Nebraska,78.7257521479993,31,053
Douglas County,Nebraska,78.7699809048364,31,055
Dundy County,Nebraska,78.6232691893475,31,057
Fillmore County,Nebraska,79.0756388542472,31,059
Franklin County,Nebraska,78.9750371096201,31,061
Frontier County,Nebraska,81.9684868126126,31,063
Furnas County,Nebraska,78.3991618555597,31,065
Gage County,Nebraska,78.7714233938921,31,067
Garden County,Nebraska,78.2258248315308,31,069
Garfield County,Nebraska,78.7262745184093,31,071
Gosper County,Nebraska,79.5434511767711,31,073
Greeley County,Nebraska,80.4022386232132,31,077
Hall County,Nebraska,78.8435577947226,31,079
Hamilton County,Nebraska,80.42037008022,31,081
Harlan County,Nebraska,79.8568809457972,31,083
Hitchcock County,Nebraska,78.184152105149,31,087
Holt County,Nebraska,79.9866685716336,31,089
Howard County,Nebraska,79.8900174670575,31,093
Jefferson County,Nebraska,78.7238059801488,31,095
Johnson County,Nebraska,78.8679081135352,31,097
Kearney County,Nebraska,80.1806462085372,31,099
Keith County,Nebraska,79.0277891011749,31,101
Kimball County,Nebraska,77.8514523377371,31,105
Knox County,Nebraska,79.402395112084,31,107
Lancaster County,Nebraska,80.5971079910007,31,109
Lincoln County,Nebraska,78.8002563645093,31,111
Madison County,Nebraska,79.2628697154367,31,119
Merrick County,Nebraska,79.494089164104,31,121
Morrill County,Nebraska,78.6900421127371,31,123
Nance County,Nebraska,77.4993062883703,31,125
Nemaha County,Nebraska,78.711810761235,31,127
Nuckolls County,Nebraska,79.3067205428616,31,129
Otoe County,Nebraska,79.7829283388027,31,131
Pawnee County,Nebraska,79.3689919080908,31,133
Perkins County,Nebraska,79.997086860807,31,135
Phelps County,Nebraska,79.4688533979574,31,137
Pierce County,Nebraska,80.0393389003119,31,139
Platte County,Nebraska,80.5819984541595,31,141
Polk County,Nebraska,80.8363839703304,31,143
Red Willow County,Nebraska,79.514818087163,31,145
Richardson County,Nebraska,77.8710967403239,31,147
Rock County,Nebraska,79.3893369609515,31,149
Saline County,Nebraska,78.8790808876401,31,151
Sarpy County,Nebraska,80.5461005966022,31,153
Saunders County,Nebraska,79.7383867446036,31,155
Scotts Bluff County,Nebraska,77.7500386179418,31,157
Seward County,Nebraska,79.5441501066964,31,159
Sheridan County,Nebraska,78.3680618530157,31,161
Sherman County,Nebraska,79.3910907201571,31,163
Sioux County,Nebraska,83.2251558069946,31,165
Stanton County,Nebraska,81.221737564089,31,167
Thayer County,Nebraska,79.2479842872311,31,169
Thurston County,Nebraska,74.5130238065347,31,173
Valley County,Nebraska,80.0903539443671,31,175
Washington County,Nebraska,80.4805736475488,31,177
Wayne County,Nebraska,83.1201181642105,31,179
Webster County,Nebraska,77.9541294003881,31,181
York County,Nebraska,80.3187181621205,31,185
Churchill County,Nevada,76.0118015559705,32,001
Clark County,Nevada,77.9889185493041,32,003
Douglas County,Nevada,80.8717417850804,32,005
Elko County,Nevada,78.0089815674756,32,007
Eureka County,Nevada,79.1677038290956,32,011
Humboldt County,Nevada,76.4158654041918,32,013
Lander County,Nevada,77.1375858296384,32,015
Lincoln County,Nevada,77.6838130439746,32,017
Lyon County,Nevada,76.7099729184692,32,019
Mineral County,Nevada,73.7454209006694,32,021
Nye County,Nevada,74.1834782349569,32,023
Pershing County,Nevada,77.7253293258421,32,027
Storey County,Nevada,82.0298156947666,32,029
Washoe County,Nevada,77.7267496717823,32,031
White Pine County,Nevada,77.001393144041,32,033
Carson City,Nevada,76.206828948475,32,510
Belknap County,New Hampshire,79.0701289584686,33,001
Carroll County,New Hampshire,80.2323050352356,33,003
Cheshire County,New Hampshire,79.6780770541643,33,005
Coos County,New Hampshire,77.7599463870925,33,007
Grafton County,New Hampshire,80.8167704243888,33,009
Hillsborough County,New Hampshire,80.0010600195463,33,011
Merrimack County,New Hampshire,79.9266292420691,33,013
Rockingham County,New Hampshire,80.4874605577761,33,015
Strafford County,New Hampshire,79.2263631523146,33,017
Sullivan County,New Hampshire,79.4029336702772,33,019
Atlantic County,New Jersey,77.5604744597015,34,001
Bergen County,New Jersey,82.5185912533457,34,003
Burlington County,New Jersey,79.7301424389948,34,005
Camden County,New Jersey,77.8082581898215,34,007
Cape May County,New Jersey,77.680595668974,34,009
Cumberland County,New Jersey,76.6060343925464,34,011
Essex County,New Jersey,78.5091978739266,34,013
Gloucester County,New Jersey,78.2331375880862,34,015
Hudson County,New Jersey,80.3294338826118,34,017
Hunterdon County,New Jersey,82.2132930160792,34,019
Mercer County,New Jersey,79.8563462981082,34,021
Middlesex County,New Jersey,81.2975486372092,34,023
Monmouth County,New Jersey,80.2468403166426,34,025
Morris County,New Jersey,82.0328084781525,34,027
Ocean County,New Jersey,79.4094165389766,34,029
Passaic County,New Jersey,80.016540789959,34,031
Salem County,New Jersey,76.8174490677275,34,033
Somerset County,New Jersey,82.0804679146472,34,035
Sussex County,New Jersey,79.5712227292217,34,037
Union County,New Jersey,80.6890765584002,34,039
Warren County,New Jersey,79.8984537057701,34,041
Bernalillo County,New Mexico,78.7352503524719,35,001
Catron County,New Mexico,79.3236217514062,35,003
Chaves County,New Mexico,76.5159818519802,35,005
Colfax County,New Mexico,78.2446465500244,35,007
Curry County,New Mexico,77.3531035555103,35,009
De Baca County,New Mexico,78.0341535060759,35,011
Dona Ana County,New Mexico,79.4713451307086,35,013
Eddy County,New Mexico,76.0631113282114,35,015
Grant County,New Mexico,78.1000526507385,35,017
Guadalupe County,New Mexico,76.7092016815306,35,019
Hidalgo County,New Mexico,77.6380753195376,35,023
Lea County,New Mexico,76.4679913699512,35,025
Lincoln County,New Mexico,79.6875664290877,35,027
Los Alamos County,New Mexico,83.4290234310395,35,028
Luna County,New Mexico,76.7787689687575,35,029
McKinley County,New Mexico,74.7582050879757,35,031
Mora County,New Mexico,78.2351307766824,35,033
Otero County,New Mexico,77.8993511327158,35,035
Quay County,New Mexico,75.5668576553728,35,037
Rio Arriba County,New Mexico,74.8584672936606,35,039
